geneID	Chr	Start	End	Strand	Length	logExpression	knownGene
FBgn0034237	2R	17536465	17536579	+	2070	9.00908061416198	No
FBgn0263113	2R	17539322	17540821	+	4008	8.60153433984999	No
FBgn0085223	2R	17544488	17544620	+	312	5.87773578177964	No
FBgn0028382	2R	17545289	17545489	+	900	8.33615081612066	No
FBgn0010409	2R	17546474	17546986	-	531	9.40755054126389	No
FBgn0034240	2R	17549087	17551064	+	6513	10.2547076457919	No
FBgn0263076	2R	17557116	17557534	+	2379	6.59578051396131	No
FBgn0263029	2R	17563785	17563982	+	198	2.70805020110221	No
FBgn0286931	2R	17564437	17564715	+	1026	2.63905732961526	No
FBgn0034243	2R	17565862	17566994	-	2022	8.21148291644507	No
FBgn0040294	2R	17569064	17569177	+	2514	7.6511201757027	No
FBgn0034245	2R	17572406	17572523	-	171	7.29301767977278	No
FBgn0250868	2R	17572923	17573033	+	207	5.78689738136671	No
FBgn0016701	2R	17573699	17573714	+	639	7.04403289727469	No
FBgn0034246	2R	17575398	17578495	-	5166	8.50268850521336	No
FBgn0034247	2R	17582133	17582825	-	1395	5.95842469302978	No
FBgn0034248	2R	17585793	17586038	-	246	5.66296048013595	No
FBgn0034249	2R	17586674	17587028	-	3012	8.93471861401677	No
FBgn0029079	2R	17591033	17591151	+	645	5.70711026474888	No
FBgn0050105	2R	17591889	17591963	-	465	6.93828448401696	No
FBgn0029006	2R	17593850	17593904	+	3183	9.20833836930551	No
FBgn0034251	2R	17595284	17597389	+	2106	8.65643325850774	No
FBgn0264541	2R	17599080	17599247	-	168	1.38629436111989	No
FBgn0261501	2R	17599392	17599607	-	216	1.09861228866811	No
FBgn0034253	2R	17605356	17605685	-	4572	5.45958551414416	No
FBgn0265576	2R	17617273	17617713	-	441	3.25809653802148	No
FBgn0004400	2R	17631973	17632233	-	1254	5.56452040732269	No
FBgn0034255	2R	17633865	17634116	-	252	4.23410650459726	No
FBgn0050106	2R	17647535	17647748	-	1497	4.27666611901606	No
FBgn0034258	2R	17666067	17666159	+	2730	9.1949221192478	No
FBgn0050108	2R	17669486	17669632	+	264	7.22548147278229	No
FBgn0050109	2R	17670182	17670328	+	264	6.6631326959908	No
FBgn0034259	2R	17671568	17671806	-	789	7.28276117960559	No
FBgn0016059	2R	17674313	17674508	-	2310	8.92119055624937	No
FBgn0034261	2R	17683718	17683728	+	2585	7.11314210870709	No
FBgn0260763	2R	17684884	17684904	+	384	5.15905529921453	No
FBgn0260764	2R	17685843	17685866	+	378	4.71849887129509	No
FBgn0034262	2R	17691091	17691636	-	1497	4.99721227376411	No
FBgn0027872	2R	17696231	17696550	-	819	6.93049476595163	No
FBgn0028494	2R	17704483	17705190	-	2394	6.08677472691231	No
FBgn0284231	2R	17716685	17716729	-	45	3.13549421592915	No
FBgn0034263	2R	17722418	17722999	+	582	3.95124371858143	No
FBgn0034264	2R	17723440	17723485	+	1065	6.88857245956536	No
FBgn0034265	2R	17725385	17725442	-	1221	7.84815308619953	No
FBgn0034267	2R	17731204	17731384	+	1341	6.22059017009974	No
FBgn0034266	2R	17726938	17726949	+	1254	7.51643330291563	No
FBgn0085224	2R	17733469	17733471	+	849	6.22851100359118	No
FBgn0034269	2R	17735319	17736276	-	1632	7.86288203464149	No
FBgn0034270	2R	17737921	17738771	-	1437	7.85902697975154	No
FBgn0034271	2R	17739979	17740044	+	2898	8.70134640303916	No
FBgn0034272	2R	17744101	17745858	+	1758	6.53524127101366	No
FBgn0003545	2R	17745976	17746119	-	1884	8.75479176370003	No
FBgn0034274	2R	17749018	17750052	+	1035	4.69134788222914	No
FBgn0034275	2R	17750435	17750450	+	1785	7.44716835960004	No
FBgn0034276	2R	17753579	17754539	-	2682	5.80513496891649	No
FBgn0022740	2R	17757575	17757650	+	726	5.8805329864007	No
FBgn0027572	2R	17761266	17761389	+	2007	7.46221493976819	No
FBgn0034277	2R	17764684	17765048	-	1902	8.34640487043596	No
FBgn0034278	2R	17767270	17767565	-	402	4.04305126783455	No
FBgn0034279	2R	17767851	17769235	-	1947	4.88280192258637	No
FBgn0028740	2R	17770408	17771767	-	1872	5.81413053182507	No
FBgn0250851	2R	17781103	17781279	-	336	6.4150969591716	No
FBgn0028741	2R	17775251	17775435	-	5427	8.45659356928731	No
FBgn0026309	2R	17786203	17786244	+	2100	5.28320372873799	No
FBgn0026316	2R	17788641	17789102	-	462	7.14361760270412	No
FBgn0028744	2R	17789747	17789848	+	2352	8.72323127482751	No
FBgn0028743	2R	17795127	17795428	+	822	8.13973227971767	No
FBgn0259211	2R	17808411	17809654	+	4406	9.54021949312775	No
FBgn0041585	2R	17851098	17851460	+	1884	7.9298464297425	No
FBgn0015522	2R	17847432	17848193	+	762	4.58496747867057	No
FBgn0050323	2R	17853341	17853832	+	918	6.85751406254539	No
FBgn0034281	2R	17860799	17861207	+	591	6.72743172485086	No
FBgn0003701	2R	17861601	17864447	-	4137	9.36469103180611	No
FBgn0034282	2R	17867213	17867253	-	1089	8.6919864817894	No
FBgn0011589	2R	17898304	17898379	+	3864	6.45519856334012	No
FBgn0050325	2R	17877608	17879857	-	2250	4.38202663467388	No
FBgn0050110	2R	17880310	17882151	-	1842	4.52178857704904	No
FBgn0283437	2R	17887415	17887610	-	2070	5.11799381241676	No
FBgn0034283	2R	17893685	17894194	-	597	4.33073334028633	No
FBgn0034284	2R	17895078	17895575	+	498	3.09104245335832	No
FBgn0003140	2R	17955547	17956488	-	942	2.99573227355399	No
FBgn0034286	2R	17976394	17976530	-	1257	4.39444915467244	No
FBgn0034288	2R	18018693	18018740	+	702	3.87120101090789	No
FBgn0034289	2R	18020292	18020348	+	1869	4.18965474202643	No
FBgn0034290	2R	18043116	18043421	-	381	4.83628190695148	No
FBgn0034291	2R	18044290	18044556	-	639	3.09104245335832	No
FBgn0034292	2R	18046439	18046819	-	759	3.29583686600433	No
FBgn0054005	2R	18048135	18048170	+	555	2.77258872223978	No
FBgn0034293	2R	18049044	18049244	-	579	3.58351893845611	No
FBgn0034294	2R	18050309	18051373	-	1455	3.95124371858143	No
FBgn0034295	2R	18052634	18053332	-	1077	3.52636052461616	No
FBgn0034296	2R	18056125	18056559	-	813	4.33073334028633	No
FBgn0085415	2R	18062922	18062939	+	1509	4.85203026391962	No
FBgn0034299	2R	18093916	18094099	-	633	7.82364593083495	No
FBgn0034300	2R	18095761	18095835	+	4029	8.64611397148308	No
FBgn0034301	2R	18101254	18102179	-	3660	5.69035945432406	No
FBgn0085225	2R	18110000	18110236	+	237	1.79175946922805	No
FBgn0003520	2R	18119784	18119963	-	3078	8.77770959579525	No
FBgn0028983	2R	18126440	18127297	+	1122	7.63675211243578	No
FBgn0040465	2R	18128677	18128770	+	1044	6.89871453432999	No
FBgn0001222	2R	18130758	18130906	-	2199	9.15281718573252	No
FBgn0003044	2R	18135924	18137411	+	3129	9.26955223160803	No
FBgn0265297	2R	18141507	18141672	+	1902	9.34539560296905	No
FBgn0062440	2R	18147592	18147882	-	291	6.48463523563525	No
FBgn0034304	2R	18149553	18151307	-	1755	8.05959232888755	No
FBgn0000057	2R	18151894	18152641	+	1884	6.43615036836943	No
FBgn0022238	2R	18155151	18155342	-	381	7.37400185935016	No
FBgn0034307	2R	18158296	18160167	+	1872	8.18507147753228	No
FBgn0034308	2R	18161029	18161875	+	1827	7.9912539298402	No
FBgn0034310	2R	18164767	18164895	-	2004	9.16377273615985	No
FBgn0260392	2R	18167966	18168138	+	255	6.25382881157547	No
FBgn0260401	2R	18167317	18167522	+	432	8.3020178097512	No
FBgn0027836	2R	18169028	18170257	-	2007	7.36581283720947	No
FBgn0034312	2R	18173810	18174598	+	789	6.22851100359118	No
FBgn0034313	2R	18176083	18177064	-	2298	6.75460409948796	No
FBgn0034314	2R	18180722	18180837	+	1305	7.34083555412327	No
FBgn0034315	2R	18182544	18183818	-	1392	7.61579107203583	No
FBgn0053958	2R	18184789	18184941	-	2130	4.78749174278205	No
FBgn0034317	2R	18187722	18188286	+	565	3.58351893845611	No
FBgn0034318	2R	18188990	18189559	+	570	3.13549421592915	No
FBgn0050114	2R	18207907	18208251	+	345	2.94443897916644	No
FBgn0286834	2R	18231565	18231642	+	576	3.09104245335832	No
FBgn0000658	2R	18234110	18235858	+	1749	8.8794724020748	No
FBgn0266420	2R	18275808	18277079	-	1272	8.60392119492606	No
FBgn0053198	2R	18277621	18277681	+	303	6.34738920965601	No
FBgn0285917	2R	18280052	18280176	-	7012	9.90003158756274	No
FBgn0034321	2R	18293875	18293949	+	564	3.29583686600433	No
FBgn0034322	2R	18294911	18294988	+	573	3.66356164612965	No
FBgn0034323	2R	18295945	18296013	+	564	3.73766961828337	No
FBgn0034324	2R	18297070	18297117	+	546	3.71357206670431	No
FBgn0034325	2R	18298200	18298265	+	555	3.58351893845611	No
FBgn0034326	2R	18299333	18299407	+	570	4.27666611901606	No
FBgn0034327	2R	18303596	18303952	-	357	5.84932477994686	No
FBgn0040737	2R	18311822	18311995	+	174	4.47733681447821	No
FBgn0262838	2R	18381513	18381634	-	189	2.19722457733622	No
FBgn0034328	2R	18382789	18383081	-	351	3.09104245335832	No
FBgn0034329	2R	18384023	18384080	+	135	2.19722457733622	No
FBgn0034330	2R	18384637	18384694	+	135	2.07944154167984	No
FBgn0034331	2R	18385055	18385458	-	462	2.63905732961526	No
FBgn0025583	2R	18386673	18386730	+	135	1.94591014905531	No
FBgn0040736	2R	18388185	18388236	+	117	1.6094379124341	No
FBgn0040735	2R	18389100	18389163	+	228	1.94591014905531	No
FBgn0040734	2R	18389989	18390040	+	120	2.39789527279837	No
FBgn0040733	2R	18390395	18390462	-	120	1.94591014905531	No
FBgn0064237	2R	18393708	18393837	+	1332	4.00733318523247	No
FBgn0063499	2R	18396746	18397465	-	720	4.57471097850338	No
FBgn0034335	2R	18398432	18399103	+	672	4.70953020131233	No
FBgn0063498	2R	18399524	18400186	+	663	3.36729582998647	No
FBgn0063497	2R	18400757	18401416	+	660	6.20657592672493	No
FBgn0063496	2R	18403275	18403940	+	666	4.12713438504509	No
FBgn0063495	2R	18404634	18405299	+	666	6.76619171466035	No
FBgn0063494	2R	18406042	18406707	+	666	6.76619171466035	No
FBgn0063493	2R	18406955	18407623	+	669	7.48661331313996	No
FBgn0063492	2R	18407860	18408525	+	666	7.05703698169789	No
FBgn0063491	2R	18409091	18409753	+	663	6.84054652928869	No
FBgn0013983	2R	18410175	18410333	-	819	7.56786260546388	No
FBgn0027835	2R	18415250	18415286	+	3903	8.90123035211078	No
FBgn0034345	2R	18421544	18421553	+	1198	5.32787616878958	No
FBgn0034346	2R	18426729	18426875	+	3231	7.74500280351584	No
FBgn0284257	2R	18430833	18430885	-	1610	7.90507284949867	No
FBgn0261477	2R	18441474	18442313	+	1827	8.34521792667643	No
FBgn0050120	2R	18447714	18447753	+	1437	6.51619307604296	No
FBgn0034350	2R	18446638	18446705	+	375	6.26720054854136	No
FBgn0261119	2R	18447470	18447611	-	1515	8.08978917578932	No
FBgn0034351	2R	18451376	18452713	+	1338	7.53583046279837	No
FBgn0034352	2R	18452780	18454399	-	1620	5.40267738187228	No
FBgn0028496	2R	18457561	18457598	-	5851	5.79605775076537	No
FBgn0034354	2R	18503752	18503849	+	675	3.63758615972639	No
FBgn0262476	2R	18519182	18519452	+	2235	4.40671924726425	No
FBgn0034356	2R	18527766	18527800	+	1914	6.41836493593621	No
FBgn0003067	2R	18537038	18537069	+	1941	9.21143976741948	No
FBgn0266488	2R	18536793	18536873	+	81	10.2015159170421	No
FBgn0085419	2R	18543921	18544063	+	2226	5.77455154554441	No
FBgn0050115	2R	18554336	18556410	-	4709	7.75876054415766	No
FBgn0261587	2R	18612011	18612078	-	417	4.72738781871234	No
FBgn0034360	2R	18613127	18614206	+	1080	5.25227342804663	No
FBgn0034361	2R	18614244	18614424	-	582	6.70441435496411	No
FBgn0034362	2R	18615161	18615247	+	438	6.83947643822884	No
FBgn0034363	2R	18616051	18616137	+	447	6.42971947803914	No
FBgn0034364	2R	18616947	18617122	-	714	4.14313472639153	No
FBgn0034366	2R	18620724	18620774	-	2052	5.73334127689775	No
FBgn0034365	2R	18621792	18621883	+	963	4.48863636973214	No
FBgn0266671	2R	18625343	18626314	+	2214	7.58120982619635	No
FBgn0000566	2R	18627995	18629173	+	1179	8.88530251298063	No
FBgn0034368	2R	18630202	18630276	-	1191	7.38150189450671	No
FBgn0050122	2R	18632825	18632983	-	3816	9.46475000516439	No
FBgn0262595	2R	18640194	18640247	+	540	4.60517018598809	No
FBgn0034371	2R	18641185	18641193	-	939	5.26269018890489	No
FBgn0259202	2R	18660048	18660124	-	363	7.04577657687951	No
FBgn0034372	2R	18658540	18658648	-	1323	8.05229649953865	No
FBgn0053136	2R	18665030	18665133	-	555	6.15697898558556	No
FBgn0023214	2R	18667832	18668362	-	531	7.45645455517621	No
FBgn0265626	2R	18681165	18681985	-	2697	4.97673374242057	No
FBgn0265627	2R	18678845	18680073	-	2196	5.05624580534831	No
FBgn0265625	2R	18684399	18684756	-	2163	4.64439089914137	No
FBgn0262102	2R	18687449	18687676	+	228	3.09104245335832	No
FBgn0262103	2R	18692665	18692862	+	4442	6.93342302573071	No
FBgn0034377	2R	18696634	18697251	+	618	4.83628190695148	No
FBgn0034379	2R	18706084	18706200	+	1740	7.1800698743028	No
FBgn0034380	2R	18708260	18708365	-	2220	7.92840602618053	No
FBgn0053147	2R	18745917	18746236	+	1815	4.77068462446567	No
FBgn0034381	2R	18727950	18728018	-	1692	3.93182563272433	No
FBgn0053998	2R	18738501	18738689	+	357	2.83321334405622	No
FBgn0034382	2R	18742666	18743238	-	789	3.25809653802148	No
FBgn0034383	2R	18743820	18744377	-	786	3.36729582998647	No
FBgn0034387	2R	18755123	18755221	+	1605	4.23410650459726	No
FBgn0259682	2R	18757195	18757388	-	1744	4.57471097850338	No
FBgn0034389	2R	18762218	18762221	+	3229	5.4553211153577	No
FBgn0034390	2R	18775853	18776824	-	972	3.87120101090789	No
FBgn0034391	2R	18789332	18792673	+	4623	6.04025471127741	No
FBgn0034392	2R	18794812	18795006	-	1491	8.34283980427146	No
FBgn0010651	2R	18797482	18797655	-	1491	8.28576542051433	No
FBgn0034394	2R	18808615	18808776	-	1513	5.56452040732269	No
FBgn0010551	2R	18819633	18819765	+	1036	6.8627579130514	No
FBgn0034396	2R	18822585	18823173	-	2229	4.62497281328427	No
FBgn0034397	2R	18831246	18831300	+	888	3.66356164612965	No
FBgn0034398	2R	18833654	18833784	-	558	4.36944785246702	No
FBgn0034399	2R	18835392	18835512	+	450	4.04305126783455	No
FBgn0034400	2R	18837098	18837568	-	8049	8.97119446318447	No
FBgn0034401	2R	18847086	18847833	-	3066	7.22693601849329	No
FBgn0034402	2R	18850936	18851883	+	948	6.92264389147589	No
FBgn0034403	2R	18851960	18852573	-	744	6.93634273583405	No
FBgn0010053	2R	18853464	18854264	-	1422	6.31716468674728	No
FBgn0034405	2R	18855909	18856691	-	1389	3.8286413964891	No
FBgn0034406	2R	18860395	18861192	-	1404	4.34380542185368	No
FBgn0262479	2R	18862886	18863122	+	237	3.68887945411394	No
FBgn0262480	2R	18863992	18864094	+	378	4.11087386417331	No
FBgn0262481	2R	18864927	18865055	-	183	2.63905732961526	No
FBgn0004240	2R	18865809	18866126	+	318	3.40119738166216	No
FBgn0034407	2R	18867422	18867538	+	360	2.89037175789616	No
FBgn0262569	2R	18867924	18868007	-	171	2.89037175789616	No
FBgn0034408	2R	18955111	18956126	+	2733	6.00635315960173	No
FBgn0028669	2R	18909003	18911714	-	2712	4.89783979995091	No
FBgn0014269	2R	18969838	18970067	-	1038	8.55294636112206	No
FBgn0041702	2R	18971594	18971763	-	729	7.67925142595306	No
FBgn0267351	2R	18973327	18973722	+	3114	8.41582469702795	No
FBgn0034411	2R	18977828	18977940	+	1245	5.17048399503815	No
FBgn0265356	2R	18993925	18994059	+	4675	5.64897423816121	No
FBgn0263116	2R	19023552	19023683	-	1887	4.66343909411207	No
FBgn0263083	2R	19030022	19030186	+	165	2.39789527279837	No
FBgn0034413	2R	19035495	19035901	-	774	3.09104245335832	No
FBgn0034415	2R	19055282	19055648	-	579	3.2188758248682	No
FBgn0034416	2R	19059619	19059643	+	1167	3.71357206670431	No
FBgn0004168	2R	19090524	19090548	+	2538	5.14749447681345	No
FBgn0050125	2R	19094270	19095427	-	1809	3.93182563272433	No
FBgn0034417	2R	19122450	19122613	-	2052	4.70048036579242	No
FBgn0027535	2R	19129690	19129917	+	2916	8.15937473677543	No
FBgn0034418	2R	19134218	19134431	-	2104	8.30967689598773	No
FBgn0034419	2R	19138230	19138261	+	1265	7.28892769452126	No
FBgn0000578	2R	19152023	19152027	+	2960	8.90068531871399	No
FBgn0034420	2R	19170673	19171161	+	2927	6.29156913955832	No
FBgn0263395	2R	19179733	19179858	+	3717	7.43366654016617	No
FBgn0034422	2R	19227406	19228479	+	1074	7.77863014732581	No
FBgn0010434	2R	19235516	19235662	+	5238	7.50988306115491	No
FBgn0004003	2R	19249825	19250100	+	771	6.3818160174061	No
FBgn0053454	2R	19251030	19251173	-	519	4.92725368515721	No
FBgn0053453	2R	19252548	19252691	-	528	3.04452243772342	No
FBgn0034423	2R	19260065	19260067	+	2022	5.01727983681492	No
FBgn0003254	2R	19278129	19280111	+	2040	10.0596362350261	No
FBgn0034425	2R	19281626	19282067	-	1902	8.2380082492184	No
FBgn0034426	2R	19284554	19285219	-	666	4.0943445622221	No
FBgn0034427	2R	19285576	19286598	-	1023	4.06044301054642	No
FBgn0034428	2R	19287983	19288648	+	666	4.40671924726425	No
FBgn0034429	2R	19289126	19289797	+	672	4.61512051684126	No
FBgn0013954	2R	19290189	19290225	+	324	7.59488438721652	No
FBgn0034430	2R	19291297	19292097	-	801	7.50823877467866	No
FBgn0086358	2R	19299200	19300799	+	2573	7.70841066725737	No
FBgn0034432	2R	19305224	19307104	+	1881	8.69433468816865	No
FBgn0034433	2R	19308390	19308515	-	1375	5.75574221358691	No
FBgn0264753	2R	19312600	19312714	-	4239	5.71042701737487	No
FBgn0054045	2R	19330975	19331059	+	492	2.83321334405622	No
FBgn0034435	2R	19342084	19342371	+	1539	4.04305126783455	No
FBgn0034436	2R	19357806	19357838	+	2706	7.76302130901852	No
FBgn0034437	2R	19364306	19364991	+	2598	5.27299955856375	No
FBgn0034438	2R	19367482	19367646	-	2583	4.59511985013459	No
FBgn0034439	2R	19375909	19375914	+	2604	4.60517018598809	No
FBgn0034440	2R	19380571	19380615	+	2664	5.14749447681345	No
FBgn0034441	2R	19385968	19385988	+	2625	4.55387689160054	No
FBgn0034442	2R	19390181	19391490	+	1605	7.21964204013074	No
FBgn0261439	2R	19392402	19392578	-	1983	7.35564110297425	No
FBgn0034443	2R	19396365	19396562	-	237	8.3959291039232	No
FBgn0263391	2R	19398695	19398799	-	7338	9.38387342273706	No
FBgn0012051	2R	19426045	19426218	+	2566	7.55381085200823	No
FBgn0020440	2R	19431109	19431562	-	4506	8.75131624677346	No
FBgn0040273	2R	19437972	19438343	+	3234	8.9445502459405	No
FBgn0013325	2R	19442484	19442489	+	552	8.146419323098	No
FBgn0034446	2R	19444217	19444394	+	606	7.33953769540767	No
FBgn0266711	2R	19445241	19445379	-	351	7.17011954344963	No
FBgn0284243	2R	19447463	19448746	-	1425	9.9241231661362	No
FBgn0034447	2R	19452689	19452789	+	2040	8.63657494843632	No
FBgn0260934	2R	19459933	19460616	+	6097	8.62155320674048	No
FBgn0002716	2R	19458052	19458418	+	993	6.90675477864855	No
FBgn0034451	2R	19485806	19485920	-	732	5.39362754635236	No
FBgn0034452	2R	19487160	19487262	-	4098	7.47363710849621	No
FBgn0026378	2R	19492224	19492272	+	1533	7.44658509915773	No
FBgn0261456	2R	19494685	19495403	-	2007	7.97590836016554	No
FBgn0034454	2R	19497802	19498066	+	924	4.02535169073515	No
FBgn0040732	2R	19500527	19500639	-	381	3.13549421592915	No
FBgn0034455	2R	19503188	19504000	+	813	7.02553831463852	No
FBgn0034456	2R	19508167	19508937	+	1224	4.02535169073515	No
FBgn0034457	2R	19509768	19511468	+	1701	4.66343909411207	No
FBgn0034458	2R	19511676	19513571	-	1896	4.34380542185368	No
FBgn0003435	2R	19530567	19530700	-	2164	7.47929963778283	No
FBgn0262571	2R	19552111	19552113	+	423	2.07944154167984	No
FBgn0262170	2R	19587316	19587391	+	270	1.79175946922805	No
FBgn0034459	2R	19593892	19594568	+	2601	4.59511985013459	No
FBgn0261807	2R	19635407	19635658	+	252	2.83321334405622	No
FBgn0034460	2R	19636660	19636872	+	279	2.94443897916644	No
FBgn0262966	2R	19637717	19637866	+	150	1.94591014905531	No
FBgn0034461	2R	19643038	19643610	+	573	2.63905732961526	No
FBgn0034462	2R	19646592	19646664	-	801	4.79579054559674	No
FBgn0034463	2R	19657870	19657876	+	853	4.70048036579242	No
FBgn0034464	2R	19662543	19662596	+	951	5.56068163101553	No
FBgn0015949	2R	19664665	19664666	-	2481	9.78165884417099	No
FBgn0028372	2R	19670755	19671149	+	1700	7.30182234213793	No
FBgn0040730	2R	19681022	19681276	-	255	3.13549421592915	No
FBgn0085227	2R	19682723	19682899	-	177	3.87120101090789	No
FBgn0034467	2R	19685689	19685987	-	1740	5.8171111599632	No
FBgn0040729	2R	19690845	19691003	+	159	2.19722457733622	No
FBgn0034468	2R	19697770	19697829	+	417	4.14313472639153	No
FBgn0046880	2R	19698845	19699195	-	411	2.77258872223978	No
FBgn0046879	2R	19700176	19700811	-	735	3.55534806148941	No
FBgn0034470	2R	19703288	19703632	-	393	4.55387689160054	No
FBgn0034471	2R	19712397	19712450	+	396	2.83321334405622	No
FBgn0043533	2R	19713419	19713478	+	375	2.56494935746154	No
FBgn0034472	2R	19714174	19714346	+	435	3.2188758248682	No
FBgn0034473	2R	19769464	19769517	-	1257	3.98898404656427	No
FBgn0034474	2R	19783560	19783895	-	396	1.94591014905531	No
FBgn0034475	2R	19815577	19815630	+	402	1.94591014905531	No
FBgn0034476	2R	19826905	19831242	+	4338	8.92225821950306	No
FBgn0265762	2R	19842950	19843195	-	246	1.94591014905531	No
FBgn0043532	2R	19865147	19865173	+	447	3.13549421592915	No
FBgn0034477	2R	19878940	19880403	-	1839	4.65396035015752	No
FBgn0262824	2R	19944351	19944418	-	414	3.91202300542815	No
FBgn0261580	2R	19945111	19945169	-	411	4.15888308335967	No
FBgn0261581	2R	19946096	19946163	-	420	4.92725368515721	No
FBgn0050447	2R	19947333	19947854	+	522	3.98898404656427	No
FBgn0034478	2R	19951455	19951475	+	342	2.70805020110221	No
FBgn0265833	2R	19953891	19953972	+	414	2.39789527279837	No
FBgn0265834	2R	19956276	19956381	+	459	2.56494935746154	No
FBgn0034479	2R	19982309	19982703	+	1506	7.13329595489607	No
FBgn0034480	2R	20003694	20003887	-	1221	4.47733681447821	No
FBgn0004364	2R	20111885	20116039	+	4155	10.4285414723127	No
FBgn0034481	2R	20146147	20146159	+	465	1.94591014905531	No
FBgn0034483	2R	20211689	20212486	-	798	3.55534806148941	No
FBgn0034484	2R	20232245	20232332	+	1533	4.49980967033027	No
FBgn0265836	2R	20235614	20235853	+	240	2.83321334405622	No
FBgn0034485	2R	20236638	20236968	+	1134	3.73766961828337	No
FBgn0034486	2R	20238573	20238723	-	645	5.04342511691925	No
FBgn0034487	2R	20240107	20240157	+	2295	4.46590811865458	No
FBgn0034488	2R	20242893	20243109	-	1704	8.57073395834427	No
FBgn0034489	2R	20245774	20245910	-	1494	5.11799381241676	No
FBgn0034490	2R	20248247	20248402	-	1395	5.31811999384422	No
FBgn0025720	2R	20255049	20255138	-	1605	7.87283617502572	No
FBgn0034491	2R	20258193	20260559	+	2643	5.92157841964382	No
FBgn0005655	2R	20261882	20262553	-	780	9.03133331615006	No
FBgn0003114	2R	20263029	20263129	-	522	5.08759633523238	No
FBgn0010411	2R	20264108	20264110	+	456	7.7596141506969	No
FBgn0034493	2R	20264932	20265158	+	4878	9.01371703047137	No
FBgn0034494	2R	20272421	20273199	-	1761	5.77765232322266	No
FBgn0034495	2R	20274691	20274728	+	1275	7.40123126441302	No
FBgn0034496	2R	20276149	20276404	-	2439	7.51914995766982	No
FBgn0034497	2R	20279171	20279334	-	1122	3.87120101090789	No
FBgn0034498	2R	20282153	20284215	-	4347	8.70483390968779	No
FBgn0085228	2R	20287627	20287638	+	576	2.99573227355399	No
FBgn0034499	2R	20288867	20289511	-	651	3.73766961828337	No
FBgn0026136	2R	20289679	20290229	+	657	3.95124371858143	No
FBgn0034500	2R	20304635	20305028	-	1065	5.79301360838414	No
FBgn0034501	2R	20309576	20309746	-	1569	7.76556908109732	No
FBgn0034502	2R	20317408	20318967	+	1560	4.99721227376411	No
FBgn0027529	2R	20319813	20320022	+	3685	6.0137151560428	No
FBgn0034503	2R	20325967	20326722	-	756	8.08948247436075	No
FBgn0034504	2R	20328059	20328134	+	1821	9.62278109382077	No
FBgn0034505	2R	20342107	20342449	+	504	3.09104245335832	No
FBgn0034506	2R	20343910	20343997	+	1704	4.59511985013459	No
FBgn0042198	2R	20347131	20347391	+	261	3.13549421592915	No
FBgn0034507	2R	20354217	20355053	-	837	3.71357206670431	No
FBgn0086604	2R	20429635	20429776	+	3647	5.75574221358691	No
FBgn0034509	2R	20503667	20503720	+	447	1.94591014905531	No
FBgn0043534	2R	20504266	20504328	+	423	2.484906649788	No
FBgn0043535	2R	20505169	20505231	+	507	1.94591014905531	No
FBgn0034510	2R	20512743	20513004	-	315	5.10594547390058	No
FBgn0034511	2R	20526333	20526788	+	456	2.484906649788	No
FBgn0050151	2R	20528595	20529440	-	846	3.25809653802148	No
FBgn0050154	2R	20533392	20533452	+	192	2.484906649788	No
FBgn0034512	2R	20534526	20534592	+	735	4.02535169073515	No
FBgn0034513	2R	20536689	20537231	+	1428	6.35610766069589	No
FBgn0034514	2R	20538951	20539265	-	315	10.0599355914121	No
FBgn0034515	2R	20539605	20539676	-	342	3.89182029811063	No
FBgn0050148	2R	20547232	20547603	-	372	4.27666611901606	No
FBgn0050145	2R	20547819	20548169	-	408	4.24849524204936	No
FBgn0034517	2R	20549382	20549561	-	552	6.44571981938558	No
FBgn0043536	2R	20548625	20548960	-	408	4.77068462446567	No
FBgn0034518	2R	20550507	20551307	-	801	6.84694313958538	No
FBgn0034519	2R	20551546	20551722	-	315	6.25382881157547	No
FBgn0034520	2R	20556958	20557195	+	1134	4.54329478227	No
FBgn0034521	2R	20560043	20560153	-	1374	7.2848209125686	No
FBgn0263000	2R	20562499	20562762	-	303	4.61512051684126	No
FBgn0028622	2R	20563488	20563720	-	1242	5.14166355650266	No
FBgn0034523	2R	20586257	20586409	-	582	7.40306109109009	No
FBgn0267791	2R	20589661	20589667	+	1525	9.98400706959492	No
FBgn0050147	2R	20607420	20607582	-	2454	6.35957386867238	No
FBgn0034527	2R	20618709	20618888	+	1533	8.28903709827848	No
FBgn0034528	2R	20621070	20621317	-	2178	8.02812905943176	No
FBgn0034529	2R	20623616	20623717	+	4407	8.19478163844336	No
FBgn0034530	2R	20628799	20629932	-	1539	4.53259949315326	No
FBgn0250850	2R	20634194	20634368	-	3705	5.67332326717149	No
FBgn0034532	2R	20636472	20637108	+	1728	5.47646355193151	No
FBgn0034534	2R	20641086	20641118	+	411	7.12608727329912	No
FBgn0034535	2R	20641837	20641930	+	513	6.63200177739563	No
FBgn0061362	2R	20643326	20643508	-	324	7.81923445385907	No
FBgn0061361	2R	20642580	20643323	-	744	7.38398945797851	No
FBgn0034537	2R	20644171	20644271	+	1299	7.39387829010776	No
FBgn0034540	2R	20646964	20647046	+	2490	7.86710550031674	No
FBgn0034538	2R	20653218	20653405	-	537	3.09104245335832	No
FBgn0034539	2R	20655857	20655987	-	438	2.484906649788	No
FBgn0034541	2R	20661749	20661884	+	447	6.10702288774225	No
