# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "gbc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/K27me3-PROseq.counts.cds.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam
FBtr0331545	3L	11628537	11630649	+	2113	41	39	33	109	88	38	154	123	100	47	245	29	117	10	214
FBtr0076105	3L	11628717	11629892	+	1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076106	3L	11631892	11642802	+	10911	920	750	689	1281	1453	657	1870	1280	1077	570	2695	319	990	151	2605
FBtr0076136	3L	11643006	11645533	-	2528	228	208	148	454	300	159	397	343	242	135	800	88	303	40	728
FBtr0076135	3L	11646334	11647974	-	1641	163	126	95	317	169	121	276	215	186	110	759	72	237	23	696
FBtr0076107	3L	11649256	11649738	+	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331530	3L	11649256	11650399	+	1144	50	27	30	66	81	32	136	89	81	37	137	18	57	13	171
FBtr0076133	3L	11650617	11679844	-	29228	2532	2388	2497	3995	4759	2099	4481	3580	2563	1404	6828	854	2415	345	6178
FBtr0076108	3L	11682538	11683705	+	1168	118	85	89	336	145	92	213	160	185	105	769	60	182	18	488
FBtr0300100	3L	11684480	11690055	+	5576	51	39	68	75	117	46	185	135	101	49	204	29	118	20	248
FBtr0273362	3L	11684480	11688725	+	4246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300097	3L	11689731	11690899	-	1169	51	31	31	90	105	38	162	107	100	59	215	38	117	18	216
FBtr0332762	3L	11692071	11692657	+	587	3	5	2	6	6	7	13	4	9	8	20	4	20	3	15
FBtr0290309	3L	11692147	11692657	+	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076130	3L	11693979	11696463	-	2485	53	21	16	44	43	40	130	63	55	26	125	21	75	7	128
FBtr0332766	3L	11693979	11695998	-	2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301326	3L	11697226	11698763	-	1538	158	132	228	287	193	136	290	203	204	117	720	72	266	47	634
FBtr0076126	3L	11699596	11708053	-	8458	34	24	90	71	56	36	124	77	60	37	111	32	70	13	142
FBtr0076124	3L	11700191	11708053	-	7863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076125	3L	11700191	11707255	-	7065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302271	3L	11709479	11710470	+	992	113	83	93	209	183	93	179	135	144	55	566	34	155	21	462
FBtr0113334	3L	11712329	11714785	-	2457	219	215	213	373	398	169	436	337	226	141	661	90	269	49	561
FBtr0076115	3L	11721434	11728018	+	6585	912	763	1120	1156	1000	462	1124	836	651	374	1562	275	683	131	2314
FBtr0076114	3L	11721434	11723225	+	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332764	3L	11728848	11731916	+	3069	268	239	217	407	428	182	581	391	360	194	834	93	341	58	683
FBtr0076117	3L	11732641	11733510	+	870	192	122	156	216	159	85	147	141	120	53	412	30	103	12	338
FBtr0332132	3L	11733689	11765298	-	31610	118	91	126	155	238	107	368	262	174	94	352	54	152	45	462
FBtr0113164	3L	11735636	11765682	-	30047	36	24	37	51	31	31	61	59	43	29	108	16	37	6	104
FBtr0076118	3L	11751805	11752374	+	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076119	3L	11767399	11771657	-	4259	662	634	633	667	763	289	664	555	586	314	1365	158	538	81	1063
FBtr0076088	3L	11774750	11789513	-	14764	603	502	424	1236	875	428	1440	1004	998	552	2732	317	974	145	2634
FBtr0076028	3L	11777573	11780385	+	2813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076086	3L	11786152	11789513	-	3362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076085	3L	11790312	11792783	-	2472	206	206	169	594	335	230	467	330	295	170	1262	109	311	44	883
FBtr0076029	3L	11794014	11795318	+	1305	79	76	42	186	153	83	288	179	162	98	476	49	228	20	416
FBtr0076030	3L	11796114	11798775	+	2662	229	162	175	540	324	153	474	311	318	198	1167	102	348	60	976
FBtr0076084	3L	11799048	11800361	-	1314	179	138	143	299	212	103	197	168	147	88	650	44	175	16	524
FBtr0332131	3L	11802051	11814255	-	12205	1556	1239	1343	2367	2095	946	1984	1535	1323	748	4382	455	1541	182	4111
FBtr0076031	3L	11815944	11816610	+	667	53	37	48	125	104	38	144	116	103	54	269	26	112	13	253
FBtr0076078	3L	11816795	11821775	-	4981	12	8	4	30	18	7	70	46	25	21	52	19	30	5	79
FBtr0302136	3L	11817083	11821705	-	4623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076079	3L	11817083	11819456	-	2374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301135	3L	11817083	11821775	-	4693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0110869	3L	11817313	11821775	-	4463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0110868	3L	11817313	11819456	-	2144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076080	3L	11820438	11821705	-	1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302137	3L	11820438	11821775	-	1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345073	3L	11823351	11824111	+	761	143	59	125	195	112	81	164	103	135	71	431	41	177	15	465
FBtr0076077	3L	11824307	11825232	-	926	83	80	53	225	161	79	195	139	118	79	475	47	176	17	382
FBtr0304650	3L	11826819	11833078	-	6260	19	23	20	40	215	89	84	49	34	31	77	8	79	16	80
FBtr0076075	3L	11827183	11833078	-	5896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076035	3L	11829530	11830744	+	1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332130	3L	11829877	11830744	+	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345119	3L	11834821	11836221	-	1401	44	44	40	65	66	19	113	59	56	31	127	13	63	9	160
FBtr0304649	3L	11835293	11836221	-	929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343552	3L	11850745	11938372	-	87628	21056	18646	13052	16153	22007	10077	9751	7509	5715	3227	14539	1945	5575	943	13882
FBtr0343554	3L	11850751	11862947	-	12197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332127	3L	11879615	11881082	+	1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300722	3L	11879674	11881082	+	1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076037	3L	11881884	11883446	+	1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0473619	3L	11887359	11888510	-	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332069	3L	11922013	11922499	+	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076069	3L	11922710	11924257	-	1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332071	3L	11928193	11935819	+	7627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346545	3L	11942412	11943385	+	974	65	40	30	35	33	21	14	16	16	10	50	3	9	0	52
FBtr0076040	3L	11942523	11943385	+	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076067	3L	11943740	11944352	-	613	373	229	184	238	230	85	130	96	72	44	292	23	86	19	267
FBtr0076041	3L	11948175	11949148	+	974	351	294	257	299	265	130	143	125	103	69	440	39	97	24	369
FBtr0076042	3L	11950339	11952125	+	1787	726	524	368	359	559	200	282	247	209	112	773	40	194	21	672
FBtr0076066	3L	11952401	11952817	-	417	110	100	63	95	140	52	79	55	51	34	136	17	55	10	127
FBtr0076043	3L	11954583	11956680	+	2098	636	510	387	451	561	192	333	241	267	143	673	78	304	38	648
FBtr0473578	3L	11956808	11957269	-	462	170	107	91	129	150	53	87	71	64	32	169	14	69	9	202
FBtr0076064	3L	11958972	11965631	-	6660	860	862	690	1449	1289	626	958	753	685	378	2445	233	593	104	1821
FBtr0076063	3L	11967443	11972479	-	5037	2364	1983	1764	2599	2229	750	1427	1111	1007	562	3223	311	1009	156	2515
FBtr0332817	3L	11976611	11983521	+	6911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332816	3L	11976611	11980826	+	4216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345688	3L	11976611	11983664	+	7054	12	16	16	35	36	17	26	18	11	7	29	3	12	1	39
FBtr0290131	3L	11985406	11990405	+	5000	875	758	624	995	1055	478	716	604	530	322	1756	174	482	74	1498
FBtr0076048	3L	11991236	11991900	+	665	62	41	41	113	112	63	113	96	80	46	215	21	77	11	214
FBtr0076062	3L	11991953	11992679	-	727	94	47	84	168	107	56	135	102	87	62	387	31	88	15	297
FBtr0076061	3L	11993374	11997638	-	4265	318	242	175	615	404	258	817	533	539	286	1407	176	537	67	1251
FBtr0076060	3L	11998498	12002415	-	3918	87	55	68	131	153	66	230	165	150	73	414	53	174	23	403
FBtr0344758	3L	11999712	12002415	-	2704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300272	3L	11999712	12000659	-	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076049	3L	12003655	12007951	+	4297	73	59	50	102	173	69	261	179	128	63	257	38	159	25	241
FBtr0332709	3L	12004893	12007951	+	3059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076053	3L	12008325	12064359	-	56035	2589	2409	1909	1321	1819	746	1376	996	748	456	2298	268	832	129	2125
FBtr0076057	3L	12008325	12055974	-	47650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076051	3L	12042887	12044117	+	1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076052	3L	12067611	12081330	-	13720	2	4	1	2	9	3	12	5	5	0	9	2	1	1	8
FBtr0300339	3L	12067670	12081330	-	13661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075991	3L	12116601	12117955	+	1355	112	53	75	188	169	81	251	192	157	93	452	58	252	48	396
FBtr0075992	3L	12118757	12119689	+	933	76	48	46	118	97	59	204	119	139	76	329	43	149	22	314
FBtr0075993	3L	12120519	12121085	+	567	46	41	31	109	89	70	106	77	93	51	288	38	146	9	227
FBtr0305992	3L	12121374	12124650	-	3277	14	15	17	45	91	19	79	43	37	24	97	18	52	7	103
FBtr0076027	3L	12121780	12124650	-	2871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076026	3L	12125587	12126894	-	1308	233	200	170	356	266	145	217	169	164	85	676	59	179	35	617
FBtr0345352	3L	12129893	12131769	+	1877	10	8	5	12	19	6	43	27	26	14	21	3	17	3	44
FBtr0089324	3L	12129893	12131596	+	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075995	3L	12132646	12133734	+	1089	128	74	67	224	131	76	220	155	146	72	516	55	184	21	420
FBtr0076024	3L	12133871	12136206	-	2336	172	154	123	440	270	153	438	337	307	178	1063	104	356	47	807
FBtr0076023	3L	12137596	12138084	-	489	71	37	37	71	80	58	116	76	69	34	191	20	94	6	157
FBtr0334093	3L	12139368	12143280	+	3913	3	2	3	4	12	5	26	10	10	5	24	3	5	3	27
FBtr0334092	3L	12139452	12143280	+	3829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076022	3L	12143546	12145597	-	2052	193	117	128	418	237	157	415	279	268	165	1002	70	356	48	924
FBtr0075998	3L	12147019	12156890	+	9872	692	550	531	1408	1042	609	1733	1180	1088	626	2941	346	1226	189	2802
FBtr0076000	3L	12149773	12150229	+	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330196	3L	12157152	12163235	-	6084	579	484	498	821	979	430	1038	760	591	351	1627	191	599	112	1676
FBtr0076020	3L	12164305	12174982	-	10678	1495	1181	1390	1510	2038	772	1789	1324	1024	566	2593	304	928	129	2566
FBtr0333381	3L	12178101	12183247	+	5147	301	203	198	275	411	151	385	246	224	144	507	72	226	39	536
FBtr0076001	3L	12180376	12183247	+	2872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333382	3L	12185484	12187760	+	2277	93	81	91	134	185	64	155	123	92	61	249	29	108	19	242
FBtr0290130	3L	12186458	12187760	+	1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076003	3L	12189318	12190480	+	1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333383	3L	12189318	12190605	+	1288	5	8	0	4	12	4	26	17	5	0	18	3	4	2	16
FBtr0346911	3L	12190796	12193188	-	2393	47	39	26	73	52	15	86	47	53	25	155	19	56	6	133
FBtr0076004	3L	12191233	12192428	+	1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076019	3L	12192132	12193188	-	1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333384	3L	12192568	12193188	-	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076005	3L	12198291	12198930	+	640	126	101	69	144	139	60	127	67	75	45	291	32	69	21	257
FBtr0076018	3L	12200422	12203582	-	3161	12	14	24	38	24	19	31	31	19	17	61	10	22	1	58
FBtr0076017	3L	12200494	12203435	-	2942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076016	3L	12204223	12205522	-	1300	60	39	66	143	165	59	259	183	127	76	308	47	146	37	322
FBtr0301056	3L	12206338	12266341	-	60004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334103	3L	12206338	12213950	-	7613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339925	3L	12206338	12265246	-	58909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334102	3L	12206338	12223775	-	17438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301055	3L	12208960	12266341	-	57382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301053	3L	12213048	12266341	-	53294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076006	3L	12268028	12269703	+	1676	140	97	65	280	157	99	277	167	180	104	622	51	201	36	497
FBtr0333357	3L	12269552	12270845	-	1294	19	10	7	25	56	34	67	42	43	15	80	8	58	11	77
FBtr0076011	3L	12270068	12270845	-	778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346393	3L	12271756	12276751	-	4996	285	240	259	651	556	312	969	615	554	297	1568	168	649	78	1618
FBtr0076007	3L	12278155	12281376	+	3222	48	31	48	100	57	38	96	68	63	33	169	18	80	18	185
FBtr0333356	3L	12278726	12281376	+	2651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301071	3L	12291056	12295623	-	4568	1307	1241	2312	1007	1385	523	723	555	436	222	1290	136	385	68	1174
FBtr0339812	3L	12311305	12311861	+	557	171	159	309	130	146	60	84	82	57	25	141	11	53	8	115
FBtr0333837	3L	12329732	12335801	+	6070	5204	5099	7229	4629	4152	1743	946	712	584	316	1938	204	583	74	1859
FBtr0330069	3L	12339216	12351044	-	11829	1565	1447	1625	1939	2502	953	1897	1410	990	552	2925	368	1052	198	2532
FBtr0333839	3L	12368746	12390944	-	22199	394	371	588	511	705	273	594	429	274	181	746	120	288	46	793
FBtr0333841	3L	12368746	12387329	-	18584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075986	3L	12393904	12398822	-	4919	433	353	541	688	586	295	905	653	528	256	1353	170	609	103	1286
FBtr0075985	3L	12399639	12401435	-	1797	202	187	204	379	320	165	353	242	195	121	744	73	254	34	671
FBtr0332090	3L	12402395	12414342	-	11948	63	51	33	111	121	50	229	130	105	54	246	39	108	28	253
FBtr0075983	3L	12403605	12408150	-	4546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075982	3L	12403605	12414342	-	10738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332089	3L	12403605	12404917	-	1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075981	3L	12415126	12417080	-	1955	156	144	122	410	188	149	412	243	222	148	863	70	300	28	623
FBtr0332087	3L	12422610	12432168	-	9559	10056	10618	12681	5641	6774	2500	1542	1189	901	484	2766	289	817	135	2370
FBtr0339921	3L	12462637	12467521	-	4885	351	308	509	159	372	90	85	67	38	31	87	11	61	1	108
FBtr0075979	3L	12463094	12467521	-	4428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346569	3L	12472228	12474328	+	2101	11	14	6	17	15	6	28	17	8	9	29	9	21	4	19
FBtr0308896	3L	12472228	12474179	+	1952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346570	3L	12474518	12484535	-	10018	4	5	10	12	29	3	55	49	8	8	25	10	2	9	45
FBtr0113167	3L	12474795	12484535	-	9741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346651	3L	12483109	12486346	+	3238	271	211	241	227	332	115	309	218	233	126	529	68	288	35	492
FBtr0332646	3L	12486768	12490176	-	3409	75	73	92	93	146	46	102	89	44	43	211	21	65	11	130
FBtr0332645	3L	12486768	12489575	-	2808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075975	3L	12491930	12496716	-	4787	875	634	826	837	1082	435	809	545	537	281	1446	163	478	85	1449
FBtr0345350	3L	12498206	12500811	-	2606	47	35	41	60	53	24	70	32	32	18	102	12	33	2	103
FBtr0089321	3L	12498504	12500811	-	2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089322	3L	12499901	12500811	-	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332634	3L	12502013	12502547	+	535	43	34	26	124	89	46	124	77	75	44	229	15	88	5	179
FBtr0075972	3L	12502567	12503394	-	828	101	55	50	206	98	59	138	111	132	63	518	41	138	15	465
FBtr0075958	3L	12504792	12505721	+	930	161	72	62	151	110	63	124	97	90	41	297	39	135	16	294
FBtr0332644	3L	12505474	12507340	-	1867	4	6	1	13	18	10	18	6	16	8	35	5	22	5	39
FBtr0075971	3L	12505864	12507340	-	1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332643	3L	12508098	12514315	-	6218	573	415	303	1071	721	387	1174	868	775	413	2400	262	868	108	2187
FBtr0332638	3L	12515559	12519595	+	4037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332635	3L	12515559	12520854	+	5296	76	47	56	145	332	106	291	160	143	84	327	37	171	29	335
FBtr0075969	3L	12521229	12523514	-	2286	256	182	129	521	258	170	413	271	312	172	1128	89	361	44	872
FBtr0075960	3L	12524487	12525050	+	564	57	56	35	140	108	50	138	92	101	60	376	37	105	5	302
FBtr0075968	3L	12525193	12526231	-	1039	237	115	121	273	134	105	208	153	138	97	507	45	150	20	395
FBtr0075967	3L	12527315	12529671	-	2357	180	130	114	483	234	158	451	339	315	181	1175	94	299	39	1200
FBtr0075966	3L	12530536	12533224	-	2689	260	157	176	505	287	171	520	355	355	216	1227	94	428	59	1210
FBtr0075965	3L	12535526	12536815	-	1290	109	94	65	273	178	85	260	187	190	90	555	52	206	29	500
FBtr0300889	3L	12537613	12572042	-	34430	183	136	202	252	221	88	337	266	206	103	556	67	180	32	442
FBtr0332042	3L	12539504	12572042	-	32539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075908	3L	12581172	12595918	+	14747	19955	20724	24253	7484	10652	3885	2528	1736	1347	813	4187	426	1507	248	3440
FBtr0075909	3L	12610131	12621698	+	11568	12514	13291	20389	6833	9279	3440	1774	1362	1125	628	3482	333	1103	190	2853
FBtr0075912	3L	12694139	12709276	+	15138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075911	3L	12694139	12710149	+	16011	412	369	780	142	413	135	151	111	84	48	175	26	82	9	220
FBtr0075952	3L	12733464	12734111	-	648	41	36	31	116	95	42	155	101	88	43	294	25	107	13	214
FBtr0075913	3L	12735445	12741468	+	6024	407	289	266	734	599	342	1201	841	684	375	1785	243	947	149	1809
FBtr0331553	3L	12742218	12745054	+	2837	4	1	2	1	9	2	19	9	11	7	9	1	5	5	15
FBtr0301047	3L	12742305	12745054	+	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075917	3L	12742544	12745054	+	2511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075918	3L	12745844	12746670	+	827	62	37	38	102	84	29	155	127	105	56	201	32	103	17	240
FBtr0331556	3L	12746716	12749339	-	2624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331555	3L	12746716	12748398	-	1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075951	3L	12746716	12749556	-	2841	4	6	5	13	21	12	39	29	25	13	21	3	23	3	43
FBtr0075919	3L	12750619	12753302	+	2684	24	10	14	25	11	8	26	14	21	12	43	6	28	1	40
FBtr0331554	3L	12750731	12753302	+	2572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075920	3L	12751008	12753302	+	2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100354	3L	12753339	12754274	-	936	58	40	44	121	142	79	235	141	130	77	281	51	132	28	299
FBtr0273390	3L	12755549	12768505	+	12957	756	564	547	1666	1290	668	2399	1728	1587	862	3888	547	1781	246	3726
FBtr0075948	3L	12768532	12773073	-	4542	37	15	11	61	46	25	93	60	60	42	141	15	62	7	121
FBtr0075949	3L	12768703	12772719	-	4017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307888	3L	12774051	12778216	-	4166	329	317	393	557	610	232	794	519	476	294	1141	140	520	60	1002
FBtr0075946	3L	12778850	12780597	-	1748	457	331	417	410	302	147	279	216	210	123	680	73	269	30	724
FBtr0075923	3L	12781825	12784277	+	2453	223	181	238	374	322	178	323	237	204	143	718	87	278	47	730
FBtr0075924	3L	12783804	12784277	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075945	3L	12784529	12804616	-	20088	27	26	21	46	74	28	137	96	43	33	97	21	43	7	101
FBtr0300561	3L	12785231	12804616	-	19386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302982	3L	12790692	12795984	+	5293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302981	3L	12791718	12795984	+	4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332043	3L	12806402	12812936	+	6535	18	3	8	24	29	20	78	35	29	15	71	10	53	4	77
FBtr0114506	3L	12806686	12812936	+	6251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075931	3L	12809221	12809996	+	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304053	3L	12814754	12824550	+	9797	569	559	447	1307	1035	570	1846	1249	1138	658	2813	347	1277	199	2560
FBtr0075941	3L	12824980	12842606	-	17627	993	787	875	1394	1461	559	1897	1284	1098	629	2549	297	1028	178	2460
FBtr0075943	3L	12824980	12827344	-	2365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075942	3L	12824980	12832051	-	7072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0075939	3L	12844354	12849617	-	5264	55	24	21	73	40	15	53	42	46	27	186	14	45	5	149
FBtr0273237	3L	12844354	12849291	-	4938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332045	3L	12850665	12853069	+	2405	53	50	24	84	122	55	220	140	95	58	216	28	115	13	206
FBtr0332048	3L	12850665	12851954	+	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345343	3L	12854146	12857328	+	3183	9	19	28	81	57	17	100	74	34	18	110	22	61	7	131
FBtr0075935	3L	12854146	12856804	+	2659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345345	3L	12857382	12860805	-	3424	294	228	241	381	1029	412	615	435	310	166	662	106	299	55	706
FBtr0075936	3L	12861817	12862420	-	604	48	33	15	53	80	27	151	91	75	37	148	19	67	18	123
FBtr0075868	3L	12885539	12889144	+	3606	902	667	685	761	748	335	508	430	404	214	1321	119	406	76	1257
