geneID	Chr	ATAC_factor	ATAC_direction
Region2860	chr2R	Gd7	Down
Region2901	chr2R	Time	Up
Region2902	chr2R	Time	Up
Region2909	chr2R	Toll10b	Down
Region2910	chr2R	Gd7	Down
Region2910	chr2R	Gd7	Down
Region2910	chr2R	Gd7	Down
Region2911	chr2R	Time	Down
Region2912	chr2R	Toll10b	Up
Region2913	chr2R	Gd7	Up
Region2914	chr2R	Toll9	Down
Region2915	chr2R	Gd7	Up
Region2916	chr2R	Gd7	Up
Region2916	chr2R	Gd7	Up
Region2917	chr2R	Time	Down
Region2919	chr2R	Toll10b	Down
Region2919	chr2R	Toll10b	Down
Region2922	chr2R	Time	Up
Region2924	chr2R	Gd7	Down
Region2928	chr2R	Toll10b	Up
Region2930	chr2R	Time	Down
Region2930	chr2R	Time	Down
Region2930	chr2R	Time	Down
Region2930	chr2R	Time	Down
Region2930	chr2R	Time	Down
Region2930	chr2R	Time	Down
Region2931	chr2R	Toll9	Up
Region2931	chr2R	Toll9	Up
Region2931	chr2R	Toll9	Up
Region2931	chr2R	Toll9	Up
Region2931	chr2R	Toll9	Up
Region2931	chr2R	Toll9	Up
Region2932	chr2R	Toll9	Up
Region2932	chr2R	Toll9	Up
Region2932	chr2R	Toll9	Up
Region2932	chr2R	Toll9	Up
Region2935	chr2R	Toll10b	Up
Region2937	chr2R	Time	Up
Region2938	chr2R	Time	Up
Region2939	chr2R	Time	Up
Region2943	chr2R	Time	Up
Region2967	chr2R	Toll9	Down
Region2968	chr2R	Time	Up
Region2969	chr2R	Time	Up
Region2971	chr2R	Time	Up
Region2973	chr2R	Toll10b	Down
Region2973	chr2R	Toll10b	Down
Region2974	chr2R	Toll9	Up
Region2975	chr2R	Toll10b	Down
Region2976	chr2R	Toll10b	Up
Region2978	chr2R	Toll10b	Up
Region2979	chr2R	Gd7	Up
Region2980	chr2R	Toll9	Down
Region2981	chr2R	Toll9	Up
Region2983	chr2R	Toll10b	Up
Region2985	chr2R	Time	Down
Region2990	chr2R	Toll10b	Down
Region2991	chr2R	Toll9	Down
Region2992	chr2R	Time	Down
Region2993	chr2R	Toll10b	Up
Region2994	chr2R	Time	Up
Region2995	chr2R	Toll10b	Up
Region3000	chr2R	Gd7	Up
Region3000	chr2R	Gd7	Up
Region3001	chr2R	Gd7	Up
Region3001	chr2R	Gd7	Up
Region3002	chr2R	Gd7	Up
Region3002	chr2R	Gd7	Up
Region3004	chr2R	Toll9	Down
Region3009	chr2R	Toll9	Down
Region3010	chr2R	Time	Up
Region3010	chr2R	Time	Up
Region3011	chr2R	Time	Down
Region3012	chr2R	Toll10b	Down
Region3013	chr2R	Time	Up
Region3015	chr2R	Time	Up
Region3016	chr2R	Toll10b	Down
Region3017	chr2R	Toll9	Up
Region3017	chr2R	Toll9	Up
Region3017	chr2R	Toll9	Up
Region3018	chr2R	Toll10b	Up
Region3022	chr2R	Toll9	Up
Region3022	chr2R	Toll9	Up
Region3023	chr2R	Toll9	Up
Region3024	chr2R	Toll10b	Down
Region3024	chr2R	Toll10b	Down
Region3026	chr2R	Toll10b	Up
Region3027	chr2R	Time	Up
Region3028	chr2R	Gd7	Down
Region3029	chr2R	Toll10b	Up
Region3029	chr2R	Toll10b	Up
Region3031	chr2R	Gd7	Down
Region3032	chr2R	Toll10b	Up
Region3033	chr2R	Toll10b	Up
Region3034	chr2R	Gd7	Down
Region3035	chr2R	Gd7	Down
Region3036	chr2R	Time	Up
Region3036	chr2R	Time	Up
Region3037	chr2R	Toll10b	Up
Region3037	chr2R	Toll10b	Up
Region3038	chr2R	Gd7	Down
Region3039	chr2R	Time	Down
Region3039	chr2R	Time	Down
Region3042	chr2R	Gd7	Down
Region3043	chr2R	Gd7	Down
Region3045	chr2R	Time	Up
Region3049	chr2R	Toll9	Down
Region3050	chr2R	Time	Down
Region3051	chr2R	Toll10b	Up
Region3053	chr2R	Gd7	Down
Region3056	chr2R	Time	Up
Region3057	chr2R	Time	Up
Region3061	chr2R	Toll10b	Up
Region3062	chr2R	Time	Up
Region3063	chr2R	Time	Up
Region3069	chr2R	Toll9	Up
Region3070	chr2R	Gd7	Up
Region3070	chr2R	Gd7	Up
Region3072	chr2R	Time	Up
Region3075	chr2R	Time	Up
Region3078	chr2R	Gd7	Down
Region3078	chr2R	Gd7	Down
Region3078	chr2R	Gd7	Down
Region3078	chr2R	Gd7	Down
Region3079	chr2R	Gd7	Down
Region3080	chr2R	Gd7	Down
Region3081	chr2R	Time	Up
Region3082	chr2R	Time	Up
Region3083	chr2R	Time	Up
Region3084	chr2R	Gd7	Down
Region3085	chr2R	Toll9	Up
Region3089	chr2R	Toll9	Up
Region3090	chr2R	Toll9	Up
Region3093	chr2R	Time	Up
Region3094	chr2R	Toll10b	Up
Region3095	chr2R	Time	Up
Region3096	chr2R	Time	Up
Region3097	chr2R	Time	Up
Region3099	chr2R	Time	Up
Region3101	chr2R	Time	Up
Region3101	chr2R	Time	Up
Region3102	chr2R	Toll9	Up
Region3102	chr2R	Toll9	Up
Region3103	chr2R	Time	Up
Region3105	chr2R	Toll10b	Down
Region3107	chr2R	Toll9	Up
Region3108	chr2R	Toll9	Up
Region3108	chr2R	Toll9	Up
Region3108	chr2R	Toll9	Up
Region3108	chr2R	Toll9	Up
Region3109	chr2R	Time	Up
Region3110	chr2R	Time	Up
Region3110	chr2R	Time	Up
Region3115	chr2R	Time	Up
Region3115	chr2R	Time	Up
Region3116	chr2R	Gd7	Down
Region3118	chr2R	Toll9	Up
Region3119	chr2R	Time	Up
Region3119	chr2R	Time	Up
Region3120	chr2R	Time	Up
Region3121	chr2R	Time	Up
Region3122	chr2R	Time	Up
Region3125	chr2R	Toll10b	Up
Region3126	chr2R	Time	Down
Region3127	chr2R	Toll9	Down
Region3129	chr2R	Toll10b	Up
Region3130	chr2R	Time	Up
Region3132	chr2R	Time	Up
Region3133	chr2R	Time	Down
Region3134	chr2R	Toll9	Down
Region3137	chr2R	Toll10b	Up
Region3137	chr2R	Toll10b	Up
Region3142	chr2R	Toll9	Up
Region3143	chr2R	Gd7	Down
Region3144	chr2R	Time	Down
Region3146	chr2R	Time	Up
Region3147	chr2R	Time	Up
Region3148	chr2R	Toll9	Down
Region3150	chr2R	Gd7	Down
Region3151	chr2R	Time	Down
Region3151	chr2R	Time	Down
Region3152	chr2R	Toll9	Up
Region3153	chr2R	Time	Up
Region3154	chr2R	Time	Up
Region3155	chr2R	Time	Up
Region3156	chr2R	Toll9	Down
Region3157	chr2R	Toll10b	Up
Region3158	chr2R	Toll9	Down
Region3160	chr2R	Time	Up
Region3160	chr2R	Time	Up
Region3161	chr2R	Toll9	Up
Region3161	chr2R	Toll9	Up
Region3162	chr2R	Toll10b	Down
Region3162	chr2R	Toll10b	Down
Region3162	chr2R	Toll10b	Down
Region3162	chr2R	Toll10b	Down
Region3164	chr2R	Gd7	Down
Region3164	chr2R	Gd7	Down
Region3164	chr2R	Gd7	Down
Region3164	chr2R	Gd7	Down
Region3166	chr2R	Time	Down
Region3167	chr2R	Time	Down
Region3167	chr2R	Time	Down
Region3169	chr2R	Toll10b	Up
Region3169	chr2R	Toll10b	Up
Region3170	chr2R	Gd7	Down
Region3174	chr2R	Time	Down
Region3175	chr2R	Time	Up
Region3176	chr2R	Gd7	Down
Region3177	chr2R	Toll10b	Up
Region3178	chr2R	Toll10b	Up
Region3180	chr2R	Time	Up
Region3181	chr2R	Time	Down
Region3182	chr2R	Time	Down
Region3183	chr2R	Time	Up
Region3184	chr2R	Time	Up
Region3185	chr2R	Time	Down
Region3187	chr2R	Gd7	Up
Region3188	chr2R	Time	Up
Region3189	chr2R	Time	Up
Region3191	chr2R	Toll9	Up
Region3192	chr2R	Time	Up
Region3192	chr2R	Time	Up
Region3193	chr2R	Toll10b	Up
Region3195	chr2R	Toll10b	Down
Region3196	chr2R	Time	Up
Region3198	chr2R	Time	Up
Region3199	chr2R	Time	Down
Region3200	chr2R	Time	Up
Region3201	chr2R	Time	Up
Region3202	chr2R	Time	Up
Region3203	chr2R	Time	Up
Region3204	chr2R	Gd7	Up
Region3205	chr2R	Toll10b	Down
Region3206	chr2R	Time	Up
Region3207	chr2R	Time	Up
Region3208	chr2R	Time	Up
Region3209	chr2R	Time	Up
Region3210	chr2R	Gd7	Up
Region3211	chr2R	Toll9	Up
Region3212	chr2R	Time	Up
Region3213	chr2R	Toll10b	Down
Region3214	chr2R	Time	Up
Region3214	chr2R	Time	Up
Region3215	chr2R	Time	Up
Region3215	chr2R	Time	Up
Region3216	chr2R	Toll9	Down
Region3217	chr2R	Time	Down
Region3218	chr2R	Toll9	Down
Region3219	chr2R	Toll10b	Up
Region3224	chr2R	Time	Up
Region3229	chr2R	Time	Up
Region3229	chr2R	Time	Up
Region3229	chr2R	Time	Up
Region3230	chr2R	Time	Up
Region3231	chr2R	Toll9	Up
Region3231	chr2R	Toll9	Up
Region3232	chr2R	Toll9	Up
Region3233	chr2R	Time	Up
Region3236	chr2R	Time	Up
Region3237	chr2R	Time	Up
Region3238	chr2R	Toll10b	Down
Region3241	chr2R	Time	Up
Region3241	chr2R	Time	Up
Region3242	chr2R	Toll10b	Down
Region3243	chr2R	Time	Up
Region3244	chr2R	Time	Down
Region3245	chr2R	Toll10b	Up
Region3250	chr2R	Time	Up
Region3250	chr2R	Time	Up
Region3251	chr2R	Toll10b	Up
Region3253	chr2R	Time	Up
Region3254	chr2R	Gd7	Up
Region3255	chr2R	Time	Up
Region3256	chr2R	Time	Up
Region3257	chr2R	Time	Up
Region3267	chr2R	Time	Up
Region3268	chr2R	Toll10b	Down
Region3268	chr2R	Toll10b	Down
Region3270	chr2R	Time	Up
Region3270	chr2R	Time	Up
Region3271	chr2R	Toll9	Down
Region3273	chr2R	Toll9	Down
Region3274	chr2R	Time	Up
Region3275	chr2R	Time	Up
Region3276	chr2R	Toll10b	Down
Region3276	chr2R	Toll10b	Down
Region3277	chr2R	Toll10b	Down
Region3305	chr3L	Toll10b	Down
Region3312	chr3L	Toll9	Down
Region3313	chr3L	Time	Up
Region3313	chr3L	Time	Up
Region3314	chr3L	Time	Up
Region3314	chr3L	Time	Up
Region3315	chr3L	Toll9	Up
Region3315	chr3L	Toll9	Up
Region3323	chr3L	Gd7	Down
Region3324	chr3L	Time	Up
Region3325	chr3L	Time	Up
Region3326	chr3L	Toll9	Up
Region3327	chr3L	Time	Up
Region3329	chr3L	Time	Up
Region3331	chr3L	Time	Up
Region3332	chr3L	Toll9	Down
Region3333	chr3L	Time	Up
Region3334	chr3L	Time	Up
Region3335	chr3L	Time	Up
Region3336	chr3L	Time	Up
Region3337	chr3L	Toll9	Up
Region3337	chr3L	Toll9	Up
Region3339	chr3L	Toll9	Up
Region3339	chr3L	Toll9	Up
Region3340	chr3L	Toll10b	Up
Region3341	chr3L	Toll9	Down
Region3342	chr3L	Gd7	Up
Region3344	chr3L	Toll9	Down
Region3349	chr3L	Time	Up
Region3352	chr3L	Time	Up
Region3353	chr3L	Time	Up
Region3353	chr3L	Time	Up
Region3354	chr3L	Toll10b	Up
Region3354	chr3L	Toll10b	Up
Region3355	chr3L	Toll10b	Up
Region3364	chr3L	Time	Up
Region3364	chr3L	Time	Up
Region3365	chr3L	Toll9	Down
Region3366	chr3L	Time	Down
Region3367	chr3L	Toll9	Up
Region3370	chr3L	Toll10b	Up
Region3371	chr3L	Toll10b	Up
Region3372	chr3L	Time	Down
Region3374	chr3L	Gd7	Up
Region3375	chr3L	Gd7	Up
Region3375	chr3L	Gd7	Up
Region3376	chr3L	Time	Up
Region3381	chr3L	Time	Up
Region3382	chr3L	Toll10b	Down
Region3382	chr3L	Toll10b	Down
Region3384	chr3L	Toll9	Down
Region3384	chr3L	Toll9	Down
Region3385	chr3L	Toll10b	Up
Region3386	chr3L	Toll9	Down
Region3387	chr3L	Gd7	Up
Region3389	chr3L	Toll9	Down
Region3391	chr3L	Toll9	Up
Region3398	chr3L	Toll10b	Up
Region3399	chr3L	Toll9	Down
Region3401	chr3L	Time	Up
Region3408	chr3L	Time	Up
Region3415	chr3L	Toll10b	Up
Region3416	chr3L	Time	Up
Region3416	chr3L	Time	Up
Region3421	chr3L	Toll9	Up
Region3422	chr3L	Toll9	Up
Region3423	chr3L	Time	Up
Region3424	chr3L	Time	Up
Region3426	chr3L	Toll10b	Down
Region3427	chr3L	Toll10b	Up
Region3428	chr3L	Gd7	Down
Region3429	chr3L	Toll10b	Up
Region3432	chr3L	Time	Up
Region3453	chr3L	Toll9	Down
Region3454	chr3L	Toll9	Down
Region3455	chr3L	Time	Up
Region3455	chr3L	Time	Up
Region3455	chr3L	Time	Up
Region3455	chr3L	Time	Up
Region3456	chr3L	Time	Up
Region3457	chr3L	Toll9	Down
Region3459	chr3L	Toll10b	Up
Region3460	chr3L	Gd7	Up
Region3462	chr3L	Time	Down
Region3466	chr3L	Toll9	Down
Region3467	chr3L	Time	Up
Region3470	chr3L	Toll9	Up
Region3471	chr3L	Toll10b	Down
Region3472	chr3L	Toll10b	Down
Region3473	chr3L	Toll10b	Up
Region3474	chr3L	Time	Up
Region3477	chr3L	Time	Up
Region3479	chr3L	Toll10b	Down
Region3479	chr3L	Toll10b	Down
Region3480	chr3L	Gd7	Up
Region3481	chr3L	Toll10b	Up
Region3482	chr3L	Time	Up
Region3483	chr3L	Toll10b	Down
Region3484	chr3L	Time	Up
Region3485	chr3L	Toll9	Up
Region3486	chr3L	Gd7	Down
Region3487	chr3L	Time	Up
Region3489	chr3L	Time	Up
Region3489	chr3L	Time	Up
Region3493	chr3L	Time	Up
Region3494	chr3L	Toll10b	Down
Region3494	chr3L	Toll10b	Down
Region3497	chr3L	Time	Up
Region3500	chr3L	Time	Up
Region3501	chr3L	Gd7	Down
Region3509	chr3L	Toll9	Up
Region3509	chr3L	Toll9	Up
Region3511	chr3L	Toll9	Up
Region3517	chr3L	Time	Up
Region3518	chr3L	Time	Up
Region3519	chr3L	Time	Up
Region3521	chr3L	Toll9	Down
Region3522	chr3L	Time	Up
Region3523	chr3L	Time	Up
Region3527	chr3L	Time	Up
Region3528	chr3L	Time	Up
Region3529	chr3L	Toll9	Down
Region3530	chr3L	Time	Up
Region3541	chr3L	Time	Up
Region3542	chr3L	Toll9	Up
Region3543	chr3L	Toll9	Up
Region3543	chr3L	Toll9	Up
Region3543	chr3L	Toll9	Up
Region3546	chr3L	Gd7	Up
Region3547	chr3L	Gd7	Up
Region3548	chr3L	Toll10b	Down
Region3548	chr3L	Toll10b	Down
Region3550	chr3L	Time	Up
Region3550	chr3L	Time	Up
Region3551	chr3L	Time	Up
Region3552	chr3L	Time	Up
Region3554	chr3L	Time	Up
Region3555	chr3L	Time	Up
Region3555	chr3L	Time	Up
Region3556	chr3L	Time	Up
Region3557	chr3L	Toll10b	Down
Region3558	chr3L	Gd7	Up
Region3562	chr3L	Time	Up
Region3563	chr3L	Time	Up
Region3564	chr3L	Toll10b	Up
Region3565	chr3L	Gd7	Down
Region3566	chr3L	Toll10b	Down
Region3567	chr3L	Toll10b	Up
Region3568	chr3L	Toll9	Down
Region3569	chr3L	Toll9	Up
Region3570	chr3L	Toll9	Up
Region3571	chr3L	Gd7	Down
Region3572	chr3L	Time	Up
Region3573	chr3L	Gd7	Down
Region3574	chr3L	Gd7	Down
Region3576	chr3L	Gd7	Down
Region3578	chr3L	Gd7	Up
Region3579	chr3L	Gd7	Down
Region3581	chr3L	Time	Up
Region3586	chr3L	Time	Up
Region3588	chr3L	Toll10b	Up
Region3589	chr3L	Time	Up
Region3589	chr3L	Time	Up
Region3590	chr3L	Gd7	Down
Region3595	chr3L	Time	Up
Region3596	chr3L	Time	Up
Region3598	chr3L	Time	Up
Region3608	chr3L	Time	Up
Region3610	chr3L	Gd7	Up
Region3611	chr3L	Toll9	Down
Region3612	chr3L	Time	Up
Region3613	chr3L	Time	Up
Region3621	chr3L	Toll10b	Down
Region3628	chr3L	Gd7	Down
Region3630	chr3L	Time	Up
Region3631	chr3L	Toll10b	Down
Region3635	chr3L	Toll9	Down
Region3636	chr3L	Toll10b	Up
Region3637	chr3L	Gd7	Down
Region3638	chr3L	Time	Up
Region3639	chr3L	Time	Up
Region3640	chr3L	Time	Up
Region3643	chr3L	Toll10b	Down
Region3644	chr3L	Toll9	Down
Region3647	chr3L	Toll9	Up
Region3647	chr3L	Toll9	Up
Region3648	chr3L	Time	Up
Region3650	chr3L	Toll9	Up
Region3651	chr3L	Toll9	Up
Region3651	chr3L	Toll9	Up
Region3652	chr3L	Time	Up
Region3652	chr3L	Time	Up
Region3653	chr3L	Toll10b	Down
Region3654	chr3L	Toll9	Down
Region3655	chr3L	Toll9	Down
Region3656	chr3L	Time	Up
Region3657	chr3L	Toll9	Down
Region3659	chr3L	Time	Up
Region3661	chr3L	Time	Up
Region3662	chr3L	Time	Up
Region3663	chr3L	Toll10b	Down
Region3663	chr3L	Toll10b	Down
Region3664	chr3L	Time	Up
Region3665	chr3L	Toll10b	Up
Region3665	chr3L	Toll10b	Up
Region3665	chr3L	Toll10b	Up
Region3665	chr3L	Toll10b	Up
Region3670	chr3L	Time	Up
Region3670	chr3L	Time	Up
Region3671	chr3L	Time	Up
Region3677	chr3L	Gd7	Up
Region3682	chr3L	Toll10b	Up
Region3686	chr3L	Time	Down
Region3686	chr3L	Time	Down
Region3687	chr3L	Time	Up
Region3688	chr3L	Time	Up
Region3689	chr3L	Time	Up
Region3690	chr3L	Time	Up
Region3690	chr3L	Time	Up
Region3694	chr3L	Gd7	Down
Region3695	chr3L	Time	Up
Region3696	chr3L	Time	Up
Region3697	chr3L	Time	Up
Region3698	chr3L	Time	Up
Region3699	chr3L	Toll10b	Up
Region3700	chr3L	Time	Up
Region3701	chr3L	Time	Down
Region3703	chr3L	Time	Up
Region3705	chr3L	Toll9	Up
Region3705	chr3L	Toll9	Up
Region3705	chr3L	Toll9	Up
Region3705	chr3L	Toll9	Up
Region3705	chr3L	Toll9	Up
Region3705	chr3L	Toll9	Up
Region3705	chr3L	Toll9	Up
Region3705	chr3L	Toll9	Up
Region3705	chr3L	Toll9	Up
Region3705	chr3L	Toll9	Up
Region3705	chr3L	Toll9	Up
Region3705	chr3L	Toll9	Up
Region3713	chr3L	Gd7	Down
Region3718	chr3L	Time	Up
Region3719	chr3L	Time	Up
Region3720	chr3L	Time	Up
Region3721	chr3L	Gd7	Down
Region3722	chr3L	Time	Up
Region3723	chr3L	Time	Up
Region3724	chr3L	Gd7	Up
Region3725	chr3L	Toll9	Down
Region3726	chr3L	Time	Up
Region3727	chr3L	Time	Down
Region3739	chr3L	Toll9	Down
Region3740	chr3L	Toll10b	Up
Region3742	chr3L	Time	Up
Region3743	chr3L	Time	Down
Region3744	chr3L	Toll9	Up
Region3747	chr3L	Toll9	Up
Region3747	chr3L	Toll9	Up
Region3748	chr3L	Time	Up
Region3751	chr3L	Toll9	Up
Region3758	chr3L	Time	Up
Region3760	chr3L	Time	Up
Region3763	chr3L	Time	Up
Region3765	chr3L	Time	Up
Region3766	chr3L	Time	Up
Region3773	chr3L	Toll9	Up
Region3775	chr3L	Time	Up
Region3780	chr3L	Time	Up
Region3780	chr3L	Time	Up
Region3781	chr3L	Time	Up
Region3782	chr3L	Time	Up
Region3783	chr3L	Time	Down
Region3784	chr3L	Time	Up
Region3796	chr3L	Time	Up
Region3798	chr3L	Time	Up
Region3801	chr3L	Gd7	Down
Region3802	chr3L	Toll10b	Down
Region3803	chr3L	Time	Down
Region3804	chr3L	Toll9	Up
Region3807	chr3L	Time	Up
Region3808	chr3L	Time	Up
Region3809	chr3L	Time	Up
Region3810	chr3L	Time	Up
Region3810	chr3L	Time	Up
Region3811	chr3L	Time	Up
Region3813	chr3L	Time	Up
Region3814	chr3L	Time	Up
Region3815	chr3L	Time	Up
Region3816	chr3L	Gd7	Up
Region3817	chr3L	Gd7	Up
Region3818	chr3L	Time	Up
Region3819	chr3L	Time	Up
Region3820	chr3L	Toll9	Up
Region3821	chr3L	Time	Down
Region3822	chr3L	Time	Up
Region3823	chr3L	Toll9	Up
Region3824	chr3L	Toll10b	Down
Region3825	chr3L	Toll10b	Up
Region3825	chr3L	Toll10b	Up
Region3826	chr3L	Time	Up
Region3828	chr3L	Toll10b	Up
Region3835	chr3L	Time	Down
Region3836	chr3L	Time	Up
Region3837	chr3L	Time	Up
Region3838	chr3L	Time	Up
Region3840	chr3L	Toll9	Down
Region3844	chr3L	Toll9	Up
Region3845	chr3L	Toll9	Up
Region3847	chr3L	Toll9	Down
Region3848	chr3L	Gd7	Up
Region3849	chr3L	Time	Up
Region3850	chr3L	Toll9	Down
Region3851	chr3L	Time	Up
Region3852	chr3L	Time	Up
Region3854	chr3L	Time	Up
Region3855	chr3L	Gd7	Up
Region3856	chr3L	Toll10b	Up
Region3857	chr3L	Time	Down
Region3857	chr3L	Time	Down
Region3858	chr3L	Time	Up
Region3858	chr3L	Time	Up
Region3859	chr3L	Time	Up
Region3860	chr3L	Toll10b	Up
Region3861	chr3L	Toll10b	Up
Region3862	chr3L	Gd7	Down
Region3863	chr3L	Time	Up
Region3866	chr3L	Time	Up
Region3867	chr3L	Time	Up
Region3868	chr3L	Toll10b	Up
Region3868	chr3L	Toll10b	Up
Region3875	chr3L	Toll9	Down
Region3875	chr3L	Toll9	Down
Region3878	chr3L	Gd7	Up
Region3879	chr3L	Toll9	Up
Region3881	chr3L	Time	Down
Region3882	chr3L	Time	Up
Region3883	chr3L	Time	Up
Region3887	chr3L	Time	Up
Region3888	chr3L	Toll9	Down
Region3889	chr3L	Toll9	Down
Region3895	chr3L	Time	Down
Region3895	chr3L	Time	Down
Region3895	chr3L	Time	Down
Region3895	chr3L	Time	Down
Region3896	chr3L	Toll10b	Down
Region3896	chr3L	Toll10b	Down
Region3896	chr3L	Toll10b	Down
Region3901	chr3L	Time	Up
Region3901	chr3L	Time	Up
Region3903	chr3L	Toll9	Up
Region3904	chr3L	Toll10b	Down
Region3906	chr3L	Toll10b	Down
Region3906	chr3L	Toll10b	Down
Region3909	chr3L	Time	Up
Region3912	chr3L	Time	Up
Region3913	chr3L	Time	Up
Region3914	chr3L	Time	Up
Region3937	chr3L	Toll9	Up
Region3944	chr3L	Gd7	Down
Region3946	chr3L	Time	Up
Region3947	chr3L	Toll10b	Up
Region3948	chr3L	Time	Down
Region3948	chr3L	Time	Down
Region3950	chr3L	Time	Up
Region3951	chr3L	Toll9	Down
Region3953	chr3L	Time	Up
Region3954	chr3L	Toll10b	Up
Region3955	chr3L	Gd7	Down
Region3956	chr3L	Gd7	Up
Region3958	chr3L	Toll10b	Down
Region3959	chr3L	Time	Up
Region3961	chr3L	Time	Up
Region3962	chr3L	Toll9	Up
Region3963	chr3L	Toll9	Up
Region3964	chr3L	Toll9	Up
Region3965	chr3L	Time	Up
Region3966	chr3L	Toll10b	Up
Region3967	chr3L	Time	Down
Region3967	chr3L	Time	Down
Region3970	chr3L	Toll10b	Up
Region3971	chr3L	Time	Down
Region3972	chr3L	Toll10b	Up
Region3972	chr3L	Toll10b	Up
Region3976	chr3L	Time	Up
Region3977	chr3L	Time	Down
Region3978	chr3L	Toll10b	Down
Region3979	chr3L	Time	Up
Region3982	chr3L	Time	Up
Region3983	chr3L	Gd7	Up
Region3984	chr3L	Time	Up
Region3986	chr3L	Gd7	Up
Region3986	chr3L	Gd7	Up
Region3987	chr3L	Toll10b	Up
Region3988	chr3L	Toll10b	Up
Region3989	chr3L	Time	Up
Region3991	chr3L	Toll10b	Up
Region3992	chr3L	Time	Up
Region3993	chr3L	Time	Up
Region4016	chr3L	Toll9	Up
Region4018	chr3L	Toll10b	Up
Region4018	chr3L	Toll10b	Up
Region4020	chr3L	Time	Up
Region4021	chr3L	Toll9	Up
Region4022	chr3L	Gd7	Down
Region4022	chr3L	Gd7	Down
Region4023	chr3L	Time	Up
Region4025	chr3L	Gd7	Up
Region4025	chr3L	Gd7	Up
Region4026	chr3L	Toll10b	Down
Region4027	chr3L	Toll10b	Down
Region4028	chr3L	Gd7	Up
Region4030	chr3L	Toll9	Up
Region4031	chr3L	Toll9	Down
Region4032	chr3L	Toll9	Up
Region4042	chr3L	Time	Up
Region4044	chr3L	Time	Up
Region4045	chr3L	Time	Up
Region4045	chr3L	Time	Up
Region4047	chr3L	Time	Up
Region4048	chr3L	Gd7	Up
Region4049	chr3L	Toll9	Up
Region4050	chr3L	Time	Down
Region4051	chr3L	Time	Up
Region4052	chr3L	Time	Up
Region4056	chr3L	Time	Up
Region4059	chr3L	Time	Up
Region4060	chr3L	Time	Up
Region4061	chr3L	Time	Up
Region4063	chr3L	Toll9	Down
Region4063	chr3L	Toll9	Down
Region4064	chr3L	Time	Up
Region4065	chr3L	Gd7	Down
Region4066	chr3L	Toll10b	Up
Region4070	chr3L	Gd7	Down
Region4071	chr3L	Gd7	Up
Region4073	chr3L	Toll10b	Up
Region4074	chr3L	Toll10b	Down
Region4075	chr3L	Toll10b	Down
Region4075	chr3L	Toll10b	Down
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4076	chr3L	Gd7	Up
Region4080	chr3L	Gd7	Down
Region4080	chr3L	Gd7	Down
Region4080	chr3L	Gd7	Down
Region4080	chr3L	Gd7	Down
Region4081	chr3L	Gd7	Up
Region4083	chr3L	Toll9	Up
Region4083	chr3L	Toll9	Up
Region4108	chr3L	Time	Up
Region4111	chr3L	Toll10b	Up
Region4113	chr3L	Time	Down
Region4114	chr3L	Time	Down
Region4115	chr3L	Gd7	Up
Region4118	chr3L	Gd7	Down
Region4119	chr3L	Time	Up
Region4121	chr3L	Toll10b	Up
Region4122	chr3L	Gd7	Down
Region4123	chr3L	Gd7	Down
Region4129	chr3L	Gd7	Up
Region4133	chr3L	Time	Up
Region4137	chr3L	Gd7	Down
Region4138	chr3L	Toll10b	Up
Region4139	chr3L	Toll10b	Up
Region4139	chr3L	Toll10b	Up
Region4140	chr3L	Time	Up
Region4141	chr3L	Time	Up
Region4142	chr3L	Toll10b	Up
Region4143	chr3L	Time	Up
Region4145	chr3L	Time	Up
Region4146	chr3L	Toll9	Down
Region4147	chr3L	Toll9	Down
Region4147	chr3L	Toll9	Down
Region4147	chr3L	Toll9	Down
Region4147	chr3L	Toll9	Down
Region4151	chr3L	Toll9	Up
Region4152	chr3L	Toll10b	Up
Region4157	chr3L	Time	Up
Region4158	chr3L	Toll9	Up
Region4159	chr3L	Time	Up
Region4160	chr3L	Time	Down
Region4161	chr3L	Gd7	Down
Region4162	chr3L	Time	Up
Region4163	chr3L	Toll9	Down
Region4165	chr3L	Toll9	Up
Region4186	chr3L	Time	Up
Region4187	chr3L	Time	Up
Region4189	chr3L	Toll9	Down
Region4191	chr3L	Time	Up
Region4192	chr3L	Time	Up
Region4195	chr3L	Time	Up
Region4196	chr3L	Time	Up
Region4197	chr3L	Toll10b	Up
Region4198	chr3L	Time	Up
Region4199	chr3L	Time	Down
Region4213	chr3L	Time	Up
Region4225	chr3L	Time	Down
Region4225	chr3L	Time	Down
Region4226	chr3L	Toll10b	Up
Region4235	chr3L	Toll9	Down
Region4236	chr3L	Toll9	Down
Region4239	chr3L	Toll9	Down
Region4240	chr3L	Time	Up
Region4242	chr3L	Time	Up
Region4243	chr3L	Time	Up
Region4259	chr3L	Toll9	Up
Region4260	chr3L	Time	Down
Region4260	chr3L	Time	Down
Region4262	chr3L	Time	Up
Region4262	chr3L	Time	Up
