Geneid	Chr	Start	End	Strand	Length	factor	direction	PC1	PC2	distance	Gd7	Toll10b	Toll9
Region2458	chr2R	14332124	14333001	.	878	Toll10b	Down	-0.891801055474923	-2.02728451947777	2.21476672484043	0.506405505794595	-1.76705540256606	1.58083919431822
Region2467	chr2R	14433222	14433650	.	429	Toll9	Up	1.62860851168113	-1.38297318973773	2.13658150508085	-1.8538663780094	0.747622907195346	1.86959476020083
Region2468	chr2R	14434279	14434509	.	231	Toll9	Up	1.3807080297	-1.55272133957394	2.07781092057154	-1.64115141787047	0.44842098171818	1.94069355845173
Region2469	chr2R	14453757	14454328	.	572	Gd7	Up	-2.84271573790195	0.663078417795067	2.91902479514324	2.91601361953259	-2.15863933937739	-1.62563709278927
Region2507	chr2R	15002589	15003145	.	557	Gd7	Up	-4.69201669450184	1.09340835384968	4.81773416553386	4.8128097525165	-3.56342290583509	-2.68221669769276
Region2509	chr2R	15025433	15025923	.	491	Toll9	Down	-1.70914826147583	1.86057970386548	2.52644901277307	2.02030935643365	-0.585075916427354	-2.34481702747238
Region2511	chr2R	15035111	15035528	.	418	Toll9	Down	-1.42275407515431	1.75846496454822	2.26195229611762	1.72007917992814	-0.384817015293762	-2.14801003867059
Region2512	chr2R	15049415	15050153	.	739	Toll10b	Up	0.974481266240472	2.12671622149939	2.33934512738978	-0.569527903477596	1.88772190929486	-1.64460175026168
Region2522	chr2R	15233824	15234425	.	602	Gd7	Up	-1.95289672515877	0.766913030735473	2.09808513074368	2.06014205543075	-1.33112479636769	-1.40804786474294
Region2524	chr2R	15246033	15246309	.	277	Gd7	Up	-2.46857572580571	0.355310673719998	2.49401519419922	2.49194164524745	-1.98204039786506	-1.20543521688951
Region2534	chr2R	15353245	15353624	.	380	Toll10b	Up	2.32221842240251	2.29811018356475	3.26711016299568	-1.86326712917012	3.14797791951587	-1.32824802620457
Region2551	chr2R	15654791	15655373	.	583	Toll10b	Up	4.99598707158185	5.82456202360745	7.67368292192629	-3.84774912250236	7.20178794791054	-3.68110810429245
Region2552	chr2R	15657769	15658291	.	523	Toll10b	Up	1.17860921170202	1.8572905377534	2.1996926638822	-0.819444237750472	1.93458006810166	-1.32039386398186
Region2559	chr2R	15738008	15738500	.	493	Toll9	Down	-1.50311913063882	1.63939171632115	2.22417902166953	1.77733687446945	-0.513038759465942	-2.06505662262427
Region2564	chr2R	15759833	15760251	.	419	Gd7	Down	2.21225363343868	-1.72907826391964	2.80780657834937	-2.49092145052483	1.08844574770605	2.3997541625954
Region2567	chr2R	15790395	15791188	.	794	Toll10b	Up	1.72813650296551	2.1653586687156	2.77042125624672	-1.30343813322954	2.56456827313502	-1.41419261181997
Region2573	chr2R	15865956	15866626	.	671	Toll9	Up	-0.0759228040802426	-2.89857405524502	2.89956821370338	-0.454925225004079	-1.47953566525334	2.68437480553189
Region2581	chr2R	15900706	15901226	.	521	Toll9	Up	0.606995760664759	-2.48370029856824	2.55679702490693	-1.0505518284947	-0.681010570671362	2.53785175320146
Region2582	chr2R	15904233	15904788	.	556	Toll9	Down	-2.23644929684833	2.17564833530526	3.12012037208342	2.59629832346594	-0.89183788232429	-2.82601813517604
Region2608	chr2R	16155499	16156304	.	806	Gd7	Down	2.68769876918272	-0.88439760200882	2.82946705093119	-2.80404085907544	1.91538835289497	1.77782486409254
Region2619	chr2R	16278499	16278943	.	445	Toll10b	Up	2.02748539662014	1.39911471486858	2.46337553346414	-1.73774153240999	2.45233037024976	-0.591599967775281
Region2622	chr2R	16295792	16296196	.	405	Gd7	Up	-2.04406547443354	1.15365865498505	2.34715401198838	2.22043482760244	-1.22215858846017	-1.80204123605406
Region2628	chr2R	16376738	16376994	.	257	Toll9	Down	-1.41826586333344	1.51848092475783	2.07780229520287	1.67182137139605	-0.497906678501412	-1.92194975583353
Region2636	chr2R	16571632	16571958	.	327	Toll10b	Up	2.02618755746671	0.67678346981057	2.13622842482768	-1.86843562234097	2.09901249280213	0.0835850185896677
Region2642	chr2R	16639809	16640566	.	758	Gd7	Up	-2.97662741599786	1.17508076214018	3.20017586567083	3.1412143316063	-2.02592034869697	-2.15190871367852
Region2645	chr2R	16709132	16709665	.	534	Toll9	Down	-2.9429445838582	2.74148749421543	4.02202393138081	3.39428129692917	-1.23278439154987	-3.60515914438487
Region2646	chr2R	16715628	16716105	.	478	Gd7	Up	-3.46204727749905	1.12992404702336	3.64177150624257	3.61021378706743	-2.47175039074586	-2.28135472015475
Region2648	chr2R	16764708	16765109	.	402	Toll10b	Up	3.91242209712028	3.48042758221867	5.23645135765659	-3.21069589393897	5.11282070451791	-1.8717216641221
Region2666	chr2R	17097157	17097680	.	524	Toll9	Down	-1.7697298490353	1.73298783876089	2.47693168816979	2.05656021194114	-0.700178393215423	-2.24689853981948
Region2672	chr2R	17337547	17337919	.	373	Toll9	Up	1.59489616772235	-4.128301422208	4.42567129579457	-2.3222935576932	-0.620341830683816	4.42555771197383
Region2683	chr2R	17460391	17461110	.	720	Toll9	Up	0.313566547576116	-2.43809948283337	2.45818084524942	-0.753730140952403	-0.914965967236386	2.39141780155322
Region2705	chr2R	17679150	17679515	.	366	Toll10b	Up	0.897863759238287	1.8907020041967	2.09306316169076	-0.537319823143266	1.70575555885136	-1.45094030173765
Region2721	chr2R	17794979	17795599	.	621	Gd7	Up	-2.95583107509179	0.971901172910128	3.11151558478861	3.08364706314386	-2.10682698891732	-1.95450617385015
Region2725	chr2R	17813910	17814263	.	354	Toll9	Up	-0.62370997580762	-2.27995771618397	2.36373038257513	0.196663305426138	-1.65618399083692	1.91199995721145
Region2747	chr2R	18205329	18205771	.	443	Toll9	Up	1.09153189895678	-2.98913140050852	3.18219239140977	-1.61927495588394	-0.504400449247247	3.18198626677754
Region2754	chr2R	18246392	18246741	.	350	Toll9	Up	0.884675780764317	-1.89557238948041	2.09185227031725	-1.21610701909366	-0.151820465757134	2.08594727266111
Region2765	chr2R	18311768	18312187	.	420	Toll9	Up	0.914072695842976	-2.00314768554577	2.20184684830554	-1.26466317622764	-0.178604586102621	2.1969666822484
Region2766	chr2R	18334895	18335487	.	593	Toll10b	Up	4.2918688433348	1.38615209325487	4.51016139334535	-3.966380659093	4.42301096824445	0.221395513208796
Region2767	chr2R	18336721	18337226	.	506	Toll10b	Up	2.14684036993519	1.36024391692879	2.54149308232882	-1.86218930604042	2.53758537569556	-0.513027895200108
Region2769	chr2R	18339967	18340477	.	511	Gd7	Down	3.3310772787639	-1.43493827442861	3.62699926778559	-3.53717435766596	2.20868754261671	2.52033295008737
Region2770	chr2R	18340908	18341661	.	754	Toll9	Up	2.53901000101156	-2.82983681464979	3.80191375267561	-3.01328691311801	0.837038697244829	3.54493386872091
Region2781	chr2R	18488731	18489097	.	367	Gd7	Up	-2.25610597821763	-0.190640729475793	2.26414621274431	2.18330259991815	-2.06272389856454	-0.619624263183796
Region2782	chr2R	18513953	18514211	.	259	Gd7	Down	3.25618406360748	-0.332644182701498	3.27313104051403	-3.2621523109675	2.68074138150063	1.46279630583469
Region2786	chr2R	18582974	18583626	.	653	Toll10b	Up	1.66478594982024	2.19083847345864	2.75159689553275	-1.23649868820935	2.52168092043052	-1.46043147500805
Region2796	chr2R	18672081	18672512	.	432	Gd7	Down	1.75591071975384	-1.27359778267127	2.16916430170046	-1.95904300806106	0.912096461120242	1.81231317968788
Region2801	chr2R	18717229	18717599	.	371	Toll9	Up	2.15286046300484	-3.83279026532975	4.39603109533769	-2.81687661321427	0.0108902376670081	4.34648834218622
Region2822	chr2R	19255370	19255975	.	606	Gd7	Up	-2.91160229902244	0.233945322594827	2.92098585440545	2.90533801267797	-2.42801427013592	-1.24860454004216
Region2827	chr2R	19265862	19266556	.	695	Toll10b	Up	1.40635750565744	2.13040776353962	2.55273944472774	-0.993460644103221	2.26658673925958	-1.49530802744163
Region2829	chr2R	19270798	19271287	.	490	Toll10b	Up	2.8624658604521	3.49479721757832	4.51744600346777	-2.17578648563623	4.20312511601065	-2.25651269849555
Region2837	chr2R	19313231	19313479	.	249	Toll10b	Up	2.8427420298227	3.47626147609973	4.49060976909991	-2.15978111762117	4.17686710945404	-2.2461509534987
Region2852	chr2R	19483592	19484178	.	587	Toll9	Down	-2.01073685359618	1.71385331612225	2.64203631382937	2.29001486543383	-0.919927514121799	-2.31424049516936
Region2861	chr2R	19686586	19686949	.	364	Toll10b	Down	-1.71293676358146	-1.65326692919377	2.38063938789451	1.3820535044061	-2.30161865426221	0.940575333599572
Region2863	chr2R	19716793	19717210	.	418	Gd7	Up	-2.18218979551531	0.416673270234426	2.22161403438559	2.22158693269461	-1.70208257915312	-1.16154227187369
Region2866	chr2R	19812807	19813202	.	396	Gd7	Down	2.46480346021126	-1.82029054008759	3.06410080575064	-2.75588503067267	1.26447130281025	2.57439323311005
Region2875	chr2R	19893177	19893865	.	689	Toll9	Up	3.97364395919136	-3.47427399211981	5.27829765044925	-4.54151288869496	1.77539086072613	4.65512201012249
Region2878	chr2R	19937448	19937970	.	523	Toll9	Up	1.75940435849336	-2.42785624642931	2.99833114415524	-2.17336113118712	0.352368571159349	2.89320281094434
Region2881	chr2R	19963420	19963778	.	359	Gd7	Up	-2.48896568091569	0.928685628650247	2.65657809176347	2.61674414644457	-1.72028396846949	-1.74896214338888
Region2887	chr2R	20040896	20041987	.	1092	Gd7	Up	-2.46060030552986	-0.233458718250689	2.47165062998412	2.37653215851244	-2.26214159655379	-0.651899651221621
Region2891	chr2R	20054034	20054939	.	906	Gd7	Down	4.47550252957903	-3.37710526672205	5.60668911879285	-5.01717176139443	2.26093263474431	4.74173182462095
Region2892	chr2R	20056204	20057236	.	1033	Gd7	Down	3.11749581160949	-1.40152632079326	3.4180485899529	-3.32108337989178	2.03850318412445	2.41354072023317
Region2893	chr2R	20059564	20059951	.	388	Gd7	Down	2.02953059602807	-0.926574323623085	2.23103886506077	-2.16465623098493	1.32018718112728	1.58449357969033
Region2899	chr2R	20102899	20103705	.	807	Gd7	Up	-2.03664474942398	1.05485003417437	2.29360642437928	2.19508664553026	-1.2638554654398	-1.70699444882317
Region2905	chr2R	20119415	20120054	.	640	Toll10b	Down	-1.25631795695307	-1.67384855823033	2.09286975343725	0.929359933038255	-1.91298623637299	1.12132434265069
Region2916	chr2R	20311646	20312481	.	836	Gd7	Up	-2.31739464510309	1.38835572551116	2.70145323145008	2.53204271252381	-1.34636786518028	-2.11824035991449
Region2918	chr2R	20494192	20495174	.	983	Toll10b	Up	2.71872159480438	4.03716173881759	4.86724994380074	-1.93537150486882	4.34206300561246	-2.81466166898594
Region2925	chr2R	20567612	20567823	.	212	Toll10b	Up	1.55199771008016	1.60402585208596	2.23194888522434	-1.23281962598065	2.13709675696532	-0.951438086385407
Region2942	chr2R	20778871	20779328	.	458	Toll10b	Up	3.01601620223507	3.21123971292879	4.40549818136785	-2.37855839170005	4.1989344866756	-1.93697475512417
Region2945	chr2R	20837824	20838681	.	858	Toll9	Up	0.677275877697677	-2.15660406106459	2.26045209874296	-1.05988847953302	-0.460168733084287	2.25675387174032
Region2946	chr2R	20846063	20846446	.	384	Toll10b	Up	2.50833046981402	0.436778108834515	2.54607479508251	-2.38631246100738	2.40294590908111	0.478602907747151
Region2949	chr2R	20894044	20894476	.	433	Toll9	Up	-0.709316879711706	-2.44196175758149	2.54289356075602	0.251231155292778	-1.80991394833274	2.03325542766878
Region2959	chr2R	20938022	20938551	.	530	Toll9	Down	0.739181693847155	2.11404149926371	2.23954482811305	-0.340504411435276	1.67610545001636	-1.71596736901139
Region2960	chr2R	20943368	20943927	.	560	Toll10b	Up	1.1420319245107	1.98605637044544	2.29099472351827	-0.759957047825948	1.96542691112937	-1.45377374399178
Region2972	chr2R	21017655	21017907	.	253	Toll10b	Down	-1.38011399044786	-1.61374980582138	2.12341777858679	1.06205237004868	-1.99176862143928	1.02132564441768
Region2979	chr2R	21141713	21142440	.	728	Gd7	Up	-2.11231278461262	0.724997943930594	2.23326830424414	2.20921703394463	-1.49074507954247	-1.42522444404906
Region2997	chr2R	21357884	21358277	.	394	Gd7	Up	-1.96888293193884	1.41877097852836	2.42681088863438	2.19495379011599	-1.02725781365676	-2.02342758112526
Region2998	chr2R	21359260	21360070	.	811	Gd7	Up	-2.69485266474409	1.79266614431533	3.23664684351764	2.97701521675346	-1.47879270601949	-2.62991847882709
Region2999	chr2R	21360506	21361115	.	610	Gd7	Up	-2.50529935670681	0.810745674380983	2.63321731257468	2.61125524789435	-1.792048275962	-1.64442205311464
Region3001	chr2R	21366554	21368447	.	1894	Gd7	Up	-2.36198857385527	0.481736361741871	2.4106140183047	2.41024649954542	-1.82733971125367	-1.28599158214917
Region3002	chr2R	21368912	21369980	.	1069	Gd7	Up	-3.78567112464287	1.68351909089623	4.1431319546168	4.02953255509378	-2.48438715607898	-2.9136284307938
Region3005	chr2R	21425877	21426419	.	543	Toll10b	Up	2.86006119658899	3.65537248264343	4.64130348448589	-2.14408515758905	4.27931681081434	-2.40755980955354
Region3006	chr2R	21450372	21450699	.	328	Toll10b	Up	2.19818600924614	1.40387529292218	2.60823456945935	-1.90469926731325	2.60368772919524	-0.535679189856455
Region3014	chr2R	21497396	21497705	.	310	Toll10b	Up	2.45988299150439	1.62116786750779	2.94604982757121	-2.1222921368815	2.9381162656648	-0.646369853449421
Region3018	chr2R	21525036	21525543	.	508	Toll10b	Up	1.31067231370434	2.3189801549984	2.66374377018276	-0.864933742249633	2.27498701161192	-1.70553429894868
Region3025	chr2R	21577670	21578207	.	538	Gd7	Up	-2.08716915123837	0.99984104135681	2.31429409839427	2.2347104986167	-1.33478815677392	-1.6734104629111
Region3030	chr2R	21648791	21649430	.	640	Gd7	Up	-3.87236753044562	1.00422140594788	4.00046133877249	3.99066190135437	-2.8912835621147	-2.30889946761077
Region3055	chr2R	22111828	22112062	.	235	Toll10b	Up	1.65380389973201	1.82860242140578	2.46553323935004	-1.2918820907541	2.3354783675889	-1.12549237635755
Region3066	chr2R	22256306	22256679	.	374	Toll10b	Down	-1.26896210452845	-1.56327282127134	2.01347628157248	0.96199347533524	-1.8701125993172	1.01342356806621
Region3074	chr2R	22391274	22391788	.	515	Toll9	Down	-1.86183637164247	2.70375813990728	3.28279496068299	2.32447641635429	-0.307279883581443	-3.18750034615647
Region3078	chr2R	22408306	22408991	.	686	Toll10b	Up	3.33332400855002	2.30346168754775	4.05178783896397	-2.85637673852848	4.03336893504221	-0.975644231865721
Region3092	chr2R	22593340	22593685	.	346	Gd7	Down	2.11236713897717	-1.15768527601207	2.40880263370118	-2.28832254860913	1.27982854628306	1.82996463979536
Region3098	chr2R	22678087	22678771	.	685	Toll10b	Up	0.919407972764458	2.17043961253319	2.35714215354867	-0.507393293390804	1.8609562808753	-1.70497752760903
Region3124	chr2R	23045018	23045377	.	360	Toll10b	Up	2.51324810896127	2.02571259917373	3.22799126263511	-2.10084863264182	3.18195117598655	-1.00589293817233
Region3125	chr2R	23045948	23046712	.	765	Toll9	Down	0.996240311760482	2.91113956811735	3.07688614411309	-0.447606389270014	2.28917822173916	-2.37062881894421
Region3126	chr2R	23047172	23047414	.	243	Toll10b	Up	1.45133795852829	1.3976451752805	2.01489302590732	-1.17155990947442	1.94858779858482	-0.793998139591161
Region3127	chr2R	23048311	23048623	.	313	Toll10b	Up	1.74187494535469	3.37071032016554	3.79418191284035	-1.09672731516937	3.16425258958847	-2.53677839860691
Region3128	chr2R	23049610	23050316	.	707	Toll10b	Up	3.26213398939512	4.94255724210477	5.92202585744517	-2.30422157714149	5.25794939315479	-3.46934279250116
Region3136	chr2R	23171841	23172233	.	393	Toll10b	Up	1.95681726278738	0.634262486518238	2.05704222167339	-1.80800151569156	2.01771446161044	0.0988227014240531
Region3137	chr2R	23187480	23188222	.	743	Toll10b	Up	2.5608279280952	2.45803215238676	3.54961430855233	-2.06864273807809	3.43427710682908	-1.39344179695992
Region3138	chr2R	23190229	23190523	.	295	Toll10b	Up	2.10687303357491	2.23853524870851	3.07407775427292	-1.6624306448063	2.93091618417708	-1.34868735889762
Region3140	chr2R	23206555	23207448	.	894	Gd7	Up	-3.02775166363997	0.0557525992277955	3.02826493045031	2.98697657698038	-2.61630347674485	-1.12300903404178
Region3149	chr2R	23425874	23426363	.	490	Toll9	Down	-1.97953956704355	2.42034029073705	3.1267593480241	2.38841800369311	-0.548229998216742	-2.96403040798065
Region3172	chr2R	23666752	23667127	.	376	Toll10b	Up	2.14047247656785	1.83209055331847	2.81747727914588	-1.76972210374668	2.76208242623576	-0.956629350856616
Region3226	chr2R	24377423	24378124	.	702	Toll9	Down	-2.65564615423185	3.01103279070296	4.01481941850127	3.16106447082079	-0.850526904429249	-3.75567046168643
Region3231	chr2R	24513619	24514103	.	485	Toll9	Up	0.231502787161879	-2.993435417353	3.00237391714074	-0.774507626144977	-1.25737803972475	2.88183565296163
Region3238	chr2R	24580311	24581458	.	1148	Toll9	Up	-0.361326354999465	-2.22114353416884	2.25034115951276	-0.0505586844464961	-1.39842476698808	1.9497874277828
Region3258	chr2R	24800487	24801382	.	896	Gd7	Up	-3.52594665606724	-0.4405038285848	3.55335664469944	3.38612011954036	-3.29322855781453	-0.83503008445315
Region3259	chr2R	24802975	24803537	.	563	Toll10b	Down	-0.812040512281029	-2.1797701274035	2.32611427103362	0.40012828327593	-1.77176453905689	1.75167886468132
Region3260	chr2R	24808340	24809138	.	799	Gd7	Up	-3.76190816904746	0.949996181689853	3.88000590432171	3.87215475740373	-2.82128149688281	-2.21911160235857
Region3279	chr2R	25045032	25045840	.	809	Gd7	Down	3.67413650609321	-1.85021828149749	4.11370717900464	-3.95033119344548	2.30573088343327	3.03010542890857
Region3280	chr2R	25050778	25051509	.	732	Toll10b	Up	2.37615614870969	0.571700178645802	2.44396381669503	-2.23171251683376	2.35332992854852	0.305653784719439
Region3281	chr2R	25053392	25053725	.	334	Toll10b	Up	2.09067358016301	0.491809000351306	2.1477411649494	-1.96563113739712	2.06512690021722	0.279411345494538
Region3282	chr2R	25054683	25054960	.	278	Gd7	Down	2.07833644095092	-0.17199437330776	2.08544106275725	-2.07477867784023	1.73070701657131	0.895946960369996
Region3290	chr2R	25107452	25108229	.	778	Gd7	Up	-5.79405323031996	1.54759271347514	5.99717400469442	5.97927713041083	-4.30414998803814	-3.49681526505167
Region3292	chr2R	25192201	25192422	.	222	Toll9	Up	1.14277540366113	-1.95593218413571	2.26530490931149	-1.4808902294206	0.0440931833175034	2.23369084492918
Region3294	chr2R	25215098	25215403	.	306	Toll10b	Up	2.63925209983421	1.40660394498873	2.9906832504525	-2.33784310187577	2.99010661333283	-0.382234531631495
Region3306	chr3L	47633	48186	.	554	Toll9	Up	-1.0068263287442	-4.33774121497541	4.45305491818245	0.197373780246239	-2.9939843588169	3.70127925943173
Region3307	chr3L	48799	49079	.	281	Toll10b	Down	-1.07668110526518	-2.24518709583348	2.49000146540765	0.648362926874487	-2.03471359259065	1.71926916584655
Region3308	chr3L	49697	50010	.	314	Toll10b	Down	-1.56601835136337	-2.71900833831095	3.13774119720084	1.04289672431619	-2.69296645014702	1.98939582993562
Region3309	chr3L	54391	54756	.	366	Toll10b	Down	-1.95264411089949	-1.79092422136134	2.64957139750737	1.59257623834948	-2.57802083363351	0.984555198906068
Region3318	chr3L	157774	158172	.	399	Toll10b	Up	1.80405617109024	3.54115523631078	3.97421678775832	-1.12672162252064	3.30164541364026	-2.67421440596249
Region3320	chr3L	161872	162242	.	371	Gd7	Up	-2.44367916927005	1.61122901475084	2.92705087422465	2.6969207009312	-1.34795945147387	-2.37137294099584
Region3357	chr3L	613041	614336	.	1296	Gd7	Down	2.31533404930388	-1.6825319614671	2.86211208047907	-2.5837628653159	1.20113821477986	2.3926739820228
Region3368	chr3L	664103	665150	.	1048	Gd7	Up	-4.54080318728297	1.07014359223501	4.66520105607902	4.65989089303397	-3.44274368531861	-2.60697420296978
Region3382	chr3L	732365	732972	.	608	Toll10b	Down	-0.834027425965915	-1.86598199731457	2.04389103466046	0.479074291461187	-1.63796831564421	1.45039578490708
Region3384	chr3L	738968	740290	.	1323	Toll10b	Up	1.38566168319295	3.46245803144463	3.7294334582862	-0.729747269413835	2.89798103477771	-2.74858214318289
Region3385	chr3L	742171	742918	.	748	Toll10b	Up	2.53399096553783	4.54304401884459	5.20195724420981	-1.66132532952214	4.42742875784517	-3.3531825167746
Region3386	chr3L	743141	743509	.	369	Toll10b	Up	2.49828580022864	4.54184567178717	5.18360820721974	-1.62644006805722	4.39567081534097	-3.36468988264705
Region3387	chr3L	743927	745663	.	1737	Gd7	Up	-2.80640915229932	0.752754422957967	2.90561035780645	2.89670194897948	-2.08321753447286	-1.69667599909336
Region3388	chr3L	747689	748050	.	362	Toll9	Down	-0.16587963017481	2.43802572540213	2.44366231084197	0.608515515878353	1.04387333702168	-2.3391146709207
Region3392	chr3L	759956	760660	.	705	Toll10b	Down	-2.20496686291057	-1.05455010344347	2.4441675039175	1.97518778268186	-2.43928862139547	0.206534060029844
Region3396	chr3L	813523	813747	.	225	Toll10b	Up	1.68095168664054	2.56846352879964	3.06962594978501	-1.1834001495916	2.71991244337671	-1.80793154797166
Region3397	chr3L	815961	816159	.	199	Toll10b	Up	2.22428091703983	2.66818717935595	3.47370816592111	-1.69936489036039	3.2429073531927	-1.7090441152803
Region3407	chr3L	914788	915219	.	432	Toll9	Up	1.15023342362394	-4.32061092867184	4.47109782109273	-1.92025007182804	-1.10233423696962	4.44816844836151
Region3411	chr3L	1098632	1099024	.	393	Toll10b	Up	1.67926461746169	2.00109411009867	2.61233751512517	-1.28539999941704	2.44180898064303	-1.27783023177076
Region3414	chr3L	1108631	1109018	.	388	Toll10b	Up	1.2658588686372	1.7966946879211	2.19784223203381	-0.916296242283497	1.98121196723277	-1.2328559775233
Region3416	chr3L	1167184	1168073	.	890	Toll10b	Up	1.91119719683361	1.95572508776766	2.73450824539047	-1.52171777491331	2.62218556223424	-1.15336331757559
Region3420	chr3L	1208249	1208513	.	265	Toll9	Up	0.772964189269253	-1.8793766415349	2.03212455293461	-1.10331671582403	-0.241457746215056	2.03128799167541
Region3428	chr3L	1313540	1313838	.	299	Toll9	Up	1.12830365303442	-2.04788076447173	2.33813702740967	-1.48346108445135	-0.0133729722928924	2.31457801919404
Region3434	chr3L	1358038	1358751	.	714	Gd7	Up	-1.76552935240408	1.18651916561996	2.12718631637754	1.95259046291617	-0.96295099642021	-1.73426474459349
Region3435	chr3L	1360042	1360436	.	395	Toll10b	Up	2.2621446095721	2.45764943786109	3.34026031830381	-1.77505658026645	3.17331438218183	-1.49872260313115
Region3439	chr3L	1404040	1405045	.	1006	Gd7	Up	-3.7594838414179	1.21714009546326	3.95160078523458	3.918578488973	-2.68891434096664	-2.46813146711686
Region3440	chr3L	1409995	1410946	.	952	Gd7	Up	-3.46234200730538	1.50894128292781	3.77686589262517	3.67975009241039	-2.28721148429986	-2.63597875496906
Region3441	chr3L	1413699	1414340	.	642	Toll10b	Down	-2.02651200559541	-0.42544585050936	2.07068951814075	1.91467405046779	-1.97675187844598	-0.318792405964981
Region3442	chr3L	1431883	1432247	.	365	Toll9	Down	-0.00750795072123167	2.10365147625259	2.10366487418118	0.391719190772465	1.0191155896867	-1.97033925982125
Region3443	chr3L	1442003	1442483	.	481	Gd7	Up	-1.85537985274938	0.774780359921336	2.0106513880104	1.96570388491967	-1.2421483636079	-1.38091677581904
Region3445	chr3L	1447390	1448350	.	961	Gd7	Up	-2.0397940542551	1.38747576721827	2.46695131455657	2.25895374134263	-1.10442780536264	-2.01923506482964
Region3447	chr3L	1461676	1462778	.	1103	Toll10b	Up	2.98472096915226	2.24839339768362	3.73682112689977	-2.52370214253544	3.70215914495904	-1.04742970130056
Region3449	chr3L	1471005	1471544	.	540	Gd7	Up	-3.98202268189532	0.159194802945981	3.9852035863195	3.94408485547513	-3.39902884261093	-1.55727341258664
Region3458	chr3L	1548120	1548604	.	485	Gd7	Up	-2.16070089350933	1.20046463487299	2.47178957251478	2.34365858028745	-1.30117025858816	-1.88707375095087
Region3469	chr3L	1637023	1637239	.	217	Toll10b	Up	1.74073479608737	2.60935589390416	3.13670142209323	-1.23470598504255	2.79204598031012	-1.82503668760583
Region3475	chr3L	1694232	1694689	.	458	Gd7	Up	-3.0946996890446	1.47213787091391	3.42700395044296	3.3115716929372	-1.98417236675428	-2.47152578731787
Region3480	chr3L	1772507	1773091	.	585	Toll10b	Down	-2.50484158405406	-0.757166582706298	2.61677904974294	2.3243472499334	-2.556110604298	-0.177688503046268
Region3503	chr3L	2380733	2381016	.	284	Gd7	Up	-2.06377528984229	1.22506588813016	2.39999059940321	2.25285901845628	-1.20455114784462	-1.87580412467035
Region3504	chr3L	2385144	2386328	.	1185	Gd7	Up	-3.13154318034471	0.599391764152496	3.18839037404413	3.1883441445592	-2.4418619405246	-1.66821971188537
Region3505	chr3L	2407850	2408346	.	497	Gd7	Up	-2.4185464643109	0.530535218316494	2.47605222438964	2.47476800758673	-1.85292689139854	-1.35163985142786
Region3507	chr3L	2428631	2429118	.	488	Gd7	Up	-2.12078324254382	0.0199957492502909	2.12087750514799	2.08874085954186	-1.84187619757745	-0.768785283371807
Region3534	chr3L	2808156	2808609	.	454	Toll9	Up	-0.616819503758677	-1.95364200854149	2.04870285736003	0.249506764102784	-1.49106730447872	1.60921240775701
Region3536	chr3L	2823406	2823838	.	433	Toll10b	Up	1.76421412619528	1.08980888047213	2.07367665729807	-1.53541171578976	2.07166473227699	-0.395400036203116
Region3539	chr3L	2868554	2869109	.	556	Toll9	Down	0.495497467058372	2.70208562876158	2.7471411476335	0.00651408255483417	1.75005905315282	-2.35219040906402
Region3547	chr3L	3036431	3036919	.	489	Gd7	Up	-2.44679483723882	0.343437536548287	2.47078010293286	2.46835813319584	-1.96881276395201	-1.18662599055771
Region3580	chr3L	3321253	3321677	.	425	Toll10b	Up	1.65390425559106	1.77835534198616	2.42856892202649	-1.30116091046475	2.31106717780882	-1.0784574781619
Region3588	chr3L	3408680	3409437	.	758	Toll9	Down	-0.501886876165426	2.55108342445146	2.59998405283149	0.959522979338972	0.805633408514804	-2.56370455570791
Region3593	chr3L	3438245	3439209	.	965	Toll10b	Up	3.18100451632182	3.21125256896002	4.52005893706179	-2.54076738357459	4.34298968785619	-1.87863345467026
Region3617	chr3L	3848527	3849299	.	773	Toll9	Up	0.552146291633608	-1.98155008101894	2.05703822301651	-0.904882588875218	-0.484067068287518	2.0487583216971
Region3624	chr3L	3976464	3976931	.	468	Gd7	Down	2.58391192930724	-0.0220807410813404	2.58400627273677	-2.54445540120366	2.24521064523544	0.934535593505434
Region3629	chr3L	4035401	4035782	.	382	Toll9	Up	0.442233224839033	-3.59468230544819	3.62178286238336	-1.09153913428696	-1.36654035106612	3.51875295527613
Region3634	chr3L	4098023	4098567	.	545	Toll9	Up	1.39879090594561	-3.06651071279454	3.37047533001501	-1.93549960208069	-0.273864598494704	3.36303608333083
Region3665	chr3L	4546266	4547293	.	1028	Toll10b	Up	4.17977822765231	4.42060320909849	6.08377175481199	-3.30178176073727	5.80464395784024	-2.65657094110072
Region3666	chr3L	4574305	4574661	.	357	Toll9	Up	1.03447437717652	-3.43445480446117	3.58686730182776	-1.64453847670269	-0.771341472704298	3.57834639526164
Region3667	chr3L	4599703	4600255	.	553	Gd7	Down	2.83254373500729	-1.90519866074811	3.41366166273775	-3.13294847928322	1.54414168467905	2.78387634981476
Region3683	chr3L	4840109	4840456	.	348	Toll9	Down	-0.456260734919849	2.29752486307455	2.34239073484236	0.868339579392263	0.721842195637816	-2.31039740103816
Region3684	chr3L	4842607	4842955	.	349	Toll9	Down	0.617523870082179	2.34128302221576	2.42135125916027	-0.179377172585708	1.68068317539801	-1.97154946825774
