seqnames	start	end	width	strand	VTID	Length	Verification.Status	Positive	stg4_6	stg7_8	stg9_10	stg11_12	stg13_14	stg15_16
chr3R	18489501	18491602	2102	*	VT43674	2101	correct	0	NA	NA	NA	NA	anterior_ventral_nerve_cord_subset;1	NA
chr3R	18491211	18493451	2241	*	VT43675	2240	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18494743	18496869	2127	*	VT43677	2126	correct	1	NA	NA	NA	head_subset;1|telson;2	telson_subset;1|clypeolabrum;2	head_subset;2|proventriculus;2|atrium;2
chr3R	18497097	18499329	2233	*	VT43678	2232	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18504229	18506420	2192	*	VT43682	2191	correct	0	NA	A-P_stripes;1	ventral_nerve_cord_anlage_subset;1	NA	NA	NA
chr3R	18506096	18508216	2121	*	VT43683	2120	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18507881	18509957	2077	*	VT43684	2076	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18509665	18511771	2107	*	VT43685	2106	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18511416	18513559	2144	*	VT43686	2143	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18514978	18517104	2127	*	VT43688	2126	correct	1	NA	NA	trunk_mesoderm_anlage;3	NA	NA	NA
chr3R	18518545	18520640	2096	*	VT43690	2095	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2	ventral_nerve_cord_subset;1
chr3R	18520232	18522432	2201	*	VT43691	2200	not_verified	0	NA	NA	NA	ventral_nerve_cord_primordium_subset;1	NA	NA
chr3R	18522025	18524253	2229	*	VT43692	2228	correct	0	NA	NA	ventral_nerve_cord_anlage_subset;1	NA	NA	NA
chr3R	18523819	18526162	2344	*	VT43693	2343	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18527406	18529514	2109	*	VT43695	2108	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18529207	18531286	2080	*	VT43696	2079	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18531000	18533123	2124	*	VT43697	2123	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18532771	18534894	2124	*	VT43698	2123	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;1|brain_subset;1	ventral_nerve_cord_subset;3|brain_subset;3
chr3R	18534515	18536668	2154	*	VT43699	2153	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18536305	18538611	2307	*	VT43700	2306	correct	0	NA	NA	NA	NA	NA	lateral_epidermis_subset;1
chr3R	18538033	18540309	2277	*	VT43701	2276	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18539861	18542044	2184	*	VT43702	2183	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18543421	18545537	2117	*	VT43704	2116	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18549108	18551202	2095	*	VT43707	2094	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18550744	18552927	2184	*	VT43708	2183	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18552460	18554566	2107	*	VT43709	2106	correct	0	NA	NA	NA	brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1	ventral_nerve_cord_subset;1|brain_subset;1	NA
chr3R	18554137	18556272	2136	*	VT43710	2135	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18559889	18560476	588	*	VT43713	587	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18560947	18563086	2140	*	VT43714	2139	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18680509	18682903	2395	*	VT43775	2394	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18683716	18684434	719	*	VT43776	718	correct	1	NA	NA	NA	NA	NA	antenno-maxillary-labial_complex;3
chr3R	18685202	18687656	2455	*	VT43777	2454	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18695700	18697823	2124	*	VT43781	2123	correct	1	NA	NA	NA	NA	hypopharynx;2|foregut;2	pharynx;5|atrium;3
chr3R	18697144	18699242	2099	*	VT43782	2098	correct	1	NA	NA	NA	NA	amnioserosa;2	NA
chr3R	18698613	18700704	2092	*	VT43783	2091	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18700039	18702216	2178	*	VT43784	2177	correct	1	NA	NA	NA	brain_primordium_subset;1|ventral_nerve_cord_primordium_subset;1	ventral_nerve_cord_subset;2|brain_subset;3	ventral_nerve_cord_subset;2|brain_subset;3
chr3R	18705469	18707628	2160	*	VT43787	2159	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2	ventral_nerve_cord_subset;1
chr3R	18707104	18709178	2075	*	VT43788	2074	correct	1	posterior_endoderm_AISN;3|dorsal_ectoderm_AISN_subset;3	dorsal_ectoderm_anlage_subset;3	NA	NA	ventral_nerve_cord_subset;3|brain_subset;3	ventral_nerve_cord_subset;4|brain_subset;3
chr3R	18708707	18710851	2145	*	VT43789	2144	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;3|brain_subset;3	brain_broad;3|ventral_nerve_cord_broad;3
chr3R	18721850	18723941	2092	*	VT43793	2091	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;1	ventral_nerve_cord_subset;1|proventriculus;3
chr3R	18723349	18725454	2106	*	VT43794	2105	correct	1	NA	NA	NA	ventral_nerve_cord_primordium_subset;2	lateral_epidermis_subset;2|ventral_nerve_cord_subset;3	ventral_nerve_cord_subset;4|brain_subset;4
chr3R	18726179	18727636	1458	*	VT43795	1457	correct	1	NA	NA	NA	NA	NA	midgut_chamber;2|proventriculus;3
chr3R	18728238	18728965	728	*	VT43796	727	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18732295	18732748	454	*	VT43798	453	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18841981	18844193	2213	*	VT43859	2212	correct	1	NA	NA	NA	NA	NA	head_subset;3|dorsal_pouch;3
chr3R	18905612	18906652	1041	*	VT43897	1040	correct	0	NA	NA	NA	NA	NA	brain_broad;1|ventral_nerve_cord_broad;1
chr3R	18906568	18907080	513	*	VT43898	512	correct	1	NA	NA	NA	trunk_mesoderm_primordium;3|somatic_muscle_primordium;3	brain_broad;2|ventral_nerve_cord_broad;2	brain_broad;3|ventral_nerve_cord_broad;3
chr3R	18910155	18911166	1012	*	VT43899	1011	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18951536	18953662	2127	*	VT43920	2126	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18956345	18958652	2308	*	VT43923	2307	correct	1	NA	NA	NA	NA	brain_subset;1|anterior_ventral_nerve_cord_subset;2	anterior_ventral_nerve_cord_subset;2
chr3R	18959633	18961718	2086	*	VT43925	2085	correct	0	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;1|brain_subset;1
chr3R	18961241	18963347	2107	*	VT43926	2106	correct	1	NA	NA	hindgut_anlage;1	trunk_mesoderm_primordium;1	NA	head_epidermis_ventral_subset;2|ventral_nerve_cord_subset;2
chr3R	18962778	18965042	2265	*	VT43927	2264	correct	1	NA	NA	NA	NA	lateral_epidermis_subset;3	lateral_epidermis_subset;2
chr3R	18964356	18966613	2258	*	VT43928	2257	correct	1	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;2|telson_subset;2
chr3R	18969704	18971998	2295	*	VT43931	2294	correct	0	NA	NA	NA	NA	NA	NA
chr3R	18976297	18978812	2516	*	VT43933	2515	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19161723	19162298	576	*	VT44028	575	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19162249	19164267	2019	*	VT44029	2018	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19164214	19166307	2094	*	VT44030	2093	correct	1	NA	NA	NA	brain_primordium_broad;1|ventral_nerve_cord_primordium_broad;1	brain_broad;2|ventral_nerve_cord_broad;2	brain_broad;2|ventral_nerve_cord_broad;2
chr3R	19232656	19233285	630	*	VT44063	629	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19235076	19236888	1813	*	VT44064	1812	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19244590	19246112	1523	*	VT44068	1522	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19300581	19302962	2382	*	VT44101	2381	correct	1	NA	NA	hindgut_anlage;1	proventriculus_primordium;2	telson_subset;3|hindgut;2|proventriculus;5|hypopharynx;3	pharynx;2|telson_subset;2|proventriculus;5
chr3R	19306521	19308671	2151	*	VT44102	2150	correct	1	NA	NA	NA	NA	tracheal_system_broad;2	head_subset;3|tracheal_system_broad;2
chr3R	19308112	19310227	2116	*	VT44103	2115	correct	1	NA	NA	NA	NA	NA	lateral_epidermis_subset;3|anal_pad;3|dorsal_epidermis_subset;3|posterior_spiracle;3
chr3R	19311318	19313505	2188	*	VT44105	2187	correct	1	NA	NA	ventral_epidermis_anlage_subset;1	antenno-maxillary-labial_complex;2	antenno-maxillary-labial_complex;2|head_subset;2	antenno-maxillary-labial_complex;3|pharynx;3
chr3R	19312938	19315041	2104	*	VT44106	2103	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19314425	19316666	2242	*	VT44107	2241	correct	1	A-P_stripes;5|procephalic_ectoderm_AISN;4	ventral_ectoderm_anlage;5|procephalic_ectoderm_anlage;5	head_epidermis_lateral_anlage;4|lateral_epidermis_anlage_broad;5|ventral_epidermis_anlage_broad;5|head_epidermis_ventral_anlage;4|head_epidermis_dorsal_anlage;4	ventral_epidermis_primordium_broad;5|head_epidermis_ventral_primordium_broad;4|lateral_epidermis_primordium_broad;5|head_epidermis_lateral_primordium_broad;4	brain_subset;3	ventral_epidermis_subset;2|brain_subset;3
chr3R	19316185	19318295	2111	*	VT44108	2110	correct	1	NA	NA	NA	somatic_muscle_primordium;2	somatic_muscle;3	head_epidermis_subset;3|trunk_epidermis_subset;3|outer_optic_lobe;3
chr3R	19319969	19322182	2214	*	VT44110	2213	correct	0	NA	NA	NA	NA	NA	antenno-maxillary-labial_complex;1
chr3R	19324135	19326302	2168	*	VT44113	2167	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19329848	19331976	2129	*	VT44116	2128	correct	1	mesectoderm_anlage;3|ventral_ectoderm_AISN;3	ventral_ectoderm_anlage;3|mesectoderm_anlage;2	mesectoderm_anlage;3|head_epidermis_dorsal_anlage;4	ventral_epidermis_primordium_subset;2|head_epidermis_dorsal_primordium_broad;4	brain_subset;3|head_epidermis_dorsal_broad;4	NA
chr3R	19331589	19333786	2198	*	VT44117	2197	correct	1	posterior_endoderm_AISN;3|dorsal_ectoderm_AISN_subset;3|amnioserosa_AISN;3|A-P_semi-stripes_dorsal;3	ventral_ectoderm_anlage;3|posterior_endoderm_anlage;4|procephalic_ectoderm_anlage;4|anterior_endoderm_anlage;2|dorsal_ectoderm_anlage_broad;4|amnioserosa_anlage;4|head_mesoderm_anlage;3|trunk_mesoderm_anlage_broad;3	ventral_ectoderm_anlage;4|head_mesoderm_anlage;3|mesectoderm_anlage;4|trunk_mesoderm_anlage;4|dorsal_ectoderm_anlage;3	head_subset;2|lateral_epidermis_primordium_subset;2|ventral_epidermis_primordium_subset;2|dorsal_epidermis_primordium_subset;2	ventral_nerve_cord_subset;2|brain_subset;2|brain_glia;2|ventral_nerve_cord_glia;2	ventral_nerve_cord_subset;3|brain_subset;3|brain_glia;3|ventral_nerve_cord_glia;3
chr3R	19333379	19335554	2176	*	VT44118	2175	correct	1	posterior_endoderm_AISN;3	posterior_endoderm_anlage;4|anterior_endoderm_anlage;4	anterior_midgut_anlage;4|posterior_midgut_anlage;4	anterior_midgut_primordium;3|posterior_midgut_primordium;3	midgut_broad;2	NA
chr3R	19335158	19337250	2093	*	VT44119	2092	correct	1	posterior_endoderm_AISN;3	posterior_endoderm_anlage;3|anterior_endoderm_anlage;3	ventral_nerve_cord_anlage_subset;2|anterior_midgut_anlage;3|posterior_midgut_anlage;3	brain_primordium_subset;3|posterior_midgut_primordium;2	midgut_broad;1|brain_subset;2	salivary_gland;3
chr3R	19336946	19339041	2096	*	VT44120	2095	correct	1	NA	NA	head_subset;3|head_epidermis_lateral_anlage;3	head_subset;3|head_epidermis_lateral_primordium_subset;3	head_subset;2|telson_subset;1	NA
chr3R	19340346	19342544	2199	*	VT44122	2198	correct	1	procephalic_ectoderm_AISN;3|hindgut_AISN;4|ventral_ectoderm_AISN;4	ventral_ectoderm_anlage;3|posterior_endoderm_anlage;4|procephalic_ectoderm_anlage;3	ventral_ectoderm_anlage;3|anterior_endoderm_anlage;3|hindgut_anlage;4	brain_primordium_broad;2|ventral_nerve_cord_primordium_broad;2	brain_broad;1|ventral_nerve_cord_broad;1	brain_broad;1|ventral_nerve_cord_broad;1
chr3R	19410599	19412744	2146	*	VT44163	2145	correct	0	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;1
chr3R	19412649	19414809	2161	*	VT44164	2160	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19414209	19416302	2094	*	VT44165	2093	correct	0	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;1|brain_subset;1
chr3R	19415532	19417797	2266	*	VT44166	2265	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19416987	19419279	2293	*	VT44167	2292	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19418724	19420840	2117	*	VT44168	2116	correct	0	NA	NA	NA	NA	NA	head_subset;1
chr3R	19420152	19422426	2275	*	VT44169	2274	not_verified	0	NA	NA	NA	NA	NA	NA
chr3R	19424942	19427109	2168	*	VT44171	2167	correct	1	NA	NA	amnioserosa_anlage;4	amnioserosa;2	NA	NA
chr3R	19431383	19433562	2180	*	VT44175	2179	correct	1	NA	NA	NA	NA	NA	midgut_chamber;3|yolk;3
chr3R	19432995	19435193	2199	*	VT44176	2198	correct	1	NA	NA	NA	NA	midgut_broad;2	ventral_nerve_cord_subset;1|midgut_broad;4
chr3R	19434654	19436814	2161	*	VT44177	2160	correct	0	NA	NA	NA	NA	anterior_ventral_nerve_cord_subset;1	anterior_ventral_nerve_cord_subset;1
chr3R	19436289	19438382	2094	*	VT44178	2093	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19437885	19440076	2192	*	VT44179	2191	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19452103	19454310	2208	*	VT44182	2207	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2|brain_subset;2	ventral_nerve_cord_subset;1|brain_subset;1
chr3R	19655570	19657874	2305	*	VT44293	2304	correct	1	NA	NA	NA	NA	brain_broad;2|ventral_nerve_cord_broad;2	brain_broad;2|ventral_nerve_cord_broad;2
chr3R	19659624	19661960	2337	*	VT44295	2336	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19663507	19665813	2307	*	VT44296	2306	correct	0	NA	NA	NA	NA	NA	head_subset;1
chr3R	19719317	19721440	2124	*	VT44322	2123	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19722384	19724495	2112	*	VT44324	2111	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19725462	19727545	2084	*	VT44326	2083	correct	1	NA	NA	brain_anlage_subset;2|ventral_nerve_cord_anlage_subset;3|hindgut_anlage;1	brain_primordium_subset;3|ventral_nerve_cord_primordium_subset;3|hindgut_proper_primordium;2	ventral_nerve_cord_subset;3|brain_subset;3	ventral_nerve_cord_subset;3|brain_subset;3
chr3R	19732575	19734702	2128	*	VT44330	2127	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2|brain_subset;2	ventral_nerve_cord_subset;3|brain_subset;3
chr3R	19734113	19736281	2169	*	VT44331	2168	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19735779	19737874	2096	*	VT44332	2095	correct	0	NA	NA	NA	NA	ventral_nerve_cord_subset;1	ventral_nerve_cord_broad;1
chr3R	19737427	19739576	2150	*	VT44333	2149	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19751215	19753324	2110	*	VT44338	2109	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19753000	19755084	2085	*	VT44339	2084	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19754730	19756985	2256	*	VT44340	2255	correct	1	NA	NA	NA	NA	ventral_nerve_cord_broad;1	brain_broad;2|ventral_nerve_cord_broad;3
chr3R	19756506	19758692	2187	*	VT44341	2186	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19760142	19762309	2168	*	VT44343	2167	correct	1	NA	NA	NA	NA	posterior_hindgut;2	NA
chr3R	19761892	19764111	2220	*	VT44344	2219	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19769834	19770904	1071	*	VT44347	1070	correct	1	NA	procephalic_ectoderm_anlage;3	ventral_epidermis_anlage_subset;3	ventral_epidermis_primordium_subset;4	head_epidermis_ventral_subset;3	antenno-maxillary-labial_complex;3|midgut_chamber;3
chr3R	19772937	19775008	2072	*	VT44348	2071	correct	0	NA	NA	NA	NA	NA	NA
chr3R	19816776	19818893	2118	*	VT44369	2117	correct	1	trunk_mesoderm_AISN_subset;2	NA	NA	NA	lateral_epidermis_subset;2|midgut_subset;2	midgut_chamber;3|lateral_epidermis_broad;3|dorsal_epidermis_broad;3
chr3R	20036013	20036604	592	*	VT44491	591	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20039528	20041774	2247	*	VT44492	2246	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2|anterior_ventral_nerve_cord_subset;3	ventral_nerve_cord_subset;2|anterior_ventral_nerve_cord_subset;3
chr3R	20040905	20043045	2141	*	VT44493	2140	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20043510	20045597	2088	*	VT44495	2087	correct	1	NA	NA	ventral_epidermis_anlage_subset;3	posterior_midgut_primordium;3	NA	NA
chr3R	20045790	20047215	1426	*	VT44496	1425	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20047369	20049593	2225	*	VT44497	2224	correct	1	posterior_endoderm_AISN;3|anterior_endoderm_AISN;1	posterior_endoderm_anlage;2|anterior_endoderm_anlage;1	posterior_endoderm_anlage;2	NA	NA	NA
chr3R	20052323	20054570	2248	*	VT44500	2247	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20053977	20056072	2096	*	VT44501	2095	correct	1	NA	NA	brain_anlage_subset;2|ventral_nerve_cord_anlage_subset;2	brain_primordium_subset;2|ventral_nerve_cord_primordium_subset;2	brain_subset;2	brain_subset;2
chr3R	20056058	20056482	425	*	VT44502	424	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20086124	20088245	2122	*	VT44519	2121	correct	0	NA	NA	NA	NA	lateral_epidermis_subset;1	lateral_epidermis_subset;1
chr3R	20327984	20328499	516	*	VT44635	515	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20328466	20329255	790	*	VT44636	789	correct	1	NA	NA	NA	NA	epipharynx;2	NA
chr3R	20335193	20337405	2213	*	VT44641	2212	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20336662	20339351	2690	*	VT44642	2689	not_verified	0	NA	NA	NA	NA	NA	NA
chr3R	20339269	20340204	936	*	VT44643	935	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20344636	20346860	2225	*	VT44646	2224	correct	0	NA	NA	NA	NA	ventral_nerve_cord_subset;1	ventral_nerve_cord_subset;1
chr3R	20346419	20348558	2140	*	VT44647	2139	correct	0	NA	NA	NA	NA	NA	brain_broad;1|ventral_nerve_cord_broad;1
chr3R	20347971	20350130	2160	*	VT44648	2159	correct	1	NA	dorsal_ectoderm_anlage_broad;2	ventral_nerve_cord_anlage_subset;1	anterior_ventral_nerve_cord_primordium_subset;1	anterior_ventral_nerve_cord_subset;1	head_subset;1
chr3R	20351371	20353568	2198	*	VT44650	2197	correct	0	NA	NA	NA	NA	NA	brain_subset;1
chr3R	20352969	20355172	2204	*	VT44651	2203	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20354662	20356770	2109	*	VT44652	2108	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20356328	20358468	2141	*	VT44653	2140	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2	ventral_nerve_cord_subset;2
chr3R	20360353	20362487	2135	*	VT44655	2134	correct	1	amnioserosa_AISN_subset;1	amnioserosa_anlage;2	lateral_epidermis_anlage_subset;1|amnioserosa_anlage;1	NA	NA	NA
chr3R	20430257	20432419	2163	*	VT44694	2162	correct	1	NA	NA	NA	NA	NA	lateral_epidermis_subset;1|dorsal_vessel;3|proventriculus;3|salivary_gland;2|atrium;3
chr3R	20457499	20459600	2102	*	VT44709	2101	correct	0	NA	NA	NA	NA	ventral_nerve_cord_subset;1	NA
chr3R	20480615	20482772	2158	*	VT44722	2157	correct	1	NA	NA	head_epidermis_lateral_anlage;4|ventral_nerve_cord_anlage_subset;1	brain_primordium_subset;1|ventral_epidermis_primordium_subset;2|ventral_nerve_cord_primordium_subset;1|head_epidermis_lateral_primordium_subset;3	ventral_nerve_cord_subset;1|brain_subset;1|head_epidermis_lateral_subset;2	NA
chr3R	20535022	20535847	826	*	VT44753	825	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20536426	20538606	2181	*	VT44754	2180	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20537938	20540046	2109	*	VT44755	2108	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20541212	20543380	2169	*	VT44756	2168	correct	1	NA	posterior_endoderm_anlage;2	hindgut_anlage;2	lateral_epidermis_primordium_subset;1|hindgut_proper_primordium;3	lateral_epidermis_subset;1|posterior_hindgut;1	lateral_epidermis_subset;1
chr3R	20543036	20545156	2121	*	VT44757	2120	correct	1	yolk;4|procephalic_ectoderm_AISN;3|amnioserosa_AISN;3|anterior_endoderm_AISN;3	anterior_endoderm_anlage;3|mesectoderm_anlage;3	mesectoderm_anlage;3	lateral_epidermis_primordium_subset;4|tracheal_system_primordium_broad;3|ventral_midline;2|ventral_epidermis_primordium_broad;2|dorsal_epidermis_primordium_broad;2|lateral_epidermis_primordium_broad;2	lateral_epidermis_subset;3|tracheal_system_subset;3|anterior_spiracle;3	tracheal_system_subset;2|anterior_spiracle;2
chr3R	20550125	20552317	2193	*	VT44761	2192	correct	0	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;1|brain_subset;1
chr3R	20552263	20552523	261	*	VT44762	260	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20682337	20684435	2099	*	VT44830	2098	correct	1	NA	NA	NA	NA	NA	head_subset;2|amnioserosa;3
chr3R	20683871	20685962	2092	*	VT44831	2091	correct	0	NA	NA	NA	NA	NA	ventral_nerve_cord_subset;1|brain_subset;1
chr3R	20686990	20689081	2092	*	VT44833	2091	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20691027	20692537	1511	*	VT44834	1510	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20693665	20695950	2286	*	VT44835	2285	correct	1	NA	NA	brain_anlage_subset;1	brain_primordium_subset;1	brain_subset;2	brain_subset;1
chr3R	20694943	20697132	2190	*	VT44836	2189	correct	1	NA	NA	NA	NA	ventral_nerve_cord_subset;2|brain_subset;3	ventral_nerve_cord_subset;2|brain_subset;2
chr3R	20696274	20698576	2303	*	VT44837	2302	correct	0	NA	NA	NA	NA	NA	brain_subset;1
chr3R	20702231	20704357	2127	*	VT44840	2126	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20703892	20706107	2216	*	VT44841	2215	correct	1	NA	posterior_endoderm_anlage;2|anterior_endoderm_anlage;2|mesectoderm_anlage;2	mesectoderm_anlage;2	NA	NA	NA
chr3R	20707200	20709465	2266	*	VT44843	2265	correct	1	A-P_stripes;2|pair_rule;2	posterior_endoderm_anlage;3|ventral_epidermis_anlage;2	posterior_endoderm_anlage;1	hindgut_proper_primordium;1	head_subset;1	head_subset;1
chr3R	20709030	20711157	2128	*	VT44844	2127	correct	1	NA	NA	NA	NA	NA	ubiquitous;2
chr3R	20710662	20712893	2232	*	VT44845	2231	correct	1	NA	NA	NA	NA	dorsal_epidermis_subset;3	head_epidermis_dorsal_subset;3
chr3R	20712442	20714539	2098	*	VT44846	2097	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20714507	20717024	2518	*	VT44847	2517	correct	1	anterior_endoderm_AISN;4|mesoderm_AISN;2	anterior_endoderm_anlage;2	NA	NA	NA	NA
chr3R	20718116	20720228	2113	*	VT44849	2112	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20719783	20721914	2132	*	VT44850	2131	correct	1	NA	NA	NA	NA	head_subset;1	head_subset;2
chr3R	20723087	20725228	2142	*	VT44852	2141	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20724737	20726838	2102	*	VT44853	2101	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20726429	20728516	2088	*	VT44854	2087	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20730582	20731865	1284	*	VT44856	1283	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20850531	20851084	554	*	VT44924	553	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20853393	20853916	524	*	VT44925	523	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20859096	20859893	798	*	VT44926	797	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20859850	20860347	498	*	VT44927	497	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20861159	20862904	1746	*	VT44928	1745	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20863210	20866212	3003	*	VT44929	3002	correct	1	NA	NA	NA	visceral_muscle_primordium_subset;2	brain_subset;2	ventral_nerve_cord_subset;2|brain_subset;2
chr3R	20868091	20869197	1107	*	VT44931	1106	correct	0	NA	anterior_endoderm_anlage;1	NA	NA	NA	NA
chr3R	20868465	20871075	2611	*	VT44932	2610	not_verified	0	NA	NA	NA	NA	ventral_nerve_cord_subset;1	ventral_nerve_cord_subset;1|brain_subset;1
chr3R	20890746	20892958	2213	*	VT44944	2212	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20892613	20894820	2208	*	VT44945	2207	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20899223	20900097	875	*	VT44948	874	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20908165	20909266	1102	*	VT44953	1101	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20911840	20913943	2104	*	VT44954	2103	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20913620	20915736	2117	*	VT44955	2116	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20915438	20917510	2073	*	VT44956	2072	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20917101	20919300	2200	*	VT44957	2199	correct	1	anterior;3|A-P_stripe;3	A-P_stripe;3	NA	NA	NA	NA
chr3R	20918945	20921041	2097	*	VT44958	2096	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20920707	20923015	2309	*	VT44959	2308	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20922529	20924631	2103	*	VT44960	2102	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20924300	20926397	2098	*	VT44961	2097	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20926642	20927230	589	*	VT44962	588	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20927441	20928886	1446	*	VT44963	1445	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20929169	20931294	2126	*	VT44964	2125	correct	1	NA	NA	NA	NA	hemocyte;2|macrophage;2	yolk;2|hemocyte;2|macrophage;2
chr3R	20930849	20933076	2228	*	VT44965	2227	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20932555	20934888	2334	*	VT44966	2333	correct	0	NA	NA	NA	NA	ventral_nerve_cord_subset;1	ventral_nerve_cord_subset;1|brain_subset;1
chr3R	20934518	20936625	2108	*	VT44967	2107	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20938069	20940171	2103	*	VT44969	2102	correct	0	NA	NA	NA	NA	NA	NA
chr3R	20939812	20941969	2158	*	VT44970	2157	correct	0	NA	NA	NA	NA	brain_broad;1	brain_broad;1
