Geneid	Chr	Start	End	Strand	Length	factor	direction	Gd7	Toll10b	Toll9
Region3366	chr3L	652595	653070	.	476	Gd7	Down	-0.489249303280384	0.362332531951637	0.272541418166402
Region3367	chr3L	653797	654547	.	751	Toll10b	Down	0.264108583725956	-0.574155459687796	0.359502182148338
Region3368	chr3L	664103	665150	.	1048	Gd7	Up	4.65989089303397	-3.44274368531861	-2.60697420296978
Region3369	chr3L	667325	667718	.	394	Gd7	Up	1.62947117150496	-0.78220345892713	-1.47590896340868
Region3370	chr3L	681591	682771	.	1181	Toll9	Down	0.179628355270055	0.445523210084626	-0.874343037946593
Region3371	chr3L	685028	685821	.	794	Toll9	Up	-0.258141380272064	-0.0659919073454062	0.487969157304145
Region3372	chr3L	690406	690788	.	383	Toll9	Up	-0.338920788597176	-0.210029032243348	0.805796096770763
Region3373	chr3L	695678	695959	.	282	Gd7	Up	0.971873372061135	-0.899981714875797	-0.300199300811736
Region3374	chr3L	696168	696843	.	676	Gd7	Up	0.424999597753401	-0.390275028125193	-0.135675144421854
Region3375	chr3L	697172	698036	.	865	Toll10b	Down	1.10175897700952	-1.16278706154523	-0.149574417294868
Region3376	chr3L	698554	700093	.	1540	Toll10b	Down	0.386278640079197	-0.642266164399576	0.261512219998706
Region3377	chr3L	707769	708468	.	700	Toll9	Up	-0.390664332098952	-0.20613198870073	0.880689563912636
Region3378	chr3L	712056	712365	.	310	Gd7	Down	-0.77284731318479	0.350952438236016	0.726835266125768
Region3379	chr3L	713987	714332	.	346	Toll10b	Down	0.672664845992057	-0.87072377306768	0.123876692371749
Region3380	chr3L	717997	718271	.	275	Gd7	Up	0.754430124492384	-0.596721711918482	-0.369408735650392
Region3381	chr3L	726255	727441	.	1187	Gd7	Up	1.38281174389073	-0.56905607259705	-1.37928839043069
Region3382	chr3L	732365	732972	.	608	Toll10b	Down	0.479074291461187	-1.63796831564421	1.45039578490708
Region3383	chr3L	735197	735935	.	739	Toll9	Up	-0.68555898137146	-0.0692293667816202	1.15402589477199
Region3384	chr3L	738968	740290	.	1323	Toll10b	Up	-0.729747269413835	2.89798103477771	-2.74858214318289
Region3385	chr3L	742171	742918	.	748	Toll10b	Up	-1.66132532952214	4.42742875784517	-3.3531825167746
Region3386	chr3L	743141	743509	.	369	Toll10b	Up	-1.62644006805722	4.39567081534097	-3.36468988264705
Region3387	chr3L	743927	745663	.	1737	Gd7	Up	2.89670194897948	-2.08321753447286	-1.69667599909336
Region3388	chr3L	747689	748050	.	362	Toll9	Down	0.608515515878353	1.04387333702168	-2.3391146709207
Region3389	chr3L	749091	750926	.	1836	Toll10b	Up	-0.131080764487417	0.260161573280824	-0.145236384444961
Region3390	chr3L	751489	752505	.	1017	Toll10b	Up	-0.31262847506478	0.562388921260196	-0.268636960270711
Region3391	chr3L	753471	754262	.	792	Toll9	Up	-0.6859961047679	-0.317236333181549	1.48661055753959
Region3392	chr3L	759956	760660	.	705	Toll10b	Down	1.97518778268186	-2.43928862139547	0.206534060029844
Region3393	chr3L	762014	763345	.	1332	Toll10b	Down	0.334611295954524	-1.01259664702277	0.837116699667898
Region3394	chr3L	769314	769612	.	299	Toll10b	Up	-0.174486260802072	0.306146035321458	-0.139577430409076
Region3395	chr3L	793985	794353	.	369	Toll9	Down	0.262228303515949	0.113094388526162	-0.557333781195031
Region3396	chr3L	813523	813747	.	225	Toll10b	Up	-1.1834001495916	2.71991244337671	-1.80793154797166
Region3397	chr3L	815961	816159	.	199	Toll10b	Up	-1.69936489036039	3.2429073531927	-1.7090441152803
Region3398	chr3L	832834	833485	.	652	Gd7	Down	-0.688145873898427	0.47900237391605	0.424331941516939
Region3399	chr3L	837399	838092	.	694	Toll9	Up	-0.109142296912651	-0.161771451327322	0.385471968229615
Region3400	chr3L	851029	851521	.	493	Gd7	Down	-0.988534890802618	0.642180387837849	0.671010225218459
Region3401	chr3L	871696	873002	.	1307	Toll9	Up	-0.0711869082369788	-0.118132197563654	0.268307334055023
Region3402	chr3L	881979	882187	.	209	Toll10b	Up	-0.385484052254327	0.88301830455387	-0.584941166445434
Region3403	chr3L	886370	886730	.	361	Toll10b	Down	0.963793442691721	-1.42050959136005	0.408932826489983
Region3404	chr3L	900246	901038	.	793	Gd7	Up	0.856531239388623	-0.848049666860509	-0.191128359413451
Region3405	chr3L	905273	905911	.	639	Gd7	Down	-0.780529836199489	0.412938239533205	0.655773633235592
Region3406	chr3L	908574	909442	.	869	Gd7	Down	-1.16895802907612	0.789284483539382	0.753470163622666
Region3407	chr3L	914788	915219	.	432	Toll9	Up	-1.92025007182804	-1.10233423696962	4.44816844836151
Region3408	chr3L	1034021	1035438	.	1418	Gd7	Down	-0.377663641411273	0.293181274107971	0.192330692351428
Region3409	chr3L	1060580	1060809	.	230	Gd7	Up	1.40784915382975	-0.650682319894072	-1.30881061178699
Region3410	chr3L	1095891	1096435	.	545	Toll9	Up	-0.196778768428111	-0.294671386306393	0.699010040805234
Region3411	chr3L	1098632	1099024	.	393	Toll10b	Up	-1.28539999941704	2.44180898064303	-1.27783023177076
Region3412	chr3L	1100695	1100958	.	264	Gd7	Up	0.582358614856151	-0.363470329586689	-0.415169692157872
Region3413	chr3L	1102286	1102767	.	482	Toll9	Down	0.382063184226429	0.296518484547759	-0.988337661330716
Region3414	chr3L	1108631	1109018	.	388	Toll10b	Up	-0.916296242283497	1.98121196723277	-1.2328559775233
Region3415	chr3L	1166084	1166677	.	594	Toll10b	Up	-0.897471323561525	1.11421555963039	-0.101698591896254
Region3416	chr3L	1167184	1168073	.	890	Toll10b	Up	-1.52171777491331	2.62218556223424	-1.15336331757559
Region3417	chr3L	1177043	1177556	.	514	Toll9	Up	-0.264091524403614	0.00643749381625813	0.40024879351712
Region3418	chr3L	1177903	1178528	.	626	Toll10b	Up	-0.283952955474794	0.56742959966255	-0.319778082671953
Region3419	chr3L	1206673	1206946	.	274	Toll9	Up	-0.297817098048029	-0.0248894169246287	0.494387248468061
Region3420	chr3L	1208249	1208513	.	265	Toll9	Up	-1.10331671582403	-0.241457746215056	2.03128799167541
Region3421	chr3L	1245618	1245945	.	328	Toll9	Up	-0.118713557335464	-0.504059524349399	0.858374495779917
Region3422	chr3L	1246503	1246950	.	448	Toll9	Up	-0.471678551093514	-0.178135279594786	0.968647023855968
Region3423	chr3L	1247394	1248367	.	974	Gd7	Down	-0.448792428821768	0.196855043380246	0.431365102222412
Region3424	chr3L	1295714	1296118	.	405	Toll9	Up	-0.232064023781561	-0.0418213169713563	0.415248911602435
Region3425	chr3L	1298575	1299064	.	490	Toll10b	Up	-0.47962602624801	0.508630212149335	0.0618524511828897
Region3426	chr3L	1302490	1303228	.	739	Toll10b	Up	-0.0643087250166646	0.197084319968218	-0.164195912500141
Region3427	chr3L	1306928	1307755	.	828	Toll9	Up	-0.00540987449840263	-0.0893275808212287	0.127922688048095
Region3428	chr3L	1313540	1313838	.	299	Toll9	Up	-1.48346108445135	-0.0133729722928924	2.31457801919404
Region3429	chr3L	1329954	1330289	.	336	Toll10b	Up	-0.322996501839176	0.411159118067658	-0.0501943145434744
Region3430	chr3L	1334355	1335764	.	1410	Toll10b	Up	-0.229274300087023	0.231047653690075	0.0457491351814791
Region3431	chr3L	1336103	1336490	.	388	Toll9	Up	-0.0826337768590495	0.00651622867008513	0.1192121880523
Region3432	chr3L	1349245	1350707	.	1463	Toll9	Up	-0.227042244228549	-0.314292651660589	0.772122833209433
Region3433	chr3L	1352071	1352391	.	321	Toll9	Down	0.337146260445168	0.085243954562504	-0.636048823783439
Region3434	chr3L	1358038	1358751	.	714	Gd7	Up	1.95259046291617	-0.96295099642021	-1.73426474459349
Region3435	chr3L	1360042	1360436	.	395	Toll10b	Up	-1.77505658026645	3.17331438218183	-1.49872260313115
Region3436	chr3L	1364281	1364743	.	463	Toll9	Down	0.761985763315266	-0.073674261889557	-1.08110110829255
Region3437	chr3L	1366838	1367226	.	389	Toll9	Down	0.221286238995927	0.748577040290726	-1.3444145668085
Region3438	chr3L	1367940	1368544	.	605	Toll9	Up	-0.985985127058433	0.275369201021049	1.15796639527996
Region3439	chr3L	1404040	1405045	.	1006	Gd7	Up	3.918578488973	-2.68891434096664	-2.46813146711686
Region3440	chr3L	1409995	1410946	.	952	Gd7	Up	3.67975009241039	-2.28721148429986	-2.63597875496906
Region3441	chr3L	1413699	1414340	.	642	Toll10b	Down	1.91467405046779	-1.97675187844598	-0.318792405964981
Region3442	chr3L	1431883	1432247	.	365	Toll9	Down	0.391719190772465	1.0191155896867	-1.97033925982125
Region3443	chr3L	1442003	1442483	.	481	Gd7	Up	1.96570388491967	-1.2421483636079	-1.38091677581904
Region3444	chr3L	1446287	1446759	.	473	Gd7	Up	1.21360982134109	-1.09329398906315	-0.415743509212602
Region3445	chr3L	1447390	1448350	.	961	Gd7	Up	2.25895374134263	-1.10442780536264	-2.01923506482964
Region3446	chr3L	1456168	1456763	.	596	Toll10b	Up	-0.67424885574476	1.62313868779071	-1.12838179715657
Region3447	chr3L	1461676	1462778	.	1103	Toll10b	Up	-2.52370214253544	3.70215914495904	-1.04742970130056
Region3448	chr3L	1463399	1464170	.	772	Toll10b	Up	-0.414062444961733	0.591756321404355	-0.150900224541912
Region3449	chr3L	1471005	1471544	.	540	Gd7	Up	3.94408485547513	-3.39902884261093	-1.55727341258664
Region3450	chr3L	1472137	1472463	.	327	Gd7	Up	1.50733479359099	-1.10730259268214	-0.851738115171282
Region3451	chr3L	1479002	1480127	.	1126	Gd7	Up	0.666997046201937	-0.649784228095354	-0.163032033095087
Region3452	chr3L	1485376	1486021	.	646	Toll10b	Down	0.890565427356215	-1.18908138102876	0.212583223479655
Region3453	chr3L	1496406	1496764	.	359	Toll9	Down	0.666454280718222	0.438348789528882	-1.61844097596983
Region3454	chr3L	1501962	1502673	.	712	Toll9	Up	-0.0172839849330629	-0.351874528693939	0.497672858434323
Region3455	chr3L	1516355	1518077	.	1723	Toll10b	Up	-0.0628957955907238	0.203447449559418	-0.174899178173421
Region3456	chr3L	1536618	1537412	.	795	Toll9	Up	-0.537490374495823	0.131956454239333	0.655540286433913
Region3457	chr3L	1545967	1547195	.	1229	Gd7	Down	-0.209857170762213	0.177796145171899	0.0869542466100176
Region3458	chr3L	1548120	1548604	.	485	Gd7	Up	2.34365858028745	-1.30117025858816	-1.88707375095087
Region3459	chr3L	1558203	1558974	.	772	Toll9	Down	0.180201659051819	0.0632210644185379	-0.363595368501684
Region3460	chr3L	1568016	1570174	.	2159	Gd7	Up	0.188093044841613	-0.167685978025326	-0.0667896691891179
Region3461	chr3L	1571835	1572801	.	967	Gd7	Up	1.64936826868589	-0.961755558155576	-1.26641875696669
Region3462	chr3L	1576432	1577786	.	1355	Gd7	Down	-0.180268958059164	0.170374538532878	0.0510783866077596
Region3463	chr3L	1579432	1579731	.	300	Toll10b	Up	-0.724290415573885	1.23019821304587	-0.525035372246472
Region3464	chr3L	1586321	1586897	.	577	Gd7	Up	0.804093827151461	-0.781163107322074	-0.199459568308069
Region3465	chr3L	1592797	1593450	.	654	Toll9	Up	-0.0210926356684834	-0.0604717523538816	0.113584819023051
Region3466	chr3L	1601994	1602819	.	826	Toll9	Down	0.517239963192244	-0.136804582338264	-0.617700530280667
Region3467	chr3L	1618105	1618704	.	600	Toll9	Up	-0.0495033635602986	-0.059715220699532	0.156557582684511
Region3468	chr3L	1628097	1628462	.	366	Toll9	Down	-0.161449404124872	1.03047861489881	-1.12913581709148
Region3469	chr3L	1637023	1637239	.	217	Toll10b	Up	-1.23470598504255	2.79204598031012	-1.82503668760583
Region3470	chr3L	1639017	1640009	.	993	Toll9	Up	-0.0346819183353775	-0.350004952847037	0.522106125926991
Region3471	chr3L	1647198	1647630	.	433	Toll10b	Down	0.664193524893693	-1.16982956354381	0.537285422194354
Region3472	chr3L	1652641	1653373	.	733	Toll10b	Down	0.596594261336546	-0.725911846134452	0.0478465674702347
Region3473	chr3L	1664757	1665214	.	458	Toll9	Up	-0.243513144945761	-0.0842595878897082	0.489769507209021
Region3474	chr3L	1668344	1668986	.	643	Gd7	Down	-0.367199843222143	0.323503626980381	0.135550307176515
Region3475	chr3L	1694232	1694689	.	458	Gd7	Up	3.3115716929372	-1.98417236675428	-2.47152578731787
Region3476	chr3L	1699926	1700371	.	446	Toll9	Down	1.66931291566801	-0.598474101192648	-1.78347672899203
Region3477	chr3L	1730866	1731585	.	720	Toll9	Down	-0.0217643056096274	0.225110920046981	-0.267570815984777
Region3478	chr3L	1738357	1738750	.	394	Toll10b	Down	0.185745434890231	-0.8305960824973	0.824017977638099
Region3479	chr3L	1746138	1747466	.	1329	Toll9	Up	0.0457246566278488	-0.473786185327801	0.563277915639203
Region3480	chr3L	1772507	1773091	.	585	Toll10b	Down	2.3243472499334	-2.556110604298	-0.177688503046268
Region3481	chr3L	1777069	1777716	.	648	Toll9	Up	-0.223526226572177	0.00482593157281856	0.339602723299905
Region3482	chr3L	1794259	1795791	.	1533	Gd7	Down	-0.103162823636498	0.0539519665728346	0.0875117873625724
Region3483	chr3L	1798614	1799221	.	608	Gd7	Up	1.40623188870299	-1.36416173305931	-0.351456733779435
Region3484	chr3L	1802864	1803380	.	517	Toll9	Up	-0.0969268955158226	-0.0674987164329719	0.240394921859672
Region3485	chr3L	1860962	1862448	.	1487	Toll9	Up	-0.122541128627267	-0.0889652775855371	0.308779359788006
Region3486	chr3L	1864842	1865736	.	895	Toll9	Up	-0.30183767684848	0.0287392917557105	0.428840530271084
Region3487	chr3L	1875996	1876523	.	528	Gd7	Down	-0.637544986283262	0.619940365313616	0.157374686093792
Region3488	chr3L	1884751	1885042	.	292	Toll9	Down	0.276507602344256	-0.107675376657758	-0.283984516645419
Region3489	chr3L	1885264	1885847	.	584	Toll9	Down	-0.0303753686306893	0.403266862589438	-0.492665480318739
Region3490	chr3L	1890881	1891275	.	395	Toll9	Down	0.323157220234039	0.0651815822061418	-0.587541630719474
Region3491	chr3L	1920096	1920480	.	385	Gd7	Down	-0.542693464981436	0.475776856125401	0.203460557712853
Region3492	chr3L	1920887	1921480	.	594	Toll10b	Down	0.0379170466897603	-0.0544659813222043	0.0141890374845656
Region3493	chr3L	1947255	1948054	.	800	Gd7	Down	-0.433619242453932	0.195420834137351	0.409793516398225
Region3494	chr3L	1963883	1964638	.	756	Gd7	Down	-0.231135896811981	0.146360402939436	0.161968254576311
Region3495	chr3L	2196995	2197821	.	827	Gd7	Up	1.87474414734061	-1.08900016259013	-1.4450520915339
Region3496	chr3L	2228443	2229431	.	989	Toll9	Up	-0.143329199040388	-0.530617308541058	0.932026511250529
Region3497	chr3L	2236724	2237495	.	772	Gd7	Down	-0.346485561809435	0.167386558283454	0.312412237187022
Region3498	chr3L	2244046	2244361	.	316	Toll10b	Up	-0.801079892881895	0.811016697177927	0.154840340606076
Region3499	chr3L	2257585	2257859	.	275	Toll10b	Down	0.203401611659364	-0.568732017185182	0.446229966987347
Region3500	chr3L	2262237	2263115	.	879	Toll9	Up	-0.252728550680637	0.0276018752588855	0.354332433107594
Region3501	chr3L	2265605	2266135	.	531	Toll10b	Up	-0.862364301656491	1.03432730569625	-0.049136452767285
Region3502	chr3L	2377399	2377867	.	469	Toll9	Up	-0.134296334366898	0.00303677968052535	0.203852238996964
Region3503	chr3L	2380733	2381016	.	284	Gd7	Up	2.25285901845628	-1.20455114784462	-1.87580412467035
Region3504	chr3L	2385144	2386328	.	1185	Gd7	Up	3.1883441445592	-2.4418619405246	-1.66821971188537
Region3505	chr3L	2407850	2408346	.	497	Gd7	Up	2.47476800758673	-1.85292689139854	-1.35163985142786
Region3506	chr3L	2417884	2418118	.	235	Toll9	Up	-0.295263750752444	-0.129916226548357	0.630991638834199
Region3507	chr3L	2428631	2429118	.	488	Gd7	Up	2.08874085954186	-1.84187619757745	-0.768785283371807
Region3508	chr3L	2437466	2437882	.	417	Gd7	Up	1.69550610023539	-0.70203400930112	-1.68543447512333
Region3509	chr3L	2438340	2439979	.	1640	Toll10b	Down	0.884999110260899	-1.01366437756126	-0.0135597645541686
Region3510	chr3L	2456387	2456582	.	196	Toll9	Down	0.0219060927937459	0.954765977303107	-1.31167884931967
Region3511	chr3L	2466573	2467537	.	965	Toll9	Up	-0.328165453184172	0.0355459240235505	0.460491633010236
Region3512	chr3L	2476839	2477394	.	556	Gd7	Up	1.70606835415303	-1.0539704970688	-1.23078999056494
Region3513	chr3L	2482960	2483601	.	642	Toll10b	Down	1.23530715834927	-1.25868167395558	-0.227996664209376
Region3514	chr3L	2489922	2490260	.	339	Toll9	Up	-1.20023750628217	0.41711847389747	1.29996682034736
Region3515	chr3L	2531303	2531704	.	402	Toll10b	Up	-0.894026783453594	1.40002431755768	-0.489529476301181
Region3516	chr3L	2554173	2554461	.	289	Toll9	Down	-0.101630830421622	0.645915295191716	-0.707085004811624
Region3517	chr3L	2585749	2586797	.	1049	Toll9	Up	-0.127325372114566	-0.148676780379978	0.396098231781344
Region3518	chr3L	2587237	2587591	.	355	Gd7	Down	-0.602351604986634	0.418726822597616	0.372172850915782
Region3519	chr3L	2589309	2589676	.	368	Toll9	Down	0.0244709856684805	0.342678790404461	-0.496493044046593
Region3520	chr3L	2591125	2591512	.	388	Toll9	Down	0.30510860474693	-0.0798352514616401	-0.36552278924932
Region3521	chr3L	2599218	2599787	.	570	Gd7	Up	0.260392482011748	-0.257870992713379	-0.0580283263704404
Region3522	chr3L	2631728	2632467	.	740	Toll9	Up	-0.271419056464151	0.0261138719054324	0.385260300210852
Region3523	chr3L	2634793	2636400	.	1608	Gd7	Up	0.0436424165245988	-0.0432938042895032	-0.00962666107097682
Region3524	chr3L	2657967	2658324	.	358	Toll10b	Down	0.353199776234252	-0.693942412033272	0.381882977804546
Region3525	chr3L	2711656	2711977	.	322	Toll9	Down	-0.0816321642803537	0.704888349681605	-0.816970441666808
Region3526	chr3L	2712552	2712970	.	419	Toll9	Down	-0.0510412228196862	0.98052029268139	-1.2332094985936
Region3527	chr3L	2766242	2766495	.	254	Toll10b	Up	-0.0752857501999228	0.0860328502733391	0.00141888465940647
Region3528	chr3L	2766963	2767273	.	311	Toll9	Up	-0.371727312251367	0.137025076909615	0.392124079350556
Region3529	chr3L	2772117	2772387	.	271	Toll9	Down	0.149234041276754	0.71911248455116	-1.19343157213066
Region3530	chr3L	2773672	2774790	.	1119	Gd7	Down	-0.254450566029495	0.247149360557276	0.0631778745756618
Region3531	chr3L	2782045	2782376	.	332	Toll10b	Down	0.235084593394809	-0.335610907085991	0.0851925033343539
Region3532	chr3L	2782774	2782990	.	217	Toll10b	Up	-0.710328058178231	1.11663975510522	-0.394676396112301
Region3533	chr3L	2798736	2799043	.	308	Toll9	Down	-0.134364554539522	0.898069800055546	-0.993865517006988
Region3534	chr3L	2808156	2808609	.	454	Toll9	Up	0.249506764102784	-1.49106730447872	1.60921240775701
Region3535	chr3L	2820940	2821423	.	484	Toll10b	Up	-1.39236792540102	1.4656638915103	0.194152255800082
Region3536	chr3L	2823406	2823838	.	433	Toll10b	Up	-1.53541171578976	2.07166473227699	-0.395400036203116
Region3537	chr3L	2851812	2852225	.	414	Toll10b	Up	-0.771429937773041	0.846926902724876	0.0608778942727955
Region3538	chr3L	2867369	2868197	.	829	Toll10b	Up	-0.112105706099492	0.463339381344807	-0.446526412785714
Region3539	chr3L	2868554	2869109	.	556	Toll9	Down	0.00651408255483417	1.75005905315282	-2.35219040906402
Region3540	chr3L	2873914	2874474	.	561	Toll9	Up	0.0529530994132453	-0.851529738973715	1.05762139222362
Region3541	chr3L	2878830	2879250	.	421	Toll9	Up	-0.0891758612942894	-0.399299938371263	0.672444669568352
Region3542	chr3L	2879482	2880852	.	1371	Toll10b	Down	0.0425767666890099	-0.0562727686536848	0.00939292622163424
Region3543	chr3L	2881200	2882832	.	1633	Toll9	Up	-0.286149196764914	-0.0720815327447754	0.53948035440876
Region3544	chr3L	2885037	2885355	.	319	Gd7	Down	-1.62672595450585	0.814191811842628	1.42884880631005
Region3545	chr3L	2896460	2896762	.	303	Toll9	Down	0.838703418143278	0.479350248470264	-1.93998780785208
Region3546	chr3L	2980929	2981327	.	399	Gd7	Up	1.10656583973882	-0.678204659916965	-0.805533356172811
Region3547	chr3L	3036431	3036919	.	489	Gd7	Up	2.46835813319584	-1.96881276395201	-1.18662599055771
Region3548	chr3L	3037156	3038676	.	1521	Gd7	Up	1.22361641063352	-1.01505758678459	-0.535939456598268
Region3549	chr3L	3043500	3043871	.	372	Gd7	Up	1.23639963152885	-0.675531241228436	-1.01011869016802
Region3550	chr3L	3046482	3047329	.	848	Toll9	Up	-0.136971548540037	-0.1917605940454	0.468691455090408
Region3551	chr3L	3052137	3052793	.	657	Toll9	Down	-0.0710863517107766	0.364077820924829	-0.377190382193498
Region3552	chr3L	3054995	3055359	.	365	Toll9	Up	-0.465925002337388	0.165741179645062	0.499529304302531
Region3553	chr3L	3058969	3059397	.	429	Toll9	Down	1.08906641152956	-0.0793914569179573	-1.57983306687982
Region3554	chr3L	3059858	3061353	.	1496	Toll10b	Up	-0.246731214784203	0.260795790918631	0.0329638170169854
Region3555	chr3L	3069858	3071472	.	1615	Toll10b	Up	-0.227358425996615	0.243563573998594	0.0260329306424823
Region3556	chr3L	3072371	3072608	.	238	Toll9	Down	0.0801460040212212	0.0145696629528392	-0.14357990561107
Region3557	chr3L	3073327	3074412	.	1086	Toll10b	Down	0.54450625468966	-1.14184088988249	0.685126902164471
Region3558	chr3L	3074803	3075190	.	388	Gd7	Up	1.2197440398033	-1.19972943184067	-0.282797816197621
Region3559	chr3L	3077752	3078113	.	362	Gd7	Up	1.55497916767126	-1.12669386955222	-0.899549341212745
Region3560	chr3L	3090578	3090815	.	238	Gd7	Down	-0.538953567734583	0.525411946829082	0.13124380305842
Region3561	chr3L	3126530	3126905	.	376	Toll9	Down	1.24728498754726	0.0282790120741818	-1.96888109818966
Region3562	chr3L	3127504	3127908	.	405	Gd7	Down	-0.39391272088854	0.232690544707434	0.298442158723127
Region3563	chr3L	3143136	3143601	.	466	Toll9	Up	-0.122350595557733	-0.122092698868848	0.352818831393906
Region3564	chr3L	3148250	3149717	.	1468	Toll10b	Down	0.0690170716712339	-0.109606129170202	0.0398343635587773
Region3565	chr3L	3164687	3165300	.	614	Gd7	Down	-0.47229529388322	0.334469550949896	0.28358242372665
Region3566	chr3L	3178689	3179520	.	832	Toll9	Up	0.123540676795667	-0.910092341323896	1.026712722246
Region3567	chr3L	3192268	3192516	.	249	Toll10b	Up	-0.361916885752969	0.812255016649362	-0.526725077122842
Region3568	chr3L	3192968	3193295	.	328	Toll9	Down	0.586359209880163	0.577928788604803	-1.68123853492061
Region3569	chr3L	3197354	3197726	.	373	Toll9	Up	-0.787907652805985	-0.143010237915589	1.41122217323078
Region3570	chr3L	3198319	3199579	.	1261	Gd7	Down	-0.243366937524787	0.120486176908994	0.215531737009445
Region3571	chr3L	3222673	3223201	.	529	Gd7	Down	-0.360694522621759	0.346856049680438	0.0942262638716062
Region3572	chr3L	3223463	3223914	.	452	Gd7	Down	-0.373736969573166	0.373086148577662	0.0793147002710151
Region3573	chr3L	3224775	3226825	.	2051	Gd7	Down	-0.214798315906883	0.162110874813657	0.115595691872014
Region3574	chr3L	3239335	3239781	.	447	Gd7	Down	-0.995466098147141	0.61681078192659	0.715693220337734
Region3575	chr3L	3250335	3250685	.	351	Toll9	Down	0.98038189261346	-0.00302648187592904	-1.51376798742931
Region3576	chr3L	3303639	3304082	.	444	Gd7	Down	-0.348355255318332	0.290991985503314	0.149885642145821
Region3577	chr3L	3304720	3305049	.	330	Gd7	Up	1.36752742371827	-0.860065170534391	-0.96616764720022
Region3578	chr3L	3307640	3308182	.	543	Gd7	Up	1.38680715772552	-1.16633345065348	-0.586137283168331
Region3579	chr3L	3319235	3319915	.	681	Toll9	Up	-0.0991464967655663	0.0401318048527456	0.0997892795972822
Region3580	chr3L	3321253	3321677	.	425	Toll10b	Up	-1.30116091046475	2.31106717780882	-1.0784574781619
Region3581	chr3L	3325607	3326159	.	553	Toll10b	Up	-0.165706059964885	0.518533303729765	-0.437408900806366
Region3582	chr3L	3336712	3337181	.	470	Toll9	Down	0.381072287594937	-0.0998994164726703	-0.456277184873507
Region3583	chr3L	3337863	3338163	.	301	Gd7	Up	0.467514428867636	-0.39321774534225	-0.197557978621774
Region3584	chr3L	3338458	3338876	.	419	Gd7	Up	0.301577545603622	-0.201204037554077	-0.197628096593905
Region3585	chr3L	3339145	3339590	.	446	Gd7	Down	-0.668584828796585	0.506120002365984	0.357756166542229
Region3586	chr3L	3373726	3374558	.	833	Toll10b	Down	0.100029419941576	-0.149286403373745	0.0449254692294164
Region3587	chr3L	3395565	3395855	.	291	Toll9	Down	-0.0774423878310712	0.412513824032383	-0.432171964778053
Region3588	chr3L	3408680	3409437	.	758	Toll9	Down	0.959522979338972	0.805633408514804	-2.56370455570791
Region3589	chr3L	3409665	3410535	.	871	Toll9	Down	-0.0733248530006149	0.681232799878907	-0.798173505098173
Region3590	chr3L	3410781	3411752	.	972	Gd7	Down	-0.589546880712584	0.340430678829406	0.457132482167834
Region3591	chr3L	3417819	3418607	.	789	Toll10b	Up	-0.80595682844704	0.846118019538313	0.115414641408138
Region3592	chr3L	3419395	3419719	.	325	Toll10b	Up	-1.26447758440871	1.86561674228504	-0.539103612330207
Region3593	chr3L	3438245	3439209	.	965	Toll10b	Up	-2.54076738357459	4.34298968785619	-1.87863345467026
Region3594	chr3L	3452886	3453192	.	307	Toll10b	Up	-0.0552419013694037	0.149531294478183	-0.114592836131635
Region3595	chr3L	3460346	3460850	.	505	Toll9	Up	-0.0226947072555208	-0.494413562529814	0.696809787232511
Region3596	chr3L	3471118	3471521	.	404	Toll9	Down	0.107466030821498	0.22631576319923	-0.469256490120848
Region3597	chr3L	3472221	3472508	.	288	Toll9	Down	0.105912551867826	-0.041641674867003	-0.108243764383551
Region3598	chr3L	3515630	3516077	.	448	Toll9	Up	-0.166009043356637	0.044005050796637	0.198121698172515
Region3599	chr3L	3543454	3543819	.	366	Gd7	Down	-0.486413885299943	0.3170595015135	0.328740581002107
Region3600	chr3L	3544882	3545374	.	493	Toll10b	Down	0.415488302443835	-0.84417217587084	0.486501055517886
Region3601	chr3L	3616388	3616700	.	313	Gd7	Down	-0.471699464743848	0.202932823232561	0.458695669505456
Region3602	chr3L	3624644	3625212	.	569	Gd7	Up	1.62621359345652	-1.40961455299367	-0.63120086495142
Region3603	chr3L	3625964	3626438	.	475	Toll10b	Down	0.224401882722006	-0.477346905387662	0.291416773484479
Region3604	chr3L	3638979	3639394	.	416	Toll10b	Down	1.35272296309065	-1.39757776696849	-0.223893998094255
Region3605	chr3L	3757810	3758018	.	209	Toll9	Up	-1.42125925024563	0.563142968504599	1.44672598184026
Region3606	chr3L	3767848	3768191	.	344	Toll9	Up	-0.400669957213296	0.0857858116175384	0.50550636689588
Region3607	chr3L	3785024	3785813	.	790	Toll9	Up	-0.656644344041795	0.12001204157955	0.855998595057636
Region3608	chr3L	3787650	3788237	.	588	Toll9	Up	-0.220007903240629	-0.0856381752166567	0.455223870231811
Region3609	chr3L	3789125	3789516	.	392	Toll9	Down	0.00368903763905092	0.14794149674905	-0.203701552465967
Region3610	chr3L	3809937	3810274	.	338	Toll9	Up	-0.0561359146509376	-0.0118270934393009	0.102737320726736
Region3611	chr3L	3811138	3811574	.	437	Toll9	Down	-0.0491070392437066	0.535870477508201	-0.641128797212996
Region3612	chr3L	3814047	3814517	.	471	Toll9	Up	-0.233924732589765	0.0488891901973653	0.296731703124409
Region3613	chr3L	3818542	3819287	.	746	Toll9	Up	-0.273127078592885	-0.081870945777121	0.532420808407599
Region3614	chr3L	3828081	3828458	.	378	Toll9	Down	0.410845739833826	0.309898858282639	-1.05080551654534
