seqnames	start	end	width	strand	geneID	Chr	ATAC_Start	ATAC_End	Strand	Length	ATAC_factor	ATAC_direction	ATAC_Gd7	ATAC_Time	ATAC_Toll10b	ATAC_Toll9	PRO_Gd7	PRO_Toll10b	PRO_Toll9	PRO_Time	CBP_Gd7	CBP_Toll10b	CBP_Toll9	K27ac_geneID	K27ac_Chr	K27ac_Start	K27ac_End	K27ac_Strand	K27ac_Length	K27ac_factor	K27ac_direction	K27ac_Gd7	K27ac_Toll10b	K27ac_Toll9	enhancerID	enhancerGenotype	insituID	inSituLocation	inSituScore	geneID_unique	enhancer	inSitu	PC1	PC2	PC3	PC4	PC5	distance5	distance4	distance3	distance2	distance1
chr3L	7344949	7345351	403	*	Region3815	chr3L	7344949	7345351	.	403	Time	Up	0.719999181189222	1.19152043236709	-0.990227176302818	0.438194288668621	0.624994326852729	-0.971910957550928	0.470953679056711	1.99537330840331	0.332666797540014	-0.911900506400751	0.705282672227448	Region2573	chr3L	7344885	7346370	.	1486	Gd7	Up	3.6424071030299	-3.46599731473593	0.570106920055102	None	None	None	None	-1	Region3815	0	0	3.74484302998343	0.631720298645894	4.18783987031104	0.805531703739439	-1.15494612642994	5.82612259697549	5.71049944926299	5.65339921059034	3.79775194752589	3.74484302998343
chr3L	7356273	7356841	569	*	Region3816	chr3L	7356273	7356841	.	569	Gd7	Up	0.881990848324992	0.808434410101841	-0.313236852297807	-0.746047821958122	0.731955048714345	-0.279489204349287	-0.656359405542314	1.47769969308448	1.187962679271	-1.31612981889774	-0.0778315274245122	Region2575	chr3L	7356127	7357099	.	973	Toll10b	Down	0.138345710933951	-0.594395373333953	0.540450086713673	None	None	None	None	-1	Region3816	0	0	1.26077144170853	-0.477381860717558	1.93891026967274	-0.936591249020303	1.68968801734564	3.05107519846943	2.54047520569554	2.36152728186917	1.34812390720214	1.26077144170853
chr3L	7360383	7361393	1011	*	Region3817	chr3L	7360383	7361393	.	1011	Gd7	Up	1.23507356105171	0.933046599415498	-0.630501217767876	-0.771160065797963	0.319287154857605	0.296136175448107	-0.874338867436885	1.4642920073838	0.775002381761162	-0.675236035503206	-0.296166794845164	Region2576	chr3L	7360561	7360991	.	431	Gd7	Up	1.23373115198521	-0.495016715063062	-0.568092347304276	None	None	None	None	-1	Region3817	0	0	1.13114413284772	-1.57011527688121	2.23546587346164	-0.112583092237498	1.17351892625179	3.18306115654603	2.95883957930148	2.956696924506	1.93513540404066	1.13114413284772
chr3L	7519162	7519733	572	*	Region3825	chr3L	7519162	7519733	.	572	Toll10b	Up	-1.30334171153665	-1.4405418449878	3.00547989363227	-2.52257178930409	-2.66497973032034	5.432997435187	-3.82090705424182	-1.0580230825799	-2.54988884580233	4.64905284528403	-2.27381904773041	Region2583	chr3L	7518549	7519329	.	781	Toll10b	Up	-2.61850703961286	4.94578986474401	-3.16117993775297	None	None	None	None	-1	Region3825	0	0	-9.52423056756454	-5.6767117206833	-3.17415811333904	-1.92178185360194	-0.405861892674441	11.6991141955752	11.6920720612381	11.5330526571394	11.0876518642981	9.52423056756454
chr3L	7519162	7519733	572	*	Region3825	chr3L	7519162	7519733	.	572	Toll10b	Up	-1.30334171153665	-1.4405418449878	3.00547989363227	-2.52257178930409	-2.66497973032034	5.432997435187	-3.82090705424182	-1.0580230825799	-2.54988884580233	4.64905284528403	-2.27381904773041	Region2584	chr3L	7519664	7519877	.	214	Toll10b	Up	-2.13306811128936	3.48134963743527	-1.96126731429097	None	None	None	None	-1	Region3825.1	0	0	-8.76889753943331	-4.74762659806537	-2.33955191950936	-2.86485694494587	-1.15793508246761	10.6983757891575	10.6355268262001	10.2424130728953	9.97163589245703	8.76889753943331
chr3L	7908997	7910502	1506	*	Region3835	chr3L	7908997	7910502	.	1506	Time	Down	0.375866926120107	-2.43690551066661	-0.515467825307422	0.226660572901013	0.56643017136843	-1.07936492106593	0.706066995630551	-2.14622762393722	0.0476388750707575	-0.395538246870921	0.455545048027053	Region2588	chr3L	7907916	7912979	.	5064	Toll9	Up	-0.433463961291809	-0.181808401184552	0.598409733243488	None	None	None	None	-1	Region3835	0	0	1.91385126987753	0.582568875586083	-2.88615602831843	-0.977729556676539	-0.364426180433405	3.66345074005322	3.64527980871307	3.51171038068521	2.00055321799083	1.91385126987753
chr3L	7992482	7992853	372	*	Region3845	chr3L	7992482	7992853	.	372	Toll9	Up	-1.30913011169125	1.09335955979649	-0.000355944108240873	1.77072288536114	0.100970140357983	-0.805891362295124	0.988784387703351	-0.204994657495368	-1.60863014307796	0.219863621400435	2.19601959819098	Region2597	chr3L	7992723	7993414	.	692	Toll10b	Down	0.229483698500868	-1.36850718271301	1.32535618868462	None	None	None	None	-1	Region3845	0	0	0.211341093674147	2.96871993914175	0.853717887726411	0.852462498946917	-1.78446501209503	3.67393590829499	3.2114622337602	3.09625537815556	2.97623304445958	0.211341093674147
chr3L	8127592	8128257	666	*	Region3851	chr3L	8127592	8128257	.	666	Time	Up	-0.00992007657767474	0.951911249950603	0.17118412625582	-0.230645907602699	-0.989709325294693	1.59174380588729	-0.819870201094394	1.79690098564491	-0.138385475196021	-0.186013701261154	0.463142403802813	Region2604	chr3L	8127493	8127784	.	292	Gd7	Down	-0.666951254680714	-0.00743194862812329	0.615456643669557	None	None	None	None	-1	Region3851	0	0	-1.7029037459632	0.403766208396329	1.82950457999888	-0.633724683159194	1.00630965979612	2.79718812966509	2.60990465368763	2.53179685743053	1.75011665869971	1.7029037459632
chr3L	8189177	8189589	413	*	Region3857	chr3L	8189177	8189589	.	413	Time	Down	1.83026993554792	-3.2464134142573	-2.03420380776697	0.425291918245637	0.922657897327307	-1.63311332634355	0.974199129744827	-1.59114031622757	1.15511490833164	-1.43225472181265	0.128411613634925	Region2609	chr3L	8186081	8189244	.	3164	Toll9	Up	-0.250445637296764	-0.729603002796009	1.04594956395072	None	None	None	None	-1	Region3857	0	0	4.24060894579477	0.921170575141727	-2.84564941207227	-1.2130455300463	1.15456548989896	5.45284705126778	5.3292137782279	5.18931980476139	4.33950682217018	4.24060894579477
chr3L	8189177	8189589	413	*	Region3857	chr3L	8189177	8189589	.	413	Time	Down	1.83026993554792	-3.2464134142573	-2.03420380776697	0.425291918245637	0.922657897327307	-1.63311332634355	0.974199129744827	-1.59114031622757	1.15511490833164	-1.43225472181265	0.128411613634925	Region2610	chr3L	8189484	8190885	.	1402	Gd7	Up	0.114584133728738	-0.0526548988450355	-0.0452735076740181	None	None	None	None	-1	Region3857.1	0	0	4.09595124982812	-0.00301354129005054	-3.10664409247604	-0.321335804733813	1.18917946214654	5.2863472958472	5.15085623359067	5.14082320642481	4.0959523584143	4.09595124982812
chr3L	8480895	8482141	1247	*	Region3875	chr3L	8480895	8482141	.	1247	Toll9	Down	1.61094629206944	-1.0910433714358	0.0633019235774733	-2.26858403020658	2.18488421357676	-0.861343273966496	-1.92115701966905	-0.24808686116565	2.46225836754141	-1.09317131439617	-2.34885180334432	Region2628	chr3L	8479989	8481147	.	1159	Gd7	Up	6.61114709891717	-2.57177213281333	-3.13486178091727	region 129	Gd7	None	None	-1	Region3875	1	0	5.69451316308383	-6.65578910457349	2.50971805868606	-0.378558147463097	-2.24821588555293	9.39273519493935	9.11970393018325	9.1118435842144	8.75939545682772	5.69451316308383
chr3L	8480895	8482141	1247	*	Region3875	chr3L	8480895	8482141	.	1247	Toll9	Down	1.61094629206944	-1.0910433714358	0.0633019235774733	-2.26858403020658	2.18488421357676	-0.861343273966496	-1.92115701966905	-0.24808686116565	2.46225836754141	-1.09317131439617	-2.34885180334432	Region2629	chr3L	8481349	8481817	.	469	Gd7	Up	5.48015721854997	-1.85212622673146	-2.91212993336256	region 129	Gd7	None	None	-1	Region3875.1	1	0	5.01370273586354	-6.36332848333649	1.91061213686747	-0.60518369317968	-1.40467424530982	8.46279860837535	8.3454089504639	8.32343698528393	8.10118290809726	5.01370273586354
chr3L	8504477	8505642	1166	*	Region3878	chr3L	8504477	8505642	.	1166	Gd7	Up	2.54173145975145	-1.40030012494724	-1.29660649953259	-1.58835572637045	1.29622364041913	-1.23497021149949	-0.121446645281378	-0.551560916778032	1.89918762374178	-1.16467296957346	-1.38151262786648	Region2630	chr3L	8504972	8505358	.	387	Gd7	Up	0.994003752843911	-0.234660814996979	-0.641757982462171	None	None	None	None	-1	Region3878	0	0	3.7010057971772	-2.46896745450391	-0.690362934515676	-1.13607607656747	1.91125433725931	5.02129536842171	4.64333005883071	4.50220448041755	4.44895990116103	3.7010057971772
chr3L	8506811	8507425	615	*	Region3879	chr3L	8506811	8507425	.	615	Toll9	Up	0.213972274365821	-0.20630599213551	-0.815392800194709	0.873183483890935	0.42109874388085	-0.565230591657427	0.191270038263174	-0.22511233627107	-0.17036257722991	-0.102646693114348	0.401086269324513	Region2631	chr3L	8506251	8507107	.	857	Gd7	Up	2.16545583902841	-1.66431188612999	-0.105324613212081	None	None	None	None	-1	Region3879	0	0	2.34183687944489	0.0507756608584806	0.860889888839184	0.537134951940871	-1.38544724009466	2.9044599412028	2.55272863715786	2.4955779968515	2.34238727320309	2.34183687944489
chr3L	8669796	8671796	2001	*	Region3895	chr3L	8669796	8671796	.	2001	Time	Down	0.618188353380535	-3.77829403302232	-0.942429225053083	0.507717349423418	0.308957445131329	-0.499143534307518	0.259102277928151	-0.535937317797395	0.520262932175993	-0.483353763160814	-0.158587258160493	Region2642	chr3L	8669656	8670054	.	399	Toll9	Up	-0.223666651814644	-0.109502884610758	0.326368761225587	None	None	region 2284	gap	3	Region3895	0	0	1.95763014629501	0.137722261939038	-2.66870793770269	-0.919814018740974	0.385741975533643	3.45949995933444	3.43792715119829	3.3125949447335	1.96246865226343	1.95763014629501
chr3L	8669796	8671796	2001	*	Region3895	chr3L	8669796	8671796	.	2001	Time	Down	0.618188353380535	-3.77829403302232	-0.942429225053083	0.507717349423418	0.308957445131329	-0.499143534307518	0.259102277928151	-0.535937317797395	0.520262932175993	-0.483353763160814	-0.158587258160493	Region2642	chr3L	8669656	8670054	.	399	Toll9	Up	-0.223666651814644	-0.109502884610758	0.326368761225587	None	None	region 2285	posterior	3	Region3895.1	0	0	1.95763014629501	0.137722261939038	-2.66870793770269	-0.919814018740974	0.385741975533643	3.45949995933444	3.43792715119829	3.3125949447335	1.96246865226343	1.95763014629501
chr3L	8669796	8671796	2001	*	Region3895	chr3L	8669796	8671796	.	2001	Time	Down	0.618188353380535	-3.77829403302232	-0.942429225053083	0.507717349423418	0.308957445131329	-0.499143534307518	0.259102277928151	-0.535937317797395	0.520262932175993	-0.483353763160814	-0.158587258160493	Region2642	chr3L	8669656	8670054	.	399	Toll9	Up	-0.223666651814644	-0.109502884610758	0.326368761225587	None	None	region 2286	anterior	3	Region3895.2	0	0	1.95763014629501	0.137722261939038	-2.66870793770269	-0.919814018740974	0.385741975533643	3.45949995933444	3.43792715119829	3.3125949447335	1.96246865226343	1.95763014629501
chr3L	8669796	8671796	2001	*	Region3895	chr3L	8669796	8671796	.	2001	Time	Down	0.618188353380535	-3.77829403302232	-0.942429225053083	0.507717349423418	0.308957445131329	-0.499143534307518	0.259102277928151	-0.535937317797395	0.520262932175993	-0.483353763160814	-0.158587258160493	Region2642	chr3L	8669656	8670054	.	399	Toll9	Up	-0.223666651814644	-0.109502884610758	0.326368761225587	None	None	region 2287	None	0	Region3895.3	0	0	1.95763014629501	0.137722261939038	-2.66870793770269	-0.919814018740974	0.385741975533643	3.45949995933444	3.43792715119829	3.3125949447335	1.96246865226343	1.95763014629501
chr3L	8824532	8824880	349	*	Region3903	chr3L	8824532	8824880	.	349	Toll9	Up	0.256462172276486	1.47517246961526	-1.44964469110752	1.71999125327873	0.667943066787484	-2.52572403917637	2.5949469478359	0.844302016063659	-0.161182276693693	-0.79450820729862	1.31269388587244	Region2646	chr3L	8824846	8825208	.	363	Toll10b	Down	1.83253981597459	-2.06670192815573	0.648854032999463	None	None	None	None	-1	Region3903	0	0	3.48426064496622	2.55614999173207	1.85961506415473	2.40955982998722	-0.335520586178637	5.29629076308705	5.28565244633163	4.70448118384201	4.32133949398705	3.48426064496622
chr3L	8825150	8826766	1617	*	Region3904	chr3L	8825150	8826766	.	1617	Toll10b	Down	1.59583395818068	0.718810838617818	-2.82725860624769	1.87296871210752	0.0604792104929423	-1.19055400668838	1.58790230405212	0.730713245580713	0.124875450151687	-0.805363366908041	0.884389604812704	Region2646	chr3L	8824846	8825208	.	363	Toll10b	Down	1.83253981597459	-2.06670192815573	0.648854032999463	None	None	None	None	-1	Region3904	0	0	3.88578672328851	2.09553781327616	1.61796142768003	1.66836157788932	0.515368707996111	5.01572044944441	4.98917294967745	4.70195877982952	4.41481791082661	3.88578672328851
chr3L	8829555	8830334	780	*	Region3906	chr3L	8829555	8830334	.	780	Toll10b	Down	0.852173227179644	-0.313412900960588	-1.98368788119612	1.675860161315	-0.807557151134976	-0.846666604008701	2.34879493748067	0.352192681832373	0.938160555957885	-1.51267942372756	0.571887532886578	Region2648	chr3L	8829854	8830748	.	895	Toll10b	Down	0.503694317571602	-1.78614963624277	1.54396822307842	None	None	region 2314	dorsal_ectoderm_AISN_subset	3	Region3906	0	0	3.12071720795028	3.11839893155385	0.272876850134907	0.740300878642734	0.756313579053684	4.54508582806012	4.48171785753766	4.42015266293516	4.41172163540643	3.12071720795028
chr3L	8829555	8830334	780	*	Region3906	chr3L	8829555	8830334	.	780	Toll10b	Down	0.852173227179644	-0.313412900960588	-1.98368788119612	1.675860161315	-0.807557151134976	-0.846666604008701	2.34879493748067	0.352192681832373	0.938160555957885	-1.51267942372756	0.571887532886578	Region2648	chr3L	8829854	8830748	.	895	Toll10b	Down	0.503694317571602	-1.78614963624277	1.54396822307842	None	None	region 2315	A-P_semi-stripes_dorsal	3	Region3906.1	0	0	3.12071720795028	3.11839893155385	0.272876850134907	0.740300878642734	0.756313579053684	4.54508582806012	4.48171785753766	4.42015266293516	4.41172163540643	3.12071720795028
chr3L	9164743	9165274	532	*	Region3944	chr3L	9164743	9165274	.	532	Gd7	Down	-5.67993100463591	0.254992330293345	4.29527483766339	1.55660359923461	-2.77481105882863	3.21660229253964	-0.54587653836036	0.714086415048468	-1.15516705997272	1.57783243668336	-0.323136677748448	Region2661	chr3L	9165073	9165633	.	561	Toll9	Down	0.212553977796687	1.34623530482435	-1.70277296784592	None	None	None	None	-1	Region3944	0	0	-6.76182068753463	-0.706342312782436	0.0317424361409712	1.49692751435079	-4.14018049167731	8.09963163003949	6.96153273630676	6.79868708321322	6.79861298157191	6.76182068753463
chr3L	9381658	9381987	330	*	Region3950	chr3L	9381658	9381987	.	330	Time	Up	0.397315682803922	0.469484707475743	-0.276015391729171	-0.143733705193482	1.18898404971013	-0.291996858855324	-1.29405960321394	-0.758889623065173	0.717233589779599	-0.78261106892669	-0.0630534925868636	Region2671	chr3L	9381281	9382116	.	836	Toll9	Down	1.22166653137478	2.36151350385637	-3.75961063872787	None	None	None	None	-1	Region3950	0	0	0.598235475827499	-4.30741867564375	-0.752522435584553	1.95817404226053	0.716075227396366	4.88111059687802	4.82829958967587	4.4133922721509	4.34876319564806	0.598235475827499
chr3L	9383966	9384346	381	*	Region3951	chr3L	9383966	9384346	.	381	Toll9	Down	0.901786425245425	-0.0292206583147687	0.0286051496961606	-1.26018508057936	1.20819866909076	-0.770126916182788	-0.649078102305217	-0.034124878513916	0.64757127895522	-0.525804980979618	-0.298859904192104	Region2672	chr3L	9383299	9384122	.	824	Toll9	Down	1.46302447023982	1.71551410606279	-3.2550783256255	None	None	None	None	-1	Region3951	0	0	0.983986675994707	-4.18826029294828	-0.305472092953481	1.47743189628439	0.856214005073937	4.63885488997435	4.55915258219706	4.31312731780499	4.30229637054705	0.983986675994707
chr3L	9421354	9421885	532	*	Region3956	chr3L	9421354	9421885	.	532	Gd7	Up	2.15645371254602	-1.12039480385731	-2.1411982500623	0.13676746853698	0.420181829643083	-1.2304119722295	1.12822036219916	-1.79834035448703	0.6440146103699	-1.00707766956412	0.350664259805651	Region2676	chr3L	9421586	9422932	.	1347	Gd7	Up	2.53043093712843	-0.790230604501299	-1.41750700413959	None	None	None	None	-1	Region3956	0	0	4.46335869641576	-1.16328140175404	-1.07624811324854	1.26424218276627	-0.228080411194199	4.90748748795799	4.90218448964272	4.73635983364947	4.61246078276412	4.46335869641576
chr3L	9455494	9456370	877	*	Region3963	chr3L	9455494	9456370	.	877	Toll9	Up	-1.19830911065015	0.457410537601301	-0.170622732880793	1.8636219548232	-0.863736630544361	-0.0161945990537658	1.26121437969846	0.367849587394537	-0.843530739937958	-0.417641607717977	1.8646933261745	Region2684	chr3L	9455448	9456877	.	1430	Gd7	Down	-1.22704912592269	0.100388792416874	1.00443324526132	None	None	None	None	-1	Region3963	0	0	-0.926248198631332	3.03224089849187	-0.243974291170942	1.07771253248161	-0.0438894780583472	3.35787650691015	3.35758966363891	3.17992830842252	3.17055524978742	0.926248198631332
chr3L	9491305	9491885	581	*	Region3971	chr3L	9491305	9491885	.	581	Time	Down	0.239679541768058	-1.60173120445943	-0.879885828927284	0.930370655104977	0.896886909179181	-0.647683945140861	-0.374942531818597	-2.25840492280988	-0.277699607490987	0.253118924320222	0.0911786532309454	Region2691	chr3L	9491717	9493126	.	1410	Gd7	Down	-1.10806209485182	0.42536829941356	0.531779950498384	None	None	None	None	-1	Region3971	0	0	1.00193605484672	0.294275786683062	-2.78051589546478	-1.15031991357563	0.092064056017679	3.1864485615715	3.18511830944012	2.97014187229533	1.04425767731425	1.00193605484672
chr3L	9726728	9727171	444	*	Region3983	chr3L	9726728	9727171	.	444	Gd7	Up	0.750908089601519	0.507211981706375	-0.470930577097294	-0.343970316693058	1.09479650237784	-0.257740829604417	-1.20719653563982	0.0124590901784093	0.579395576055125	-0.99776626060043	0.438237297491439	Region2702	chr3L	9726931	9727276	.	346	Toll10b	Down	0.408363995179578	-1.15654050120841	0.92488260395151	None	None	None	None	-1	Region3983	0	0	1.74659122766681	-0.208281632225515	1.34702645814812	-1.56741424672926	0.410923136860381	2.7448292622845	2.71389569709046	2.21550049285398	1.75896621766457	1.74659122766681
chr3L	9803924	9804451	528	*	Region3986	chr3L	9803924	9804451	.	528	Gd7	Up	2.6551883081399	-2.1037971152247	-0.878482885191351	-2.33789834605408	0.823017944104346	0.384459190610448	-1.72082774595703	-4.00423111486805	2.00508962409069	0.771621141074665	-4.13651864505905	Region2704	chr3L	9803327	9804180	.	854	Toll10b	Up	-0.981939261467635	4.10411499748811	-3.70732989190353	None	None	region 2386	mesoderm_AISN	3	Region3986	0	1	0.344361181529275	-6.974710628327	-5.33728615141648	-1.50937674324674	2.94864210815317	9.39279004712508	8.91796022571295	8.78930011060858	6.98320649646291	0.344361181529275
chr3L	9803924	9804451	528	*	Region3986	chr3L	9803924	9804451	.	528	Gd7	Up	2.6551883081399	-2.1037971152247	-0.878482885191351	-2.33789834605408	0.823017944104346	0.384459190610448	-1.72082774595703	-4.00423111486805	2.00508962409069	0.771621141074665	-4.13651864505905	Region2704	chr3L	9803327	9804180	.	854	Toll10b	Up	-0.981939261467635	4.10411499748811	-3.70732989190353	None	None	region 2387	mesoderm_AISN	4	Region3986.1	0	1	0.344361181529275	-6.974710628327	-5.33728615141648	-1.50937674324674	2.94864210815317	9.39279004712508	8.91796022571295	8.78930011060858	6.98320649646291	0.344361181529275
chr3L	10525483	10525934	452	*	Region4018	chr3L	10525483	10525934	.	452	Toll10b	Up	-1.41394613788515	0.872493480726272	3.77219789772398	-3.46613361664529	-0.580246961048748	1.01104659230993	-0.590160638233087	0.440450177691319	-2.17718522622831	4.66919549966802	-2.87773498832851	Region2720	chr3L	10525317	10525506	.	190	Toll10b	Up	-1.0519475567914	2.1529499628879	-1.4561198324204	region 416	Toll10b	None	None	-1	Region4018	1	0	-6.27336477631365	-3.84799793572237	-0.191768036423352	-1.16355979156208	-0.706076137498767	7.48674719823604	7.4533777643663	7.36199488656506	7.35949683945964	6.27336477631365
chr3L	10525483	10525934	452	*	Region4018	chr3L	10525483	10525934	.	452	Toll10b	Up	-1.41394613788515	0.872493480726272	3.77219789772398	-3.46613361664529	-0.580246961048748	1.01104659230993	-0.590160638233087	0.440450177691319	-2.17718522622831	4.66919549966802	-2.87773498832851	Region2720	chr3L	10525317	10525506	.	190	Toll10b	Up	-1.0519475567914	2.1529499628879	-1.4561198324204	region 417	Toll10b	None	None	-1	Region4018.1	1	0	-6.27336477631365	-3.84799793572237	-0.191768036423352	-1.16355979156208	-0.706076137498767	7.48674719823604	7.4533777643663	7.36199488656506	7.35949683945964	6.27336477631365
chr3L	10674884	10675269	386	*	Region4026	chr3L	10674884	10675269	.	386	Toll10b	Down	0.823505257702095	-0.16375195474835	-0.930108759472119	0.212520832229608	0.439119074679362	-0.491694691609005	0.0619976272866178	-0.35807786106374	1.19113578721868	-1.52330087495997	0.19448369972558	Region2730	chr3L	10674381	10678629	.	4249	Toll9	Down	1.12167471484465	0.354841492486658	-1.41887689232512	None	None	None	None	-1	Region4026	0	0	2.15493294782626	-1.43286741865577	-0.244554299413378	0.977194185495649	0.746601679548392	2.87558244508916	2.77696963083871	2.59935604610719	2.58782631740857	2.15493294782626
chr3L	10675819	10676237	419	*	Region4027	chr3L	10675819	10676237	.	419	Toll10b	Down	1.12085962503755	-0.862591506140342	-1.23207144881606	0.240949027839047	1.13043974340995	-0.70857202804412	-0.624168803189893	-0.168568712936466	0.990533603886395	-0.578300922585317	-0.759533162075608	Region2730	chr3L	10674381	10678629	.	4249	Toll9	Down	1.12167471484465	0.354841492486658	-1.41887689232512	None	None	None	None	-1	Region4027	0	0	2.30439797836176	-2.1707372658574	-0.509275205810553	0.391647618778488	0.96370471672134	3.3710274685382	3.23034044840603	3.20651080698525	3.16580958367048	2.30439797836176
chr3L	10677956	10678182	227	*	Region4028	chr3L	10677956	10678182	.	227	Gd7	Up	1.58003974570816	-0.627677254944728	-0.915616764926112	-0.831132157675918	0.718681713341905	-0.824503538092901	0.129282258825612	-0.393772275155867	1.03538726178784	-0.878122952050506	-0.427759772376139	Region2730	chr3L	10674381	10678629	.	4249	Toll9	Down	1.12167471484465	0.354841492486658	-1.41887689232512	None	None	None	None	-1	Region4028	0	0	2.34646017144948	-2.14594543907377	-0.49890788116369	0.382519352943121	1.108551924949	3.42564952428757	3.24132492862772	3.2186746088363	3.17977313085073	2.34646017144948
chr3L	10847973	10849396	1424	*	Region4042	chr3L	10847973	10849396	.	1424	Time	Up	0.706769955327864	1.27802933459805	-0.520418342857434	-0.213730917302566	0.236601763183674	-0.553248749800437	0.438950371523653	-0.692387778239863	1.14665462868849	-0.773370704354419	-0.740181568738437	Region2734	chr3L	10848235	10849514	.	1280	Gd7	Up	2.4830695277685	0.184552759559159	-2.46723886705063	None	None	None	None	-1	Region4042	0	0	2.01981408712504	-2.71249684469276	0.660684415477109	1.87438530013793	-0.0791085697416878	3.92343859325605	3.92264097633781	3.44583690500164	3.38190598317235	2.01981408712504
chr3L	10855313	10858098	2786	*	Region4047	chr3L	10855313	10858098	.	2786	Time	Up	-0.5858104961115	0.97644012442411	0.355647531975215	0.285084986359268	0.244699299488383	-0.373775264016514	0.174894918222222	0.118140803351662	0.0682453418581266	-0.0853257114317879	0.0085323251970765	Region2737	chr3L	10857996	10859655	.	1660	Toll9	Up	-0.305529068796539	-1.80620948170601	2.303092273953	None	None	None	None	-1	Region4047	0	0	0.463460092036003	1.91409310542523	1.38360980839717	-1.64598173607294	-0.419739025503689	2.94590571812062	2.91584973044308	2.40684934614514	1.96940287222966	0.463460092036003
chr3L	10858708	10859052	345	*	Region4048	chr3L	10858708	10859052	.	345	Gd7	Up	0.233626083624181	0.135558624861243	-0.203582266755798	-0.0256604682519382	-0.73734943434728	-1.14260886542681	2.66439893473528	-0.0730462201292904	0.0215113814752031	-0.465999850414573	0.590280247637591	Region2737	chr3L	10857996	10859655	.	1660	Toll9	Up	-0.305529068796539	-1.80620948170601	2.303092273953	None	None	None	None	-1	Region4048	0	0	1.42791264395846	3.20965097697054	0.242476922958055	-0.443962737957512	0.00983024967800869	3.54919547466958	3.5491818611627	3.52130500963941	3.51294661399008	1.42791264395846
chr3L	10859987	10861210	1224	*	Region4049	chr3L	10859987	10861210	.	1224	Toll9	Up	-0.116352779129831	0.0799197252719808	-0.841204349712813	1.35665139521607	-0.166763082806933	-1.0172106496149	1.66990229740688	-0.60146950104705	0.130533419415758	-0.591554011206068	0.589520388959	Region2738	chr3L	10860331	10863297	.	2967	Gd7	Up	2.08314246240058	-0.398699095106459	-1.44929317909657	None	None	None	None	-1	Region4049	0	0	2.14472365263591	-0.0343683364826746	-0.244400717548877	2.60504845044032	-1.02918950325808	3.5364192203732	3.38334595757047	2.15887758788379	2.14499900436539	2.14472365263591
chr3L	10861429	10863493	2065	*	Region4050	chr3L	10861429	10863493	.	2065	Time	Down	0.0958355978673032	-0.912667103336439	-0.49201583172373	0.571885127023388	0.409055544723379	-1.54913650786799	1.5924872190623	-0.681430876040203	0.302272912453708	-0.485051630862183	0.181143078463216	Region2738	chr3L	10860331	10863297	.	2967	Gd7	Up	2.08314246240058	-0.398699095106459	-1.44929317909657	None	None	None	None	-1	Region4050	0	0	2.57355589027314	-0.715393869227371	-0.80892700337372	1.93566879606315	-0.972440296031659	3.53295839526502	3.39649155649288	2.7909391260425	2.67113801749136	2.57355589027314
chr3L	11045086	11045475	390	*	Region4056	chr3L	11045086	11045475	.	390	Time	Up	0.545957799565385	1.35892862347647	-0.785278820623475	0.381336228080551	-1.21570615436498	0.475704216420443	1.07397363142455	1.4106085503	-0.901108434036034	1.14551409669895	-0.137921129660507	Region2741	chr3L	11044855	11045138	.	284	Gd7	Up	2.54569462785562	-0.433439654340793	-1.83140542851807	region 143	Gd7	None	None	-1	Region4056	1	0	0.0556730205312633	-0.922658500872294	2.03153432040446	2.79173247003565	-0.570915883274576	3.61956420297454	3.57425517747118	2.23193411404284	0.924336623988784	0.0556730205312633
chr3L	11214948	11216244	1297	*	Region4074	chr3L	11214948	11216244	.	1297	Toll10b	Down	0.329275625166579	0.427477162643633	-0.650055297107886	0.481545155363495	1.10054716684819	-1.95561138331722	1.17276115275557	0.197688760601583	-0.11376549755953	-0.412078093475447	0.727539159862747	Region2757	chr3L	11214786	11215360	.	575	Toll10b	Down	0.519562308980544	-1.48096369218204	1.18737488409923	None	None	None	None	-1	Region4074	0	0	2.38421083143359	1.56908824030295	0.798747435867316	0.106258879885687	0.0246547976742252	2.96587178911864	2.96576931173708	2.9638651556518	2.85420727954055	2.38421083143359
chr3L	11236544	11238434	1891	*	Region4075	chr3L	11236544	11238434	.	1891	Toll10b	Down	1.70121139185341	-1.55165927475275	-2.20514198350381	0.843515087563692	1.47162513604471	-1.28558009785543	-0.301752055598084	-1.26014142046846	2.39712354829119	-1.56025823041278	-1.62298468828548	Region2758	chr3L	11236462	11237276	.	815	Gd7	Up	3.6603066326921	-1.30204349703511	-1.87222945247539	region 146	Gd7	None	None	-1	Region4075	1	0	5.80258986817968	-2.91181335268229	-0.391225495501985	0.655843550356178	-0.209386138308607	6.54031626796065	6.53696369349218	6.50398059402787	6.49220349181697	5.80258986817968
chr3L	11236544	11238434	1891	*	Region4075	chr3L	11236544	11238434	.	1891	Toll10b	Down	1.70121139185341	-1.55165927475275	-2.20514198350381	0.843515087563692	1.47162513604471	-1.28558009785543	-0.301752055598084	-1.26014142046846	2.39712354829119	-1.56025823041278	-1.62298468828548	Region2759	chr3L	11238096	11238524	.	429	Gd7	Up	2.6262508779366	-0.235592638819938	-2.12654502592671	region 146	Gd7	None	None	-1	Region4075.1	1	0	5.01641973156266	-3.01721982320796	-1.14311317925477	0.816399054110796	0.699725085901497	6.06060333108421	6.02007454612559	5.96446058963895	5.85389463389718	5.01641973156266
