# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "gbc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.gbc.txt" "bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam
FBtr0333390	3L	6055636	6056902	+	1267	23	51	71	78
FBtr0077044	3L	6060158	6061278	+	1121	16	31	0	0
FBtr0077066	3L	6061472	6062410	-	939	9	20	0	4
FBtr0299610	3L	6066796	6071445	+	4650	70	66	4	13
FBtr0077047	3L	6072639	6073439	+	801	9	18	0	0
FBtr0077065	3L	6073590	6074745	-	1156	38	115	42	28
FBtr0077049	3L	6077222	6081433	+	4212	62	100	13	4
FBtr0345594	3L	6077222	6082391	+	5170	75	113	13	6
FBtr0332063	3L	6083383	6090164	+	6782	82	113	1	7
FBtr0332062	3L	6083383	6092088	+	8706	112	145	1	8
FBtr0077064	3L	6092288	6092813	-	526	4	26	4	5
FBtr0077063	3L	6093304	6094247	-	944	27	23	24	8
FBtr0301448	3L	6095487	6096417	+	931	27	49	16	19
FBtr0347001	3L	6098117	6123813	+	25697	487	551	14	20
FBtr0077055	3L	6111967	6122762	+	10796	188	205	13	8
FBtr0346812	3L	6124034	6128307	-	4274	78	66	34	29
FBtr0076997	3L	6163627	6164582	+	956	15	23	2	0
FBtr0331790	3L	6165016	6173380	-	8365	175	260	327	350
FBtr0077019	3L	6167413	6173380	-	5968	124	197	292	324
FBtr0331789	3L	6169669	6173380	-	3712	72	119	242	242
FBtr0076998	3L	6174748	6178673	+	3926	96	129	100	83
FBtr0331788	3L	6174748	6178841	+	4094	104	131	100	86
FBtr0113149	3L	6178777	6181329	-	2553	74	164	41	90
FBtr0077017	3L	6182276	6184420	-	2145	69	156	77	81
FBtr0077016	3L	6185930	6188623	-	2694	57	82	46	46
FBtr0076999	3L	6190245	6191949	+	1705	34	67	3	3
FBtr0077015	3L	6192224	6192679	-	456	16	57	14	28
FBtr0077000	3L	6193980	6200285	+	6306	160	306	170	167
FBtr0077001	3L	6193980	6199496	+	5517	147	278	164	157
FBtr0077002	3L	6194246	6199496	+	5251	125	213	150	148
FBtr0077003	3L	6200973	6203676	+	2704	57	82	8	6
FBtr0077014	3L	6203931	6217522	-	13592	332	590	392	384
FBtr0077012	3L	6234423	6239568	-	5146	63	88	0	0
FBtr0332068	3L	6234423	6238491	-	4069	45	62	0	0
FBtr0077011	3L	6240600	6245246	-	4647	102	124	0	4
FBtr0077010	3L	6246033	6256165	-	10133	181	283	30	17
FBtr0077009	3L	6257523	6258260	-	738	18	14	0	4
FBtr0332065	3L	6259205	6262194	-	2990	66	112	42	37
FBtr0332067	3L	6259592	6260660	-	1069	19	39	23	24
FBtr0332066	3L	6259592	6260540	-	949	16	36	21	23
FBtr0077008	3L	6259592	6262194	-	2603	55	91	38	27
FBtr0305900	3L	6276287	6276935	+	649	6	25	0	0
FBtr0077004	3L	6321111	6321998	+	888	13	10	0	0
FBtr0077005	3L	6326112	6326949	+	838	13	7	0	0
FBtr0077006	3L	6328108	6328969	+	862	16	12	0	0
FBtr0077007	3L	6329424	6351890	-	22467	411	636	107	123
FBtr0303270	3L	6401090	6485864	+	84775	1829	2713	410	421
FBtr0333060	3L	6486267	6487924	-	1658	32	50	36	38
FBtr0076987	3L	6486697	6487924	-	1228	17	34	31	37
FBtr0303036	3L	6489181	6491110	+	1930	40	111	15	16
FBtr0076986	3L	6491330	6494797	-	3468	134	305	42	76
FBtr0076968	3L	6496180	6550004	+	53825	1475	2421	1271	1150
FBtr0076969	3L	6531229	6532329	+	1101	26	52	52	33
FBtr0307511	3L	6551238	6592049	+	40812	574	730	35	33
FBtr0076973	3L	6551239	6592049	+	40811	574	729	35	33
FBtr0076970	3L	6551239	6593840	+	42602	595	750	35	33
FBtr0307512	3L	6563297	6588979	-	25683	421	573	12	22
FBtr0076984	3L	6594038	6602866	-	8829	125	148	6	8
FBtr0076976	3L	6604184	6608639	+	4456	195	337	96	108
FBtr0330185	3L	6604466	6605532	-	1067	15	17	1	0
FBtr0076983	3L	6604550	6605532	-	983	14	15	1	0
FBtr0076977	3L	6606679	6608639	+	1961	31	75	67	81
FBtr0474136	3L	6609825	6619013	+	9189	192	277	21	14
FBtr0076981	3L	6610077	6618080	+	8004	170	253	14	7
FBtr0076980	3L	6614064	6618080	+	4017	78	104	12	3
FBtr0330184	3L	6614172	6618080	+	3909	75	102	12	3
FBtr0076982	3L	6624532	6634959	+	10428	132	190	25	21
FBtr0076963	3L	6664324	6665141	-	818	14	16	0	0
FBtr0300026	3L	6666738	6667316	-	579	7	5	0	0
FBtr0076958	3L	6689427	6703021	-	13595	193	249	15	11
FBtr0076961	3L	6689427	6692154	-	2728	37	49	3	1
FBtr0076960	3L	6689799	6703021	-	13223	181	243	13	10
FBtr0076942	3L	6705360	6708900	+	3541	59	67	4	8
FBtr0333072	3L	6708085	6708900	+	816	14	15	1	1
FBtr0345585	3L	6713456	6719025	-	5570	64	77	5	5
FBtr0076956	3L	6714138	6719025	-	4888	59	67	5	5
FBtr0333047	3L	6728900	6742664	-	13765	328	524	558	587
FBtr0303749	3L	6730262	6742664	-	12403	298	477	544	564
FBtr0303751	3L	6738628	6742664	-	4037	134	203	224	232
FBtr0303748	3L	6740405	6742243	-	1839	56	85	61	71
FBtr0076950	3L	6744526	6752252	-	7727	679	1235	1346	1549
FBtr0345025	3L	6744526	6746755	-	2230	106	194	569	743
FBtr0076951	3L	6744526	6746956	-	2431	138	264	590	759
FBtr0076943	3L	6753413	6753929	+	517	28	67	46	61
FBtr0330061	3L	6754117	6755997	-	1881	52	108	50	24
FBtr0330065	3L	6754913	6755997	-	1085	35	84	37	15
FBtr0076947	3L	6756729	6762746	-	6018	147	295	34	73
FBtr0076948	3L	6756729	6760614	-	3886	44	62	3	15
FBtr0330059	3L	6790658	6794437	+	3780	73	201	133	160
FBtr0345911	3L	6790658	6794841	+	4184	96	234	143	169
FBtr0076945	3L	6912099	6914376	-	2278	33	86	11	10
FBtr0076946	3L	6912099	6913464	-	1366	21	54	10	3
FBtr0076894	3L	6933426	6934724	+	1299	15	18	0	0
FBtr0333079	3L	6943356	6948562	+	5207	113	111	8	4
FBtr0333080	3L	6943356	6949213	+	5858	120	126	8	8
FBtr0113150	3L	6945181	6948562	+	3382	81	72	6	3
FBtr0076940	3L	6949591	6955404	-	5814	294	733	308	371
FBtr0333083	3L	6949591	6955012	-	5422	195	551	292	326
FBtr0300937	3L	6951904	6955404	-	3501	244	598	177	227
FBtr0333081	3L	6956491	6957340	+	850	105	58	81	220
FBtr0076939	3L	6957046	6957608	-	563	17	26	15	11
FBtr0076897	3L	6958846	6959486	+	641	13	16	5	6
FBtr0076938	3L	6959654	6964258	-	4605	93	167	39	41
FBtr0076937	3L	6965360	6967397	-	2038	45	49	3	0
FBtr0076936	3L	6968135	6968548	-	414	10	24	5	6
FBtr0076898	3L	6970158	6971566	+	1409	29	56	13	46
FBtr0076934	3L	6972850	6979544	-	6695	250	483	235	220
FBtr0076933	3L	6983573	6984086	-	514	8	9	0	0
FBtr0076900	3L	6991122	6994347	+	3226	47	81	9	3
FBtr0309957	3L	6999343	7052455	+	53113	829	1012	197	275
FBtr0339904	3L	6999343	7053399	+	54057	844	1025	198	276
FBtr0301110	3L	7014600	7052455	+	37856	542	567	25	38
FBtr0339903	3L	7014600	7053399	+	38800	557	580	26	39
FBtr0308094	3L	7049090	7052237	+	3148	39	59	0	1
FBtr0333376	3L	7059030	7076962	-	17933	240	255	3	6
FBtr0076931	3L	7060006	7076962	-	16957	232	245	2	6
FBtr0076906	3L	7066814	7068132	+	1319	12	17	0	0
FBtr0076905	3L	7066814	7069363	+	2550	25	33	0	1
FBtr0100085	3L	7073576	7074747	-	1172	15	15	0	0
FBtr0076928	3L	7087813	7088287	-	475	4	5	0	0
FBtr0113469	3L	7095318	7123197	+	27880	1993	1207	28	40
FBtr0076926	3L	7123313	7125033	-	1721	68	148	206	195
FBtr0076912	3L	7126405	7128018	+	1614	27	43	13	1
FBtr0076915	3L	7132363	7133363	+	1001	17	18	1	1
FBtr0333373	3L	7135016	7142974	+	7959	207	308	134	99
FBtr0299641	3L	7143091	7156573	-	13483	426	747	455	457
FBtr0299640	3L	7144629	7156573	-	11945	381	673	415	408
FBtr0299551	3L	7159299	7189431	-	30133	457	592	131	104
FBtr0330337	3L	7160404	7189431	-	29028	431	580	110	85
FBtr0302123	3L	7163155	7189431	-	26277	392	537	103	76
FBtr0299550	3L	7163395	7189431	-	26037	390	537	103	76
FBtr0299548	3L	7163399	7189431	-	26033	390	537	103	76
FBtr0299547	3L	7170871	7189431	-	18561	292	421	82	55
FBtr0299546	3L	7174220	7189431	-	15212	258	364	82	36
FBtr0076833	3L	7235012	7235562	+	551	8	11	0	2
FBtr0333366	3L	7235263	7235865	+	603	7	8	0	0
FBtr0273403	3L	7236900	7237622	-	723	7	12	1	1
FBtr0076834	3L	7239042	7240145	+	1104	37	91	27	52
FBtr0345036	3L	7240303	7240757	-	455	44	222	134	139
FBtr0076892	3L	7240303	7240851	-	549	48	234	141	151
FBtr0333370	3L	7240303	7240819	-	517	46	231	139	143
FBtr0076835	3L	7242128	7243039	+	912	53	169	27	22
FBtr0333367	3L	7242317	7243039	+	723	32	114	27	22
FBtr0333369	3L	7245581	7248840	-	3260	104	236	226	286
FBtr0076890	3L	7245856	7248840	-	2985	97	228	202	276
FBtr0309299	3L	7250818	7263420	-	12603	232	245	10	10
FBtr0333368	3L	7266292	7312396	-	46105	664	744	30	36
FBtr0290001	3L	7268249	7312396	-	44148	629	712	28	36
FBtr0076837	3L	7320568	7321111	+	544	8	5	3	0
FBtr0076886	3L	7321199	7322647	-	1449	38	63	52	36
FBtr0076885	3L	7321199	7322911	-	1713	49	86	63	38
FBtr0076838	3L	7324119	7326155	+	2037	53	152	56	75
FBtr0076884	3L	7326373	7328342	-	1970	99	241	84	76
FBtr0332734	3L	7326625	7328342	-	1718	95	223	77	74
FBtr0299692	3L	7329632	7333371	+	3740	71	143	49	37
FBtr0331507	3L	7333644	7334726	-	1083	41	140	28	19
FBtr0100278	3L	7335542	7338488	-	2947	70	174	203	161
FBtr0076882	3L	7335542	7338840	-	3299	125	309	258	208
FBtr0076844	3L	7339766	7341793	+	2028	152	419	302	361
FBtr0076845	3L	7339964	7341793	+	1830	142	394	281	347
FBtr0076842	3L	7339964	7341700	+	1737	140	387	258	321
FBtr0076881	3L	7341984	7344683	-	2700	50	78	27	36
FBtr0332733	3L	7341984	7343884	-	1901	33	61	24	35
FBtr0332732	3L	7341984	7343445	-	1462	26	45	20	35
FBtr0076880	3L	7345798	7346623	-	826	14	27	5	0
FBtr0332729	3L	7348813	7353522	+	4710	71	94	22	5
FBtr0076878	3L	7353678	7356213	-	2536	50	126	96	102
FBtr0273398	3L	7357375	7359763	-	2389	51	92	10	3
FBtr0273399	3L	7357375	7359616	-	2242	49	84	9	3
FBtr0076847	3L	7361061	7364266	+	3206	87	174	81	81
FBtr0302548	3L	7364684	7368760	-	4077	157	254	175	138
FBtr0076873	3L	7366941	7368760	-	1820	89	178	67	62
FBtr0302546	3L	7366941	7367690	-	750	22	32	29	27
FBtr0076849	3L	7370343	7373611	+	3269	829	1551	619	716
FBtr0302545	3L	7370343	7372683	+	2341	802	1468	516	618
FBtr0302543	3L	7370840	7373611	+	2772	673	1306	522	506
FBtr0332730	3L	7371300	7373611	+	2312	545	1049	428	434
FBtr0076870	3L	7374150	7380974	-	6825	164	228	26	30
FBtr0333404	3L	7382114	7385537	+	3424	142	269	198	191
FBtr0076851	3L	7382349	7385537	+	3189	88	168	188	180
FBtr0076869	3L	7385748	7386863	-	1116	11	22	0	0
FBtr0339402	3L	7385748	7387414	-	1667	27	34	0	0
FBtr0332724	3L	7391242	7395913	+	4672	71	71	2	3
FBtr0076852	3L	7391577	7395913	+	4337	62	62	2	2
FBtr0273419	3L	7396855	7398108	+	1254	15	18	0	0
FBtr0076854	3L	7398785	7399812	+	1028	23	37	2	0
FBtr0076855	3L	7400570	7401571	+	1002	15	18	0	1
FBtr0076868	3L	7402432	7403681	-	1250	24	42	0	1
FBtr0332725	3L	7402432	7403449	-	1018	18	35	0	0
FBtr0300248	3L	7424327	7454617	+	30291	538	741	80	59
FBtr0332800	3L	7432862	7434690	-	1829	197	438	100	166
FBtr0076867	3L	7433992	7434690	-	699	165	393	87	134
FBtr0346808	3L	7439654	7440233	-	580	7	11	0	0
FBtr0300362	3L	7439799	7440233	-	435	5	7	0	0
FBtr0076857	3L	7451353	7452059	+	707	11	14	0	1
FBtr0332797	3L	7456649	7458508	+	1860	31	30	1	0
FBtr0302559	3L	7466009	7468708	+	2700	49	53	0	0
FBtr0332799	3L	7467768	7468708	+	941	18	11	0	0
FBtr0076789	3L	7486467	7487818	+	1352	20	17	0	1
FBtr0332140	3L	7492364	7493384	+	1021	8	21	0	0
FBtr0076832	3L	7493657	7495679	-	2023	24	43	1	0
FBtr0332145	3L	7497311	7498331	-	1021	11	8	0	0
FBtr0076831	3L	7497370	7498171	-	802	10	5	0	0
FBtr0305073	3L	7511486	7517216	+	5731	173	223	266	262
FBtr0332144	3L	7519497	7527913	+	8417	442	747	160	263
FBtr0076793	3L	7519983	7527913	+	7931	145	209	88	151
FBtr0331835	3L	7529280	7538179	+	8900	205	370	119	141
FBtr0331834	3L	7529280	7539912	+	10633	251	471	146	166
FBtr0076795	3L	7532929	7538179	+	5251	110	155	76	83
FBtr0331838	3L	7533626	7538179	+	4554	95	143	76	74
FBtr0290223	3L	7555880	7559537	-	3658	48	49	0	0
FBtr0331839	3L	7563110	7569399	+	6290	96	100	7	2
FBtr0076801	3L	7583954	7587148	+	3195	34	60	0	2
FBtr0076824	3L	7588708	7590498	-	1791	30	32	0	0
FBtr0089850	3L	7593591	7639473	+	45883	827	1244	295	231
FBtr0334064	3L	7597730	7639473	+	41744	790	1185	294	230
FBtr0089849	3L	7605535	7639473	+	33939	495	611	89	89
FBtr0089851	3L	7633949	7639473	+	5525	83	101	15	21
FBtr0076806	3L	7651048	7759023	+	107976	1606	1821	100	113
FBtr0076821	3L	7651966	7654252	-	2287	69	130	95	109
FBtr0303114	3L	7655489	7713150	-	57662	715	895	102	127
FBtr0303112	3L	7655489	7715824	-	60336	794	1037	147	181
FBtr0344223	3L	7655489	7717895	-	62407	831	1086	151	184
FBtr0336853	3L	7658509	7695154	-	36646	414	468	51	82
FBtr0303118	3L	7696611	7713150	-	16540	233	336	45	36
FBtr0303119	3L	7704918	7713150	-	8233	108	159	29	22
FBtr0334061	3L	7704918	7717895	-	12978	224	350	78	79
FBtr0334062	3L	7709020	7713147	-	4128	62	88	21	8
FBtr0303120	3L	7709020	7717895	-	8876	178	279	70	65
FBtr0076808	3L	7719850	7721372	+	1523	31	31	9	2
FBtr0346912	3L	7719999	7725973	-	5975	136	215	244	157
FBtr0076814	3L	7721905	7725973	-	4069	104	152	212	142
FBtr0306682	3L	7727904	7731691	-	3788	52	52	4	4
FBtr0301205	3L	7733350	7742185	-	8836	125	155	14	0
FBtr0334649	3L	7733350	7742541	-	9192	129	167	14	2
FBtr0331171	3L	7747844	7749699	+	1856	27	18	0	0
FBtr0334644	3L	7747844	7750452	+	2609	34	29	0	0
FBtr0334059	3L	7757204	7759023	+	1820	24	38	0	1
FBtr0076811	3L	7760953	7763066	+	2114	24	45	0	0
FBtr0334646	3L	7761051	7763066	+	2016	23	41	0	0
FBtr0100225	3L	7761867	7763066	+	1200	16	27	0	0
FBtr0334648	3L	7763333	7766730	-	3398	31	51	54	50
FBtr0076785	3L	7763333	7775103	-	11771	140	196	54	50
FBtr0100132	3L	7764070	7775103	-	11034	134	179	54	50
FBtr0334647	3L	7764070	7766730	-	2661	25	34	54	50
FBtr0076788	3L	7767369	7767852	-	484	4	4	0	0
FBtr0304992	3L	7777205	7809325	-	32121	883	1277	111	96
FBtr0076783	3L	7777952	7804175	-	26224	454	575	89	73
FBtr0306535	3L	7811558	7855048	-	43491	1326	2292	343	324
FBtr0346536	3L	7812015	7855048	-	43034	1319	2287	340	323
FBtr0332082	3L	7814437	7855048	-	40612	1294	2234	335	319
FBtr0300500	3L	7814437	7832573	-	18137	336	504	101	128
FBtr0332080	3L	7814437	7827518	-	13082	189	284	74	96
FBtr0332083	3L	7814437	7866869	-	52433	1590	2699	365	341
FBtr0339897	3L	7869542	7894714	+	25173	370	431	41	21
FBtr0076747	3L	7895380	7895909	+	530	12	12	0	0
FBtr0076772	3L	7896209	7911454	-	15246	1110	2163	1303	1198
FBtr0076774	3L	7896209	7903083	-	6875	243	456	613	534
FBtr0306647	3L	7896209	7898936	-	2728	113	220	293	246
FBtr0112817	3L	7896209	7908838	-	12630	510	963	1037	934
FBtr0076748	3L	7912963	7913663	+	701	25	64	26	47
FBtr0076770	3L	7913764	7914620	-	857	43	65	4	4
FBtr0345912	3L	7916750	7935620	-	18871	304	458	308	276
FBtr0332792	3L	7926125	7935620	-	9496	202	312	288	260
FBtr0076769	3L	7926125	7933652	-	7528	149	205	258	231
FBtr0076768	3L	7926692	7935620	-	8929	191	300	273	256
FBtr0076751	3L	7948686	7951463	+	2778	33	58	17	27
FBtr0076752	3L	7971088	7972349	+	1262	33	48	25	30
FBtr0076766	3L	7972549	7974491	-	1943	51	80	69	65
FBtr0076753	3L	7976906	7977749	+	844	49	136	36	55
FBtr0076758	3L	7979546	8050233	+	70688	2465	4750	2608	2544
FBtr0076754	3L	7979546	8052569	+	73024	2534	4858	2688	2646
FBtr0333223	3L	7979546	8054047	+	74502	2566	4944	2729	2704
FBtr0302329	3L	8054433	8055875	-	1443	27	28	0	0
FBtr0076745	3L	8054433	8058213	-	3781	96	159	2	3
FBtr0304998	3L	8064374	8108736	+	44363	1998	4626	325	314
FBtr0333948	3L	8071452	8108406	+	36955	1867	4458	322	311
FBtr0304993	3L	8074806	8108736	+	33931	1780	4338	320	301
FBtr0304996	3L	8077892	8108797	+	30906	614	884	174	190
FBtr0076738	3L	8087735	8091286	-	3552	89	158	63	37
FBtr0304997	3L	8097022	8108736	+	11715	225	360	81	93
FBtr0304995	3L	8097022	8108406	+	11385	220	346	80	93
FBtr0304994	3L	8101519	8108736	+	7218	107	176	54	67
FBtr0333949	3L	8110868	8113220	+	2353	45	91	104	78
FBtr0334615	3L	8110868	8113306	+	2439	45	95	104	79
FBtr0076737	3L	8113507	8115402	-	1896	45	94	22	37
FBtr0334087	3L	8113905	8115402	-	1498	40	83	18	23
FBtr0076685	3L	8116679	8121479	+	4801	116	178	135	116
FBtr0076687	3L	8122327	8123515	+	1189	76	207	91	109
FBtr0076734	3L	8125427	8127318	-	1892	46	106	68	59
FBtr0346546	3L	8128262	8131575	+	3314	58	100	10	35
FBtr0076688	3L	8128554	8131575	+	3022	45	79	7	31
FBtr0273368	3L	8131529	8136998	-	5470	134	193	114	98
FBtr0076689	3L	8138308	8141914	+	3607	65	85	6	17
FBtr0332761	3L	8141968	8151313	-	9346	122	153	6	18
FBtr0300199	3L	8154781	8158400	-	3620	39	57	1	1
FBtr0332760	3L	8154853	8158400	-	3548	39	55	1	1
FBtr0330087	3L	8160415	8165018	-	4604	74	93	5	14
FBtr0300119	3L	8160415	8163952	-	3538	39	60	5	14
FBtr0076729	3L	8170740	8175478	-	4739	94	136	93	113
FBtr0076728	3L	8176235	8177929	-	1695	48	91	43	52
FBtr0076727	3L	8178775	8180014	-	1240	12	11	3	0
FBtr0076690	3L	8181423	8183269	+	1847	37	58	8	7
FBtr0076725	3L	8183461	8185170	-	1710	48	76	35	76
FBtr0076724	3L	8183461	8186171	-	2711	126	241	63	94
FBtr0346547	3L	8187357	8190614	+	3258	356	703	251	243
FBtr0076693	3L	8187495	8191018	+	3524	375	654	235	254
FBtr0321319	3L	8187495	8190614	+	3120	326	594	227	232
FBtr0321320	3L	8187495	8190865	+	3371	356	617	231	241
FBtr0076723	3L	8191622	8192616	-	995	22	34	8	17
FBtr0076694	3L	8191770	8196473	+	4704	153	272	114	184
FBtr0332139	3L	8195947	8197487	-	1541	46	96	129	150
FBtr0332138	3L	8196633	8197357	-	725	25	45	72	95
FBtr0076695	3L	8198707	8199391	+	685	40	67	10	25
FBtr0076721	3L	8201178	8201917	-	740	6	20	2	0
FBtr0076720	3L	8209677	8210243	-	567	8	8	0	0
FBtr0076698	3L	8212390	8213522	+	1133	13	17	0	0
FBtr0076701	3L	8229724	8230468	+	745	8	14	0	0
FBtr0076718	3L	8231914	8240101	-	8188	135	177	24	20
FBtr0299839	3L	8239147	8282298	+	43152	946	1128	289	304
FBtr0299841	3L	8239147	8281047	+	41901	919	1093	286	304
FBtr0333590	3L	8241631	8281047	+	39417	699	771	137	135
FBtr0076717	3L	8282628	8289370	-	6743	180	293	88	75
FBtr0345035	3L	8282628	8288978	-	6351	156	234	67	58
FBtr0332136	3L	8282628	8285969	-	3342	81	115	25	16
FBtr0332135	3L	8290386	8294827	-	4442	64	62	1	3
FBtr0331832	3L	8297518	8298406	+	889	43	86	14	16
FBtr0076705	3L	8297669	8298406	+	738	28	58	13	16
FBtr0076715	3L	8298601	8299339	-	739	41	96	47	44
FBtr0076706	3L	8300564	8302241	+	1678	86	157	28	20
FBtr0076714	3L	8302464	8303559	-	1096	26	38	0	5
FBtr0076707	3L	8304657	8305225	+	569	9	18	7	8
FBtr0300280	3L	8305436	8306480	-	1045	32	45	22	23
FBtr0076711	3L	8307245	8308441	-	1197	45	92	21	23
FBtr0304628	3L	8310593	8315002	-	4410	243	566	492	367
FBtr0076708	3L	8321263	8322180	+	918	59	27	0	1
FBtr0333056	3L	8326359	8328207	+	1849	36	27	0	0
FBtr0112767	3L	8326359	8327015	+	657	10	7	0	0
FBtr0112768	3L	8329083	8330137	+	1055	14	14	0	0
FBtr0076601	3L	8337172	8338495	+	1324	11	17	3	0
FBtr0076602	3L	8339551	8340176	+	626	24	55	36	22
FBtr0076603	3L	8340814	8344304	+	3491	196	369	190	179
FBtr0076604	3L	8341285	8342776	+	1492	38	82	95	81
FBtr0076677	3L	8344521	8345706	-	1186	191	562	140	119
FBtr0345596	3L	8344521	8345882	-	1362	242	710	156	143
FBtr0113153	3L	8347061	8352179	+	5119	172	386	137	134
FBtr0076605	3L	8348041	8351624	+	3584	62	134	86	60
FBtr0113154	3L	8352455	8355796	-	3342	54	58	1	2
FBtr0076676	3L	8352475	8355796	-	3322	53	58	1	2
FBtr0076673	3L	8356504	8359975	-	3472	77	118	13	20
FBtr0076669	3L	8356504	8358579	-	2076	29	55	4	17
FBtr0114549	3L	8356504	8358586	-	2083	30	56	4	17
FBtr0114548	3L	8356504	8360406	-	3903	80	127	13	20
FBtr0076670	3L	8356504	8358440	-	1937	26	45	4	17
FBtr0076671	3L	8356504	8357625	-	1122	14	25	3	12
FBtr0076607	3L	8372905	8380050	+	7146	106	135	32	10
FBtr0076606	3L	8372905	8391071	+	18167	272	337	63	54
FBtr0332983	3L	8396500	8402195	+	5696	132	198	48	15
FBtr0307378	3L	8398586	8402195	+	3610	72	83	29	10
FBtr0076678	3L	8402268	8404777	-	2510	89	120	106	80
FBtr0076665	3L	8402268	8404056	-	1789	47	62	65	71
FBtr0076611	3L	8405954	8407254	+	1301	42	90	16	19
FBtr0076610	3L	8405975	8407254	+	1280	42	90	16	19
FBtr0076663	3L	8407368	8411094	-	3727	51	79	19	19
FBtr0345038	3L	8407368	8412325	-	4958	121	170	24	22
FBtr0076612	3L	8412351	8415810	+	3460	65	95	44	47
FBtr0076613	3L	8413512	8414003	+	492	9	5	1	2
FBtr0076662	3L	8415957	8421705	-	5749	112	104	8	5
FBtr0076614	3L	8425454	8428555	+	3102	79	169	80	75
FBtr0076615	3L	8425454	8432146	+	6693	176	322	169	184
FBtr0345595	3L	8432422	8441207	-	8786	188	414	151	131
FBtr0308954	3L	8432422	8441815	-	9394	204	439	164	148
FBtr0332984	3L	8433332	8438190	-	4859	129	273	103	81
FBtr0114592	3L	8433332	8441207	-	7876	172	371	149	123
FBtr0076661	3L	8434148	8441881	-	7734	172	370	155	122
FBtr0345602	3L	8443142	8448877	-	5736	145	201	51	74
FBtr0076659	3L	8443580	8448877	-	5298	140	193	49	65
FBtr0333049	3L	8450422	8472569	+	22148	757	1456	1083	1009
FBtr0076618	3L	8451148	8472569	+	21422	735	1377	1018	956
FBtr0308608	3L	8472907	8506646	-	33740	933	1515	963	1067
FBtr0076656	3L	8507569	8509263	-	1695	45	98	69	80
FBtr0076620	3L	8510503	8512907	+	2405	1187	2375	98	83
FBtr0333054	3L	8513267	8518638	+	5372	119	191	44	40
FBtr0076621	3L	8513267	8518514	+	5248	116	189	44	40
FBtr0076655	3L	8513974	8514421	-	448	9	37	10	12
FBtr0076622	3L	8519385	8520195	+	811	15	19	1	2
FBtr0076654	3L	8521529	8523001	-	1473	25	55	9	10
FBtr0076653	3L	8522511	8523001	-	491	12	25	9	9
FBtr0076652	3L	8523842	8524366	-	525	8	12	4	0
FBtr0076624	3L	8525744	8533884	+	8141	372	616	388	490
FBtr0345601	3L	8525744	8534403	+	8660	386	639	441	521
FBtr0331417	3L	8529212	8533884	+	4673	117	203	221	245
FBtr0301629	3L	8535477	8537481	+	2005	167	369	104	87
FBtr0076626	3L	8535477	8537913	+	2437	181	393	108	96
FBtr0333107	3L	8545501	8574309	+	28809	3461	5983	664	763
FBtr0305211	3L	8545501	8570632	+	25132	3353	5798	574	667
FBtr0305212	3L	8547175	8570632	+	23458	1622	3210	457	516
FBtr0333108	3L	8547175	8574309	+	27135	1730	3395	547	612
FBtr0333105	3L	8558464	8574309	+	15846	1273	2841	411	461
FBtr0333106	3L	8560668	8574309	+	13642	345	546	308	372
FBtr0076651	3L	8574507	8575578	-	1072	19	34	0	6
FBtr0340707	3L	8577308	8599517	+	22210	405	585	40	55
FBtr0333112	3L	8579242	8599517	+	20276	341	453	25	33
FBtr0304809	3L	8579242	8596206	+	16965	287	385	21	33
FBtr0304810	3L	8579242	8596211	+	16970	287	386	21	33
FBtr0304807	3L	8584076	8596211	+	12136	192	272	19	22
FBtr0304814	3L	8586001	8599517	+	13517	212	293	23	22
FBtr0304808	3L	8586001	8596211	+	10211	158	226	19	22
FBtr0304812	3L	8590690	8599517	+	8828	120	178	14	9
FBtr0076650	3L	8599542	8600379	-	838	39	78	21	6
FBtr0076633	3L	8601506	8602292	+	787	51	169	354	244
FBtr0076649	3L	8602511	8603649	-	1139	54	165	40	73
FBtr0330165	3L	8605157	8616974	+	11818	182	200	4	4
FBtr0076638	3L	8617735	8619374	+	1640	32	37	0	2
FBtr0076639	3L	8620388	8621991	+	1604	28	37	0	2
FBtr0076648	3L	8622139	8623401	-	1263	40	93	5	24
FBtr0301158	3L	8624871	8638573	+	13703	259	313	16	25
FBtr0301157	3L	8624871	8638713	+	13843	262	319	16	25
FBtr0089568	3L	8626709	8638573	+	11865	236	272	16	25
FBtr0089564	3L	8630743	8636620	+	5878	109	135	8	24
FBtr0089565	3L	8630743	8638713	+	7971	136	174	10	24
FBtr0089567	3L	8630743	8638573	+	7831	133	168	10	24
FBtr0076647	3L	8631609	8633569	-	1961	66	184	102	106
