# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "ppc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.ppc.txt" "bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam
FBtr0332700	3L	20126402	20126552	-	151	1	2	0	0
FBtr0074867	3L	20127281	20127431	-	151	210	291	39	48
FBtr0074819	3L	20129131	20129281	+	151	169	300	12	18
FBtr0074866	3L	20131643	20131793	-	151	2	7	0	0
FBtr0074865	3L	20133168	20133318	-	151	0	1	0	0
FBtr0074864	3L	20140507	20140657	-	151	4	10	0	4
FBtr0332699	3L	20185285	20185435	-	151	2	7	0	0
FBtr0074821	3L	20188472	20188622	+	151	20	56	1	4
FBtr0302716	3L	20198217	20198367	-	151	96	167	0	0
FBtr0074860	3L	20201538	20201688	-	151	2	7	2	0
FBtr0074859	3L	20203587	20203737	-	151	12	13	3	1
FBtr0332696	3L	20205946	20206096	-	151	3	6	0	0
FBtr0074858	3L	20205946	20206096	-	151	3	6	0	0
FBtr0332691	3L	20207484	20207634	+	151	1	9	0	0
FBtr0302721	3L	20207484	20207634	+	151	1	9	0	0
FBtr0332695	3L	20212022	20212172	-	151	8	13	0	0
FBtr0074856	3L	20212022	20212172	-	151	8	13	0	0
FBtr0074855	3L	20220080	20220230	-	151	10	17	0	0
FBtr0074854	3L	20220081	20220231	-	151	10	17	0	0
FBtr0074853	3L	20220320	20220470	-	151	3	22	0	0
FBtr0332694	3L	20220320	20220470	-	151	3	22	0	0
FBtr0332692	3L	20221764	20221914	+	151	23	42	0	0
FBtr0074823	3L	20221764	20221914	+	151	23	42	0	0
FBtr0310467	3L	20223882	20224032	+	151	4	13	0	0
FBtr0074825	3L	20226331	20226481	+	151	182	253	13	11
FBtr0074827	3L	20231619	20231769	+	151	16	39	1	7
FBtr0300813	3L	20241003	20241153	+	151	5	5	0	0
FBtr0074828	3L	20241217	20241367	+	151	10	15	0	0
FBtr0306327	3L	20241418	20241568	-	151	101	216	33	41
FBtr0074850	3L	20241418	20241568	-	151	101	216	33	41
FBtr0306329	3L	20241418	20241568	-	151	101	216	33	41
FBtr0332771	3L	20241513	20241663	+	151	59	72	0	0
FBtr0074829	3L	20241513	20241663	+	151	59	72	0	0
FBtr0306328	3L	20241803	20241953	-	151	49	105	16	8
FBtr0074830	3L	20242456	20242606	+	151	130	258	30	27
FBtr0342948	3L	20248030	20248180	+	151	75	246	4	17
FBtr0342947	3L	20248578	20248728	+	151	3	1	0	1
FBtr0473730	3L	20259936	20260086	+	151	2	2	0	0
FBtr0074836	3L	20265764	20265914	+	151	3	0	0	0
FBtr0074849	3L	20275235	20275385	-	151	3	5	1	0
FBtr0074848	3L	20295033	20295183	-	151	1507	3004	240	282
FBtr0074847	3L	20296871	20297021	-	151	74	94	131	165
FBtr0344228	3L	20299360	20299510	+	151	1	4	0	0
FBtr0074846	3L	20302041	20302191	-	151	65	127	16	2
FBtr0074838	3L	20302381	20302531	+	151	78	223	10	11
FBtr0074837	3L	20302381	20302531	+	151	78	223	10	11
FBtr0074845	3L	20306183	20306333	-	151	41	82	7	10
FBtr0332775	3L	20307600	20307750	+	151	10	11	1	3
FBtr0074839	3L	20309604	20309754	+	151	7	16	1	3
FBtr0100318	3L	20309997	20310147	+	151	349	537	176	230
FBtr0074840	3L	20313582	20313732	+	151	191	404	37	25
FBtr0345816	3L	20317140	20317290	+	151	133	215	0	2
FBtr0074841	3L	20317140	20317290	+	151	133	215	0	2
FBtr0074843	3L	20320902	20321052	+	151	8	5	0	0
FBtr0331816	3L	20342584	20342734	+	151	1	5	0	0
FBtr0078242	3L	20347842	20347992	-	151	111	138	6	1
FBtr0078176	3L	20348305	20348455	+	151	140	258	16	22
FBtr0331817	3L	20348305	20348455	+	151	140	258	16	22
FBtr0331818	3L	20348305	20348455	+	151	140	258	16	22
FBtr0078178	3L	20348887	20349037	+	151	12	28	3	5
FBtr0331819	3L	20353399	20353549	+	151	7	8	4	2
FBtr0331820	3L	20353870	20354020	+	151	3	7	0	4
FBtr0078181	3L	20356757	20356907	+	151	85	130	14	35
FBtr0308655	3L	20358462	20358612	+	151	8	23	2	2
FBtr0078241	3L	20361485	20361635	-	151	164	330	31	35
FBtr0308648	3L	20365823	20365973	-	151	3	5	0	0
FBtr0078240	3L	20366624	20366774	-	151	3	1	1	2
FBtr0078183	3L	20367148	20367298	+	151	1183	2534	93	131
FBtr0473581	3L	20370263	20370413	+	151	4	3	0	8
FBtr0473582	3L	20370400	20370550	+	151	10	10	0	2
FBtr0273273	3L	20375796	20375946	-	151	31	64	0	0
FBtr0078185	3L	20376192	20376342	+	151	258	411	32	25
FBtr0330158	3L	20377692	20377842	+	151	3	5	0	0
FBtr0078238	3L	20384009	20384159	-	151	55	85	8	8
FBtr0078186	3L	20384379	20384529	+	151	108	180	21	30
FBtr0078187	3L	20386358	20386508	+	151	7	3	7	9
FBtr0307393	3L	20387566	20387716	+	151	57	113	6	11
FBtr0078188	3L	20387566	20387716	+	151	57	113	6	11
FBtr0078189	3L	20388364	20388514	+	151	5	8	0	6
FBtr0078190	3L	20388558	20388708	+	151	6	6	5	0
FBtr0307392	3L	20389114	20389264	+	151	4	10	2	0
FBtr0307394	3L	20393453	20393603	-	151	98	147	44	13
FBtr0078235	3L	20401509	20401659	-	151	599	1163	721	987
FBtr0078234	3L	20410466	20410616	-	151	12	15	0	0
FBtr0078191	3L	20413554	20413704	+	151	14	14	0	3
FBtr0078233	3L	20425971	20426121	-	151	10	18	8	15
FBtr0078232	3L	20427524	20427674	-	151	79	122	13	12
FBtr0078231	3L	20427566	20427716	-	151	73	118	13	7
FBtr0310615	3L	20430375	20430525	-	151	84	141	9	13
FBtr0078230	3L	20430375	20430525	-	151	84	141	9	13
FBtr0290266	3L	20432261	20432411	-	151	44	91	6	4
FBtr0078192	3L	20432418	20432568	+	151	6	8	2	1
FBtr0333479	3L	20432545	20432695	+	151	210	295	5	10
FBtr0114517	3L	20432589	20432739	+	151	573	805	8	22
FBtr0078227	3L	20436109	20436259	-	151	41	90	8	15
FBtr0344821	3L	20436200	20436350	+	151	58	60	15	22
FBtr0078226	3L	20439772	20439922	-	151	14	23	0	2
FBtr0078195	3L	20442369	20442519	+	151	28	57	14	10
FBtr0300411	3L	20445108	20445258	+	151	55	87	41	48
FBtr0078224	3L	20452764	20452914	-	151	253	424	62	112
FBtr0331569	3L	20459521	20459671	-	151	0	2	0	0
FBtr0078196	3L	20460633	20460783	+	151	8	7	0	0
FBtr0078223	3L	20464248	20464398	-	151	29	39	0	2
FBtr0331570	3L	20464762	20464912	-	151	5	7	0	0
FBtr0303393	3L	20465941	20466091	-	151	3	7	0	3
FBtr0078197	3L	20466894	20467044	+	151	4	5	0	0
FBtr0303381	3L	20473272	20473422	-	151	298	654	37	31
FBtr0078222	3L	20473272	20473422	-	151	298	654	37	31
FBtr0300452	3L	20473623	20473773	-	151	4	6	0	0
FBtr0078198	3L	20473733	20473883	+	151	63	93	24	22
FBtr0078199	3L	20474416	20474566	+	151	48	110	17	41
FBtr0078200	3L	20474912	20475062	+	151	25	52	19	17
FBtr0078201	3L	20492032	20492182	+	151	6	13	0	0
FBtr0078221	3L	20493390	20493540	-	151	920	1479	199	261
FBtr0078220	3L	20494821	20494971	-	151	1	2	0	0
FBtr0331564	3L	20495297	20495447	+	151	72	114	10	17
FBtr0078203	3L	20497273	20497423	+	151	33	48	9	5
FBtr0113436	3L	20497273	20497423	+	151	33	48	9	5
FBtr0078206	3L	20499786	20499936	+	151	5	2	0	0
FBtr0078207	3L	20504136	20504286	+	151	4	5	0	0
FBtr0078208	3L	20505982	20506132	+	151	1	2	0	0
FBtr0078205	3L	20509637	20509787	+	151	1	4	0	0
FBtr0078204	3L	20509850	20510000	+	151	38	55	1	1
FBtr0078218	3L	20517204	20517354	-	151	318	414	54	55
FBtr0078217	3L	20517204	20517354	-	151	318	414	54	55
FBtr0078219	3L	20519293	20519443	-	151	303	577	360	440
FBtr0078216	3L	20519293	20519443	-	151	303	577	360	440
FBtr0078215	3L	20520672	20520822	-	151	32	68	3	10
FBtr0078209	3L	20520959	20521109	+	151	233	474	22	26
FBtr0331566	3L	20526074	20526224	-	151	328	607	103	117
FBtr0078214	3L	20526074	20526224	-	151	328	607	103	117
FBtr0078210	3L	20526526	20526676	+	151	69	94	6	0
FBtr0078211	3L	20533659	20533809	+	151	0	3	0	0
FBtr0331565	3L	20534148	20534298	+	151	1	2	0	0
FBtr0078213	3L	20540317	20540467	-	151	537	886	16	18
FBtr0078212	3L	20620559	20620709	-	151	196	272	83	101
FBtr0346815	3L	20620559	20620709	-	151	196	272	83	101
FBtr0078243	3L	20637149	20637299	+	151	5	5	0	0
FBtr0344836	3L	20694456	20694606	-	151	343	408	371	442
FBtr0078283	3L	20695278	20695428	-	151	1474	2714	207	224
FBtr0333482	3L	20714050	20714200	+	151	3	3	0	0
FBtr0113183	3L	20719100	20719250	-	151	102	201	18	28
FBtr0078245	3L	20730541	20730691	+	151	163	454	41	30
FBtr0078281	3L	20739330	20739480	-	151	3	0	0	0
FBtr0345811	3L	20769382	20769532	-	151	21	34	8	31
FBtr0078280	3L	20769382	20769532	-	151	21	34	8	31
FBtr0321286	3L	20771407	20771557	-	151	25	39	24	9
FBtr0331523	3L	20771478	20771628	+	151	122	278	92	120
FBtr0078250	3L	20771478	20771628	+	151	122	278	92	120
FBtr0078278	3L	20778164	20778314	-	151	61	125	24	14
FBtr0078251	3L	20778749	20778899	+	151	229	433	17	29
FBtr0078277	3L	20786097	20786247	-	151	238	450	170	198
FBtr0078276	3L	20788037	20788187	-	151	59	117	12	10
FBtr0078275	3L	20792254	20792404	-	151	12	14	0	5
FBtr0078274	3L	20792677	20792827	-	151	858	1476	137	267
FBtr0078273	3L	20798275	20798425	-	151	1	2	0	0
FBtr0078252	3L	20798595	20798745	+	151	116	215	4	8
FBtr0078254	3L	20798632	20798782	+	151	124	224	10	8
FBtr0078253	3L	20798657	20798807	+	151	123	231	10	8
FBtr0321284	3L	20800360	20800510	+	151	121	231	43	39
FBtr0078255	3L	20800360	20800510	+	151	121	231	43	39
FBtr0078272	3L	20809147	20809297	-	151	340	752	16	26
FBtr0331529	3L	20809147	20809297	-	151	340	752	16	26
FBtr0331528	3L	20809172	20809322	-	151	307	710	11	21
FBtr0078256	3L	20809619	20809769	+	151	78	168	22	13
FBtr0078271	3L	20815939	20816089	-	151	5	13	0	0
FBtr0302947	3L	20815975	20816125	-	151	3	11	0	0
FBtr0299891	3L	20816068	20816218	+	151	64	122	0	3
FBtr0299892	3L	20816068	20816218	+	151	64	122	0	3
FBtr0302641	3L	20816068	20816218	+	151	64	122	0	3
FBtr0078270	3L	20817927	20818077	-	151	0	3	0	0
FBtr0299893	3L	20818915	20819065	+	151	1	10	0	1
FBtr0302637	3L	20818915	20819065	+	151	1	10	0	1
FBtr0302640	3L	20820281	20820431	+	151	5	4	0	0
FBtr0300533	3L	20825924	20826074	+	151	3	4	1	3
FBtr0300529	3L	20827968	20828118	+	151	1	6	0	0
FBtr0302638	3L	20828175	20828325	+	151	20	17	2	4
FBtr0331527	3L	20837438	20837588	+	151	6	4	0	0
FBtr0078269	3L	20841476	20841626	-	151	169	255	13	28
FBtr0300873	3L	20841937	20842087	+	151	17	21	0	0
FBtr0333371	3L	20841937	20842087	+	151	17	21	0	0
FBtr0333372	3L	20885088	20885238	-	151	24	39	34	39
FBtr0346540	3L	20897317	20897467	-	151	4	2	0	0
FBtr0078266	3L	20927776	20927926	+	151	2	1	0	0
FBtr0078267	3L	20949412	20949562	-	151	770	1671	204	276
FBtr0346528	3L	20956884	20957034	+	151	4	6	0	0
FBtr0078284	3L	20956884	20957034	+	151	4	6	0	0
FBtr0078333	3L	20962455	20962605	-	151	1	3	0	0
FBtr0308681	3L	20966662	20966812	-	151	1	2	0	0
FBtr0114618	3L	20966662	20966812	-	151	1	2	0	0
FBtr0114616	3L	20966662	20966812	-	151	1	2	0	0
FBtr0290073	3L	20970563	20970713	-	151	2	6	0	0
FBtr0113459	3L	20974600	20974750	-	151	1	2	0	1
FBtr0078286	3L	20991623	20991773	+	151	6	4	0	0
FBtr0333284	3L	21026104	21026254	-	151	374	667	65	61
FBtr0078329	3L	21027334	21027484	-	151	280	667	24	50
FBtr0078328	3L	21027334	21027484	-	151	280	667	24	50
FBtr0078287	3L	21027865	21028015	+	151	200	375	21	44
FBtr0345136	3L	21028156	21028306	+	151	105	245	19	34
FBtr0078327	3L	21031260	21031410	-	151	183	357	39	49
FBtr0304820	3L	21031775	21031925	+	151	376	634	32	46
FBtr0078289	3L	21034485	21034635	+	151	1332	2697	42	54
FBtr0301602	3L	21048176	21048326	+	151	21	42	0	3
FBtr0078290	3L	21058782	21058932	+	151	262	621	9	14
FBtr0111038	3L	21067838	21067988	+	151	1041	1795	130	243
FBtr0333449	3L	21100000	21100150	-	151	702	2119	48	38
FBtr0333448	3L	21121603	21121753	+	151	2	2	0	0
FBtr0078291	3L	21123703	21123853	+	151	1	2	0	0
FBtr0078324	3L	21131059	21131209	-	151	604	1005	117	150
FBtr0078292	3L	21131396	21131546	+	151	10	4	0	0
FBtr0305500	3L	21131669	21131819	+	151	126	287	39	40
FBtr0078323	3L	21135952	21136102	-	151	789	1618	149	196
FBtr0305502	3L	21136253	21136403	-	151	6	6	0	1
FBtr0305501	3L	21145821	21145971	-	151	224	357	193	315
FBtr0330066	3L	21150543	21150693	-	151	2	4	0	1
FBtr0333358	3L	21171830	21171980	-	151	65	156	32	11
FBtr0089460	3L	21172803	21172953	+	151	4	4	0	0
FBtr0089463	3L	21173068	21173218	+	151	238	499	11	0
FBtr0089461	3L	21175731	21175881	+	151	348	548	276	338
FBtr0089462	3L	21177811	21177961	+	151	2	4	2	11
FBtr0305981	3L	21193263	21193413	-	151	26	59	3	2
FBtr0299857	3L	21193263	21193413	-	151	26	59	3	2
FBtr0078319	3L	21196669	21196819	-	151	6	18	1	0
FBtr0078318	3L	21196753	21196903	-	151	1	4	0	0
FBtr0078314	3L	21200588	21200738	-	151	35	57	7	11
FBtr0078317	3L	21202782	21202932	-	151	24	51	0	1
FBtr0078312	3L	21202782	21202932	-	151	24	51	0	1
FBtr0078297	3L	21202870	21203020	+	151	1	3	0	0
FBtr0078311	3L	21203132	21203282	-	151	2	3	4	0
FBtr0078300	3L	21204737	21204887	+	151	1	4	0	0
FBtr0078298	3L	21205224	21205374	+	151	1	0	1	0
FBtr0078299	3L	21205530	21205680	+	151	232	492	0	4
FBtr0078310	3L	21209984	21210134	-	151	1	1	0	0
FBtr0331854	3L	21210165	21210315	+	151	64	105	16	4
FBtr0307385	3L	21213712	21213862	+	151	2	3	0	0
FBtr0078305	3L	21216851	21217001	+	151	90	205	9	14
FBtr0306161	3L	21220350	21220500	+	151	5	5	0	1
FBtr0306157	3L	21226559	21226709	+	151	27	57	1	3
FBtr0306158	3L	21226559	21226709	+	151	27	57	1	3
FBtr0078306	3L	21226869	21227019	+	151	2	0	0	0
FBtr0078307	3L	21240297	21240447	+	151	417	739	25	54
FBtr0078417	3L	21267865	21268015	-	151	17	46	0	1
FBtr0305708	3L	21268235	21268385	-	151	1	1	0	0
FBtr0078415	3L	21270480	21270630	-	151	1	9	0	4
FBtr0078414	3L	21276245	21276395	-	151	4	5	0	0
FBtr0333126	3L	21279881	21280031	-	151	452	1092	60	32
FBtr0078413	3L	21280143	21280293	-	151	20	58	6	14
FBtr0078412	3L	21281406	21281556	-	151	97	169	28	35
FBtr0345804	3L	21285336	21285486	-	151	17	33	18	6
FBtr0078411	3L	21285336	21285486	-	151	17	33	18	6
FBtr0078410	3L	21285862	21286012	-	151	6	9	0	2
FBtr0331793	3L	21286049	21286199	+	151	153	345	69	104
FBtr0078336	3L	21286049	21286199	+	151	153	345	69	104
FBtr0333394	3L	21294442	21294592	+	151	7	14	4	2
FBtr0078337	3L	21295346	21295496	+	151	42	79	4	0
FBtr0078408	3L	21297703	21297853	-	151	2	3	0	3
FBtr0331798	3L	21303945	21304095	-	151	25	47	7	0
FBtr0345883	3L	21304367	21304517	-	151	14	13	0	0
FBtr0321283	3L	21304367	21304517	-	151	14	13	0	0
FBtr0078406	3L	21304367	21304517	-	151	14	13	0	0
FBtr0321282	3L	21304558	21304708	-	151	2	4	0	2
FBtr0078339	3L	21304647	21304797	+	151	88	125	14	6
FBtr0078405	3L	21317920	21318070	-	151	200	331	28	53
FBtr0345428	3L	21318724	21318874	+	151	50	102	3	8
FBtr0112677	3L	21318724	21318874	+	151	50	102	3	8
FBtr0112678	3L	21319957	21320107	+	151	2	3	1	0
FBtr0301529	3L	21322331	21322481	+	151	56	109	25	37
FBtr0078342	3L	21335165	21335315	+	151	335	626	33	42
FBtr0331797	3L	21343616	21343766	-	151	129	231	65	56
FBtr0078404	3L	21343616	21343766	-	151	129	231	65	56
FBtr0078343	3L	21343983	21344133	+	151	5	3	0	0
FBtr0078403	3L	21346969	21347119	-	151	58	133	12	26
FBtr0305306	3L	21349188	21349338	-	151	77	145	31	29
FBtr0306795	3L	21356059	21356209	-	151	1	6	0	0
FBtr0331796	3L	21356395	21356545	-	151	1	1	0	0
FBtr0078344	3L	21357633	21357783	+	151	1	1	0	0
FBtr0078345	3L	21360129	21360279	+	151	2	1	0	0
FBtr0333385	3L	21382451	21382601	+	151	130	369	3	6
FBtr0078346	3L	21382451	21382601	+	151	130	369	3	6
FBtr0078401	3L	21406638	21406788	-	151	7	7	0	0
FBtr0301013	3L	21427740	21427890	+	151	28	47	6	7
FBtr0078400	3L	21433034	21433184	-	151	162	210	9	15
FBtr0078349	3L	21433372	21433522	+	151	27	42	13	4
FBtr0078348	3L	21433378	21433528	+	151	27	42	13	4
FBtr0078350	3L	21433823	21433973	+	151	25	64	6	6
FBtr0331822	3L	21441263	21441413	-	151	35	60	9	13
FBtr0331821	3L	21444719	21444869	-	151	64	113	7	0
FBtr0078352	3L	21445784	21445934	+	151	53	110	6	13
FBtr0078395	3L	21476379	21476529	-	151	376	435	91	100
FBtr0332718	3L	21490486	21490636	-	151	88	179	27	24
FBtr0078394	3L	21490486	21490636	-	151	88	179	27	24
FBtr0078393	3L	21492673	21492823	-	151	3	4	0	0
FBtr0303654	3L	21496841	21496991	-	151	12	21	1	6
FBtr0303653	3L	21497083	21497233	-	151	6	28	3	4
FBtr0078392	3L	21497394	21497544	-	151	104	208	11	16
FBtr0078390	3L	21497394	21497544	-	151	104	208	11	16
FBtr0078354	3L	21501371	21501521	+	151	17	30	0	0
FBtr0332717	3L	21507438	21507588	-	151	140	197	40	68
FBtr0332715	3L	21507802	21507952	+	151	158	321	109	147
FBtr0078356	3L	21509831	21509981	+	151	219	309	0	0
FBtr0078387	3L	21515787	21515937	-	151	87	127	30	51
FBtr0078357	3L	21516256	21516406	+	151	129	295	47	41
FBtr0078358	3L	21517137	21517287	+	151	71	108	39	19
FBtr0332716	3L	21517137	21517287	+	151	71	108	39	19
FBtr0078364	3L	21523136	21523286	+	151	253	446	32	42
FBtr0089798	3L	21529233	21529383	-	151	166	307	56	48
FBtr0078383	3L	21533613	21533763	-	151	748	1225	119	154
FBtr0078384	3L	21533613	21533763	-	151	748	1225	119	154
FBtr0305326	3L	21534610	21534760	+	151	4	2	0	0
FBtr0305327	3L	21534610	21534760	+	151	4	2	0	0
FBtr0078368	3L	21536950	21537100	+	151	416	816	4	9
FBtr0333453	3L	21537016	21537166	+	151	613	1128	4	12
FBtr0333454	3L	21539812	21539962	+	151	397	746	180	263
FBtr0346819	3L	21554828	21554978	-	151	129	195	18	20
FBtr0346817	3L	21554828	21554978	-	151	129	195	18	20
FBtr0078380	3L	21558126	21558276	-	151	5	5	0	0
FBtr0078379	3L	21562081	21562231	-	151	1	6	0	0
FBtr0078371	3L	21565376	21565526	+	151	4	0	0	0
FBtr0301601	3L	21569126	21569276	+	151	10	13	0	1
FBtr0333456	3L	21569202	21569352	+	151	40	76	4	2
FBtr0300058	3L	21574081	21574231	+	151	5	9	10	12
FBtr0300057	3L	21574507	21574657	+	151	96	120	9	8
FBtr0333468	3L	21586778	21586928	+	151	3	0	0	0
FBtr0333466	3L	21598806	21598956	+	151	54	83	25	19
FBtr0078419	3L	21608073	21608223	+	151	180	313	89	69
FBtr0078466	3L	21617276	21617426	-	151	23	63	10	2
FBtr0301160	3L	21617573	21617723	+	151	15	19	0	0
FBtr0333391	3L	21617621	21617771	+	151	22	25	0	0
FBtr0301161	3L	21625547	21625697	-	151	3	9	1	0
FBtr0333393	3L	21625547	21625697	-	151	3	9	1	0
FBtr0333392	3L	21625756	21625906	+	151	0	1	0	0
FBtr0078422	3L	21626216	21626366	+	151	140	276	14	16
FBtr0078464	3L	21634346	21634496	-	151	95	140	27	35
FBtr0302592	3L	21634346	21634496	-	151	95	140	27	35
FBtr0078424	3L	21636897	21637047	+	151	27	51	2	5
FBtr0078425	3L	21639309	21639459	+	151	2	3	0	0
FBtr0330117	3L	21640945	21641095	+	151	327	727	41	72
FBtr0333973	3L	21644908	21645058	+	151	665	944	4	14
FBtr0333974	3L	21658172	21658322	+	151	3	4	0	0
FBtr0078429	3L	21672089	21672239	+	151	3	3	0	0
FBtr0078462	3L	21679655	21679805	-	151	14	60	0	0
FBtr0333967	3L	21680000	21680150	+	151	31	52	0	1
FBtr0333970	3L	21706265	21706415	-	151	1231	1970	286	408
FBtr0333969	3L	21706265	21706415	-	151	1231	1970	286	408
FBtr0078461	3L	21706265	21706415	-	151	1231	1970	286	408
FBtr0113184	3L	21728573	21728723	-	151	27	77	30	34
FBtr0078459	3L	21728706	21728856	-	151	8	16	1	0
FBtr0078452	3L	21744169	21744319	-	151	6	5	0	0
FBtr0078436	3L	21769765	21769915	+	151	3	4	0	0
FBtr0078450	3L	21770434	21770584	-	151	382	611	7	11
FBtr0078437	3L	21808653	21808803	+	151	75	95	28	69
FBtr0078438	3L	21808789	21808939	+	151	1368	2448	136	163
FBtr0332810	3L	21815363	21815513	+	151	4	4	0	0
FBtr0078439	3L	21821947	21822097	+	151	1302	2461	313	312
FBtr0078440	3L	21823411	21823561	+	151	129	191	36	47
FBtr0303245	3L	21824690	21824840	+	151	5	13	1	3
FBtr0303247	3L	21824915	21825065	+	151	425	690	34	60
FBtr0078448	3L	21832153	21832303	-	151	152	217	15	42
FBtr0332812	3L	21832724	21832874	+	151	330	486	28	53
FBtr0303031	3L	21840027	21840177	-	151	13	18	0	0
FBtr0332813	3L	21841098	21841248	-	151	24	39	8	4
FBtr0078445	3L	21841256	21841406	-	151	64	140	7	0
FBtr0304982	3L	21844738	21844888	+	151	7	17	0	0
FBtr0333222	3L	21844738	21844888	+	151	7	17	0	0
FBtr0304980	3L	21844738	21844888	+	151	7	17	0	0
FBtr0304984	3L	21879527	21879677	+	151	3936	6866	309	640
FBtr0078470	3L	21879527	21879677	+	151	3936	6866	309	640
FBtr0332736	3L	21879527	21879677	+	151	3936	6866	309	640
FBtr0078468	3L	21879527	21879677	+	151	3936	6866	309	640
FBtr0078471	3L	21934654	21934804	+	151	102	165	15	23
FBtr0078489	3L	21941712	21941862	-	151	273	480	45	50
FBtr0334088	3L	21942171	21942321	+	151	95	165	0	6
FBtr0078472	3L	21942171	21942321	+	151	95	165	0	6
FBtr0078475	3L	21955060	21955210	+	151	223	510	55	98
FBtr0334089	3L	21962351	21962501	+	151	43	122	9	10
FBtr0078477	3L	21971952	21972102	+	151	132	373	5	2
FBtr0309869	3L	21971952	21972102	+	151	132	373	5	2
FBtr0078478	3L	21985160	21985310	+	151	12	35	0	4
FBtr0114546	3L	22028225	22028375	-	151	3	6	0	0
FBtr0301930	3L	22034953	22035103	+	151	126	314	4	0
FBtr0078480	3L	22065857	22066007	+	151	111	137	17	25
FBtr0334111	3L	22065857	22066007	+	151	111	137	17	25
FBtr0078486	3L	22071748	22071898	-	151	467	774	93	159
FBtr0078485	3L	22074423	22074573	-	151	115	228	0	5
FBtr0334113	3L	22075817	22075967	+	151	3	8	7	15
FBtr0078481	3L	22076042	22076192	+	151	737	1352	53	40
FBtr0301492	3L	22136040	22136190	+	151	920	2151	440	557
FBtr0333219	3L	22136040	22136190	+	151	920	2151	440	557
FBtr0334751	3L	22262821	22262971	-	151	226	305	35	20
FBtr0078492	3L	22263319	22263469	+	151	47	85	14	3
FBtr0344983	3L	22267332	22267482	+	151	28	66	3	2
FBtr0078495	3L	22267518	22267668	+	151	522	930	99	130
FBtr0334746	3L	22267518	22267668	+	151	522	930	99	130
FBtr0078494	3L	22267518	22267668	+	151	522	930	99	130
FBtr0303600	3L	22273935	22274085	+	151	43	69	31	44
FBtr0306596	3L	22273935	22274085	+	151	43	69	31	44
FBtr0078496	3L	22277314	22277464	+	151	2	1	0	0
FBtr0334748	3L	22277325	22277475	+	151	2	3	0	0
FBtr0306597	3L	22277663	22277813	+	151	34	48	0	4
FBtr0334750	3L	22277663	22277813	+	151	34	48	0	4
FBtr0078510	3L	22288095	22288245	-	151	808	1019	53	33
FBtr0078500	3L	22288615	22288765	+	151	504	1240	44	45
FBtr0078509	3L	22407763	22407913	-	151	1088	1804	129	164
FBtr0306107	3L	22407763	22407913	-	151	1088	1804	129	164
FBtr0078503	3L	22454323	22454473	+	151	0	3	0	0
FBtr0078508	3L	22461031	22461181	-	151	482	868	264	439
FBtr0345586	3L	22465569	22465719	+	151	2	1	0	0
FBtr0078504	3L	22466782	22466932	+	151	55	109	4	17
FBtr0078506	3L	22470506	22470656	+	151	169	281	2	5
FBtr0078514	3L	22550176	22550326	+	151	7	14	0	0
FBtr0474122	3L	22637816	22637966	-	151	14	27	7	3
FBtr0474121	3L	22637816	22637966	-	151	14	27	7	3
FBtr0331774	3L	22669906	22670056	+	151	8	18	4	3
FBtr0289975	3L	22687172	22687322	+	151	5	6	0	0
FBtr0330172	3L	22712105	22712255	+	151	7	4	0	0
FBtr0330173	3L	22717176	22717326	-	151	402	867	87	105
FBtr0078539	3L	22717477	22717627	-	151	3	13	0	0
FBtr0113186	3L	22717477	22717627	-	151	3	13	0	0
FBtr0078524	3L	22717678	22717828	+	151	185	409	21	24
FBtr0345591	3L	22717678	22717828	+	151	185	409	21	24
FBtr0347062	3L	22721153	22721303	+	151	14	16	7	9
FBtr0089632	3L	22724183	22724333	+	151	19	36	9	7
FBtr0310503	3L	22727689	22727839	-	151	69	115	69	69
FBtr0078528	3L	22728061	22728211	+	151	3446	5475	38	40
FBtr0078529	3L	22729716	22729866	+	151	9	4	0	1
FBtr0347061	3L	22738320	22738470	-	151	55	97	4	4
FBtr0113188	3L	22738320	22738470	-	151	55	97	4	4
FBtr0078536	3L	22738320	22738470	-	151	55	97	4	4
FBtr0078535	3L	22741288	22741438	-	151	344	671	74	92
FBtr0078530	3L	22741743	22741893	+	151	418	607	793	1354
FBtr0078533	3L	22749394	22749544	+	151	272	412	67	34
FBtr0332105	3L	22759927	22760077	+	151	2	4	0	0
FBtr0078532	3L	22773486	22773636	+	151	301	613	110	59
FBtr0302134	3L	22773987	22774137	+	151	15	18	0	1
FBtr0100184	3L	22801565	22801715	-	151	1	7	0	0
