# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/CBP.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/PROseq.CBP.peak.featureCount.count.tab.txt" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam
Region4241	chr3L	13489892	13490204	.	313	60	24	36	30	24	37	20	22	48	39	16	34
Region4242	chr3L	13502515	13503001	.	487	551	381	237	236	348	353	306	322	463	383	158	240
Region4243	chr3L	13513106	13513616	.	511	284	168	204	180	230	225	327	355	203	205	169	257
Region4244	chr3L	13532666	13532887	.	222	18	8	21	13	7	15	27	25	17	11	13	8
Region4245	chr3L	13614890	13615457	.	568	47	23	16	7	20	25	26	17	18	18	7	8
Region4246	chr3L	13629509	13629797	.	289	35	13	6	3	12	15	10	15	9	11	3	12
Region4247	chr3L	13644373	13644671	.	299	34	19	5	10	9	9	9	9	13	17	1	3
Region4248	chr3L	13645259	13645631	.	373	211	159	58	51	57	64	47	65	55	54	11	17
Region4249	chr3L	13661531	13661833	.	303	33	14	4	3	6	6	13	11	13	19	2	10
Region4250	chr3L	13667152	13668020	.	869	44	18	29	32	34	41	19	27	40	32	11	37
Region4251	chr3L	13674730	13674976	.	247	23	9	26	12	11	6	4	6	6	6	5	2
Region4252	chr3L	13703083	13703353	.	271	2	1	1	0	0	4	0	1	16	17	2	6
Region4253	chr3L	13765655	13766026	.	372	1	2	4	2	6	4	3	4	17	9	3	3
Region4254	chr3L	13845338	13845640	.	303	3	0	3	1	1	1	3	3	3	5	2	1
Region4255	chr3L	13863258	13863747	.	490	12	8	78	94	40	56	123	138	26	27	63	107
Region4256	chr3L	13866773	13867112	.	340	1563	910	932	561	790	849	703	862	877	662	334	499
Region4257	chr3L	13904475	13904924	.	450	22	8	10	7	10	11	7	7	15	12	6	7
Region4258	chr3L	13919857	13920258	.	402	84	38	97	60	69	99	117	90	110	119	55	82
Region4259	chr3L	13925067	13925683	.	617	4871	3281	2388	3608	2292	2680	986	1326	4469	3949	1136	3038
Region4260	chr3L	13928711	13929743	.	1033	1474	806	384	472	777	830	433	526	898	844	236	388
Region4261	chr3L	13949477	13949701	.	225	1	1	0	1	0	3	5	3	3	0	3	4
Region4262	chr3L	13964431	13965614	.	1184	980	648	659	649	658	746	701	895	659	669	594	611
Region4263	chr3L	13991292	13992105	.	814	118	63	30	27	9	4	8	4	10	8	4	8
Region4264	chr3L	13993353	13993665	.	313	112	76	29	32	18	27	29	26	15	18	6	15
Region4265	chr3L	14001922	14002503	.	582	309	173	400	372	190	233	459	460	231	237	320	424
Region4266	chr3L	14002730	14003222	.	493	525	321	305	267	292	295	307	397	355	364	176	380
Region4267	chr3L	14003572	14004436	.	865	621	341	332	325	311	335	268	306	422	403	164	342
Region4268	chr3L	14028460	14029209	.	750	817	474	281	311	454	481	349	378	589	536	193	340
Region4269	chr3L	14031091	14032399	.	1309	658	386	489	495	310	356	549	621	350	393	316	489
Region4270	chr3L	14036921	14037316	.	396	336	229	695	580	356	416	829	1065	388	318	501	824
Region4271	chr3L	14038044	14038544	.	501	43	23	83	65	61	69	113	115	44	48	47	93
Region4272	chr3L	14051003	14051593	.	591	862	477	364	312	478	568	291	386	629	603	225	340
Region4273	chr3L	14052598	14053627	.	1030	4170	2503	2029	2248	1960	2356	1823	2351	2979	2868	1215	2906
Region4274	chr3L	14055788	14056179	.	392	115	56	75	60	34	37	67	79	85	73	42	66
Region4275	chr3L	14071695	14072084	.	390	332	224	194	202	194	255	139	202	315	292	162	224
Region4276	chr3L	14076439	14077145	.	707	494	326	172	148	295	334	137	170	435	384	165	237
Region4277	chr3L	14108094	14108523	.	430	63	52	65	53	43	65	92	113	49	42	48	41
Region4278	chr3L	14111449	14111792	.	344	2	3	1	3	2	2	0	0	0	3	2	4
Region4279	chr3L	14118869	14119200	.	332	1	0	3	1	3	1	2	5	8	4	8	7
Region4280	chr3L	14131625	14132090	.	466	3	2	7	2	3	1	4	5	10	1	10	13
Region4281	chr3L	14132994	14133330	.	337	3	0	0	0	3	1	3	6	5	10	0	8
Region4282	chr3L	14135425	14136275	.	851	46	22	23	17	63	55	30	37	59	103	30	39
Region4283	chr3L	14149722	14150625	.	904	57	33	18	14	36	52	28	31	130	160	44	72
Region4284	chr3L	14151422	14152370	.	949	57	38	13	4	50	61	30	36	129	113	19	39
Region4285	chr3L	14153075	14154170	.	1096	33	15	10	5	16	26	15	14	46	66	12	13
Region4286	chr3L	14155001	14155623	.	623	22	10	6	3	13	11	5	2	39	39	7	9
Region4287	chr3L	14172917	14173786	.	870	34	15	11	2	17	17	7	5	38	22	9	6
Region4288	chr3L	14176143	14178412	.	2270	9807	5576	1452	1468	4006	5684	3043	3846	7968	6971	1746	4872
Region4289	chr3L	14185078	14185494	.	417	18	15	0	2	7	5	1	1	9	10	2	7
Region4290	chr3L	14189993	14190173	.	181	4	1	0	1	1	2	0	0	2	3	0	2
Region4291	chr3L	14190718	14191576	.	859	4625	2881	2774	3428	2182	2556	2882	3699	4318	3692	2905	5126
Region4292	chr3L	14195114	14195475	.	362	213	121	49	40	31	51	40	41	66	83	16	31
Region4293	chr3L	14200963	14201381	.	419	339	149	106	115	97	109	95	120	179	199	61	137
Region4294	chr3L	14205204	14205512	.	309	1829	1115	1128	1619	865	1010	563	834	1335	1067	728	1544
Region4295	chr3L	14211755	14212000	.	246	102	48	21	33	27	22	40	30	63	59	18	38
Region4296	chr3L	14212367	14212689	.	323	125	68	58	62	37	46	59	57	57	85	26	61
Region4297	chr3L	14219611	14219958	.	348	110	71	50	50	47	38	65	55	79	38	35	49
Region4298	chr3L	14273910	14274562	.	653	3477	2646	4199	4710	2965	3521	3515	5951	3145	2972	2495	5260
Region4299	chr3L	14276078	14277118	.	1041	83	50	78	78	74	110	57	63	85	92	52	133
Region4300	chr3L	14298077	14298355	.	279	10	12	47	49	20	20	12	15	14	11	13	33
Region4301	chr3L	14357010	14357281	.	272	4	7	11	13	11	6	15	15	11	8	12	32
Region4302	chr3L	14406454	14406915	.	462	1743	898	114	131	457	538	52	47	589	591	46	105
Region4303	chr3L	14409388	14411124	.	1737	2457	1515	1419	1257	1547	1760	1463	1908	1574	1543	775	1354
Region4304	chr3L	14415568	14415988	.	421	145	72	262	188	61	52	40	61	91	101	31	69
Region4305	chr3L	14446825	14447216	.	392	120	36	276	229	35	40	14	15	29	32	14	28
Region4306	chr3L	14447425	14447735	.	311	57	27	240	165	21	36	13	7	25	30	11	9
Region4307	chr3L	14448451	14448878	.	428	4349	3058	2698	4076	2247	2691	1366	2430	3534	3494	1074	3140
Region4308	chr3L	14451444	14452154	.	711	66	45	26	12	18	28	10	5	42	47	13	15
Region4309	chr3L	14452490	14453321	.	832	28	20	21	17	6	18	5	7	24	16	9	8
Region4310	chr3L	14454743	14455230	.	488	13	5	12	10	4	8	7	4	5	1	3	2
Region4311	chr3L	14463521	14463816	.	296	1	1	4	1	1	2	2	3	2	2	1	2
Region4312	chr3L	14495118	14495604	.	487	5	6	10	6	1	3	4	4	1	2	3	2
Region4313	chr3L	14537310	14537859	.	550	1363	1028	1296	1869	1250	1442	1701	2390	1391	1386	947	2230
Region4314	chr3L	14546917	14547459	.	543	126	52	256	307	61	84	60	86	73	61	48	112
Region4315	chr3L	14550770	14551533	.	764	3037	2048	2521	3695	2061	2608	2929	3737	2765	2674	1466	3628
Region4316	chr3L	14552303	14552691	.	389	194	123	145	190	111	110	190	256	127	109	107	168
Region4317	chr3L	14578989	14579322	.	334	36	30	10	7	11	24	19	28	50	49	8	27
Region4318	chr3L	14599457	14599962	.	506	934	643	454	335	739	791	573	700	732	680	502	600
Region4319	chr3L	14600684	14600915	.	232	2	0	1	0	0	1	1	1	1	2	3	0
Region4320	chr3L	14613242	14613577	.	336	97	56	21	18	15	23	13	34	39	51	21	37
Region4321	chr3L	14631806	14632158	.	353	405	304	136	290	157	188	136	162	300	296	93	196
Region4322	chr3L	14632389	14632901	.	513	2387	1500	2248	2493	1251	1770	1037	1931	2239	1695	1013	2507
Region4323	chr3L	14634566	14635112	.	547	51	25	58	63	15	31	51	42	36	46	33	88
Region4324	chr3L	14635488	14635735	.	248	63	29	73	55	22	21	54	45	41	54	39	111
Region4325	chr3L	14637673	14638523	.	851	262	138	267	212	79	82	112	109	168	180	130	257
Region4326	chr3L	14640020	14640817	.	798	109	56	169	173	39	70	88	105	88	91	85	249
Region4327	chr3L	14642009	14642463	.	455	104	43	109	100	41	43	60	74	59	73	51	155
Region4328	chr3L	14643575	14644229	.	655	84	33	98	110	38	37	61	66	57	63	66	167
Region4329	chr3L	14660458	14660884	.	427	54	23	84	106	25	22	41	56	52	63	36	101
Region4330	chr3L	14754822	14755873	.	1052	1744	1071	955	938	874	979	888	1115	1237	1171	593	940
Region4331	chr3L	14756273	14758448	.	2176	5435	3133	2531	2921	2763	3647	3592	4136	4574	4217	1647	3992
Region4332	chr3L	14758771	14759511	.	741	226	129	95	117	88	107	119	130	150	154	65	107
Region4333	chr3L	14761874	14762237	.	364	228	177	156	126	148	180	203	227	208	192	132	169
Region4334	chr3L	14775683	14776116	.	434	149	81	42	53	50	85	40	41	68	73	20	35
Region4335	chr3L	14781098	14781331	.	234	71	24	16	11	30	31	11	12	44	51	5	20
Region4336	chr3L	14783754	14784192	.	439	155	100	34	33	85	72	27	30	95	112	9	28
Region4337	chr3L	14785234	14787131	.	1898	6950	4349	3353	3809	3208	3799	2793	2993	6081	5118	2345	3906
Region4338	chr3L	14789772	14790660	.	889	1058	563	402	435	482	513	391	461	776	727	241	467
Region4339	chr3L	14801901	14802317	.	417	644	428	188	195	406	508	314	341	483	476	117	150
Region4340	chr3L	14942827	14943095	.	269	29	12	29	22	4	10	7	5	12	14	4	17
Region4341	chr3L	14943813	14944510	.	698	6520	3989	7405	5777	2854	3880	2508	2693	5799	6965	3661	5774
Region4342	chr3L	14945611	14946388	.	778	5764	3397	6716	5389	2856	4072	2894	3108	4935	6170	2946	4856
Region4343	chr3L	14947746	14948196	.	451	10	4	11	14	7	9	8	7	10	10	11	9
Region4344	chr3L	14950011	14950759	.	749	27	15	19	10	11	13	9	4	25	23	10	16
Region4345	chr3L	14953073	14953883	.	811	69	44	94	75	20	41	41	46	51	45	21	39
Region4346	chr3L	14956292	14957242	.	951	23	9	30	34	15	13	27	40	22	20	21	36
Region4347	chr3L	14958511	14958977	.	467	45	41	20	21	19	26	34	39	34	27	29	35
Region4348	chr3L	14960385	14961104	.	720	28	9	27	22	6	14	28	29	11	15	14	14
Region4349	chr3L	14962441	14963100	.	660	7	6	20	13	5	8	17	17	8	10	12	14
Region4350	chr3L	14964172	14965307	.	1136	53	28	34	39	8	18	31	24	29	31	20	19
Region4351	chr3L	14966065	14966700	.	636	17	5	28	34	14	15	24	37	17	22	21	31
Region4352	chr3L	14967408	14968644	.	1237	84	51	60	78	35	66	131	130	90	83	43	71
Region4353	chr3L	14968977	14970151	.	1175	8617	4926	12316	10085	5005	6672	8459	8788	9747	9633	4919	10356
Region4354	chr3L	14971829	14973776	.	1948	5402	3293	9249	7468	3495	4593	6353	6909	6735	6664	5038	9064
Region4355	chr3L	14974593	14976354	.	1762	2848	1470	3947	3184	2788	3569	3597	3885	4450	4505	3419	6562
Region4356	chr3L	14977187	14978038	.	852	2219	1404	2340	1576	1820	2208	1766	1670	1955	2001	1419	1921
Region4357	chr3L	14978478	14978771	.	294	103	60	84	49	68	80	100	119	73	69	46	86
Region4358	chr3L	14982781	14983103	.	323	186	128	167	144	166	193	166	240	139	157	64	101
Region4359	chr3L	14987072	14987497	.	426	1580	1121	195	250	605	727	141	213	811	755	84	206
Region4360	chr3L	14989748	14990657	.	910	420	157	80	87	66	73	38	36	127	132	24	45
Region4361	chr3L	14992153	14992770	.	618	484	285	88	91	87	114	52	68	227	239	55	79
Region4362	chr3L	14995237	14995691	.	455	124	66	46	75	43	56	45	40	103	89	38	70
Region4363	chr3L	14999378	14999745	.	368	385	235	126	167	260	321	200	263	357	303	130	209
Region4364	chr3L	15014394	15014693	.	300	0	2	1	1	2	3	1	1	1	2	0	2
Region4365	chr3L	15021055	15021438	.	384	32	22	11	10	14	19	11	14	28	26	10	26
Region4366	chr3L	15025728	15026229	.	502	6	2	3	5	2	6	3	2	14	15	2	6
Region4367	chr3L	15031772	15032062	.	291	1	1	0	0	3	3	3	0	3	0	3	2
Region4368	chr3L	15039468	15039994	.	527	8	3	6	9	4	5	2	2	14	15	2	6
Region4369	chr3L	15040380	15041028	.	649	39	15	14	11	7	11	6	1	37	43	13	15
Region4370	chr3L	15042982	15044352	.	1371	981	593	223	277	422	544	249	348	1837	1757	639	1164
Region4371	chr3L	15045051	15045601	.	551	25	13	22	8	12	20	14	13	36	51	36	16
Region4372	chr3L	15072072	15072584	.	513	301	217	95	124	429	538	495	674	186	215	50	148
Region4373	chr3L	15079332	15079718	.	387	3371	2486	960	1482	3147	3252	1946	2955	4541	3353	588	2355
Region4374	chr3L	15085059	15085311	.	253	11	12	7	5	7	10	3	9	13	5	10	15
Region4375	chr3L	15094260	15095008	.	749	795	513	564	547	493	499	517	662	683	607	370	600
Region4376	chr3L	15099159	15099432	.	274	20	10	31	34	14	16	35	33	33	34	17	21
Region4377	chr3L	15101371	15101966	.	596	79	42	65	64	37	41	57	67	60	53	48	83
Region4378	chr3L	15104133	15104874	.	742	72	42	97	71	40	38	63	74	67	71	33	82
Region4379	chr3L	15125013	15125654	.	642	568	334	296	224	243	260	103	117	445	481	365	474
Region4380	chr3L	15136542	15137063	.	522	878	549	319	323	415	428	327	424	455	524	172	302
Region4381	chr3L	15141215	15142742	.	1528	2706	1607	2858	3404	1904	2428	2548	2999	2108	1704	1229	2537
Region4382	chr3L	15144332	15144687	.	356	721	443	384	351	458	485	479	578	611	471	236	436
Region4383	chr3L	15146710	15147230	.	521	351	212	35	26	252	297	99	134	218	204	27	97
Region4384	chr3L	15158313	15158577	.	265	487	306	501	463	229	290	332	472	279	293	256	371
Region4385	chr3L	15161602	15162078	.	477	292	163	177	221	196	200	313	413	185	140	75	181
Region4386	chr3L	15163227	15163750	.	524	178	102	92	113	90	80	91	82	121	119	40	85
Region4387	chr3L	15172897	15173296	.	400	32	21	10	7	13	6	5	4	22	16	6	9
Region4388	chr3L	15223440	15224181	.	742	34	17	10	4	13	15	6	3	19	18	7	5
Region4389	chr3L	15232644	15233361	.	718	76	35	16	7	20	38	11	7	64	65	17	15
Region4390	chr3L	15234296	15234842	.	547	163	97	27	35	85	102	43	48	93	108	29	44
Region4391	chr3L	15235154	15235836	.	683	3583	2511	2669	3791	2345	3210	2440	3496	3389	3138	1482	3697
Region4392	chr3L	15236072	15236350	.	279	197	94	63	48	103	177	88	86	173	171	91	200
Region4393	chr3L	15261743	15263107	.	1365	78	32	34	30	34	34	12	16	29	31	13	33
Region4394	chr3L	15304206	15304847	.	642	68	44	54	45	32	39	23	27	44	63	45	107
Region4395	chr3L	15313065	15313729	.	665	19	12	14	6	9	9	12	6	11	20	8	22
Region4396	chr3L	15314572	15315151	.	580	2	7	5	6	5	3	9	9	5	7	3	12
Region4397	chr3L	15315389	15315867	.	479	24	6	14	15	18	15	11	13	17	20	15	11
Region4398	chr3L	15320556	15320975	.	420	18	22	18	15	6	16	20	23	21	8	14	12
Region4399	chr3L	15321249	15321547	.	299	6	2	14	14	7	8	18	23	10	3	7	13
Region4400	chr3L	15323274	15323740	.	467	15	12	9	7	8	12	11	15	7	8	16	6
Region4401	chr3L	15329524	15330938	.	1415	108	64	102	128	86	107	141	181	96	85	58	119
Region4402	chr3L	15331767	15332784	.	1018	26	18	12	21	20	33	69	63	25	8	15	28
Region4403	chr3L	15336177	15336941	.	765	4486	3083	4055	5150	2781	3620	3286	4821	4251	3399	1930	5440
Region4404	chr3L	15352145	15352487	.	343	4	5	7	3	8	8	9	8	8	8	5	5
Region4405	chr3L	15354737	15355177	.	441	10	3	6	1	4	9	4	5	13	4	4	7
Region4406	chr3L	15498805	15499177	.	373	229	150	109	113	106	139	91	117	207	163	51	94
Region4407	chr3L	15507400	15510152	.	2753	13467	6451	584	483	2882	3818	603	775	5979	5807	363	579
Region4408	chr3L	15511693	15512091	.	399	448	191	82	90	97	108	60	72	131	121	26	53
Region4409	chr3L	15516697	15517258	.	562	2717	1565	1402	1689	1350	1535	784	1206	1901	1840	802	1868
Region4410	chr3L	15535145	15535506	.	362	893	673	1783	2555	681	863	942	1277	1097	911	620	1665
Region4411	chr3L	15538212	15538780	.	569	27	11	119	82	28	32	55	32	21	28	38	59
Region4412	chr3L	15554000	15554590	.	591	455	296	406	354	239	361	391	372	343	305	306	452
Region4413	chr3L	15563573	15563888	.	316	247	168	322	373	163	189	335	373	216	203	219	370
Region4414	chr3L	15565890	15566347	.	458	192	154	162	142	134	160	156	202	151	157	178	171
Region4415	chr3L	15580283	15581081	.	799	1009	551	466	404	617	751	579	744	676	745	308	555
Region4416	chr3L	15588022	15588451	.	430	190	137	83	65	106	123	78	120	176	186	57	84
Region4417	chr3L	15588733	15589811	.	1079	2376	1517	1330	1383	1350	1703	1353	1702	2130	1853	1037	1846
Region4418	chr3L	15593072	15593698	.	627	139	69	44	45	128	143	71	99	200	229	60	178
Region4419	chr3L	15594188	15594630	.	443	159	84	60	71	84	108	74	74	175	199	53	190
Region4420	chr3L	15619537	15620397	.	861	830	570	507	651	594	585	612	626	714	692	393	661
Region4421	chr3L	15638285	15638921	.	637	14	9	18	11	5	10	16	10	12	15	8	17
Region4422	chr3L	15665430	15666537	.	1108	19	12	18	12	6	14	8	11	33	28	9	20
Region4423	chr3L	15670664	15671153	.	490	8	4	14	12	6	7	5	5	15	10	11	11
Region4424	chr3L	15699400	15700436	.	1037	4379	3130	3202	3321	2379	3154	2521	3930	3664	3622	1985	3698
Region4425	chr3L	15700712	15701126	.	415	38	20	41	36	8	20	22	29	33	41	17	35
Region4426	chr3L	15701337	15702293	.	957	43	25	31	12	9	22	13	12	37	35	19	18
Region4427	chr3L	15703300	15704232	.	933	40	24	54	49	13	26	32	21	38	78	36	41
Region4428	chr3L	15711068	15712595	.	1528	63	31	37	37	23	21	13	18	47	44	26	25
Region4429	chr3L	15713429	15714488	.	1060	47	28	34	35	18	15	18	28	20	22	16	23
Region4430	chr3L	15714971	15715570	.	600	29	15	11	8	6	8	4	4	11	11	6	11
Region4431	chr3L	15727667	15728624	.	958	3576	2730	4135	3911	2619	3700	3776	5363	3879	3491	2161	5329
Region4432	chr3L	15729036	15729771	.	736	1761	1115	1340	1495	784	1108	1088	1455	1504	1536	1098	1659
Region4433	chr3L	15731722	15732679	.	958	31	18	26	17	14	18	41	16	38	30	25	52
Region4434	chr3L	15756035	15756895	.	861	52	25	13	10	13	15	6	3	34	30	7	12
Region4435	chr3L	15760356	15760607	.	252	10	7	4	3	9	12	8	8	8	6	8	5
Region4436	chr3L	15783839	15784111	.	273	3	1	1	3	0	2	2	5	1	0	2	9
Region4437	chr3L	15785214	15785628	.	415	5	2	2	1	3	3	6	3	6	5	5	3
Region4438	chr3L	15786955	15787378	.	424	6	0	0	1	0	2	1	1	3	8	3	2
Region4439	chr3L	15787616	15787992	.	377	2	4	2	0	1	2	0	1	4	5	3	4
Region4440	chr3L	15801959	15802752	.	794	35	31	15	17	20	24	20	15	41	38	26	13
Region4441	chr3L	15804658	15805491	.	834	22	11	12	11	4	12	4	5	12	15	11	10
Region4442	chr3L	15806747	15807815	.	1069	36	23	7	9	8	15	8	18	19	16	13	10
Region4443	chr3L	15815562	15816534	.	973	278	173	454	537	232	284	598	764	266	266	255	514
Region4444	chr3L	15825460	15826303	.	844	440	252	260	295	275	260	239	200	332	371	130	294
Region4445	chr3L	15826863	15827175	.	313	1039	542	442	447	668	633	706	905	764	633	274	580
Region4446	chr3L	15832129	15832734	.	606	336	201	176	175	175	221	161	188	272	300	122	173
Region4447	chr3L	15924674	15925148	.	475	28	15	4	5	128	125	36	51	45	34	17	28
Region4448	chr3L	15937955	15938210	.	256	26	20	65	67	25	33	80	78	28	24	33	36
Region4449	chr3L	15952942	15953375	.	434	685	417	174	223	983	976	436	596	526	495	209	257
Region4450	chr3L	15967640	15968508	.	869	1355	923	574	651	1103	1254	775	1021	1568	1569	540	958
Region4451	chr3L	15982626	15983293	.	668	393	252	334	389	284	348	465	560	378	324	244	429
Region4452	chr3L	15986134	15986647	.	514	84	51	79	55	108	97	61	73	76	66	43	98
Region4453	chr3L	15988153	15988725	.	573	604	417	287	292	257	315	417	491	399	423	202	363
Region4454	chr3L	16004477	16004739	.	263	1361	858	578	875	734	718	542	851	1401	1007	384	848
Region4455	chr3L	16011335	16012056	.	722	1861	1086	700	1199	1032	1065	1056	1381	1565	1318	435	1075
Region4456	chr3L	16012304	16013318	.	1015	46	29	12	10	25	18	18	12	17	28	18	25
Region4457	chr3L	16015565	16015855	.	291	2	4	9	1	4	3	1	2	2	3	1	14
Region4458	chr3L	16016353	16018308	.	1956	99	66	35	27	116	115	37	23	119	122	29	53
Region4459	chr3L	16018706	16019218	.	513	21	14	7	6	19	17	4	2	30	23	6	14
Region4460	chr3L	16020879	16021485	.	607	7	2	7	4	5	11	8	9	12	7	8	21
Region4461	chr3L	16023141	16023641	.	501	7232	4446	2933	3603	3809	4610	3041	4023	5534	5345	2419	4043
Region4462	chr3L	16024977	16025767	.	791	117	70	93	76	228	294	167	194	260	255	114	310
Region4463	chr3L	16027231	16027767	.	537	47	30	45	48	105	112	63	95	128	145	67	146
Region4464	chr3L	16029010	16029462	.	453	182	106	76	73	178	244	101	158	296	280	128	267
Region4465	chr3L	16034535	16034846	.	312	46	23	17	17	41	30	14	17	27	25	17	34
Region4466	chr3L	16043357	16044706	.	1350	539	292	496	498	393	489	690	705	550	550	497	1105
Region4467	chr3L	16045099	16045393	.	295	113	58	128	98	74	97	167	166	110	108	113	248
Region4468	chr3L	16046664	16047514	.	851	2919	1939	2070	2267	1726	2069	2033	2480	2549	2398	1413	2228
Region4469	chr3L	16048973	16049520	.	548	94	61	88	60	74	67	77	85	105	95	36	85
Region4470	chr3L	16049949	16051313	.	1365	111	67	141	124	130	169	297	327	144	133	123	275
Region4471	chr3L	16051784	16053127	.	1344	913	609	682	667	680	808	639	811	852	666	510	742
Region4472	chr3L	16087229	16087679	.	451	2142	1336	887	841	1312	1497	1118	1573	1849	1791	775	1172
Region4473	chr3L	16090075	16090740	.	666	1071	690	503	520	680	734	505	593	831	810	409	544
Region4474	chr3L	16113068	16114636	.	1569	6399	4029	2677	2549	3093	3805	2619	3637	5267	4788	1973	2758
Region4475	chr3L	16129427	16129931	.	505	1307	998	1050	1023	1051	1045	1223	1652	1257	1206	836	1467
Region4476	chr3L	16131862	16132300	.	439	284	179	127	119	203	210	125	129	178	222	100	134
Region4477	chr3L	16164239	16164506	.	268	97	49	26	30	42	60	71	93	66	31	34	76
Region4478	chr3L	16176897	16177167	.	271	14	4	8	10	2	2	1	3	7	0	2	3
Region4479	chr3L	16177485	16177829	.	345	47	20	26	21	20	18	12	12	12	11	6	5
Region4480	chr3L	16178413	16178911	.	499	14	13	18	17	7	13	5	4	20	9	9	2
Region4481	chr3L	16231857	16232327	.	471	301	197	162	169	194	240	201	246	248	257	147	225
Region4482	chr3L	16351714	16352200	.	487	201	147	90	84	126	111	80	86	129	172	63	70
Region4483	chr3L	16366337	16366761	.	425	7	11	7	3	11	13	9	11	11	14	11	8
Region4484	chr3L	16378428	16378760	.	333	374	256	204	232	253	316	244	339	299	252	146	213
Region4485	chr3L	16381538	16381861	.	324	140	52	91	83	87	91	86	60	110	122	56	79
Region4486	chr3L	16385393	16386020	.	628	535	364	224	211	358	412	251	309	427	475	222	261
Region4487	chr3L	16407794	16412017	.	4224	10480	5270	4315	4030	4760	5430	3696	4301	7929	6889	2333	4673
Region4488	chr3L	16412349	16412645	.	297	3	2	3	4	2	1	2	0	2	5	0	6
Region4489	chr3L	16416826	16417098	.	273	76	37	17	12	30	30	11	7	52	35	6	14
Region4490	chr3L	16419047	16419412	.	366	188	149	51	60	123	175	69	88	156	151	52	68
Region4491	chr3L	16452010	16452379	.	370	22	16	4	8	10	6	8	2	10	5	2	0
Region4492	chr3L	16473247	16473700	.	454	61	47	30	43	27	40	66	69	49	49	82	54
Region4493	chr3L	16475531	16476214	.	684	93	48	62	57	36	67	87	106	49	63	48	85
Region4494	chr3L	16483319	16484541	.	1223	8453	5715	5596	8239	3709	4964	5180	6783	7519	7607	2621	10432
