"ENSEMBL"	"ENTREZID"	"SYMBOL"
"FBgn0037879"	"41348"	"scpr-C"
"FBgn0037880"	"41349"	"CG17726"
"FBgn0037881"	"41350"	"GCC88"
"FBgn0037882"	"41351"	"CG17187"
"FBgn0037883"	"41352"	"CG14701"
"FBgn0037884"	"41353"	"Arfip"
"FBgn0037885"	"41354"	"CG17721"
"FBgn0051441"	"326139"	"CG31441"
"FBgn0051388"	"41355"	"CG31388"
"FBgn0037888"	"41357"	"scpr-B"
"FBgn0037889"	"41358"	"scpr-A"
"FBgn0037890"	"41359"	"CG17734"
"FBgn0037891"	"41360"	"CG5214"
"FBgn0004595"	"41363"	"pros"
"FBgn0026064"	"41362"	"KP78a"
"FBgn0026063"	"41361"	"KP78b"
"FBgn0037892"	"41364"	"mRpL40"
"FBgn0264694"	"41365"	"mgr"
"FBgn0011774"	"117419"	"Irbp"
"FBgn0037894"	"41367"	"Ranbp9"
"FBgn0037895"	"41368"	"CG6723"
"FBgn0037897"	"41370"	"CG5270"
"FBgn0037898"	"41371"	"CG18643"
"FBgn0037899"	"41372"	"RpL24-like"
"FBgn0037900"	"41373"	"CG5276"
"FBgn0037901"	"41374"	"CG6744"
"FBgn0037902"	"41375"	"CG5281"
"FBgn0051374"	"41377"	"sals"
"FBgn0046225"	"41376"	"CG17230"
"FBgn0037911"	"41384"	"CG10898"
"FBgn0263316"	"41387"	"Mrp4"
"FBgn0037915"	"41388"	"CG6790"
"FBgn0037916"	"41389"	"CG5342"
"FBgn0037917"	"41390"	"wkd"
"FBgn0037918"	"41391"	"CG6791"
"FBgn0051363"	"41392"	"Jupiter"
"FBgn0037920"	"41393"	"CG14710"
"FBgn0037921"	"41394"	"CG6808"
"FBgn0037922"	"41395"	"CG14711"
"FBgn0037923"	"41396"	"CG6813"
"FBgn0042205"	"59239"	"CG18764"
"FBgn0037924"	"41397"	"CG14712"
"FBgn0262081"	"41398"	"Csk"
"FBgn0037926"	"41399"	"Elp1"
"FBgn0259227"	"41401"	"CG42327"
"FBgn0037930"	"41403"	"CG14715"
"FBgn0037931"	"41404"	"CG18476"
"FBgn0011290"	"41406"	"Taf12"
"FBgn0037933"	"41407"	"Ho"
"FBgn0037934"	"41408"	"CG6830"
"FBgn0037935"	"41409"	"CG6834"
"FBgn0037936"	"41410"	"CG6908"
"FBgn0042110"	"59149"	"CG18765"
"FBgn0037941"	"41416"	"CG12594"
"FBgn0037942"	"41417"	"CG14721"
"FBgn0002906"	"41366"	"Blm"
"FBgn0037943"	"41419"	"CG14722"
"FBgn0037944"	"41420"	"CG6923"
"FBgn0017581"	"44672"	"Lk6"
"FBgn0265276"	"41423"	"l(3)neo38"
"FBgn0037949"	"41425"	"CG17360"
"FBgn0037950"	"41426"	"HisCl1"
"FBgn0025802"	"41427"	"Sbf"
"FBgn0051116"	"41428"	"ClC-a"
"FBgn0259139"	"41431"	"glo"
"FBgn0019624"	"41432"	"COX5A"
"FBgn0037955"	"41433"	"CG6950"
"FBgn0003312"	"44858"	"sad"
"FBgn0037958"	"41436"	"CG6962"
"FBgn0051368"	"41437"	"CG31368"
"FBgn0037960"	"41438"	"mthl5"
"FBgn0037962"	"41440"	"CG6971"
"FBgn0037963"	"41441"	"Cad87A"
"FBgn0051211"	"41443"	"CG31211"
"FBgn0013275"	"44920"	"Hsp70Ab"
"FBgn0013275"	"48581"	"Hsp70Aa"
"FBgn0013276"	"44920"	"Hsp70Ab"
"FBgn0013276"	"48581"	"Hsp70Aa"
"FBgn0260741"	"41445"	"CG3281"
"FBgn0000147"	"41446"	"aurA"
"FBgn0260742"	"41447"	"CG12213"
"FBgn0260743"	"41448"	"GC1"
"FBgn0260744"	"41450"	"Tango9"
"FBgn0037970"	"41449"	"GC2"
"FBgn0037972"	"41451"	"CG10005"
"FBgn0037973"	"41452"	"CG18547"
"FBgn0037974"	"41453"	"CG12224"
"FBgn0037975"	"41454"	"CG3397"
"FBgn0260745"	"41455"	"mfas"
"FBgn0260746"	"41457"	"Ect3"
"FBgn0037978"	"41458"	"KLHL18"
"FBgn0037979"	"41459"	"GCC185"
"FBgn0037980"	"41460"	"DCAF12"
"FBgn0037981"	"41461"	"Spt3"
"FBgn0037989"	"41469"	"ATP8B"
"FBgn0051361"	"41470"	"dpr17"
"FBgn0037992"	"41472"	"CG4702"
"FBgn0037993"	"41473"	"dpr15"
"FBgn0037998"	"41479"	"Cog1"
"FBgn0037999"	"41480"	"CG4860"
"FBgn0003651"	"41491"	"svp"
"FBgn0038012"	"41494"	"CG10013"
"FBgn0038013"	"41495"	"CG10038"
"FBgn0038014"	"41496"	"CG10041"
"FBgn0038016"	"41498"	"MBD-R2"
"FBgn0038020"	"41502"	"GstD9"
"FBgn0001149"	"41503"	"GstD1"
"FBgn0010041"	"48338"	"GstD5"
"FBgn0010043"	"48340"	"GstD7"
"FBgn0010044"	"48341"	"GstD8"
"FBgn0038028"	"41511"	"CG10035"
"FBgn0038029"	"41512"	"GstD11"
"FBgn0085431"	"41513"	"CG34402"
"FBgn0038033"	"3771756"	"CG10097"
"FBgn0038032"	"3772183"	"CG10096"
"FBgn0038037"	"41520"	"Cyp9f2"
"FBgn0038038"	"41521"	"CG5167"
"FBgn0038039"	"41522"	"CG5196"
"FBgn0000455"	"47769"	"Dip-C"
"FBgn0082831"	"41524"	"pps"
"FBgn0038042"	"41525"	"Scgbeta"
"FBgn0038043"	"41526"	"CG17202"
"FBgn0004103"	"49260"	"Pp1-87B"
"FBgn0038046"	"41529"	"CG5641"
"FBgn0038047"	"41530"	"CG5245"
"FBgn0086134"	"41531"	"Prosalpha2"
"FBgn0029512"	"41532"	"Aos1"
"FBgn0038049"	"41533"	"CG5844"
"FBgn0043043"	"41536"	"Desat2"
"FBgn0086687"	"117369"	"Desat1"
"FBgn0038053"	"41538"	"CG18549"
"FBgn0038054"	"41539"	"CG5509"
"FBgn0038055"	"41540"	"trus"
"FBgn0038056"	"41541"	"CG5961"
"FBgn0038057"	"41542"	"CG12267"
"FBgn0038058"	"41543"	"CG5608"
"FBgn0013277"	"44921"	"Hsp70Ba"
"FBgn0051354"	"50022"	"Hsp70Bbb"
"FBgn0013278"	"44921"	"Hsp70Ba"
"FBgn0013278"	"48582"	"Hsp70Bb"
"FBgn0013278"	"48583"	"Hsp70Bc"
"FBgn0013279"	"44921"	"Hsp70Ba"
"FBgn0013279"	"48582"	"Hsp70Bb"
"FBgn0013279"	"48583"	"Hsp70Bc"
"FBgn0250910"	"3885573"	"Octbeta3R"
"FBgn0038063"	"41549"	"Octbeta2R"
"FBgn0005671"	"41550"	"Vha55"
"FBgn0038065"	"41551"	"Snx3"
"FBgn0260444"	"41552"	"Not10"
"FBgn0042207"	"59241"	"CG18530"
"FBgn0038067"	"41554"	"CG11598"
"FBgn0038068"	"41555"	"CG11600"
"FBgn0038069"	"41556"	"CG11608"
"FBgn0038070"	"41557"	"CG6753"
"FBgn0038071"	"41558"	"Dtg"
"FBgn0038072"	"41559"	"CG6225"
"FBgn0038073"	"41560"	"CG14395"
"FBgn0263621"	"12797893"	"CG43630"
"FBgn0026207"	"41562"	"mbo"
"FBgn0038076"	"41563"	"Cyp313a4"
"FBgn0001296"	"45883"	"kar"
"FBgn0005355"	"41565"	"Su(fu)"
"FBgn0011745"	"41566"	"Arp1"
"FBgn0016693"	"41569"	"Past1"
"FBgn0038080"	"41570"	"CG12279"
"FBgn0002905"	"41571"	"mus308"
"FBgn0002719"	"47173"	"Men"
"FBgn0038082"	"41573"	"CG5724"
"FBgn0040493"	"41587"	"grsm"
"FBgn0087021"	"41585"	"Spc25"
"FBgn0038095"	"41586"	"Cyp304a1"
"FBgn0038098"	"41589"	"CG7381"
"FBgn0038100"	"41591"	"Paip2"
"FBgn0051342"	"41592"	"CG31342"
"FBgn0038106"	"41597"	"CG7488"
"FBgn0265083"	"14462463"	"CG44194"
"FBgn0038107"	"41598"	"CG17327"
"FBgn0038108"	"41599"	"CG7518"
"FBgn0038110"	"41601"	"CG8031"
"FBgn0020496"	"41602"	"CtBP"
"FBgn0283438"	"26067077"	"CG46280"
"FBgn0283439"	"26067078"	"CG46281"
"FBgn0002354"	"49762"	"l(3)87Df"
"FBgn0003308"	"41605"	"ry"
"FBgn0038113"	"41606"	"CG11668"
"FBgn0001217"	"41609"	"Hsc70-2"
"FBgn0038115"	"41610"	"CG7966"
"FBgn0260962"	"41611"	"pic"
"FBgn0004666"	"41612"	"sim"
"FBgn0038118"	"41615"	"timeout"
"FBgn0260793"	"41616"	"2mit"
"FBgn0038128"	"41626"	"Ravus"
"FBgn0003598"	"41627"	"Su(var)3-7"
"FBgn0038129"	"41628"	"TBC1D5"
"FBgn0038134"	"41633"	"wntD"
"FBgn0038135"	"41634"	"CG8773"
"FBgn0038136"	"41635"	"CG8774"
"FBgn0052473"	"41636"	"CG32473"
"FBgn0086371"	"41641"	"poly"
"FBgn0038143"	"41644"	"CG9813"
"FBgn0044511"	"318249"	"mRpS21"
"FBgn0038145"	"41646"	"Droj2"
"FBgn0038146"	"41647"	"CG9799"
"FBgn0038149"	"41650"	"GILT1"
"FBgn0053977"	"3885575"	"CG33977"
"FBgn0038150"	"41651"	"yellow-e3"
"FBgn0038151"	"41652"	"yellow-e2"
"FBgn0041711"	"41653"	"yellow-e"
"FBgn0000046"	"48632"	"Act87E"
"FBgn0004049"	"41656"	"yrt"
"FBgn0038156"	"41657"	"CG14372"
"FBgn0038163"	"41665"	"CG10841"
"FBgn0263396"	"41666"	"sqd"
"FBgn0015778"	"47998"	"rin"
"FBgn0010258"	"41668"	"Rbp4"
"FBgn0004237"	"48535"	"Hrb87F"
"FBgn0004587"	"41670"	"B52"
"FBgn0038165"	"41671"	"Task6"
"FBgn0038166"	"41672"	"CG9588"
"FBgn0038167"	"41673"	"Lkb1"
"FBgn0038168"	"41674"	"omd"
"FBgn0024555"	"41675"	"flfl"
"FBgn0038170"	"41676"	"CG14367"
"FBgn0028487"	"41677"	"f-cup"
"FBgn0002937"	"41678"	"ninaB"
"FBgn0038172"	"41679"	"Adgf-D"
"FBgn0051469"	"261628"	"CG31469"
"FBgn0040077"	"3772179"	"primo-1"
"FBgn0085412"	"5740131"	"CG34383"
"FBgn0038179"	"41686"	"CG9312"
"FBgn0038180"	"41687"	"Cht5"
"FBgn0038181"	"41688"	"CG9297"
"FBgn0260464"	"41689"	"CG9288"
"FBgn0259721"	"7354380"	"CG42375"
"FBgn0038183"	"41690"	"CG9286"
"FBgn0000454"	"48450"	"Dip-B"
"FBgn0259733"	"7354377"	"tal-AA"
"FBgn0266464"	"41694"	"Nsf2"
"FBgn0051495"	"261626"	"CG31495"
"FBgn0008646"	"45396"	"E5"
"FBgn0000576"	"41697"	"ems"
"FBgn0016672"	"41701"	"Ipp"
"FBgn0038191"	"41702"	"CG9925"
"FBgn0015270"	"41703"	"Orc2"
"FBgn0264493"	"41704"	"rdx"
"FBgn0038194"	"41706"	"Cyp6d5"
"FBgn0038195"	"41707"	"CG3061"
"FBgn0038196"	"41708"	"CG9922"
"FBgn0038197"	"41709"	"foxo"
"FBgn0038202"	"41714"	"CG12402"
"FBgn0038205"	"41717"	"Kif19A"
"FBgn0020510"	"41718"	"Abi"
"FBgn0038206"	"41719"	"twf"
"FBgn0010340"	"41720"	"140up"
"FBgn0262955"	"41721"	"RpII140"
"FBgn0038208"	"41723"	"CG14355"
"FBgn0051326"	"41728"	"CG31326"
"FBgn0027083"	"41733"	"MetRS-m"
"FBgn0038217"	"41734"	"CG14840"
"FBgn0038218"	"41735"	"CG14841"
"FBgn0003862"	"41737"	"trx"
"FBgn0285913"	"41738"	"red"
"FBgn0038221"	"41739"	"CG3259"
"FBgn0003567"	"41740"	"su(Hw)"
"FBgn0004855"	"41741"	"RpII15"
"FBgn0051321"	"318681"	"CG31321"
"FBgn0013767"	"41742"	"Crz"
"FBgn0011474"	"41743"	"PR-Set7"
"FBgn0038223"	"41744"	"Afti"
"FBgn0038224"	"41745"	"ATPsynE"
"FBgn0003480"	"41746"	"spn-B"
"FBgn0024321"	"41747"	"NK7.1"
"FBgn0051320"	"318680"	"HEATR2"
"FBgn0285955"	"41749"	"cv-c"
"FBgn0038233"	"41756"	"HtrA2"
"FBgn0038234"	"41757"	"mRpL11"
"FBgn0038235"	"41758"	"CG8461"
"FBgn0038237"	"41760"	"Pde6"
"FBgn0038241"	"41764"	"CG8087"
"FBgn0051313"	"318677"	"CG31313"
"FBgn0038243"	"41766"	"CG8066"
"FBgn0004629"	"41767"	"Cys"
"FBgn0038244"	"41768"	"CG7987"
"FBgn0020299"	"41770"	"stumps"
"FBgn0003169"	"41772"	"put"
"FBgn0013981"	"41773"	"His4r"
"FBgn0013981"	"318846"	"His4:CG31611"
"FBgn0013981"	"3771854"	"His4:CG33869"
"FBgn0013981"	"3771893"	"His4:CG33909"
"FBgn0013981"	"3771908"	"His4:CG33905"
"FBgn0013981"	"3771935"	"His4:CG33901"
"FBgn0013981"	"3771938"	"His4:CG33899"
"FBgn0013981"	"3771941"	"His4:CG33875"
"FBgn0013981"	"3771947"	"His4:CG33883"
"FBgn0013981"	"3772096"	"His4:CG33897"
"FBgn0013981"	"3772113"	"His4:CG33873"
"FBgn0013981"	"3772129"	"His4:CG33881"
"FBgn0013981"	"3772172"	"His4:CG33885"
"FBgn0013981"	"3772211"	"His4:CG33877"
"FBgn0013981"	"3772254"	"His4:CG33903"
"FBgn0013981"	"3772314"	"His4:CG33893"
"FBgn0013981"	"3772317"	"His4:CG33889"
"FBgn0013981"	"3772319"	"His4:CG33879"
"FBgn0013981"	"3772325"	"His4:CG33895"
"FBgn0013981"	"3772509"	"His4:CG33887"
"FBgn0013981"	"3772519"	"His4:CG33891"
"FBgn0013981"	"3772666"	"His4:CG33907"
"FBgn0013981"	"3772708"	"His4:CG33871"
"FBgn0038248"	"41775"	"CG7886"
"FBgn0038247"	"41774"	"Cad88C"
"FBgn0086686"	"41776"	"l(3)L1231"
"FBgn0038250"	"41777"	"CG3505"
"FBgn0038251"	"41778"	"Hexim"
"FBgn0025808"	"41779"	"Rad17"
"FBgn0265140"	"3772109"	"Meltrin"
"FBgn0262127"	"41783"	"kibra"
"FBgn0038256"	"41784"	"CG7530"
"FBgn0011217"	"41785"	"eff"
"FBgn0263929"	"41788"	"jvl"
"FBgn0038258"	"41787"	"CG7362"
"FBgn0038260"	"41789"	"CG14855"
"FBgn0038261"	"41790"	"CG14856"
"FBgn0038262"	"41791"	"CG14857"
"FBgn0266756"	"3346167"	"btsz"
"FBgn0038268"	"41797"	"CG3631"
"FBgn0038269"	"41798"	"Rrp6"
"FBgn0067629"	"2768669"	"CG33332"
"FBgn0067628"	"2768668"	"CG33331"
"FBgn0004597"	"41801"	"CycC"
"FBgn0038271"	"41800"	"UQCR-C1"
"FBgn0038272"	"41802"	"CG7265"
"FBgn0038273"	"41803"	"CG14860"
"FBgn0038274"	"41804"	"Nup93-2"
"FBgn0038275"	"41805"	"CG3817"
"FBgn0038277"	"41807"	"RpS5b"
"FBgn0028662"	"45247"	"VhaPPA1-1"
"FBgn0038279"	"41809"	"Sdr"
"FBgn0038281"	"41811"	"RpL10Aa"
"FBgn0038282"	"2768670"	"dpr9"
"FBgn0038285"	"41815"	"CG6974"
"FBgn0038286"	"41816"	"CG6966"
"FBgn0261859"	"41817"	"CG42788"
"FBgn0038290"	"41820"	"CG6912"
"FBgn0038291"	"41821"	"CG3984"
"FBgn0266064"	"41823"	"GlyS"
"FBgn0038295"	"41825"	"Gyc88E"
"FBgn0038296"	"41826"	"CG6752"
"FBgn0260659"	"8674000"	"CG42542"
"FBgn0038300"	"41830"	"Mau2"
"FBgn0038301"	"41831"	"CG6654"
"FBgn0038302"	"41832"	"CG4210"
"FBgn0038303"	"41833"	"SIDL"
"FBgn0038304"	"41834"	"CG12241"
"FBgn0051155"	"261631"	"Rpb7"
"FBgn0051344"	"41835"	"CG31344"
"FBgn0263979"	"41836"	"Caf1-55"
"FBgn0038306"	"41837"	"Art3"
"FBgn0038307"	"41838"	"mRpS10"
"FBgn0085345"	"5740757"	"CG34316"
"FBgn0045035"	"41839"	"tefu"
"FBgn0266599"	"41840"	"Hsc70-4"
"FBgn0259823"	"41842"	"CG42404"
"FBgn0263740"	"41843"	"eIF2gamma"
"FBgn0263755"	"41483"	"Su(var)3-9"
"FBgn0014879"	"41844"	"Set"
"FBgn0016691"	"41845"	"ATPsynO"
"FBgn0038311"	"41846"	"CG14864"
"FBgn0038312"	"41847"	"Zip88E"
"FBgn0000283"	"41848"	"Cp190"
"FBgn0038313"	"41849"	"CG4338"
"FBgn0027378"	"41850"	"MRG15"
"FBgn0011476"	"41851"	"l(3)neo43"
"FBgn0003721"	"41852"	"Tm1"
"FBgn0266745"	"19836177"	"CG45218"
"FBgn0038316"	"41855"	"CG6276"
"FBgn0026441"	"44451"	"ear"
"FBgn0038318"	"41857"	"CG6236"
"FBgn0038319"	"41859"	"mRpL9"
"FBgn0013269"	"41860"	"FK506-bp1"
"FBgn0038320"	"41861"	"Sra-1"
"FBgn0038321"	"41863"	"CG6218"
"FBgn0021750"	"41862"	"SerRS-m"
"FBgn0019925"	"41864"	"Surf4"
"FBgn0051301"	"41865"	"CG31301"
"FBgn0261679"	"318709"	"CG42726"
"FBgn0261680"	"10178870"	"CG42727"
"FBgn0266722"	"41866"	"Trs33"
"FBgn0038324"	"41867"	"CG5038"
"FBgn0038325"	"41868"	"Atg4b"
"FBgn0038326"	"41869"	"CG5044"
"FBgn0026634"	"41870"	"ldlCp"
"FBgn0038327"	"41871"	"Trax"
"FBgn0026737"	"41872"	"CG6171"
"FBgn0085433"	"41873"	"CG34404"
"FBgn0038330"	"41875"	"CG14868"
"FBgn0038332"	"41877"	"CG6136"
"FBgn0038331"	"41876"	"Ccm3"
"FBgn0262483"	"41880"	"Rbp"
"FBgn0038337"	"41882"	"CG6125"
"FBgn0041188"	"41883"	"Atx2"
"FBgn0038339"	"41884"	"CG6118"
"FBgn0000047"	"41885"	"Act88F"
"FBgn0038342"	"41888"	"B9d1"
"FBgn0038344"	"41891"	"obe"
"FBgn0264776"	"41893"	"CG44014"
"FBgn0267408"	"41894"	"AOX1"
"FBgn0038348"	"41895"	"AOX2"
"FBgn0038349"	"41896"	"AOX3"
"FBgn0038350"	"41897"	"AOX4"
"FBgn0263041"	"12798414"	"CG43336"
"FBgn0053207"	"41899"	"pxb"
"FBgn0038360"	"41907"	"CG9590"
"FBgn0038361"	"41908"	"CG9589"
"FBgn0000246"	"47765"	"c(3)G"
"FBgn0038363"	"41910"	"Acyp2"
"FBgn0262527"	"41911"	"nsl1"
"FBgn0038365"	"41912"	"CG9593"
"FBgn0026616"	"41913"	"alpha-Man-IIb"
"FBgn0003227"	"49241"	"rec"
"FBgn0038366"	"41914"	"CG4576"
"FBgn0263023"	"12798422"	"CG43318"
"FBgn0263022"	"41916"	"CG43317"
"FBgn0038369"	"41917"	"Arpc3A"
"FBgn0017567"	"44207"	"ND-23"
"FBgn0003483"	"41919"	"spn-E"
"FBgn0038371"	"41920"	"Pbp45"
"FBgn0265048"	"41921"	"cv-d"
"FBgn0038373"	"41922"	"CG4546"
"FBgn0038376"	"41925"	"Hmt-1"
"FBgn0051183"	"41927"	"CG31183"
"FBgn0027657"	"41930"	"glob1"
"FBgn0266566"	"41932"	"CG45105"
"FBgn0038385"	"41935"	"Fbxl7"
"FBgn0085305"	"41934"	"CG34276"
"FBgn0038386"	"41936"	"CG5478"
"FBgn0038387"	"41937"	"blp"
"FBgn0013334"	"41938"	"Sap47"
"FBgn0038388"	"41939"	"CG4287"
"FBgn0038389"	"41940"	"CG5516"
"FBgn0052856"	"318251"	"CG32856"
"FBgn0038390"	"41941"	"Rbf2"
"FBgn0002783"	"41942"	"mor"
"FBgn0022787"	"41943"	"Hel89B"
"FBgn0003507"	"41944"	"srp"
"FBgn0038391"	"41945"	"GATAe"
"FBgn0003117"	"44849"	"pnr"
"FBgn0038394"	"41948"	"CG10264"
"FBgn0038395"	"41949"	"CG10407"
"FBgn0038396"	"41951"	"CG5013"
"FBgn0027948"	"41952"	"msps"
"FBgn0038397"	"41953"	"CG10185"
"FBgn0026059"	"41955"	"Mhcl"
"FBgn0052855"	"318250"	"CG32855"
"FBgn0010379"	"41957"	"Akt1"
"FBgn0003319"	"41958"	"Sb"
"FBgn0038400"	"41959"	"CG5903"
"FBgn0038401"	"41960"	"CG5916"
"FBgn0063649"	"41962"	"CG6006"
"FBgn0038404"	"41963"	"CG8925"
"FBgn0024491"	"41965"	"Bin1"
"FBgn0086370"	"47384"	"sra"
"FBgn0038407"	"41967"	"CG6126"
"FBgn0010438"	"41968"	"mtSSB"
"FBgn0040071"	"53562"	"tara"
"FBgn0040237"	"53565"	"bor"
"FBgn0020407"	"41971"	"asun"
"FBgn0020399"	"41972"	"Mst89B"
"FBgn0261286"	"41973"	"Mat89Ba"
"FBgn0250823"	"49701"	"gish"
"FBgn0038412"	"41975"	"Zip89B"
"FBgn0040271"	"53437"	"Sulf1"
"FBgn0283477"	"53443"	"SF2"
"FBgn0038418"	"41981"	"pad"
"FBgn0027095"	"41983"	"Manf"
"FBgn0038421"	"8674030"	"CG17931"
"FBgn0003513"	"41988"	"ss"
"FBgn0051279"	"318657"	"CG31279"
"FBgn0038424"	"41989"	"CG17565"
"FBgn0038425"	"41990"	"CG14881"
"FBgn0038426"	"41991"	"mRpS33"
"FBgn0038427"	"41992"	"ema"
"FBgn0038428"	"41993"	"CG14894"
"FBgn0038429"	"41994"	"CG14882"
"FBgn0044826"	"41995"	"Pak3"
"FBgn0038431"	"41996"	"CG10405"
"FBgn0038432"	"41997"	"CG14883"
"FBgn0250754"	"7354465"	"CG42232"
"FBgn0027053"	"42000"	"CSN5"
"FBgn0038435"	"42001"	"Gyc89Da"
"FBgn0038436"	"42002"	"Gyc89Db"
"FBgn0038437"	"42004"	"Sdhaf3"
"FBgn0038439"	"42006"	"Cad89D"
"FBgn0028381"	"42008"	"Decay"
"FBgn0259244"	"7354466"	"CG42342"
"FBgn0038445"	"42013"	"CG14891"
"FBgn0038446"	"42014"	"CG14903"
"FBgn0027562"	"42017"	"CG10345"
"FBgn0038448"	"42019"	"CG12783"
"FBgn0022344"	"42020"	"CG10340"
"FBgn0038449"	"42021"	"CG17562"
"FBgn0285925"	"42025"	"Fas1"
"FBgn0015520"	"42026"	"nonA-l"
"FBgn0038453"	"42027"	"Arl6IP1"
"FBgn0038454"	"42028"	"CG10324"
"FBgn0015019"	"42029"	"CCT3"
"FBgn0015351"	"42030"	"CG14906"
"FBgn0038455"	"42031"	"CG14907"
"FBgn0051217"	"42032"	"modSP"
"FBgn0003944"	"42034"	"Ubx"
"FBgn0063261"	"326131"	"CG31275"
"FBgn0000014"	"42037"	"abd-A"
"FBgn0000015"	"47763"	"Abd-B"
"FBgn0015008"	"44964"	"Actn3"
"FBgn0015011"	"42043"	"AhcyL2"
"FBgn0043069"	"64872"	"MESK4"
"FBgn0043069"	"318655"	"CG31274"
"FBgn0038461"	"42045"	"CG3678"
"FBgn0051274"	"64872"	"MESK4"
"FBgn0051274"	"318655"	"CG31274"
"FBgn0038462"	"42046"	"CG17556"
"FBgn0038463"	"42047"	"CG3534"
"FBgn0266917"	"42048"	"Sf3a1"
"FBgn0038465"	"42049"	"Irc"
"FBgn0038466"	"42050"	"CG8907"
"FBgn0038467"	"42051"	"AdSL"
"FBgn0051268"	"318652"	"CG31268"
"FBgn0038469"	"42054"	"CG4009"
"FBgn0038470"	"42055"	"CG18213"
"FBgn0038471"	"42056"	"CG5220"
"FBgn0038472"	"42057"	"CG3995"
"FBgn0266053"	"42058"	"Patr-1"
"FBgn0020493"	"42059"	"Dad"
"FBgn0038473"	"42060"	"Ns1"
"FBgn0038474"	"42061"	"mRpS11"
"FBgn0038475"	"42062"	"Keap1"
"FBgn0038476"	"42063"	"kuk"
"FBgn0266465"	"42064"	"GckIII"
"FBgn0038478"	"42065"	"cal1"
"FBgn0014141"	"42066"	"cher"
"FBgn0038488"	"42076"	"m-cup"
"FBgn0264291"	"42077"	"Det"
"FBgn0038490"	"42078"	"CG5285"
"FBgn0038491"	"42079"	"CG5292"
"FBgn0038492"	"42080"	"Mur89F"
"FBgn0038494"	"42082"	"beat-IIb"
"FBgn0038499"	"42087"	"Brf"
"FBgn0262871"	"42089"	"lute"
"FBgn0028992"	"42091"	"sds22"
"FBgn0025456"	"42092"	"CREG"
"FBgn0038504"	"42093"	"Sur-8"
"FBgn0038505"	"42094"	"CG17283"
"FBgn0038511"	"42100"	"cysu"
"FBgn0261046"	"42103"	"Dscam3"
"FBgn0038515"	"42105"	"CG5823"
"FBgn0038516"	"42106"	"P5cr-2"
"FBgn0010926"	"46201"	"l(3)07882"
"FBgn0025571"	"43912"	"SF1"
"FBgn0038519"	"42109"	"Prx3"
"FBgn0264005"	"42110"	"Hmx"
"FBgn0038524"	"42115"	"sll"
"FBgn0038525"	"42116"	"CG14329"
"FBgn0038532"	"42124"	"CG14322"
"FBgn0038533"	"42125"	"CG7523"
"FBgn0000063"	"42126"	"Mps1"
"FBgn0038535"	"42127"	"alt"
"FBgn0038536"	"42128"	"CG7655"
"FBgn0051251"	"318645"	"CG31251"
"FBgn0051360"	"318698"	"CG31360"
"FBgn0051249"	"42129"	"CG31249"
"FBgn0261885"	"42130"	"osa"
"FBgn0261987"	"42131"	"Pxt"
"FBgn0016650"	"42133"	"Lgr1"
"FBgn0038540"	"42134"	"CG14321"
"FBgn0038542"	"42136"	"TyrR"
"FBgn0262562"	"42137"	"CG43102"
"FBgn0038545"	"42139"	"pasi1"
"FBgn0038546"	"42140"	"CG7379"
"FBgn0038547"	"42141"	"CG17803"
"FBgn0038548"	"42142"	"CG17806"
"FBgn0038549"	"42143"	"CG17802"
"FBgn0038550"	"42144"	"CG17801"
"FBgn0038551"	"42145"	"Odj"
"FBgn0038552"	"42146"	"CG18012"
"FBgn0261649"	"42148"	"tinc"
"FBgn0053547"	"42150"	"Rim"
"FBgn0263995"	"45840"	"cpo"
"FBgn0000477"	"48228"	"DNaseII"
"FBgn0038564"	"42158"	"CG7785"
"FBgn0038565"	"42159"	"CG7794"
"FBgn0010389"	"42160"	"htl"
"FBgn0038566"	"42161"	"CG14317"
"FBgn0003499"	"42162"	"sr"
"FBgn0038569"	"42165"	"CG7218"
"FBgn0022943"	"42166"	"Cbp20"
"FBgn0038570"	"3771951"	"Prx5"
"FBgn0038571"	"3772662"	"CG7215"
"FBgn0042693"	"42169"	"wrd"
"FBgn0261532"	"42171"	"cdm"
"FBgn0038576"	"42173"	"Arp5"
"FBgn0038577"	"42174"	"CG12321"
"FBgn0038578"	"42175"	"MED17"
"FBgn0038579"	"42176"	"CG14313"
"FBgn0011481"	"42177"	"Ssdp"
"FBgn0028499"	"42178"	"CG7985"
"FBgn0038581"	"42179"	"CG14314"
"FBgn0038583"	"42181"	"CG7183"
"FBgn0038582"	"42180"	"CG7988"
"FBgn0038584"	"42182"	"mTerf5"
"FBgn0038585"	"42183"	"Non3"
"FBgn0038586"	"42184"	"CG7168"
"FBgn0011701"	"47285"	"repo"
"FBgn0038588"	"42187"	"CG7156"
"FBgn0020238"	"42186"	"14-3-3epsilon"
"FBgn0038590"	"42189"	"CG12320"
"FBgn0038589"	"42188"	"CG18598"
"FBgn0263757"	"14462484"	"Rpb4"
"FBgn0263738"	"326128"	"Ada2a"
"FBgn0266195"	"59260"	"Tgs1"
"FBgn0261019"	"7354473"	"moi"
"FBgn0038592"	"42191"	"CG18599"
"FBgn0038593"	"42192"	"Vps39"
"FBgn0026250"	"44260"	"eIF1A"
"FBgn0038597"	"42196"	"CG8064"
"FBgn0038598"	"42197"	"CG7131"
"FBgn0010877"	"47260"	"l(3)05822"
