# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/CBP_PPC.featureCount.count.tab.txt" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_CBP_S7.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_input_S1.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_CBP_S8.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_input_S2.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_CBP_S11.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_input_S5.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_CBP_S12.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_input_S6.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_CBP_S9.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_input_S3.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_CBP_S10.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_input_S4.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/Undetermined_S0.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_CBP_S7.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_input_S1.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_CBP_S8.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_input_S2.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_CBP_S11.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_input_S5.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_CBP_S12.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_input_S6.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_CBP_S9.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_input_S3.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_CBP_S10.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_input_S4.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/Undetermined_S0.dm6.bowtie2.sorted.bam
FBtr0339640	3R	12031657	12031807	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082554	3R	12031657	12031807	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082538	3R	12033092	12033242	+	151	9	62	10	49	11	59	6	53	8	51	2	73	6
FBtr0301722	3R	12040478	12040628	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301723	3R	12040478	12040628	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082552	3R	12062844	12062994	-	151	0	53	0	77	0	69	1	66	0	59	0	71	14
FBtr0307016	3R	12079828	12079978	-	151	17	46	12	30	9	42	4	41	12	37	5	53	6
FBtr0339645	3R	12090512	12090662	-	151	21	51	17	51	6	44	5	49	15	43	2	53	5
FBtr0082542	3R	12094826	12094976	+	151	67	46	78	49	14	34	21	67	28	41	14	54	7
FBtr0339641	3R	12095580	12095730	+	151	7	50	8	78	1	54	1	65	4	61	2	66	8
FBtr0339642	3R	12098036	12098186	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082543	3R	12098036	12098186	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082550	3R	12128101	12128251	-	151	234	58	247	63	59	52	50	53	99	49	80	71	16
FBtr0339647	3R	12158495	12158645	-	151	11	47	11	46	4	52	7	75	12	48	5	54	6
FBtr0082547	3R	12166086	12166236	-	151	5	54	7	43	6	55	2	73	5	46	6	62	8
FBtr0082546	3R	12194911	12195061	-	151	13	52	12	35	12	56	5	55	9	37	5	65	12
FBtr0082545	3R	12197891	12198041	+	151	8	45	2	56	6	43	6	49	7	37	2	53	5
FBtr0082625	3R	12210260	12210410	-	151	20	54	15	39	11	46	10	60	21	37	12	45	8
FBtr0306051	3R	12214451	12214601	+	151	28	35	21	50	8	45	7	48	11	39	6	51	10
FBtr0334597	3R	12219586	12219736	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334596	3R	12219586	12219736	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082623	3R	12221364	12221514	-	151	26	35	17	36	9	36	12	50	12	40	13	33	4
FBtr0082559	3R	12222337	12222487	+	151	41	67	29	73	37	55	9	85	25	66	11	64	7
FBtr0302311	3R	12224919	12225069	-	151	18	52	12	50	11	61	5	53	7	50	6	60	7
FBtr0082621	3R	12226239	12226389	-	151	15	56	12	65	7	48	3	80	11	48	7	59	5
FBtr0082560	3R	12229363	12229513	+	151	14	60	12	65	8	45	3	91	5	45	4	60	6
FBtr0082620	3R	12232629	12232779	-	151	4	56	10	52	6	42	8	52	14	51	8	62	8
FBtr0082619	3R	12234584	12234734	-	151	2	51	0	99	5	70	1	71	0	48	0	62	3
FBtr0308561	3R	12236804	12236954	-	151	7	61	3	74	3	69	1	59	5	59	4	60	3
FBtr0082617	3R	12239166	12239316	-	151	16	61	4	66	6	62	7	52	4	40	1	57	7
FBtr0082561	3R	12254137	12254287	+	151	9	61	6	67	4	52	2	67	11	78	3	68	7
FBtr0082562	3R	12258687	12258837	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334691	3R	12258687	12258837	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082563	3R	12281060	12281210	+	151	73	6	89	10	28	12	19	8	35	4	31	5	7
FBtr0331183	3R	12281102	12281252	+	151	16	7	8	11	8	10	2	14	7	20	3	16	3
FBtr0082566	3R	12311303	12311453	+	151	15	49	11	56	7	53	9	64	16	42	4	67	8
FBtr0082567	3R	12323471	12323621	+	151	6	64	6	74	5	59	0	77	4	58	4	79	6
FBtr0082615	3R	12350544	12350694	-	151	318	52	349	67	110	62	67	86	173	83	139	73	28
FBtr0473577	3R	12352003	12352153	-	151	20	55	20	65	16	61	8	52	17	52	10	68	8
FBtr0082611	3R	12356165	12356315	-	151	114	58	86	72	47	64	38	67	63	70	38	63	20
FBtr0082568	3R	12359958	12360108	+	151	24	60	15	59	16	46	10	59	19	35	10	43	5
FBtr0082610	3R	12364580	12364730	-	151	6	71	8	64	1	59	1	79	3	56	6	54	9
FBtr0344263	3R	12367464	12367614	-	151	4	95	0	88	2	79	0	76	0	78	0	77	14
FBtr0100410	3R	12369168	12369318	-	151	50	111	62	132	17	50	16	69	27	41	8	60	8
FBtr0344387	3R	12382591	12382741	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082606	3R	12382591	12382741	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082576	3R	12383286	12383436	+	151	98	57	127	62	23	53	17	43	40	26	32	57	8
FBtr0114565	3R	12384280	12384430	+	151	55	57	59	73	13	48	16	49	20	46	14	54	7
FBtr0112654	3R	12386199	12386349	+	151	1	6	1	6	2	13	2	7	4	3	0	10	1
FBtr0344385	3R	12386232	12386382	+	151	1	5	5	5	2	10	0	4	1	2	4	7	0
FBtr0332162	3R	12387138	12387288	+	151	14	44	14	59	9	55	3	54	8	50	7	58	1
FBtr0082579	3R	12387515	12387665	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082580	3R	12387515	12387665	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0112656	3R	12388800	12388950	+	151	14	48	14	59	14	47	5	48	8	46	2	46	5
FBtr0347003	3R	12392911	12393061	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082604	3R	12392911	12393061	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0347004	3R	12395880	12396030	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344386	3R	12395880	12396030	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100525	3R	12395880	12396030	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0472646	3R	12398829	12398979	-	151	107	253	63	259	10	52	5	62	17	47	4	48	6
FBtr0082600	3R	12401739	12401889	-	151	527	220	619	276	76	83	33	74	88	57	49	62	35
FBtr0082598	3R	12405928	12406078	-	151	0	0	0	1	19	108	12	103	18	60	12	66	7
FBtr0082583	3R	12406482	12406632	+	151	60	81	62	64	8	70	5	71	26	68	13	74	9
FBtr0082584	3R	12408266	12408416	+	151	341	71	378	75	151	76	81	58	228	61	168	69	24
FBtr0082585	3R	12408704	12408854	+	151	48	38	58	50	20	44	18	61	26	45	18	40	8
FBtr0082597	3R	12413455	12413605	-	151	47	45	36	65	22	58	7	67	24	66	13	71	6
FBtr0344982	3R	12413659	12413809	-	151	108	42	82	31	41	43	22	35	51	24	22	39	11
FBtr0304744	3R	12413778	12413928	+	151	98	39	111	34	51	44	30	51	70	30	52	31	8
FBtr0082596	3R	12422329	12422479	-	151	29	59	30	60	9	76	9	71	10	60	11	72	11
FBtr0082595	3R	12425817	12425967	-	151	318	57	331	61	144	73	106	83	159	58	156	58	28
FBtr0082588	3R	12426528	12426678	+	151	16	89	14	63	8	79	6	76	12	69	9	104	10
FBtr0082594	3R	12429182	12429332	-	151	126	59	122	53	55	54	23	74	84	67	45	66	14
FBtr0082589	3R	12429510	12429660	+	151	18	76	15	70	16	60	1	75	15	58	9	67	13
FBtr0082590	3R	12431271	12431421	+	151	233	64	246	81	109	52	67	56	154	51	98	70	17
FBtr0082593	3R	12433722	12433872	-	151	115	60	82	71	58	67	21	66	52	70	35	58	6
FBtr0082591	3R	12434048	12434198	+	151	76	62	39	76	27	80	13	83	34	63	15	70	8
FBtr0082592	3R	12436198	12436348	+	151	10	39	6	56	4	47	2	42	5	48	0	40	5
FBtr0082682	3R	12439039	12439189	-	151	8	69	14	82	5	62	4	78	8	74	7	79	6
FBtr0082626	3R	12439550	12439700	+	151	18	77	15	74	0	82	7	83	11	87	1	102	10
FBtr0082627	3R	12441377	12441527	+	151	23	54	29	62	13	65	10	72	16	59	9	51	5
FBtr0082628	3R	12442051	12442201	+	151	7	58	4	81	9	63	3	70	11	59	6	65	4
FBtr0082629	3R	12443532	12443682	+	151	20	75	19	64	14	69	6	66	18	55	11	64	7
FBtr0082630	3R	12443991	12444141	+	151	20	52	20	62	28	54	15	70	20	45	12	50	7
FBtr0082631	3R	12447603	12447753	+	151	33	61	18	64	6	56	9	60	26	51	12	53	7
FBtr0082632	3R	12449246	12449396	+	151	90	67	92	81	47	74	35	62	64	64	51	69	9
FBtr0082634	3R	12456523	12456673	+	151	94	74	75	64	44	80	21	60	50	59	39	87	10
FBtr0082681	3R	12460103	12460253	-	151	48	22	25	33	12	35	14	18	20	26	13	35	1
FBtr0303029	3R	12460194	12460344	-	151	5	11	4	12	1	11	2	16	2	5	0	11	1
FBtr0303028	3R	12460364	12460514	+	151	12	26	8	25	3	15	3	17	3	17	3	19	3
FBtr0082635	3R	12460472	12460622	+	151	35	18	48	22	15	22	7	22	42	26	13	27	8
FBtr0082680	3R	12465198	12465348	-	151	55	85	49	76	25	89	24	111	38	102	31	108	15
FBtr0082679	3R	12467676	12467826	-	151	1583	89	1640	120	1012	118	794	122	1327	94	1115	140	135
FBtr0082636	3R	12502460	12502610	+	151	847	64	948	57	419	57	332	58	749	61	523	72	60
FBtr0082637	3R	12505743	12505893	+	151	868	97	1015	108	458	95	354	102	777	99	541	110	65
FBtr0082638	3R	12509026	12509176	+	151	812	50	897	56	442	61	299	51	648	56	530	62	62
FBtr0082639	3R	12526138	12526288	+	151	9	30	13	39	18	36	5	37	15	19	7	49	3
FBtr0301944	3R	12548129	12548279	-	151	12	28	12	50	11	51	9	40	15	39	4	42	2
FBtr0330120	3R	12561066	12561216	-	151	10	34	14	33	11	42	4	54	10	29	12	41	5
FBtr0304846	3R	12593898	12594048	-	151	19	44	20	39	6	49	6	52	9	36	2	55	2
FBtr0347149	3R	12595004	12595154	-	151	17	39	9	47	5	46	5	59	9	39	0	57	9
FBtr0304844	3R	12595625	12595775	-	151	16	31	11	33	16	40	4	25	7	26	9	46	8
FBtr0082671	3R	12627601	12627751	-	151	5	1	4	4	5	3	2	1	1	4	4	4	3
FBtr0301661	3R	12627614	12627764	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082670	3R	12627729	12627879	-	151	531	26	575	42	274	37	180	26	358	32	238	46	35
FBtr0082642	3R	12627981	12628131	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082641	3R	12627981	12628131	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0445304	3R	12630597	12630747	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082643	3R	12630597	12630747	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082644	3R	12633309	12633459	+	151	10	59	8	89	6	70	2	84	6	65	3	64	6
FBtr0110781	3R	12634867	12635017	+	151	9	61	10	50	6	72	1	89	1	61	3	59	8
FBtr0303840	3R	12636490	12636640	+	151	15	63	6	67	8	84	4	79	11	46	9	74	8
FBtr0303841	3R	12638431	12638581	+	151	34	66	19	74	13	73	4	85	19	66	5	73	13
FBtr0301150	3R	12642382	12642532	-	151	30	35	35	42	7	47	6	33	12	31	11	39	5
FBtr0082648	3R	12648008	12648158	+	151	501	57	478	63	176	53	142	53	318	47	185	69	29
FBtr0113225	3R	12654527	12654677	+	151	37	33	39	40	17	57	11	51	28	36	13	44	4
FBtr0310613	3R	12662781	12662931	+	151	27	47	24	50	10	50	9	56	10	48	12	45	7
FBtr0300769	3R	12664126	12664276	+	151	10	71	3	72	8	61	2	38	5	52	1	51	7
FBtr0335028	3R	12666779	12666929	+	151	3	27	2	37	12	56	2	61	4	31	1	45	1
FBtr0335031	3R	12667830	12667980	+	151	68	41	86	63	18	58	15	52	25	55	14	45	9
FBtr0082651	3R	12674558	12674708	+	151	22	36	21	30	7	31	11	46	20	39	8	48	8
FBtr0082668	3R	12678952	12679102	-	151	78	70	77	74	32	71	27	70	46	55	46	74	15
FBtr0082667	3R	12681275	12681425	-	151	13	52	26	31	12	32	10	51	12	36	9	51	12
FBtr0082666	3R	12689267	12689417	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302563	3R	12689267	12689417	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082665	3R	12691368	12691518	-	151	107	49	110	79	47	58	39	76	91	62	47	50	9
FBtr0082652	3R	12691693	12691843	+	151	82	74	57	78	43	59	17	69	41	70	38	61	8
FBtr0113226	3R	12695079	12695229	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113228	3R	12695079	12695229	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0114500	3R	12695948	12696098	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0114501	3R	12695948	12696098	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082654	3R	12697272	12697422	+	151	13	83	21	61	7	56	16	71	18	78	9	74	3
FBtr0082655	3R	12697781	12697931	+	151	171	68	176	68	53	65	39	69	79	58	79	65	13
FBtr0082662	3R	12712199	12712349	-	151	454	114	448	129	192	103	128	80	231	76	182	99	39
FBtr0330025	3R	12719692	12719842	-	151	291	55	359	58	55	35	56	40	84	42	71	46	14
FBtr0082661	3R	12720684	12720834	-	151	27	52	20	48	18	55	7	68	17	52	9	65	12
FBtr0082660	3R	12722342	12722492	-	151	26	33	14	44	10	53	6	47	12	47	19	51	10
FBtr0082657	3R	12739592	12739742	+	151	10	52	7	50	7	40	9	50	12	36	4	50	2
FBtr0302379	3R	12743580	12743730	-	151	8	36	17	60	11	59	7	49	10	40	6	55	12
FBtr0473583	3R	12783116	12783266	-	151	20	42	16	47	8	45	6	48	9	36	9	36	8
FBtr0082689	3R	12816929	12817079	-	151	10	38	13	43	9	49	7	45	6	38	3	40	8
FBtr0337093	3R	12848319	12848469	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082688	3R	12848319	12848469	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302367	3R	12848319	12848469	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082686	3R	12857532	12857682	-	151	15	48	10	40	7	38	4	46	11	39	5	39	1
FBtr0082687	3R	12859146	12859296	-	151	14	44	13	37	13	38	5	60	7	37	7	56	5
FBtr0082683	3R	12891906	12892056	+	151	10	49	9	68	9	60	1	68	6	51	3	51	6
FBtr0082685	3R	12911192	12911342	-	151	4	42	8	54	4	57	2	49	5	58	2	53	7
FBtr0337087	3R	12916006	12916156	+	151	4	12	3	12	8	11	5	11	3	12	4	9	5
FBtr0082684	3R	12916072	12916222	+	151	7	18	1	14	3	20	1	15	2	13	1	15	0
FBtr0082730	3R	12961543	12961693	-	151	210	43	230	41	79	38	62	50	130	35	84	38	17
FBtr0082690	3R	12961695	12961845	+	151	180	39	170	49	70	41	55	50	101	38	73	48	8
FBtr0082691	3R	12963741	12963891	+	151	24	54	31	44	17	38	10	53	14	33	9	44	7
FBtr0344095	3R	12967612	12967762	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0337088	3R	12967612	12967762	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082727	3R	12972027	12972177	-	151	16	45	19	41	9	44	8	58	11	36	10	42	8
FBtr0082726	3R	12974350	12974500	-	151	364	74	414	73	39	65	25	63	87	62	49	48	18
FBtr0301219	3R	12977371	12977521	-	151	12	55	10	59	7	52	8	59	4	44	7	62	3
FBtr0300278	3R	12977950	12978100	+	151	16	53	15	61	4	41	9	48	6	42	7	45	5
FBtr0334509	3R	12980742	12980892	+	151	101	80	13	80	79	76	10	101	52	65	24	70	21
FBtr0082693	3R	12980996	12981146	+	151	200	92	119	86	96	70	30	62	118	77	80	80	19
FBtr0113403	3R	12985991	12986141	+	151	211	85	168	75	92	84	32	75	112	61	71	80	16
FBtr0082724	3R	12988411	12988561	-	151	13	52	17	65	14	54	4	68	15	52	6	58	4
FBtr0331426	3R	12993101	12993251	-	151	23	49	25	76	7	53	5	63	13	40	11	57	3
FBtr0082722	3R	12995047	12995197	-	151	19	68	17	71	13	72	7	65	8	66	7	62	6
FBtr0082695	3R	12995570	12995720	+	151	42	74	50	78	18	81	14	78	38	59	20	85	7
FBtr0334510	3R	12998039	12998189	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306257	3R	12998039	12998189	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082698	3R	13009845	13009995	+	151	3	81	7	80	5	79	1	66	3	55	0	56	11
FBtr0082719	3R	13011210	13011360	-	151	271	67	172	57	128	79	71	74	173	66	108	77	28
FBtr0334516	3R	13011599	13011749	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082700	3R	13011599	13011749	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334513	3R	13011599	13011749	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082701	3R	13017111	13017261	+	151	47	75	43	59	22	57	17	67	33	50	11	67	7
FBtr0334514	3R	13018740	13018890	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082702	3R	13018740	13018890	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0445183	3R	13030207	13030357	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0445184	3R	13030207	13030357	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0445182	3R	13030559	13030709	-	151	164	87	56	94	59	77	8	92	60	80	32	81	14
FBtr0082704	3R	13032478	13032628	+	151	187	53	178	78	66	70	37	67	64	53	50	67	23
FBtr0082705	3R	13038325	13038475	+	151	14	57	10	71	14	53	5	64	10	41	11	62	2
FBtr0334520	3R	13041642	13041792	-	151	2	72	2	83	1	76	1	62	1	73	0	63	7
FBtr0475018	3R	13042000	13042150	+	151	19	33	17	56	14	50	9	59	10	41	6	55	4
FBtr0112833	3R	13042670	13042820	-	151	13	43	13	63	7	53	5	62	10	46	7	49	2
FBtr0082707	3R	13044709	13044859	+	151	10	42	10	60	5	42	2	63	13	50	9	79	7
FBtr0334518	3R	13047681	13047831	+	151	25	51	17	60	6	57	8	61	9	41	9	71	5
FBtr0082715	3R	13051353	13051503	-	151	20	70	19	70	7	56	7	79	12	66	5	62	9
FBtr0082709	3R	13052195	13052345	+	151	152	60	112	59	80	79	29	82	85	78	60	83	11
FBtr0082711	3R	13057705	13057855	+	151	19	52	30	51	22	49	8	53	13	40	10	49	5
FBtr0334613	3R	13062472	13062622	+	151	20	42	18	49	18	27	9	47	9	31	2	51	7
FBtr0082710	3R	13072349	13072499	+	151	252	64	277	84	86	69	51	56	111	53	82	73	26
FBtr0082712	3R	13088601	13088751	+	151	576	76	567	69	218	75	129	96	358	62	237	82	33
FBtr0344730	3R	13132316	13132466	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344729	3R	13132316	13132466	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330143	3R	13155587	13155737	-	151	16	37	27	35	13	57	9	49	11	44	15	40	0
FBtr0300768	3R	13188469	13188619	+	151	5	46	7	48	4	57	2	46	2	35	2	36	7
FBtr0082782	3R	13214365	13214515	-	151	24	36	51	66	7	47	9	38	11	34	10	35	6
FBtr0335223	3R	13258677	13258827	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082780	3R	13258677	13258827	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300486	3R	13259417	13259567	-	151	18	46	20	55	13	44	11	45	16	48	15	49	7
FBtr0335222	3R	13260306	13260456	+	151	25	58	28	68	19	39	10	54	16	40	8	46	10
FBtr0082779	3R	13263961	13264111	-	151	155	63	150	81	71	86	39	66	103	68	62	69	11
FBtr0301657	3R	13264314	13264464	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082736	3R	13264314	13264464	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082778	3R	13271911	13272061	-	151	205	75	171	83	89	66	49	72	150	65	56	76	22
FBtr0082737	3R	13279671	13279821	+	151	16	45	24	56	10	50	9	59	12	34	7	41	5
FBtr0100257	3R	13286429	13286579	-	151	38	53	48	46	36	42	14	62	48	36	21	45	13
FBtr0082776	3R	13288713	13288863	-	151	26	40	10	47	15	40	7	45	3	38	12	37	5
FBtr0082738	3R	13290579	13290729	+	151	23	37	17	38	14	43	10	45	12	44	7	52	5
FBtr0082775	3R	13293098	13293248	-	151	100	54	100	43	68	50	45	42	60	53	35	64	8
FBtr0290037	3R	13294698	13294848	+	151	39	49	26	39	15	42	8	40	14	38	5	45	2
FBtr0082740	3R	13298718	13298868	+	151	13	72	9	45	12	47	6	55	11	45	6	55	8
FBtr0082741	3R	13298930	13299080	+	151	17	39	19	39	9	51	8	47	14	29	7	58	7
FBtr0082742	3R	13302598	13302748	+	151	10	51	5	63	3	43	4	65	5	43	2	51	4
FBtr0082743	3R	13304714	13304864	+	151	20	43	15	40	21	58	13	48	11	45	12	42	4
FBtr0082744	3R	13309336	13309486	+	151	97	58	27	64	48	59	7	59	35	52	10	64	9
FBtr0082774	3R	13334066	13334216	-	151	19	27	13	55	10	41	3	47	11	33	9	50	4
FBtr0082745	3R	13338280	13338430	+	151	4	45	2	66	0	48	2	52	0	55	2	69	8
FBtr0082746	3R	13353623	13353773	+	151	5	75	7	60	5	52	4	51	8	53	2	54	7
FBtr0303265	3R	13364488	13364638	-	151	22	51	24	45	14	62	7	62	17	47	16	41	8
FBtr0082747	3R	13364888	13365038	+	151	89	30	102	35	60	49	44	55	89	38	87	42	25
FBtr0082772	3R	13366810	13366960	-	151	133	62	129	84	54	86	33	62	76	59	47	76	5
FBtr0082748	3R	13367482	13367632	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346113	3R	13367482	13367632	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0082771	3R	13371804	13371954	-	151	2	61	9	70	5	50	0	87	5	56	1	60	3
FBtr0082770	3R	13379675	13379825	-	151	6	37	9	40	4	40	2	34	4	27	2	30	2
FBtr0082750	3R	13379792	13379942	+	151	2	45	4	39	7	30	0	52	4	34	1	38	4
FBtr0082755	3R	13382056	13382206	+	151	308	57	321	72	109	82	102	68	156	55	136	58	28
FBtr0082752	3R	13382772	13382922	+	151	272	47	276	67	104	51	62	70	163	50	114	76	26
FBtr0082753	3R	13383215	13383365	+	151	2	22	1	26	0	21	1	26	1	18	0	16	7
FBtr0082754	3R	13383284	13383434	+	151	4	25	3	25	1	23	4	12	4	14	0	13	2
FBtr0082763	3R	13388609	13388759	-	151	136	66	95	86	61	61	38	65	94	62	46	93	16
FBtr0303263	3R	13392981	13393131	-	151	16	49	15	43	6	40	8	44	13	30	11	46	5
FBtr0082762	3R	13395097	13395247	-	151	12	33	19	33	10	34	6	39	15	24	5	40	6
FBtr0082760	3R	13401762	13401912	-	151	53	58	48	61	11	53	6	73	18	49	14	53	8
FBtr0082759	3R	13404770	13404920	-	151	425	70	428	59	98	62	61	68	202	62	124	70	28
FBtr0302576	3R	13406898	13407048	-	151	26	78	12	95	8	61	2	60	6	79	3	88	5
FBtr0082757	3R	13415186	13415336	-	151	69	49	63	54	24	57	20	61	48	60	21	68	11
