Chr	Start	End	Target	Score	IM_PET
chr3L	18671481	18673481	FBgn0261401	0.965	0
chr3L	18671481	18673481	CG8786	0.966	0
chr3L	18671773	18673773	CG7460	0.969	0
chr3L	18671773	18673773	FBgn0261401	0.965	0
chr3L	18671773	18673773	CG8786	0.966	0
chr3L	18672906	18674906	CG7460	0.976	0
chr3L	18672906	18674906	FBgn0261401	0.965	0
chr3L	18672906	18674906	CG8786	0.966	0
chr3L	18745411	18747411	CG5589	0.961	0
chr3L	18745411	18747411	FBgn0261401	0.964	0
chr3L	18745411	18747411	serp	0.964	0
chr3L	18818713	18820713	FBgn0052212	0.97	0
chr3L	18818713	18820713	CG8786	0.953	0
chr3L	18818713	18820713	cyc	0.95	0
chr3L	18871105	18873105	Cyp312a1	0.957	0
chr3L	18871105	18873105	Cpr76Bd	0.958	0
chr3L	18871105	18873105	CG9368	0.957	0
chr3L	18904818	18906818	CG9368	0.971	0
chr3L	18904818	18906818	ms(3)76Cc	0.971	0
chr3L	18904818	18906818	Usp32	0.966	0
chr3L	19029960	19031960	serp	0.978	0
chr3L	19029960	19031960	FBgn0005633	0.966	0
chr3L	19029960	19031960	Nca	0.966	0
chr3L	19029960	19031960	Tom20	0.967	0
chr3L	19061821	19063821	FBgn0005633	0.962	0
chr3L	19061821	19063821	Nca	0.975	0
chr3L	19061821	19063821	Tom20	0.974	0
chr3L	19082038	19084038	cyc	0.962	0
chr3L	19082038	19084038	Fibp	0.95	0
chr3L	19082038	19084038	CG14183	0.957	0
chr3L	19084198	19086198	cyc	0.966	0
chr3L	19084198	19086198	Fibp	0.952	0
chr3L	19084198	19086198	CG14183	0.958	0
chr3L	19092193	19094193	cyc	0.969	0
chr3L	19092193	19094193	Fibp	0.957	0
chr3L	19092193	19094193	FBgn0259148	0.958	0
chr3L	19098931	19100931	CNPYb	0.995	0
chr3L	19098931	19100931	cyc	0.97	0
chr3L	19098931	19100931	Fibp	0.96	0
chr3L	19169534	19171534	FBgn0052196	0.968	0
chr3L	19169534	19171534	trc	0.964	0
chr3L	19169534	19171534	Nca	0.96	0
chr3L	19253564	19255564	FBgn0259148	0.974	0
chr3L	19253564	19255564	FBgn0005633	0.958	0
chr3L	19253564	19255564	Nca	0.958	0
chr3L	19263939	19265939	CG14085	0.975	0
chr3L	19263939	19265939	FBgn0259148	0.974	0
chr3L	19263939	19265939	FBgn0005633	0.968	0
chr3L	19550715	19552715	CG32201	0.973	0
chr3L	19550715	19552715	HipHop	0.966	0
chr3L	19550715	19552715	CG3961	0.968	0
chr3L	19634765	19636765	FBgn0262351	0.974	0
chr3L	19634765	19636765	FBgn0052225	0.97	0
chr3L	19634765	19636765	FBgn0262057	0.981	0
chr3L	19641751	19643751	FBgn0262351	0.97	0
chr3L	19641751	19643751	CG18135	0.964	0
chr3L	19641751	19643751	FBgn0052225	0.964	0
chr3L	19641751	19643751	FBgn0262057	0.981	0
chr3L	19870580	19872580	RpL26	0.967	0
chr3L	19870580	19872580	fz2	0.967	0
chr3L	19870580	19872580	HIPP1	0.969	0
chr3L	19894840	19896840	FBgn0262351	0.966	0
chr3L	19894840	19896840	FBgn0263326	0.962	0
chr3L	19894840	19896840	CG3288	0.969	0
chr3L	19909883	19911883	CG18135	0.961	0
chr3L	19909883	19911883	FBgn0263326	0.958	0
chr3L	19909883	19911883	CG13251	0.969	0
chr3L	19909883	19911883	CG4042	0.958	0
chr3L	19914080	19916080	CG18135	0.964	0
chr3L	19914080	19916080	Grasp65	0.981	0
chr3L	19914080	19916080	CG13251	0.972	0
chr3L	19920820	19922820	CG18135	0.969	0
chr3L	19920820	19922820	Grasp65	0.99	0
chr3L	19920820	19922820	CG13251	0.973	0
chr3L	19927448	19929448	CG18135	0.976	0
chr3L	19927448	19929448	Grasp65	1	0
chr3L	19927448	19929448	CG13251	0.98	0
chr3L	19928206	19930206	CG18135	0.976	0
chr3L	19928206	19930206	Grasp65	0.991	0
chr3L	19928206	19930206	CG13251	0.98	0
chr3L	20239800	20241800	CG14089	0.958	0
chr3L	20239800	20241800	FBgn0040637	0.976	0
chr3L	20239800	20241800	FBgn0053056	0.964	0
chr3L	20309035	20311035	FBgn0052212	0.953	0
chr3L	20309035	20311035	CG8786	0.98	0
chr3L	20309035	20311035	FBgn0036969	0.979	0
chr3L	20309437	20311437	FBgn0052212	0.953	0
chr3L	20309437	20311437	CG8786	0.98	0
chr3L	20309437	20311437	FBgn0036969	0.991	0
chr3L	20309556	20311556	FBgn0052212	0.953	0
chr3L	20309556	20311556	CG8786	0.98	0
chr3L	20309556	20311556	FBgn0036969	0.981	0
chr3L	20346548	20348548	CG8786	0.98	0
chr3L	20346548	20348548	FBgn0036969	0.97	0
chr3L	20346548	20348548	CG5665	0.971	0
chr3L	20346998	20348998	CG8786	0.98	0
chr3L	20346998	20348998	CG43072	0.964	0
chr3L	20346998	20348998	FBgn0053056	0.966	0
chr3L	20355920	20357920	CG8786	0.973	0
chr3L	20355920	20357920	CG43072	0.971	0
chr3L	20355920	20357920	FBgn0000551	0.973	0
chr3L	20359947	20361947	CG8786	0.972	0
chr3L	20359947	20361947	serp	0.972	0
chr3L	20359947	20361947	fbl	0.984	0
chr3L	20359947	20361947	FBgn0000551	0.973	0
chr3L	20360576	20362576	serp	0.973	0
chr3L	20360576	20362576	fbl	0.985	0
chr3L	20360576	20362576	FBgn0000551	0.973	0
chr3L	20374843	20376843	CG8786	0.96	0
chr3L	20374843	20376843	serp	0.98	0
chr3L	20374843	20376843	CG43072	0.974	0
chr3L	20374843	20376843	FBgn0053056	0.96	0
chr3L	20374843	20376843	FBgn0000551	0.96	0
chr3L	20382598	20384598	serp	0.98	0
chr3L	20382598	20384598	CG43072	0.972	0
chr3L	20382598	20384598	FBgn0053056	0.949	0
chr3L	20383428	20385428	serp	0.982	0
chr3L	20383428	20385428	CG43072	0.972	0
chr3L	20383428	20385428	FBgn0053056	0.949	0
chr3L	20392094	20394094	serp	0.982	0
chr3L	20392094	20394094	kin17	0.942	0
chr3L	20392094	20394094	CG43072	0.971	0
chr3L	20397879	20399879	serp	0.982	0
chr3L	20397879	20399879	zye	0.973	0
chr3L	20397879	20399879	CG43072	0.97	0
chr3L	20400546	20402546	serp	0.982	0
chr3L	20400546	20402546	CG43072	0.969	0
chr3L	20400546	20402546	FBgn0264566	0.941	0
chr3L	20400622	20402622	serp	0.982	0
chr3L	20400622	20402622	CG43072	0.969	0
chr3L	20400622	20402622	FBgn0264566	0.94	0
chr3L	20401669	20403669	serp	0.982	0
chr3L	20401669	20403669	zye	0.988	0
chr3L	20401669	20403669	CG43072	0.969	0
chr3L	20405116	20407116	serp	0.98	0
chr3L	20405116	20407116	FBgn0036969	0.971	0
chr3L	20405116	20407116	CG43072	0.964	0
chr3L	20405629	20407629	serp	0.979	0
chr3L	20405629	20407629	FBgn0036969	0.973	0
chr3L	20405629	20407629	CG43072	0.963	0
chr3L	20426279	20428279	Chd3	0.957	0
chr3L	20426279	20428279	FBgn0260434	0.967	0
chr3L	20426279	20428279	Las	0.971	0
chr3L	20472358	20474358	cyc	0.97	0
chr3L	20472358	20474358	CG5665	0.983	0
chr3L	20472358	20474358	FBgn0053056	0.968	0
chr3L	20514202	20516202	cyc	0.98	0
chr3L	20514202	20516202	FBgn0037013	0.978	0
chr3L	20514202	20516202	FBgn0053056	0.982	0
chr3L	20516361	20518361	cyc	0.979	0
chr3L	20516361	20518361	trc	0.974	0
chr3L	20516361	20518361	FBgn0053056	0.98	0
chr3L	20525434	20527434	cyc	0.97	0
chr3L	20525434	20527434	trc	0.974	0
chr3L	20525434	20527434	FBgn0053056	0.979	0
chr3L	20526117	20528117	trc	0.974	0
chr3L	20526117	20528117	mTerf3	0.991	0
chr3L	20526117	20528117	FBgn0053056	0.979	0
chr3L	20787123	20789123	cyc	0.962	0
chr3L	20787123	20789123	Fibp	0.96	0
chr3L	20787123	20789123	CG32444	0.962	0
chr3L	20797701	20799701	FBgn0259148	0.962	0
chr3L	20797701	20799701	FBgn0037128	0.967	0
chr3L	20797701	20799701	FBgn0037133	0.967	0
chr3L	20807834	20809834	Mkrn1	0.964	0
chr3L	20807834	20809834	FBgn0037128	0.969	0
chr3L	20807834	20809834	FBgn0037133	0.966	0
chr3L	21008222	21010222	FBgn0052225	0.972	0
chr3L	21008222	21010222	FBgn0262057	0.983	0
chr3L	21008222	21010222	CG11249	0.971	0
chr3L	21008645	21010645	FBgn0052225	0.971	0
chr3L	21008645	21010645	FBgn0262057	0.983	0
chr3L	21008645	21010645	CG11249	0.967	0
chr3L	21024356	21026356	FBgn0036949	0.927	0
chr3L	21024356	21026356	DNApol-alpha60	0.932	0
chr3L	21024356	21026356	FBgn0037069	0.925	0
chr3L	21046950	21048950	FBgn0262057	0.965	0
chr3L	21046950	21048950	FBgn0037128	0.974	0
chr3L	21046950	21048950	FBgn0037133	0.97	0
chr3L	21047445	21049445	FBgn0262057	0.965	0
chr3L	21047445	21049445	FBgn0037128	0.974	0
chr3L	21047445	21049445	FBgn0037133	0.97	0
chr3L	21065670	21067670	FBgn0037128	0.972	0
chr3L	21065670	21067670	FBgn0037133	0.98	0
chr3L	21065670	21067670	DNApol-eta	0.941	0
chr3L	21068877	21070877	FBgn0037128	0.971	0
chr3L	21068877	21070877	FBgn0037133	0.981	0
chr3L	21068877	21070877	DNApol-eta	0.947	0
chr3L	21134545	21136545	CG5262	0.971	0
chr3L	21134545	21136545	CG5872	0.971	0
chr3L	21134545	21136545	CG7414	0.971	0
chr3L	21143608	21145608	CG5872	0.968	0
chr3L	21143608	21145608	CG7414	0.969	0
chr3L	21143608	21145608	Nopp140	0.97	0
chr3L	21144058	21146058	CG5872	0.968	0
chr3L	21144058	21146058	CG7414	0.969	0
chr3L	21144058	21146058	Nopp140	0.97	0
chr3L	21145547	21147547	CG5872	0.965	0
chr3L	21145547	21147547	CG7414	0.969	0
chr3L	21145547	21147547	Nopp140	0.97	0
chr3L	21286086	21288086	FBgn0262057	0.966	0
chr3L	21286086	21288086	CG13251	0.966	0
chr3L	21286086	21288086	CG9391	0.983	0
chr3L	21286086	21288086	CG7470	0.982	0
chr3L	21342093	21344093	CG13251	0.98	0
chr3L	21342093	21344093	IleRS	0.964	0
chr3L	21342093	21344093	FBgn0052450	0.951	0
chr3L	21346870	21348870	CG13251	0.977	0
chr3L	21346870	21348870	FBgn0037078	0.996	0
chr3L	21346870	21348870	FBgn0052437	0.981	0
chr3L	21522161	21524161	HIPP1	0.964	0
chr3L	21522161	21524161	CG3288	0.974	0
chr3L	21522161	21524161	FBgn0037162	0.965	0
chr3L	21522240	21524240	HIPP1	0.964	0
chr3L	21522240	21524240	CG3288	0.974	0
chr3L	21522240	21524240	FBgn0037162	0.965	0
chr3L	21568796	21570796	CG13251	0.976	0
chr3L	21568796	21570796	FBgn0040637	0.976	0
chr3L	21568796	21570796	IleRS	0.973	0
chr3L	21640446	21642446	FBgn0040637	0.956	0
chr3L	21640446	21642446	IleRS	0.961	0
chr3L	21640446	21642446	FBgn0052450	0.98	0
chr3L	21679464	21681464	HIPP1	0.945	0
chr3L	21679464	21681464	CG3288	0.962	0
chr3L	21679464	21681464	FBgn0052450	0.963	0
chr3L	21726537	21728537	CG4042	0.957	0
chr3L	21726537	21728537	CG43072	0.964	0
chr3L	21726537	21728537	FBgn0037162	0.966	0
chr3L	21726824	21728824	CG4042	0.957	0
chr3L	21726824	21728824	CG43072	0.964	0
chr3L	21726824	21728824	FBgn0037162	0.966	0
chr3L	21879555	21881555	FBgn0040637	0.961	0
chr3L	21879555	21881555	FBgn0053056	0.98	0
chr3L	21879555	21881555	FBgn0264487	0.978	0
chr3L	21941103	21943103	CG43072	0.938	0
chr3L	21941103	21943103	FBgn0053056	0.932	0
chr3L	21941103	21943103	FBgn0053766	0.952	0
chr3L	21941703	21943703	CG43072	0.938	0
chr3L	21941703	21943703	DNApol-eta	0.997	0
chr3L	21941703	21943703	FBgn0053766	0.952	0
chr3L	22068932	22070932	FBgn0053056	0.948	0
chr3L	22068932	22070932	rgn	0.953	0
chr3L	22068932	22070932	Act79B	0.934	0
chr3L	22075600	22077600	FBgn0053056	0.942	0
chr3L	22075600	22077600	rgn	0.951	0
chr3L	22075600	22077600	CG33288	0.946	0
chr3L	22265129	22267129	FBgn0000551	0.966	0
chr3L	22265129	22267129	rgn	0.962	0
chr3L	22265129	22267129	Mkrn1	0.951	0
chr3L	22267741	22269741	FBgn0000551	0.966	0
chr3L	22267741	22269741	rgn	0.962	0
chr3L	22267741	22269741	Mkrn1	0.952	0
chr3L	22287710	22289710	FBgn0000551	0.95	0
chr3L	22287710	22289710	rgn	0.945	0
chr3L	22287710	22289710	CG32444	0.95	0
chr3L	22398438	22400438	CG11249	0.963	0
chr3L	22398438	22400438	FBgn0037128	0.963	0
chr3L	22398438	22400438	CkIIalpha	0.966	0
chr3L	22399367	22401367	CG11249	0.963	0
chr3L	22399367	22401367	FBgn0037128	0.963	0
chr3L	22399367	22401367	CkIIalpha	0.966	0
chr3L	22401781	22403781	CG11249	0.959	0
chr3L	22401781	22403781	FBgn0037128	0.964	0
chr3L	22401781	22403781	CkIIalpha	0.966	0
chr3L	22405885	22407885	CG11249	0.953	0
chr3L	22405885	22407885	FBgn0037128	0.969	0
chr3L	22405885	22407885	CkIIalpha	0.966	0
chr3L	22726346	22728346	FBgn0037133	0.964	0
chr3L	22726346	22728346	CG11241	0.998	0
chr3L	22726346	22728346	slif	0.962	0
chr3L	22870026	22872026	DNApol-eta	0.965	0
chr3L	22870026	22872026	FBgn0263249	0.921	0
chr3L	22870026	22872026	CG33170	0.942	0
chr3L	22871951	22873951	DNApol-eta	0.973	0
chr3L	22871951	22873951	FBgn0263249	0.921	0
chr3L	22871951	22873951	Arf79F	0.931	0
chr3L	23093816	23095816	IleRS	0.929	0
chr3L	23093816	23095816	FBgn0052450	0.926	0
chr3L	23093816	23095816	FBgn0052459	0.939	0
chr3L	23094252	23096252	IleRS	0.929	0
chr3L	23094252	23096252	FBgn0052450	0.926	0
chr3L	23094252	23096252	FBgn0052459	0.939	0
chr3L	23094791	23096791	IleRS	0.929	0
chr3L	23094791	23096791	FBgn0052450	0.926	0
chr3L	23094791	23096791	FBgn0052459	0.939	0
chr3L	23248526	23250526	IleRS	0.966	0
chr3L	23248526	23250526	FBgn0052450	0.956	0
chr3L	23248526	23250526	FBgn0037162	0.924	0
chr3L	23582720	23584720	FBgn0053766	0.95	0
chr3L	23582720	23584720	ArfGAP3	0.878	0
chr3L	23582720	23584720	FBgn0052459	0.929	0
chr3L	23582762	23584762	FBgn0053766	0.95	0
chr3L	23582762	23584762	ArfGAP3	0.878	0
chr3L	23582762	23584762	FBgn0052459	0.929	0
chr3L	23670266	23672266	ArfGAP3	0.892	0
chr3L	23670266	23672266	FBgn0052459	0.904	0
chr3L	23670266	23672266	CkIIalpha	0.851	0
chr3L	23670443	23672443	ArfGAP3	0.892	0
chr3L	23670443	23672443	FBgn0052459	0.904	0
chr3L	23670443	23672443	CkIIalpha	0.851	0
chr3L	23737803	23739803	Chro	0.949	0
chr3L	23737803	23739803	FBgn0037204	0.94	0
chr3L	23737803	23739803	BoYb	0.928	0
chr3L	24007801	24009801	alpha-Cat	0.983	0
chr3L	24007801	24009801	FBgn0058298	0.935	0
chr3L	24007801	24009801	CG40472	0.959	0
chr3L	24026521	24028521	CkIIalpha	0.945	0
chr3L	24026521	24028521	alpha-Cat	0.98	0
chr3L	24026521	24028521	CG40472	0.913	0
chr3L	24535534	24537534	CG17454	0.826	0
chr3L	24535534	24537534	CG40472	0.77	0
chr3L	24535534	24537534	MED21	0.796	0
chr3L	24973444	24975444	CG40045	0.831	0
chr3L	24973444	24975444	CG40472	0.871	0
chr3L	24973444	24975444	CG40178	0.956	0
chr3L	25114906	25116906	Set1	0.755	0
chr3L	25114906	25116906	UQCR-11	0.914	0
chr3L	25114906	25116906	CG40178	0.968	0
chr3L	25117079	25119079	CG40472	0.657	0
chr3L	25117079	25119079	Set1	0.839	0
chr3L	25117079	25119079	CG40178	0.968	0
chr3L	25215762	25217762	FBgn0259697	0.605	0
chr3L	25215762	25217762	MED21	0.648	0
chr3L	25215762	25217762	UQCR-11	0.613	0
chr3L	25216460	25218460	FBgn0259697	0.605	0
chr3L	25216460	25218460	MED21	0.593	0
chr3L	25216460	25218460	UQCR-11	0.629	0
chr3L	25216827	25218827	FBgn0259697	0.605	0
chr3L	25216827	25218827	MED21	0.593	0
chr3L	25216827	25218827	UQCR-11	0.638	0
chr3L	25223853	25225853	FBgn0259697	0.513	0
chr3L	25223853	25225853	MED21	0.425	0
chr3L	25223853	25225853	UQCR-11	0.503	0
chr3L	25252060	25254060	FBgn0259697	0.725	0
chr3L	25252060	25254060	Set1	0.591	0
chr3L	25252060	25254060	MED21	0.52	0
chr3L	25252934	25254934	FBgn0259697	0.742	0
chr3L	25252934	25254934	Set1	0.603	0
chr3L	25252934	25254934	MED21	0.548	0
chr3L	25372890	25374890	CG40472	0.858	0
chr3L	25372890	25374890	MED21	0.871	0
chr3L	25372890	25374890	FBgn0085599	0.867	0
chr3L	25426828	25428828	scro	0.841	0
chr3L	25426828	25428828	CG40472	0.844	0
chr3L	25426828	25428828	FBgn0085599	0.853	0
chr3L	27267013	27269013	FBgn0085599	0.873	0
chr3L	27267013	27269013	Dbp80	0.727	0
chr3L	27267013	27269013	CG17514	0.779	0
chr3L	27859753	27861753	CG40228	0.928	0
chr3L	27859753	27861753	RpL15	0.662	0
chr3L	27859753	27861753	Dbp80	0.581	0
chr3R	566671	568671	Myo81F	0.839	0
chr3R	2053625	2055625	FBgn0267430	0.025	0
chr3R	4662326	4664326	Orco	0.931	0
chr3R	4662326	4664326	FBgn0266539	0.941	0
chr3R	4662326	4664326	asl	0.974	0
chr3R	4712646	4714646	Orco	0.981	0
chr3R	4712646	4714646	FBgn0266539	0.93	0
chr3R	4712646	4714646	Snm1	0.962	0
chr3R	4713214	4715214	Nep2	0.935	0
chr3R	4713214	4715214	Orco	0.981	0
chr3R	4713214	4715214	Snm1	0.961	0
chr3R	4909567	4911567	aux	0.974	0
chr3R	4909567	4911567	abs	0.968	0
chr3R	4909567	4911567	asl	0.981	0
chr3R	4957777	4959777	abs	0.956	0
chr3R	4957777	4959777	FBgn0037228	0.982	0
chr3R	4957777	4959777	CG9780	0.976	0
chr3R	4991380	4993380	FBgn0037228	0.968	0
chr3R	4991380	4993380	CG9780	0.98	0
chr3R	4991380	4993380	MP1	0.94	0
chr3R	4991380	4993380	FBgn0040679	0.94	0
chr3R	5024182	5026182	CG9780	0.96	0
chr3R	5024182	5026182	CG2017	0.94	0
chr3R	5024182	5026182	FBgn0040679	0.951	0
chr3R	5027153	5029153	CG9780	0.956	0
chr3R	5027153	5029153	Cont	0.962	0
chr3R	5027153	5029153	FBgn0040679	0.952	0
chr3R	5056733	5058733	aux	0.955	0
chr3R	5056733	5058733	abs	0.956	0
chr3R	5056733	5058733	Cont	0.982	0
chr3R	5056811	5058811	aux	0.955	0
chr3R	5056811	5058811	abs	0.956	0
chr3R	5056811	5058811	Cont	0.982	0
chr3R	5100396	5102396	CG9804	0.965	0
chr3R	5100396	5102396	jagn	0.969	0
chr3R	5100396	5102396	CG15580	0.963	0
chr3R	5116301	5118301	FBgn0037228	0.966	0
chr3R	5116301	5118301	CG9780	0.96	0
chr3R	5116301	5118301	Cont	0.96	0
chr3R	5116301	5118301	CG31523	0.965	0
chr3R	5123076	5125076	FBgn0037228	0.962	0
chr3R	5123076	5125076	Cont	0.96	0
chr3R	5123076	5125076	CG31523	0.972	0
chr3R	5124909	5126909	FBgn0037228	0.962	0
chr3R	5124909	5126909	CG9780	0.96	0
chr3R	5124909	5126909	CG31523	0.972	0
chr3R	5125890	5127890	FBgn0037228	0.962	0
chr3R	5125890	5127890	CG9780	0.96	0
chr3R	5125890	5127890	CG31523	0.973	0
chr3R	5211104	5213104	CG1090	0.962	0
chr3R	5211104	5213104	Fip1	0.96	0
chr3R	5211104	5213104	CG15580	0.965	0
chr3R	5232046	5234046	rtp	0.99	0
chr3R	5232046	5234046	CG12163	0.972	0
chr3R	5232046	5234046	FBgn0037304	0.987	0
chr3R	5232064	5234064	rtp	0.989	0
chr3R	5232064	5234064	CG12163	0.969	0
chr3R	5232064	5234064	FBgn0037304	0.984	0
chr3R	5232064	5234064	FBgn0037406	0.969	0
chr3R	5372979	5374979	Cont	0.95	0
chr3R	5372979	5374979	FBgn0037413	0.963	0
chr3R	5372979	5374979	FBgn0040279	0.957	0
chr3R	5469945	5471945	CG1126	0.946	0
chr3R	5469945	5471945	FBgn0266539	0.952	0
chr3R	5469945	5471945	FBgn0040279	0.955	0
chr3R	5482213	5484213	CG1126	0.962	0
chr3R	5482213	5484213	FBgn0037413	0.93	0
chr3R	5482213	5484213	FBgn0040279	0.945	0
chr3R	5482886	5484886	CG1126	0.962	0
chr3R	5482886	5484886	FBgn0037413	0.93	0
chr3R	5482886	5484886	FBgn0040279	0.945	0
chr3R	5549006	5551006	CG1126	0.945	0
chr3R	5549006	5551006	FBgn0037326	0.944	0
chr3R	5549006	5551006	FBgn0037413	0.978	0
chr3R	5612249	5614249	Rga	0.947	0
chr3R	5612249	5614249	FBgn0040279	0.971	0
chr3R	5612249	5614249	FBgn0037456	0.953	0
chr3R	5671619	5673619	FBgn0037456	0.961	0
chr3R	5671619	5673619	sowi	0.964	0
chr3R	5671619	5673619	CG15177	0.957	0
chr3R	5684399	5686399	Pak	0.935	0
chr3R	5684399	5686399	sowi	0.973	0
chr3R	5684399	5686399	CG15177	0.967	0
chr3R	5733165	5735165	Pcmt	0.95	0
chr3R	5733165	5735165	cas	0.976	0
chr3R	5733165	5735165	FBgn0004779	0.963	0
chr3R	5735338	5737338	Pcmt	0.954	0
chr3R	5735338	5737338	FBgn0037456	0.961	0
chr3R	5735338	5737338	FBgn0004779	0.963	0
chr3R	5778325	5780325	FBgn0037284	0.962	0
chr3R	5778325	5780325	Taf1	0.934	0
chr3R	5778325	5780325	Ama	0.953	0
chr3R	5787525	5789525	FBgn0037284	0.962	0
chr3R	5787525	5789525	kat-60L1	0.997	0
chr3R	5787525	5789525	Ama	0.962	0
chr3R	5788158	5790158	FBgn0037284	0.964	0
chr3R	5788158	5790158	CG10979	0.975	0
chr3R	5788158	5790158	Ama	0.965	0
chr3R	5788991	5790991	kat-60L1	0.969	0
chr3R	5788991	5790991	CG10979	0.965	0
chr3R	5788991	5790991	Ama	0.965	0
chr3R	5792860	5794860	FBgn0037284	0.964	0
chr3R	5792860	5794860	Taf1	0.947	0
chr3R	5792860	5794860	Ama	0.966	0
chr3R	6366570	6368570	Orco	0.966	0
chr3R	6366570	6368570	FBgn0037464	0.981	0
chr3R	6366570	6368570	FBgn0037486	0.966	0
chr3R	6656840	6658840	plx	0.967	0
chr3R	6656840	6658840	FBgn0010403	0.98	0
chr3R	6656840	6658840	FBgn0004175	0.979	0
chr3R	6657396	6659396	plx	0.967	0
chr3R	6657396	6659396	FBgn0010403	0.98	0
chr3R	6657396	6659396	FBgn0004175	0.979	0
chr3R	6754413	6756413	dgrn	0.924	0
chr3R	6754413	6756413	FBgn0037462	0.93	0
chr3R	6754413	6756413	FBgn0037506	0.924	0
chr3R	6754413	6756413	pyd3	0.95	0
chr3R	6754842	6756842	dgrn	0.924	0
chr3R	6754842	6756842	FBgn0037462	0.934	0
chr3R	6754842	6756842	FBgn0037506	0.924	0
chr3R	6754842	6756842	pyd3	0.95	0
chr3R	6755591	6757591	dgrn	0.924	0
chr3R	6755591	6757591	FBgn0037506	0.924	0
chr3R	6755591	6757591	pyd3	0.95	0
chr3R	6818335	6820335	FBgn0010403	0.966	0
chr3R	6818335	6820335	alphaTub84D	0.972	0
chr3R	6818335	6820335	alpha-Est2	0.967	0
chr3R	6964140	6966140	FBgn0010403	0.952	0
chr3R	6964140	6966140	CG10280	0.964	0
chr3R	6964140	6966140	FBgn0037519	0.958	0
chr3R	7079415	7081415	CG42564	0.971	0
chr3R	7079415	7081415	Tailor	0.986	0
chr3R	7079415	7081415	FBgn0037519	0.97	0
chr3R	7088206	7090206	Tailor	0.972	0
chr3R	7088206	7090206	FBgn0037519	0.974	0
chr3R	7088206	7090206	CG10903	0.973	0
chr3R	7088206	7090206	CG11035	0.972	0
chr3R	7088952	7090952	FBgn0037519	0.977	0
chr3R	7088952	7090952	CG10903	0.974	0
chr3R	7088952	7090952	CG11035	0.972	0
chr3R	7102063	7104063	FBgn0037519	0.98	0
chr3R	7102063	7104063	FBgn0037520	0.966	0
chr3R	7102063	7104063	CG11035	0.963	0
chr3R	7103139	7105139	FBgn0037406	0.962	0
chr3R	7103139	7105139	FBgn0037519	0.98	0
chr3R	7103139	7105139	FBgn0037520	0.966	0
chr3R	7124094	7126094	CG31248	0.988	0
chr3R	7124094	7126094	FBgn0051493	0.968	0
chr3R	7124094	7126094	FBgn0037519	0.978	0
chr3R	7126737	7128737	FBgn0051493	0.998	0
chr3R	7126737	7128737	FBgn0037519	0.977	0
chr3R	7126737	7128737	FBgn0037520	0.964	0
chr3R	7149101	7151101	FBgn0037411	0.969	0
chr3R	7149101	7151101	MAGE	0.972	0
chr3R	7149101	7151101	FBgn0037519	0.963	0
chr3R	7149251	7151251	FBgn0037411	0.969	0
chr3R	7149251	7151251	MAGE	0.978	0
chr3R	7149251	7151251	FBgn0037519	0.963	0
chr3R	7154156	7156156	FBgn0037406	0.948	0
chr3R	7154156	7156156	FBgn0037411	0.969	0
chr3R	7154156	7156156	FBgn0037520	0.949	0
chr3R	7185983	7187983	FBgn0037411	0.96	0
chr3R	7185983	7187983	CG10903	0.965	0
chr3R	7185983	7187983	CG11035	0.964	0
chr3R	7976762	7978762	CG10068	0.962	0
chr3R	7976762	7978762	CG11753	0.965	0
chr3R	7976762	7978762	IscU	0.962	0
chr3R	7976762	7978762	pyd	0.965	0
chr3R	7999728	8001728	FBgn0019828	0.958	0
chr3R	7999728	8001728	IscU	0.956	0
chr3R	7999728	8001728	pyd	0.959	0
chr3R	8112164	8114164	gfzf	0.966	0
chr3R	8112164	8114164	FBgn0037562	0.932	0
chr3R	8112164	8114164	CG11970	0.946	0
chr3R	8306899	8308899	CG43290	0.964	0
chr3R	8306899	8308899	CG11970	0.979	0
chr3R	8306899	8308899	CG11983	0.983	0
chr3R	8339497	8341497	CG43290	0.949	0
chr3R	8339497	8341497	FBgn0037506	0.957	0
chr3R	8339497	8341497	CG11983	0.979	0
chr3R	8342002	8344002	CG43290	0.949	0
chr3R	8342002	8344002	FBgn0037506	0.962	0
chr3R	8342002	8344002	CG11983	0.978	0
chr3R	8343083	8345083	CG43290	0.948	0
chr3R	8343083	8345083	FBgn0037506	0.962	0
chr3R	8343083	8345083	CG11983	0.978	0
chr3R	8346633	8348633	FBgn0037572	0.971	0
chr3R	8346633	8348633	CG9601	0.999	0
chr3R	8346633	8348633	CG11983	0.973	0
chr3R	8465683	8467683	FBgn0037506	0.959	0
chr3R	8465683	8467683	pyd3	0.97	0
chr3R	8465683	8467683	FBgn0037517	0.98	0
chr3R	8466733	8468733	FBgn0037506	0.959	0
chr3R	8466733	8468733	pyd3	0.968	0
chr3R	8466733	8468733	FBgn0037517	0.98	0
chr3R	8560429	8562429	CG8420	0.982	0
chr3R	8560429	8562429	Ibf1	0.966	0
chr3R	8560429	8562429	CG42511	0.966	0
chr3R	8560998	8562998	CG8420	0.982	0
chr3R	8560998	8562998	Ibf1	0.966	0
chr3R	8560998	8562998	CG42511	0.966	0
chr3R	8651113	8653113	FBgn0037519	0.96	0
chr3R	8651113	8653113	CG16749	0.98	0
chr3R	8651113	8653113	Ras85D	0.957	0
chr3R	8652329	8654329	FBgn0037519	0.96	0
chr3R	8652329	8654329	CG16749	0.98	0
