# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-T" "8" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/ChIP_Toll_PPC.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam
FBtr0073168	3L	3959973	3960123	-	151	43	25	43	35	1	16	38	28	37	34	33	24	14	26	41	29
FBtr0073167	3L	3962850	3963000	-	151	9	5	11	8	2	6	13	13	30	19	44	18	6	17	40	13
FBtr0333138	3L	3963877	3964027	-	151	42	19	16	12	4	35	15	24	32	19	45	30	19	25	33	16
FBtr0333137	3L	3964671	3964821	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073166	3L	3964671	3964821	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073165	3L	3983846	3983996	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333136	3L	3983846	3983996	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307170	3L	4003424	4003574	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0289977	3L	4003424	4003574	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309789	3L	4018828	4018978	+	151	11	7	28	19	3	12	47	32	7	9	9	5	3	8	71	16
FBtr0073192	3L	4018870	4019020	+	151	5	9	34	15	3	12	44	17	5	3	8	1	7	11	43	14
FBtr0073193	3L	4021407	4021557	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346806	3L	4021407	4021557	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309791	3L	4025169	4025319	-	151	79	77	12	15	14	76	15	30	35	43	38	18	32	60	45	22
FBtr0073284	3L	4025911	4026061	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073283	3L	4025911	4026061	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073194	3L	4026719	4026869	+	151	25	30	38	21	3	24	27	50	33	17	32	31	24	40	64	19
FBtr0309790	3L	4028555	4028705	+	151	23	16	40	12	4	24	19	39	42	37	45	26	24	61	61	22
FBtr0073196	3L	4030214	4030364	+	151	30	21	36	16	4	38	16	34	32	39	33	36	26	51	87	33
FBtr0344475	3L	4032012	4032162	+	151	5	7	8	13	0	7	12	12	4	6	15	14	3	16	21	8
FBtr0073197	3L	4032091	4032241	+	151	15	15	12	6	0	7	9	21	11	19	14	6	7	13	21	14
FBtr0073200	3L	4033717	4033867	+	151	30	26	46	34	1	22	41	43	28	52	48	28	33	66	117	67
FBtr0073201	3L	4035749	4035899	+	151	29	26	21	19	0	12	11	33	38	25	36	29	45	60	54	13
FBtr0332982	3L	4040191	4040341	-	151	277	118	24	14	17	105	17	26	19	17	57	23	174	451	15	16
FBtr0114509	3L	4040382	4040532	-	151	62	33	0	2	9	57	3	11	6	3	11	7	40	108	6	4
FBtr0073202	3L	4040479	4040629	+	151	518	247	38	11	57	210	13	28	10	15	17	8	190	506	16	5
FBtr0073203	3L	4046546	4046696	+	151	47	33	19	26	2	23	26	38	35	38	29	39	28	43	84	31
FBtr0073204	3L	4059720	4059870	+	151	43	24	13	11	1	11	11	19	20	21	10	11	9	22	16	15
FBtr0332979	3L	4059853	4060003	+	151	34	26	27	26	1	9	34	41	16	22	13	20	24	47	35	16
FBtr0073205	3L	4062242	4062392	+	151	407	245	22	10	63	215	5	36	10	8	50	28	196	513	28	27
FBtr0073279	3L	4071617	4071767	-	151	17	28	14	21	3	38	17	45	35	66	24	21	17	22	68	26
FBtr0073278	3L	4073854	4074004	-	151	78	31	19	26	3	41	34	30	24	24	43	30	13	40	62	26
FBtr0073276	3L	4085743	4085893	-	151	32	16	54	39	4	21	113	29	30	37	38	29	18	27	70	29
FBtr0308363	3L	4087531	4087681	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308361	3L	4087531	4087681	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308362	3L	4087531	4087681	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332980	3L	4088299	4088449	-	151	21	34	57	75	4	35	178	73	32	59	24	35	26	40	89	34
FBtr0073275	3L	4088644	4088794	-	151	34	37	57	50	5	34	127	48	24	42	46	32	22	35	79	23
FBtr0345137	3L	4089081	4089231	+	151	19	27	32	57	2	14	45	54	27	42	45	24	23	37	55	32
FBtr0073208	3L	4093157	4093307	+	151	42	20	4	10	5	25	3	19	36	27	40	26	26	33	30	11
FBtr0302304	3L	4101114	4101264	-	151	72	52	28	19	7	39	30	38	35	35	47	27	28	74	52	30
FBtr0073273	3L	4102284	4102434	-	151	140	62	11	8	12	54	14	26	28	19	44	30	80	153	22	11
FBtr0073272	3L	4102597	4102747	-	151	368	164	37	16	53	171	10	34	28	37	44	28	290	613	24	15
FBtr0073271	3L	4102860	4103010	-	151	283	122	12	5	17	207	7	12	20	16	42	27	127	412	16	8
FBtr0302303	3L	4103156	4103306	-	151	671	286	16	11	90	425	6	31	32	26	53	30	229	492	12	10
FBtr0073210	3L	4103514	4103664	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073209	3L	4103514	4103664	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073211	3L	4108136	4108286	+	151	255	80	16	13	19	82	6	19	13	7	73	36	137	357	22	17
FBtr0310531	3L	4115652	4115802	-	151	93	45	24	12	5	42	14	30	28	40	48	31	21	59	21	20
FBtr0073270	3L	4122288	4122438	-	151	88	45	17	14	3	34	12	29	26	33	37	15	19	31	37	14
FBtr0345589	3L	4134450	4134600	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073269	3L	4134450	4134600	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073267	3L	4134450	4134600	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073264	3L	4135938	4136088	-	151	330	190	33	13	50	245	6	38	14	22	52	37	165	383	24	18
FBtr0310632	3L	4138896	4139046	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073263	3L	4138896	4139046	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073212	3L	4139026	4139176	+	151	209	115	18	9	23	81	18	31	10	11	36	16	121	289	14	9
FBtr0332657	3L	4142314	4142464	+	151	32	34	34	39	3	16	27	30	32	37	42	31	17	44	53	19
FBtr0073214	3L	4143042	4143192	+	151	40	39	82	121	2	31	77	63	39	43	32	27	32	67	75	24
FBtr0073215	3L	4148646	4148796	+	151	28	32	229	215	3	18	217	212	43	38	35	26	30	57	154	74
FBtr0302032	3L	4160832	4160982	-	151	43	50	279	292	1	23	308	180	25	28	49	34	30	65	302	112
FBtr0332659	3L	4167364	4167514	-	151	110	46	76	108	7	51	120	64	20	13	47	29	55	111	68	26
FBtr0073217	3L	4170354	4170504	+	151	323	193	39	18	39	133	16	40	7	13	55	35	106	269	23	27
FBtr0073218	3L	4173834	4173984	+	151	44	20	22	17	2	22	8	31	34	36	33	33	24	42	48	16
FBtr0301645	3L	4178170	4178320	-	151	55	51	38	36	5	76	22	40	43	44	42	33	36	101	49	29
FBtr0073258	3L	4181736	4181886	-	151	49	30	9	28	8	8	12	64	38	41	27	19	21	59	41	26
FBtr0073257	3L	4184563	4184713	-	151	24	26	30	19	3	39	21	50	34	46	39	26	25	57	38	25
FBtr0300621	3L	4187923	4188073	-	151	30	27	24	39	3	22	16	42	40	70	26	37	10	23	59	25
FBtr0073220	3L	4188449	4188599	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073219	3L	4188449	4188599	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307309	3L	4193943	4194093	+	151	166	72	18	15	10	42	9	22	25	24	49	28	90	144	16	9
FBtr0307312	3L	4194518	4194668	+	151	28	37	11	15	1	27	15	37	38	39	36	30	36	49	41	13
FBtr0073255	3L	4204239	4204389	-	151	52	55	38	30	6	15	23	35	29	38	35	27	23	65	53	15
FBtr0073254	3L	4209078	4209228	-	151	30	43	37	57	1	32	34	53	34	47	34	34	21	60	75	35
FBtr0073223	3L	4215329	4215479	+	151	56	21	45	29	3	26	37	39	28	35	33	33	20	42	45	15
FBtr0073250	3L	4225850	4226000	-	151	77	30	29	47	2	35	25	42	30	35	20	23	47	81	66	35
FBtr0333569	3L	4227202	4227352	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073249	3L	4227202	4227352	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073248	3L	4236047	4236197	-	151	43	33	70	75	7	8	95	56	36	24	43	27	48	65	79	33
FBtr0073225	3L	4240123	4240273	+	151	52	21	6	10	6	12	7	22	27	18	29	17	15	39	29	5
FBtr0073226	3L	4240258	4240408	+	151	66	27	18	15	7	31	28	34	26	19	26	19	9	43	38	16
FBtr0073227	3L	4242684	4242834	+	151	232	67	18	18	30	100	7	31	12	13	77	26	163	325	18	9
FBtr0073247	3L	4251951	4252101	-	151	363	102	19	11	63	133	7	35	20	14	69	35	170	365	32	30
FBtr0073246	3L	4253952	4254102	-	151	961	380	115	45	127	332	33	62	38	25	35	30	504	1161	39	48
FBtr0073245	3L	4254206	4254356	-	151	337	141	15	17	37	140	10	29	12	9	70	38	210	515	17	12
FBtr0073228	3L	4254726	4254876	+	151	160	104	26	19	13	111	16	26	23	20	53	30	135	281	25	15
FBtr0073244	3L	4259052	4259202	-	151	96	47	9	9	13	56	11	17	32	42	43	34	65	134	36	16
FBtr0073229	3L	4259380	4259530	+	151	175	69	10	3	17	85	13	24	33	21	49	40	100	202	13	13
FBtr0073243	3L	4262370	4262520	-	151	342	128	18	10	40	170	14	22	25	11	59	35	205	497	19	15
FBtr0073231	3L	4263669	4263819	+	151	163	72	15	19	12	42	6	29	29	22	50	27	68	152	35	26
FBtr0333566	3L	4277912	4278062	+	151	134	67	13	15	7	34	5	25	19	7	46	30	101	283	17	16
FBtr0073242	3L	4282717	4282867	-	151	496	213	13	14	50	256	13	24	18	17	63	26	196	410	37	21
FBtr0073233	3L	4283801	4283951	+	151	647	299	39	21	50	256	24	41	18	19	73	27	273	726	17	15
FBtr0300449	3L	4286988	4287138	+	151	152	103	16	11	17	82	8	14	19	17	52	36	148	365	25	20
FBtr0073237	3L	4288591	4288741	+	151	64	34	17	10	4	35	8	36	29	32	38	36	26	79	32	23
FBtr0333567	3L	4288895	4289045	+	151	68	32	7	16	3	18	9	22	22	26	40	37	21	63	33	12
FBtr0300776	3L	4292146	4292296	-	151	419	129	37	10	24	161	13	32	22	18	54	28	249	695	17	14
FBtr0073342	3L	4299404	4299554	-	151	46	44	22	29	0	7	27	52	26	38	32	26	18	34	55	15
FBtr0073341	3L	4307618	4307768	-	151	34	26	29	39	0	29	28	54	22	44	45	25	17	46	60	21
FBtr0346538	3L	4313433	4313583	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073286	3L	4313433	4313583	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073287	3L	4318705	4318855	+	151	147	82	12	10	15	81	12	21	17	17	69	25	103	219	40	20
FBtr0073340	3L	4322159	4322309	-	151	168	67	13	10	24	68	8	24	18	8	65	35	127	302	25	8
FBtr0306533	3L	4345397	4345547	-	151	81	41	26	22	1	14	33	38	28	32	34	27	20	31	64	35
FBtr0113138	3L	4363874	4364024	-	151	195	101	24	17	29	61	26	19	24	23	29	15	102	198	13	6
FBtr0306534	3L	4364002	4364152	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308202	3L	4364002	4364152	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306094	3L	4364002	4364152	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0091456	3L	4365384	4365534	+	151	104	51	20	13	4	34	9	42	33	41	44	35	33	76	26	19
FBtr0100186	3L	4379499	4379649	-	151	8	11	19	18	4	19	26	23	27	29	42	31	5	23	42	17
FBtr0100185	3L	4380287	4380437	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073337	3L	4380287	4380437	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073291	3L	4384392	4384542	+	151	54	33	22	25	7	23	63	27	18	27	56	21	27	35	49	15
FBtr0330179	3L	4403437	4403587	+	151	221	100	23	25	23	92	16	21	19	12	54	31	94	265	17	10
FBtr0113140	3L	4406893	4407043	+	151	81	68	27	15	16	51	10	33	17	16	50	25	71	146	12	9
FBtr0073294	3L	4407095	4407245	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308033	3L	4407095	4407245	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073295	3L	4414307	4414457	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308034	3L	4414307	4414457	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073296	3L	4414615	4414765	+	151	54	39	22	10	6	33	23	15	26	22	41	26	45	101	53	12
FBtr0073297	3L	4418587	4418737	+	151	4	3	4	1	0	10	3	4	6	1	6	8	1	8	8	6
FBtr0113141	3L	4418630	4418780	+	151	11	12	2	2	0	8	3	13	10	8	5	5	4	11	12	6
FBtr0073298	3L	4421612	4421762	+	151	41	33	26	23	2	39	20	35	34	46	35	23	20	59	59	22
FBtr0073299	3L	4429299	4429449	+	151	24	22	23	27	3	15	27	29	45	51	58	52	27	59	92	34
FBtr0073301	3L	4436671	4436821	+	151	5	31	25	35	4	18	29	60	20	37	29	29	10	23	55	24
FBtr0073302	3L	4446523	4446673	+	151	18	27	29	22	1	17	28	34	14	24	31	24	15	20	42	17
FBtr0073333	3L	4460217	4460367	-	151	69	31	21	18	4	35	21	29	15	21	31	26	17	52	37	16
FBtr0303006	3L	4466530	4466680	-	151	60	25	28	29	5	16	49	39	32	34	36	37	14	31	43	5
FBtr0303003	3L	4469951	4470101	+	151	47	13	21	11	6	19	24	21	28	36	30	30	16	40	57	11
FBtr0303005	3L	4473018	4473168	+	151	20	30	25	27	1	14	15	29	27	28	33	22	14	23	34	11
FBtr0073306	3L	4480233	4480383	+	151	125	69	29	23	10	49	16	29	22	23	44	31	18	54	68	21
FBtr0331399	3L	4482759	4482909	+	151	13	22	28	31	2	16	24	30	22	40	37	27	16	52	49	16
FBtr0331400	3L	4490863	4491013	-	151	25	31	15	23	3	12	7	42	29	26	39	28	7	31	32	14
FBtr0333588	3L	4500400	4500550	-	151	47	23	41	29	4	10	23	39	34	34	43	29	13	38	41	31
FBtr0301608	3L	4508333	4508483	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301517	3L	4508333	4508483	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073323	3L	4532045	4532195	-	151	21	31	15	21	4	22	22	40	29	42	40	30	16	22	35	16
FBtr0073308	3L	4533120	4533270	+	151	16	21	16	17	1	23	18	49	33	27	37	21	8	15	42	18
FBtr0073322	3L	4541144	4541294	-	151	119	36	8	9	6	55	11	18	30	23	48	23	29	70	24	6
FBtr0304987	3L	4542001	4542151	+	151	33	4	1	3	4	18	0	5	5	4	24	6	17	36	1	1
FBtr0113143	3L	4542070	4542220	+	151	78	42	5	1	19	59	3	7	9	5	18	5	54	127	6	3
FBtr0113142	3L	4550639	4550789	+	151	19	22	19	15	5	25	4	27	18	36	45	32	14	47	45	13
FBtr0301096	3L	4556037	4556187	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301098	3L	4556037	4556187	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333583	3L	4557223	4557373	+	151	35	29	70	52	5	27	39	63	23	37	33	28	15	39	69	31
FBtr0301095	3L	4574914	4575064	+	151	16	21	33	24	2	5	35	57	30	48	50	26	57	76	95	55
FBtr0302594	3L	4612996	4613146	-	151	60	36	11	9	10	51	4	19	34	14	60	34	32	81	42	26
FBtr0302941	3L	4621169	4621319	+	151	40	18	26	9	2	11	19	25	32	33	40	31	24	37	66	15
FBtr0304990	3L	4626032	4626182	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343995	3L	4626032	4626182	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100507	3L	4626032	4626182	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100505	3L	4626096	4626246	-	151	17	9	2	2	7	8	4	8	4	2	22	8	13	31	4	3
FBtr0073317	3L	4626684	4626834	+	151	273	81	30	17	32	133	15	28	17	10	62	30	191	453	30	11
FBtr0073344	3L	4648226	4648376	+	151	16	19	110	114	1	25	56	76	35	19	35	31	20	35	193	69
FBtr0073369	3L	4667289	4667439	-	151	36	13	34	36	1	39	34	38	40	23	31	30	9	24	86	27
FBtr0306206	3L	4681358	4681508	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302646	3L	4681358	4681508	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306207	3L	4681358	4681508	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333592	3L	4687217	4687367	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333591	3L	4687217	4687367	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333593	3L	4687217	4687367	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073367	3L	4688674	4688824	-	151	47	35	37	43	5	21	38	37	25	20	43	32	34	44	69	18
FBtr0073366	3L	4689970	4690120	-	151	22	20	46	40	0	30	31	57	24	34	40	25	16	45	91	35
FBtr0332738	3L	4692733	4692883	+	151	104	68	37	20	6	18	38	46	41	36	34	39	39	108	104	50
FBtr0073363	3L	4753638	4753788	-	151	46	38	11	8	8	18	13	18	24	19	58	26	19	53	38	14
FBtr0073362	3L	4805174	4805324	-	151	15	22	17	16	3	3	20	36	29	32	43	26	7	29	39	19
FBtr0073361	3L	4807306	4807456	-	151	14	19	11	12	0	11	2	22	19	24	35	24	15	37	15	10
FBtr0332749	3L	4825587	4825737	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0273370	3L	4825587	4825737	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073348	3L	4825803	4825953	+	151	184	79	17	9	19	114	7	36	16	12	55	31	139	334	15	15
FBtr0332744	3L	4833491	4833641	-	151	26	22	18	15	2	22	14	20	30	27	26	23	18	30	39	15
FBtr0308822	3L	4839996	4840146	-	151	2	1	3	0	0	4	2	1	3	1	1	3	0	0	3	0
FBtr0306799	3L	4840008	4840158	-	151	0	2	0	1	0	0	4	2	2	3	2	2	0	1	0	0
FBtr0073356	3L	4852361	4852511	-	151	36	18	36	34	5	27	61	41	25	36	35	22	21	41	76	21
FBtr0289982	3L	4861219	4861369	+	151	3	10	4	5	2	2	10	12	5	3	4	5	3	10	11	7
FBtr0289983	3L	4861254	4861404	+	151	4	6	12	6	0	6	15	14	4	4	5	1	3	15	9	1
FBtr0073352	3L	4896814	4896964	+	151	33	25	37	19	1	29	41	35	33	32	41	22	19	31	62	21
FBtr0073353	3L	4898850	4899000	+	151	60	37	28	13	5	27	24	37	29	28	36	29	19	27	44	7
FBtr0345597	3L	4910318	4910468	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331423	3L	4910318	4910468	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073354	3L	4910318	4910468	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0073375	3L	4976076	4976226	-	151	42	49	34	29	4	22	39	53	15	11	56	15	31	34	52	24
FBtr0073373	3L	4996777	4996927	-	151	25	21	60	59	1	26	109	44	26	27	34	25	10	44	77	15
FBtr0309972	3L	5078933	5079083	-	151	12	33	53	32	0	18	21	38	26	24	27	27	10	12	38	16
FBtr0331804	3L	5133821	5133971	+	151	15	5	3	3	1	18	4	14	20	10	47	26	9	7	18	2
FBtr0330151	3L	5134170	5134320	+	151	240	91	31	7	16	103	6	14	14	15	57	32	82	244	23	18
FBtr0077165	3L	5136326	5136476	+	151	350	106	17	20	18	109	12	33	22	9	53	30	126	416	23	17
FBtr0077179	3L	5141546	5141696	-	151	70	44	6	12	0	36	8	21	30	28	44	28	26	62	22	10
FBtr0344225	3L	5141903	5142053	+	151	52	32	5	6	1	25	5	19	32	50	49	22	18	54	20	13
FBtr0077177	3L	5145963	5146113	-	151	80	33	10	6	7	48	10	10	4	7	12	4	44	110	7	4
FBtr0077168	3L	5146048	5146198	+	151	94	40	6	5	5	38	5	13	8	17	21	10	67	163	7	4
FBtr0077176	3L	5152276	5152426	-	151	216	65	5	9	17	87	5	23	17	25	52	23	183	417	13	9
FBtr0077169	3L	5152628	5152778	+	151	98	64	33	19	12	68	15	36	10	15	60	30	108	263	19	17
FBtr0333288	3L	5184697	5184847	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333289	3L	5184697	5184847	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301599	3L	5184697	5184847	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333287	3L	5201312	5201462	-	151	14	28	16	12	2	9	12	25	18	26	29	20	5	7	33	16
FBtr0077171	3L	5234433	5234583	+	151	21	7	8	10	0	14	10	23	22	21	38	24	7	14	30	12
FBtr0077174	3L	5248348	5248498	-	151	22	31	14	15	3	5	21	39	19	34	35	26	11	16	35	9
FBtr0077173	3L	5273234	5273384	-	151	15	25	26	12	0	25	24	44	34	36	28	27	8	21	36	16
FBtr0308859	3L	5277844	5277994	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077172	3L	5277844	5277994	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077161	3L	5351379	5351529	-	151	58	37	38	25	5	24	38	26	28	24	43	24	18	39	48	24
FBtr0077160	3L	5355246	5355396	-	151	144	70	18	13	21	46	10	27	17	22	49	27	43	82	26	24
FBtr0077159	3L	5355823	5355973	-	151	508	266	14	15	27	106	15	22	57	35	54	31	156	308	28	14
FBtr0077157	3L	5359292	5359442	-	151	316	141	33	12	33	115	18	33	19	12	40	21	216	480	16	17
FBtr0077144	3L	5360161	5360311	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306086	3L	5360161	5360311	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077156	3L	5365461	5365611	-	151	139	92	6	13	17	114	5	22	30	37	38	20	106	208	21	15
FBtr0345026	3L	5366082	5366232	-	151	137	54	11	8	21	78	4	13	2	5	14	5	94	240	4	5
FBtr0077155	3L	5366125	5366275	-	151	82	25	1	4	10	20	3	2	5	0	13	4	21	61	3	2
FBtr0077153	3L	5382721	5382871	-	151	17	22	18	22	2	13	38	23	36	24	36	21	11	21	32	13
FBtr0333612	3L	5424059	5424209	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333611	3L	5424059	5424209	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290012	3L	5436109	5436259	+	151	19	18	13	11	2	9	14	15	17	19	35	25	10	12	25	10
FBtr0333613	3L	5479740	5479890	+	151	15	10	14	16	5	15	18	11	17	22	36	20	10	22	23	6
FBtr0077152	3L	5498858	5499008	-	151	72	28	8	9	4	53	16	20	19	18	42	16	29	63	28	13
FBtr0344834	3L	5510760	5510910	-	151	13	22	11	11	0	6	4	23	22	11	34	29	4	17	21	6
