# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/K27me3-PROseq.counts.pmt.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam
FBtr0333267	3L	872861	873011	+	151	18	9	5	17	25	25	44	27	24	12	44	6	29	2	38
FBtr0345005	3L	880945	881095	-	151	24	11	18	44	37	28	37	37	10	13	90	7	22	5	97
FBtr0072593	3L	881913	882063	-	151	13	12	10	33	32	21	44	29	26	6	61	7	26	7	46
FBtr0333266	3L	887968	888118	+	151	10	17	16	30	44	22	45	37	27	13	49	6	23	5	46
FBtr0100833	3L	895901	896051	+	151	24	46	19	35	69	37	31	32	12	10	74	4	15	1	53
FBtr0100835	3L	897330	897480	+	151	28	21	13	29	41	16	45	31	18	8	56	6	12	4	40
FBtr0072592	3L	909062	909212	+	151	32	33	41	38	98	32	44	33	18	13	105	9	30	3	46
FBtr0333500	3L	914024	914174	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333504	3L	914024	914174	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333506	3L	914024	914174	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345690	3L	959610	959760	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333497	3L	959610	959760	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333508	3L	959610	959760	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333493	3L	959610	959760	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333501	3L	959610	959760	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072619	3L	993933	994083	+	151	14	22	18	28	31	25	36	25	20	9	53	6	25	3	48
FBtr0072648	3L	1000467	1000617	-	151	7	15	5	34	37	11	30	26	15	13	54	10	22	6	55
FBtr0072647	3L	1007675	1007825	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072649	3L	1007675	1007825	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072646	3L	1022789	1022939	-	151	11	22	14	38	33	19	36	24	17	4	71	4	8	1	33
FBtr0072621	3L	1034647	1034797	+	151	31	12	3	23	18	3	36	22	19	15	40	2	17	0	35
FBtr0072644	3L	1034775	1034925	-	151	17	14	10	9	9	6	27	16	10	6	36	3	14	1	24
FBtr0072622	3L	1035135	1035285	+	151	7	12	8	23	11	18	58	28	12	9	51	4	23	8	39
FBtr0333269	3L	1100989	1101139	-	151	143	135	126	62	85	35	28	32	36	12	112	6	26	2	81
FBtr0072639	3L	1177176	1177326	-	151	31	19	24	31	44	9	66	27	20	18	70	7	35	7	65
FBtr0072638	3L	1193073	1193223	-	151	69	37	51	48	53	21	31	21	21	10	74	15	13	0	56
FBtr0072626	3L	1196267	1196417	+	151	29	36	35	33	48	23	28	27	12	9	58	8	20	2	49
FBtr0336737	3L	1200736	1200886	+	151	38	31	36	51	36	16	26	18	15	11	64	9	24	3	86
FBtr0273416	3L	1202936	1203086	-	151	35	24	23	35	53	23	33	28	19	11	42	7	23	4	40
FBtr0072635	3L	1204695	1204845	-	151	21	27	19	46	59	13	32	26	24	10	60	6	25	2	54
FBtr0331392	3L	1208370	1208520	+	151	26	22	39	35	47	22	48	28	18	10	87	4	40	0	88
FBtr0100006	3L	1232832	1232982	+	151	26	15	26	48	49	16	33	23	11	2	48	2	20	3	47
FBtr0100007	3L	1234080	1234230	+	151	18	28	23	40	46	10	16	21	20	10	74	10	20	2	33
FBtr0072651	3L	1235676	1235826	+	151	16	14	20	19	46	21	35	32	13	8	51	3	33	2	46
FBtr0072734	3L	1238219	1238369	-	151	20	17	27	47	48	7	34	35	13	10	62	9	30	3	62
FBtr0072733	3L	1245810	1245960	-	151	11	5	5	7	17	5	25	27	6	4	13	1	12	4	14
FBtr0303217	3L	1247767	1247917	+	151	14	7	4	21	14	14	34	25	19	10	50	1	27	7	36
FBtr0072652	3L	1247970	1248120	+	151	32	21	20	39	13	13	37	32	23	19	61	15	38	1	92
FBtr0072653	3L	1250646	1250796	+	151	5	4	2	12	23	12	40	32	16	4	23	7	13	2	24
FBtr0072655	3L	1251962	1252112	+	151	7	10	8	16	43	20	56	19	11	8	30	2	17	8	28
FBtr0100645	3L	1253803	1253953	+	151	18	10	12	22	30	8	40	37	21	11	49	6	22	3	49
FBtr0072659	3L	1256399	1256549	+	151	27	19	31	67	61	23	27	32	18	19	79	4	29	5	70
FBtr0072660	3L	1265666	1265816	+	151	24	20	30	47	35	19	29	22	9	13	63	6	21	3	47
FBtr0100256	3L	1275906	1276056	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331863	3L	1275906	1276056	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072662	3L	1275906	1276056	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072663	3L	1295863	1296013	+	151	26	13	16	31	10	16	48	22	22	10	65	5	29	0	55
FBtr0089942	3L	1298622	1298772	+	151	12	10	8	28	21	14	40	32	17	8	74	9	57	5	86
FBtr0089941	3L	1298836	1298986	+	151	9	19	22	50	24	18	39	26	19	11	138	7	26	2	95
FBtr0331868	3L	1302583	1302733	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072730	3L	1302583	1302733	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072667	3L	1302894	1303044	+	151	14	12	7	23	13	4	51	29	23	15	55	6	23	5	58
FBtr0345006	3L	1307012	1307162	-	151	28	14	13	52	23	11	31	20	22	10	87	2	32	1	77
FBtr0072668	3L	1307174	1307324	+	151	20	13	8	21	11	4	12	5	13	5	53	2	11	5	47
FBtr0331867	3L	1307318	1307468	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072729	3L	1307318	1307468	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072669	3L	1307498	1307648	+	151	34	15	14	33	19	18	57	26	23	10	71	6	35	7	66
FBtr0072728	3L	1313105	1313255	-	151	7	18	9	28	29	19	74	47	28	25	70	11	36	2	63
FBtr0072727	3L	1313277	1313427	-	151	1	8	2	8	15	4	80	46	12	12	33	2	1	4	32
FBtr0072671	3L	1313646	1313796	+	151	11	20	13	37	39	24	97	71	28	22	78	14	50	7	61
FBtr0072672	3L	1318430	1318580	+	151	15	12	9	45	21	12	47	21	16	9	79	7	16	1	58
FBtr0072673	3L	1320979	1321129	+	151	25	23	14	28	32	26	37	33	24	8	78	6	25	7	58
FBtr0072725	3L	1322706	1322856	-	151	27	17	28	35	48	22	31	20	22	13	88	4	29	0	58
FBtr0072674	3L	1324513	1324663	+	151	0	11	3	18	33	16	20	27	11	11	39	3	4	0	37
FBtr0072675	3L	1325067	1325217	+	151	26	22	15	44	35	21	34	29	18	13	78	9	22	2	59
FBtr0331864	3L	1329899	1330049	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072676	3L	1329899	1330049	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331866	3L	1334476	1334626	-	151	8	12	3	22	9	7	32	34	20	17	60	5	33	2	29
FBtr0072679	3L	1334839	1334989	+	151	13	10	7	38	25	16	54	32	10	7	49	12	35	4	54
FBtr0072723	3L	1335259	1335409	-	151	15	13	18	26	13	13	57	30	31	16	97	11	44	5	79
FBtr0331865	3L	1342065	1342215	-	151	43	16	13	31	11	23	47	27	28	5	52	4	39	6	30
FBtr0072722	3L	1342271	1342421	-	151	6	0	1	3	2	2	5	3	2	1	3	0	7	0	5
FBtr0072721	3L	1342303	1342453	-	151	0	0	2	3	5	2	13	2	1	4	2	0	4	1	8
FBtr0072719	3L	1349442	1349592	-	151	13	14	10	38	25	23	31	30	34	17	118	12	59	3	82
FBtr0072717	3L	1350499	1350649	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072718	3L	1350499	1350649	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072680	3L	1351066	1351216	+	151	26	8	9	30	15	6	57	26	21	10	55	8	38	4	57
FBtr0072681	3L	1370578	1370728	+	151	122	151	120	55	117	57	51	42	25	11	45	4	12	1	35
FBtr0339901	3L	1398536	1398686	+	151	33	31	16	14	40	8	31	28	12	4	35	4	16	0	45
FBtr0473625	3L	1411007	1411157	+	151	83	93	75	51	205	87	36	30	21	9	39	6	14	5	36
FBtr0072693	3L	1416181	1416331	+	151	113	115	55	35	126	36	30	32	15	10	43	11	10	0	26
FBtr0072720	3L	1423371	1423521	-	151	140	111	82	44	83	26	30	28	12	12	36	5	17	0	48
FBtr0072716	3L	1424879	1425029	-	151	20	23	48	72	13	18	21	23	17	11	59	9	27	5	136
FBtr0301788	3L	1437772	1437922	-	151	44	77	46	20	64	21	52	30	12	9	20	6	13	6	32
FBtr0333207	3L	1463761	1463911	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072694	3L	1463761	1463911	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072714	3L	1471960	1472110	-	151	41	43	40	34	118	29	33	22	16	12	30	5	14	1	30
FBtr0310161	3L	1475157	1475307	-	151	111	85	58	29	116	54	40	35	15	16	50	7	31	3	41
FBtr0072713	3L	1478841	1478991	-	151	25	48	31	20	67	17	60	23	26	11	47	4	23	2	39
FBtr0072712	3L	1489447	1489597	-	151	44	26	22	37	75	22	25	35	16	12	68	5	21	5	53
FBtr0332656	3L	1496543	1496693	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072711	3L	1496543	1496693	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300419	3L	1502490	1502640	-	151	23	12	11	29	18	21	49	30	24	15	58	11	25	6	39
FBtr0072697	3L	1502793	1502943	+	151	21	8	8	19	54	27	52	31	16	12	68	9	44	1	51
FBtr0072706	3L	1517171	1517321	-	151	27	10	13	33	24	14	44	35	26	15	62	9	50	14	90
FBtr0072698	3L	1517450	1517600	+	151	2	8	1	6	11	4	20	13	12	3	20	6	8	2	28
FBtr0072701	3L	1517550	1517700	+	151	11	10	6	18	19	9	28	12	18	9	30	3	17	0	19
FBtr0333395	3L	1517801	1517951	+	151	25	6	3	36	16	10	55	34	24	10	74	4	45	0	75
FBtr0100014	3L	1531159	1531309	-	151	15	13	2	24	13	10	34	19	12	7	65	3	16	0	36
FBtr0333401	3L	1533934	1534084	-	151	13	17	7	21	19	10	58	32	19	7	41	5	22	5	52
FBtr0333400	3L	1536735	1536885	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072831	3L	1536735	1536885	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072737	3L	1537087	1537237	+	151	24	18	7	30	17	11	65	32	19	9	47	7	29	8	46
FBtr0072736	3L	1537376	1537526	+	151	64	33	23	52	27	19	47	27	23	6	61	8	36	3	83
FBtr0345365	3L	1546042	1546192	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333396	3L	1546042	1546192	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072739	3L	1547282	1547432	+	151	19	15	8	38	26	17	53	39	19	16	82	5	40	2	66
FBtr0072740	3L	1548215	1548365	+	151	16	7	17	24	31	22	51	22	21	7	75	10	34	2	75
FBtr0072741	3L	1549830	1549980	+	151	16	18	17	31	21	18	50	26	29	11	89	7	28	2	73
FBtr0072742	3L	1553443	1553593	+	151	14	9	14	35	32	15	34	31	20	13	75	7	25	3	60
FBtr0072743	3L	1558178	1558328	+	151	18	19	26	50	21	15	52	37	24	17	75	8	46	0	71
FBtr0072828	3L	1558384	1558534	-	151	29	15	19	28	10	14	37	20	22	14	54	6	39	6	57
FBtr0333397	3L	1558732	1558882	+	151	19	9	21	60	15	6	46	37	24	12	88	8	28	6	61
FBtr0072744	3L	1565342	1565492	+	151	20	8	15	38	52	30	48	24	24	10	91	8	26	8	92
FBtr0072826	3L	1568508	1568658	-	151	13	9	5	24	20	10	57	20	26	13	42	7	33	4	45
FBtr0113122	3L	1569131	1569281	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345367	3L	1569131	1569281	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072745	3L	1569131	1569281	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072746	3L	1571851	1572001	+	151	22	18	12	47	21	11	59	36	29	15	128	9	36	6	113
FBtr0333359	3L	1576649	1576799	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303993	3L	1576649	1576799	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0347066	3L	1586644	1586794	+	151	27	18	14	42	24	11	52	30	20	15	95	9	48	6	65
FBtr0344803	3L	1601934	1602084	-	151	6	13	4	40	16	16	47	22	24	18	68	6	30	0	79
FBtr0333360	3L	1602574	1602724	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072825	3L	1602574	1602724	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100191	3L	1602904	1603054	+	151	17	9	8	24	17	14	54	28	18	13	30	5	21	3	28
FBtr0300891	3L	1604664	1604814	+	151	16	22	14	28	23	11	27	10	28	16	64	6	28	0	55
FBtr0331463	3L	1614410	1614560	-	151	26	13	17	26	34	22	25	18	13	9	65	4	18	5	64
FBtr0072824	3L	1615701	1615851	-	151	16	13	25	36	43	20	32	29	12	10	65	8	20	2	62
FBtr0072755	3L	1618364	1618514	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072754	3L	1618364	1618514	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072757	3L	1618364	1618514	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302024	3L	1625590	1625740	-	151	18	18	21	30	38	19	43	38	25	11	61	7	19	1	51
FBtr0072822	3L	1628277	1628427	-	151	16	18	12	41	19	17	29	24	20	11	103	5	27	3	92
FBtr0072821	3L	1629201	1629351	-	151	17	40	20	60	49	21	33	28	20	13	107	7	21	4	59
FBtr0331462	3L	1637512	1637662	-	151	2	8	9	4	6	4	14	7	6	2	18	3	5	3	13
FBtr0331461	3L	1637574	1637724	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300894	3L	1637652	1637802	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072815	3L	1637652	1637802	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300893	3L	1637652	1637802	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072814	3L	1639135	1639285	-	151	20	17	9	32	5	14	56	24	26	13	56	7	18	2	59
FBtr0072758	3L	1639661	1639811	+	151	17	16	12	33	13	17	50	28	24	14	60	6	29	13	44
FBtr0072812	3L	1645099	1645249	-	151	19	9	19	33	17	28	51	30	30	12	55	7	36	5	66
FBtr0072810	3L	1647364	1647514	-	151	17	10	11	19	20	21	47	54	17	12	56	4	26	1	61
FBtr0346593	3L	1648894	1649044	+	151	1	12	4	28	30	21	10	8	12	7	72	7	10	0	32
FBtr0072761	3L	1649030	1649180	+	151	12	10	5	15	19	8	22	18	9	9	33	5	21	1	22
FBtr0346821	3L	1652700	1652850	+	151	34	19	14	25	10	8	14	19	24	6	39	4	24	0	32
FBtr0072809	3L	1652800	1652950	-	151	5	6	6	7	0	0	9	3	11	3	23	3	21	2	13
FBtr0331460	3L	1652955	1653105	+	151	8	16	10	34	14	10	28	22	24	7	69	4	30	5	87
FBtr0072808	3L	1664141	1664291	-	151	6	12	3	41	30	12	35	42	18	17	86	5	31	3	46
FBtr0072807	3L	1664964	1665114	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072806	3L	1664964	1665114	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333923	3L	1665088	1665238	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072763	3L	1665088	1665238	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0474640	3L	1668554	1668704	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072805	3L	1668554	1668704	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301528	3L	1670008	1670158	-	151	53	71	20	55	85	50	24	35	22	9	90	3	17	1	36
FBtr0072803	3L	1672627	1672777	-	151	103	96	27	40	64	18	32	32	19	5	82	4	21	4	70
FBtr0303102	3L	1674659	1674809	+	151	25	42	17	41	54	22	34	30	12	9	64	5	20	4	45
FBtr0303103	3L	1688759	1688909	+	151	28	54	17	47	50	24	29	27	24	10	86	5	18	0	34
FBtr0072764	3L	1694567	1694717	+	151	50	50	29	20	52	23	39	26	20	13	58	0	28	0	35
FBtr0334081	3L	1702307	1702457	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072802	3L	1702307	1702457	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072800	3L	1723053	1723203	-	151	8	6	1	12	31	8	39	24	15	4	40	6	17	3	36
FBtr0072766	3L	1724340	1724490	+	151	4	5	4	14	30	8	30	28	15	12	29	6	10	5	27
FBtr0334080	3L	1731007	1731157	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309845	3L	1731007	1731157	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072797	3L	1735667	1735817	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334077	3L	1735667	1735817	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072796	3L	1737722	1737872	-	151	16	27	15	34	44	15	30	40	27	11	83	9	23	0	59
FBtr0334076	3L	1738006	1738156	-	151	19	14	10	15	17	14	22	17	21	16	90	7	30	1	54
FBtr0345817	3L	1738357	1738507	+	151	5	3	5	11	16	3	30	18	10	7	40	2	14	2	39
FBtr0072767	3L	1738504	1738654	+	151	24	13	9	26	22	10	37	21	20	13	47	4	14	1	49
FBtr0072769	3L	1739113	1739263	+	151	14	9	13	26	7	4	14	14	13	3	57	4	11	1	53
FBtr0072770	3L	1739195	1739345	+	151	15	6	11	9	19	6	24	13	16	6	14	3	15	0	34
FBtr0072771	3L	1741788	1741938	+	151	27	25	22	57	29	12	31	30	14	14	85	11	18	6	71
FBtr0334072	3L	1746857	1747007	+	151	19	6	19	30	29	16	45	27	26	16	91	10	45	4	91
FBtr0310623	3L	1748782	1748932	+	151	25	19	40	46	31	29	33	28	21	7	80	12	20	1	59
FBtr0305966	3L	1755172	1755322	-	151	23	20	19	32	45	22	45	22	11	5	45	7	14	5	43
FBtr0072795	3L	1755568	1755718	-	151	18	14	25	50	39	18	51	20	21	21	80	7	34	0	76
FBtr0334075	3L	1755834	1755984	-	151	9	14	12	21	28	20	46	30	9	5	34	6	25	2	54
FBtr0300292	3L	1756109	1756259	+	151	12	13	6	20	23	12	29	16	24	11	41	6	16	2	41
FBtr0334073	3L	1756256	1756406	+	151	18	23	17	37	27	9	35	22	24	10	61	10	16	11	59
FBtr0303106	3L	1771658	1771808	-	151	7	6	9	27	41	25	34	36	22	15	69	3	21	4	55
FBtr0332881	3L	1775047	1775197	-	151	17	13	7	17	15	26	49	34	7	12	41	7	17	7	31
FBtr0072775	3L	1775583	1775733	+	151	17	7	14	19	20	16	46	45	20	21	66	4	35	6	51
FBtr0332879	3L	1795228	1795378	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332878	3L	1795228	1795378	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072790	3L	1795228	1795378	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072777	3L	1795342	1795492	+	151	8	7	0	10	6	9	17	19	7	6	21	5	10	0	10
FBtr0072778	3L	1797255	1797405	+	151	8	9	7	23	34	14	49	33	21	15	74	4	16	0	46
FBtr0072779	3L	1798753	1798903	+	151	17	11	10	29	9	13	55	32	24	10	44	9	30	5	66
FBtr0332874	3L	1803057	1803207	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302730	3L	1803057	1803207	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345814	3L	1803057	1803207	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072784	3L	1810538	1810688	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0072785	3L	1810538	1810688	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299561	3L	1828842	1828992	-	151	28	32	34	34	31	21	41	27	17	16	56	9	18	1	48
FBtr0299560	3L	1831683	1831833	-	151	16	6	8	21	30	13	44	28	13	10	54	6	15	2	61
FBtr0072786	3L	1835064	1835214	-	151	14	25	11	24	45	17	31	32	23	9	47	4	11	0	35
FBtr0072869	3L	1841984	1842134	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332673	3L	1841984	1842134	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332672	3L	1855209	1855359	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300713	3L	1855209	1855359	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303155	3L	1855491	1855641	-	151	38	18	28	34	53	18	34	41	25	12	77	4	20	2	49
FBtr0303152	3L	1857115	1857265	+	151	13	11	8	28	22	14	56	27	28	10	69	6	21	0	43
FBtr0332671	3L	1861716	1861866	-	151	37	37	24	48	33	42	51	44	23	13	86	8	34	6	61
FBtr0072867	3L	1862139	1862289	-	151	36	16	16	37	34	15	52	33	16	5	65	7	32	6	35
FBtr0072866	3L	1865039	1865189	-	151	34	23	18	31	4	6	17	22	13	6	54	3	16	3	36
FBtr0345807	3L	1865140	1865290	-	151	3	6	0	11	6	6	25	13	8	0	21	2	6	0	24
FBtr0072834	3L	1865380	1865530	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345381	3L	1865380	1865530	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332668	3L	1865380	1865530	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303153	3L	1869969	1870119	+	151	13	3	10	18	17	1	11	8	12	4	46	2	10	0	29
FBtr0300120	3L	1870069	1870219	+	151	6	6	5	18	14	7	13	14	23	8	64	7	14	2	47
FBtr0072864	3L	1876212	1876362	-	151	35	20	17	45	19	20	69	25	24	11	66	8	38	6	59
FBtr0300715	3L	1882459	1882609	-	151	11	12	7	24	33	10	28	20	16	7	22	0	21	5	47
FBtr0300714	3L	1882941	1883091	-	151	25	15	13	23	45	15	31	42	16	5	66	7	26	0	62
FBtr0346440	3L	1884792	1884942	-	151	17	10	10	9	28	5	31	14	12	13	39	6	23	0	39
FBtr0346441	3L	1884919	1885069	-	151	3	5	3	9	11	7	21	13	10	7	34	1	12	2	34
FBtr0072836	3L	1885607	1885757	+	151	13	9	15	18	26	13	52	24	20	11	73	4	51	5	62
FBtr0072837	3L	1889440	1889590	+	151	12	16	14	27	42	8	34	28	20	11	60	10	20	0	47
FBtr0310544	3L	1897555	1897705	-	151	135	96	72	66	98	53	33	23	17	8	56	8	29	2	62
FBtr0273261	3L	1910097	1910247	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310545	3L	1910097	1910247	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0290136	3L	1921257	1921407	+	151	461	450	335	292	366	163	38	24	18	22	121	9	34	4	104
FBtr0072858	3L	1938640	1938790	-	151	48	38	58	50	49	18	35	33	24	10	54	8	22	2	53
FBtr0346543	3L	1939003	1939153	-	151	25	18	36	33	36	14	41	27	8	5	45	2	14	4	44
FBtr0072841	3L	1941018	1941168	+	151	19	25	17	29	12	7	37	25	11	7	42	0	14	1	36
FBtr0301465	3L	1947375	1947525	-	151	12	12	4	24	13	15	35	27	22	13	43	4	23	3	40
